Date,LAMR
2022-02-28,109.05999755859375
2022-03-01,107.16999816894531
2022-03-02,109.48999786376953
2022-03-03,110.41000366210938
2022-03-04,107.62000274658203
2022-03-07,101.56999969482422
2022-03-08,104.77999877929688
2022-03-09,108.9800033569336
2022-03-10,109.5
2022-03-11,108.91000366210938
2022-03-14,107.88999938964844
2022-03-15,109.80999755859375
2022-03-16,111.91000366210938
2022-03-17,113.20999908447266
2022-03-18,112.48999786376953
2022-03-21,113.5199966430664
2022-03-22,113.62000274658203
2022-03-23,112.01000213623047
2022-03-24,113.31999969482422
2022-03-25,115.97000122070312
2022-03-28,114.4800033569336
2022-03-29,117.75
2022-03-30,116.9800033569336
2022-03-31,116.18000030517578
2022-04-01,118.30000305175781
2022-04-04,117.51000213623047
2022-04-05,116.05999755859375
2022-04-06,116.26000213623047
2022-04-07,114.52999877929688
2022-04-08,113.37000274658203
2022-04-11,113.72000122070312
2022-04-12,113.0999984741211
2022-04-13,113.9000015258789
2022-04-14,112.75
2022-04-18,112.45999908447266
2022-04-19,114.87999725341797
2022-04-20,117.3499984741211
2022-04-21,116.63999938964844
2022-04-22,113.98999786376953
2022-04-25,114.08999633789062
2022-04-26,111.0999984741211
2022-04-27,111.95999908447266
2022-04-28,114.13999938964844
2022-04-29,110.41000366210938
2022-05-02,109.55000305175781
2022-05-03,107.05999755859375
2022-05-04,109.44000244140625
2022-05-05,107.19000244140625
2022-05-06,104.3499984741211
2022-05-09,97.73999786376953
2022-05-10,97.5999984741211
2022-05-11,96.88999938964844
2022-05-12,96.12000274658203
2022-05-13,99.19000244140625
2022-05-16,98.63999938964844
2022-05-17,100.70999908447266
2022-05-18,97.43000030517578
2022-05-19,94.44999694824219
2022-05-20,94.97000122070312
2022-05-23,96.61000061035156
2022-05-24,91.48999786376953
2022-05-25,94.12000274658203
2022-05-26,95.97000122070312
2022-05-27,98.7699966430664
2022-05-31,97.94999694824219
2022-06-01,96.98999786376953
2022-06-02,97.83000183105469
2022-06-03,96.0199966430664
2022-06-06,96.58000183105469
2022-06-07,97.83000183105469
2022-06-08,95.62999725341797
2022-06-09,93.30999755859375
2022-06-10,89.41000366210938
2022-06-13,86.91999816894531
2022-06-14,86.8499984741211
2022-06-15,88.36000061035156
2022-06-16,84.54000091552734
2022-06-17,88.3499984741211
2022-06-21,89.5199966430664
2022-06-22,89.5999984741211
2022-06-23,91.06999969482422
2022-06-24,92.08999633789062
2022-06-27,91.18000030517578
2022-06-28,89.11000061035156
2022-06-29,88.29000091552734
2022-06-30,87.97000122070312
2022-07-01,88.48999786376953
2022-07-05,88.36000061035156
2022-07-06,88.41000366210938
2022-07-07,91.72000122070312
2022-07-08,91.37999725341797
2022-07-11,90.30000305175781
2022-07-12,90.47000122070312
2022-07-13,90.37999725341797
2022-07-14,88.86000061035156
2022-07-15,91.69000244140625
2022-07-18,92.5999984741211
2022-07-19,96.94999694824219
2022-07-20,99.7699966430664
2022-07-21,98.36000061035156
2022-07-22,96.13999938964844
2022-07-25,96.22000122070312
2022-07-26,94.19999694824219
2022-07-27,97.75
2022-07-28,99.79000091552734
2022-07-29,101.05999755859375
2022-08-01,100.87000274658203
2022-08-02,99.05999755859375
2022-08-03,100.12000274658203
2022-08-04,100.06999969482422
2022-08-05,100.62000274658203
2022-08-08,102.52999877929688
2022-08-09,102.29000091552734
2022-08-10,104.47000122070312
2022-08-11,104.41000366210938
2022-08-12,105.55000305175781
2022-08-15,105.88999938964844
2022-08-16,105.93000030517578
2022-08-17,103.66000366210938
2022-08-18,104.05999755859375
2022-08-19,102.73999786376953
2022-08-22,97.52999877929688
2022-08-23,97.80000305175781
2022-08-24,98.55999755859375
2022-08-25,100.29000091552734
2022-08-26,97.29000091552734
2022-08-29,95.83999633789062
2022-08-30,94.05000305175781
2022-08-31,93.88999938964844
2022-09-01,93.88999938964844
2022-09-02,92.48999786376953
2022-09-06,92.9800033569336
2022-09-07,96.66999816894531
2022-09-08,96.87999725341797
2022-09-09,98.2699966430664
2022-09-12,99.62999725341797
2022-09-13,95.55000305175781
2022-09-14,95.31999969482422
2022-09-15,94.75
2022-09-16,92.70999908447266
2022-09-19,92.94999694824219
2022-09-20,90.1500015258789
2022-09-21,88.33999633789062
2022-09-22,85.0999984741211
2022-09-23,84.19999694824219
2022-09-26,82.58999633789062
2022-09-27,82.87000274658203
2022-09-28,85.9000015258789
2022-09-29,83.9000015258789
2022-09-30,82.48999786376953
2022-10-03,84.08999633789062
2022-10-04,88.62999725341797
2022-10-05,87.70999908447266
2022-10-06,87.0999984741211
2022-10-07,85.0999984741211
2022-10-10,83.77999877929688
2022-10-11,84.25
2022-10-12,83.33000183105469
2022-10-13,85.05999755859375
2022-10-14,84.12000274658203
2022-10-17,87.29000091552734
2022-10-18,88.7300033569336
2022-10-19,87.0199966430664
2022-10-20,87.44000244140625
2022-10-21,88.61000061035156
2022-10-24,88.62999725341797
2022-10-25,91.75
2022-10-26,91.58999633789062
2022-10-27,92.0999984741211
2022-10-28,93.47000122070312
2022-10-31,92.2300033569336
2022-11-01,93.55999755859375
2022-11-02,90.41000366210938
2022-11-03,89.69999694824219
2022-11-04,88.76000213623047
2022-11-07,88.0
2022-11-08,87.33999633789062
2022-11-09,88.06999969482422
2022-11-10,95.27999877929688
2022-11-11,95.91000366210938
2022-11-14,93.66999816894531
2022-11-15,95.72000122070312
2022-11-16,96.19000244140625
2022-11-17,96.0
2022-11-18,96.4800033569336
2022-11-21,96.5199966430664
2022-11-22,98.04000091552734
2022-11-23,99.44000244140625
2022-11-25,99.9800033569336
2022-11-28,98.94999694824219
2022-11-29,99.13999938964844
2022-11-30,100.13999938964844
2022-12-01,100.11000061035156
2022-12-02,99.27999877929688
2022-12-05,95.37999725341797
2022-12-06,92.87999725341797
2022-12-07,93.44000244140625
2022-12-08,94.11000061035156
2022-12-09,94.70999908447266
2022-12-12,97.12000274658203
2022-12-13,100.48999786376953
2022-12-14,100.5999984741211
2022-12-15,96.9800033569336
2022-12-16,93.77999877929688
2022-12-19,92.12000274658203
2022-12-20,92.37000274658203
2022-12-21,93.48999786376953
2022-12-22,93.16000366210938
2022-12-23,93.76000213623047
2022-12-27,93.7699966430664
2022-12-28,93.5
2022-12-29,94.69000244140625
2022-12-30,94.4000015258789
2023-01-03,91.80999755859375
2023-01-04,93.83999633789062
2023-01-05,92.31999969482422
2023-01-06,96.13999938964844
2023-01-09,96.31999969482422
2023-01-10,98.29000091552734
2023-01-11,101.41000366210938
2023-01-12,101.9800033569336
2023-01-13,102.0999984741211
2023-01-17,102.97000122070312
2023-01-18,101.33999633789062
2023-01-19,99.3499984741211
2023-01-20,100.12000274658203
2023-01-23,102.38999938964844
2023-01-24,101.16000366210938
2023-01-25,101.62999725341797
2023-01-26,104.20999908447266
2023-01-27,104.5999984741211
2023-01-30,103.4800033569336
2023-01-31,106.54000091552734
2023-02-01,106.70999908447266
2023-02-02,111.20999908447266
2023-02-03,109.61000061035156
2023-02-06,108.05000305175781
2023-02-07,109.01000213623047
2023-02-08,108.0
2023-02-09,106.52999877929688
2023-02-10,106.63999938964844
2023-02-13,106.79000091552734
2023-02-14,106.95999908447266
2023-02-15,107.7300033569336
2023-02-16,106.83999633789062
2023-02-17,107.7300033569336
2023-02-21,105.08000183105469
2023-02-22,105.11000061035156
2023-02-23,104.7300033569336
2023-02-24,101.87000274658203
2023-02-27,103.7300033569336
2023-02-28,104.55999755859375
2023-03-01,104.41999816894531
2023-03-02,105.98999786376953
2023-03-03,106.33999633789062
2023-03-06,105.08000183105469
2023-03-07,103.94999694824219
2023-03-08,105.12000274658203
2023-03-09,100.9800033569336
2023-03-10,98.19000244140625
2023-03-13,98.11000061035156
2023-03-14,98.45999908447266
2023-03-15,97.25
2023-03-16,95.9000015258789
2023-03-17,93.81999969482422
2023-03-20,95.69999694824219
2023-03-21,96.19999694824219
2023-03-22,92.94000244140625
2023-03-23,91.98999786376953
2023-03-24,94.62000274658203
2023-03-27,94.45999908447266
2023-03-28,94.31999969482422
2023-03-29,95.72000122070312
2023-03-30,97.11000061035156
2023-03-31,99.88999938964844
2023-04-03,99.91000366210938
2023-04-04,98.41000366210938
2023-04-05,97.58999633789062
2023-04-06,98.0199966430664
2023-04-10,99.77999877929688
2023-04-11,101.27999877929688
2023-04-12,100.81999969482422
2023-04-13,102.30999755859375
2023-04-14,101.76000213623047
2023-04-17,104.7699966430664
2023-04-18,104.61000061035156
2023-04-19,104.9800033569336
2023-04-20,102.87000274658203
2023-04-21,103.62000274658203
2023-04-24,104.63999938964844
2023-04-25,103.73999786376953
2023-04-26,102.79000091552734
2023-04-27,105.04000091552734
2023-04-28,105.68000030517578
2023-05-01,105.38999938964844
2023-05-02,102.18000030517578
2023-05-03,102.25
2023-05-04,97.11000061035156
2023-05-05,96.5199966430664
2023-05-08,94.55999755859375
2023-05-09,94.76000213623047
2023-05-10,95.37999725341797
2023-05-11,94.52999877929688
2023-05-12,94.87000274658203
2023-05-15,94.83000183105469
2023-05-16,92.55999755859375
2023-05-17,95.25
2023-05-18,94.69000244140625
2023-05-19,94.52999877929688
2023-05-22,93.7699966430664
2023-05-23,92.01000213623047
2023-05-24,89.18000030517578
2023-05-25,90.47000122070312
2023-05-26,91.0999984741211
2023-05-30,90.08999633789062
2023-05-31,89.87999725341797
2023-06-01,91.51000213623047
2023-06-02,93.62999725341797
2023-06-05,91.88999938964844
2023-06-06,92.12999725341797
2023-06-07,94.16999816894531
2023-06-08,93.25
2023-06-09,92.94000244140625
2023-06-12,93.30999755859375
2023-06-13,94.69999694824219
2023-06-14,95.87999725341797
2023-06-15,95.70999908447266
2023-06-16,96.5
2023-06-20,94.98999786376953
2023-06-21,94.58000183105469
2023-06-22,93.26000213623047
2023-06-23,92.41000366210938
2023-06-26,94.79000091552734
2023-06-27,96.97000122070312
2023-06-28,97.12999725341797
2023-06-29,98.80999755859375
2023-06-30,99.25
2023-07-03,98.93000030517578
2023-07-05,99.12999725341797
2023-07-06,97.66000366210938
2023-07-07,99.02999877929688
2023-07-10,99.94999694824219
2023-07-11,101.02999877929688
2023-07-12,101.48999786376953
2023-07-13,101.02999877929688
2023-07-14,101.56999969482422
2023-07-17,102.19999694824219
2023-07-18,103.30999755859375
2023-07-19,102.30000305175781
2023-07-20,102.54000091552734
2023-07-21,100.7699966430664
2023-07-24,97.75
2023-07-25,97.69000244140625
2023-07-26,97.83999633789062
2023-07-27,96.55000305175781
2023-07-28,98.41999816894531
2023-07-31,98.69999694824219
2023-08-01,98.88999938964844
2023-08-02,96.41000366210938
2023-08-03,91.69999694824219
2023-08-04,89.4000015258789
2023-08-07,90.22000122070312
2023-08-08,89.45999908447266
2023-08-09,89.4000015258789
2023-08-10,89.93000030517578
2023-08-11,90.01000213623047
2023-08-14,89.0
2023-08-15,87.83999633789062
2023-08-16,86.9000015258789
2023-08-17,85.55000305175781
2023-08-18,87.18000030517578
2023-08-21,87.6500015258789
2023-08-22,88.5
2023-08-23,90.30999755859375
2023-08-24,88.9800033569336
