Date,ASTS
2022-02-28,7.079999923706055
2022-03-01,7.099999904632568
2022-03-02,7.050000190734863
2022-03-03,7.059999942779541
2022-03-04,6.829999923706055
2022-03-07,6.300000190734863
2022-03-08,6.75
2022-03-09,9.779999732971191
2022-03-10,9.579999923706055
2022-03-11,9.510000228881836
2022-03-14,8.720000267028809
2022-03-15,8.329999923706055
2022-03-16,9.199999809265137
2022-03-17,9.430000305175781
2022-03-18,10.039999961853027
2022-03-21,9.890000343322754
2022-03-22,10.220000267028809
2022-03-23,9.800000190734863
2022-03-24,10.479999542236328
2022-03-25,10.350000381469727
2022-03-28,10.729999542236328
2022-03-29,10.960000038146973
2022-03-30,10.300000190734863
2022-03-31,9.979999542236328
2022-04-01,10.59000015258789
2022-04-04,10.460000038146973
2022-04-05,10.279999732971191
2022-04-06,10.430000305175781
2022-04-07,10.289999961853027
2022-04-08,10.020000457763672
2022-04-11,9.920000076293945
2022-04-12,9.739999771118164
2022-04-13,9.710000038146973
2022-04-14,9.149999618530273
2022-04-18,8.149999618530273
2022-04-19,8.239999771118164
2022-04-20,8.079999923706055
2022-04-21,7.820000171661377
2022-04-22,7.420000076293945
2022-04-25,7.730000019073486
2022-04-26,7.309999942779541
2022-04-27,7.179999828338623
2022-04-28,7.900000095367432
2022-04-29,7.53000020980835
2022-05-02,7.960000038146973
2022-05-03,8.510000228881836
2022-05-04,8.920000076293945
2022-05-05,8.470000267028809
2022-05-06,8.75
2022-05-09,7.630000114440918
2022-05-10,6.960000038146973
2022-05-11,7.019999980926514
2022-05-12,7.610000133514404
2022-05-13,7.670000076293945
2022-05-16,7.010000228881836
2022-05-17,7.449999809265137
2022-05-18,7.28000020980835
2022-05-19,7.110000133514404
2022-05-20,7.730000019073486
2022-05-23,7.78000020980835
2022-05-24,7.130000114440918
2022-05-25,7.329999923706055
2022-05-26,7.570000171661377
2022-05-27,8.270000457763672
2022-05-31,8.319999694824219
2022-06-01,8.270000457763672
2022-06-02,8.739999771118164
2022-06-03,8.479999542236328
2022-06-06,7.699999809265137
2022-06-07,7.690000057220459
2022-06-08,7.369999885559082
2022-06-09,7.099999904632568
2022-06-10,6.40500020980835
2022-06-13,6.53000020980835
2022-06-14,6.159999847412109
2022-06-15,6.340000152587891
2022-06-16,6.110000133514404
2022-06-17,6.389999866485596
2022-06-21,6.539999961853027
2022-06-22,6.599999904632568
2022-06-23,6.789999961853027
2022-06-24,6.710000038146973
2022-06-27,6.480000019073486
2022-06-28,6.340000152587891
2022-06-29,6.400000095367432
2022-06-30,6.28000020980835
2022-07-01,6.329999923706055
2022-07-05,6.489999771118164
2022-07-06,6.21999979019165
2022-07-07,6.599999904632568
2022-07-08,6.53000020980835
2022-07-11,6.78000020980835
2022-07-12,6.559999942779541
2022-07-13,6.21999979019165
2022-07-14,6.349999904632568
2022-07-15,6.429999828338623
2022-07-18,6.300000190734863
2022-07-19,6.590000152587891
2022-07-20,6.659999847412109
2022-07-21,6.659999847412109
2022-07-22,6.369999885559082
2022-07-25,6.360000133514404
2022-07-26,6.059999942779541
2022-07-27,6.369999885559082
2022-07-28,7.139999866485596
2022-07-29,7.03000020980835
2022-08-01,6.909999847412109
2022-08-02,6.679999828338623
2022-08-03,7.309999942779541
2022-08-04,7.829999923706055
2022-08-05,7.909999847412109
2022-08-08,7.550000190734863
2022-08-09,8.289999961853027
2022-08-10,9.15999984741211
2022-08-11,10.869999885559082
2022-08-12,11.630000114440918
2022-08-15,12.75
2022-08-16,13.930000305175781
2022-08-17,13.34000015258789
2022-08-18,12.170000076293945
2022-08-19,12.289999961853027
2022-08-22,11.430000305175781
2022-08-23,12.4399995803833
2022-08-24,12.369999885559082
2022-08-25,11.220000267028809
2022-08-26,11.869999885559082
2022-08-29,12.180000305175781
2022-08-30,11.970000267028809
2022-08-31,12.020000457763672
2022-09-01,11.430000305175781
2022-09-02,10.949999809265137
2022-09-06,10.989999771118164
2022-09-07,10.25
2022-09-08,10.010000228881836
2022-09-09,10.760000228881836
2022-09-12,10.84000015258789
2022-09-13,9.899999618530273
2022-09-14,10.140000343322754
2022-09-15,9.0
2022-09-16,8.520000457763672
2022-09-19,8.75
2022-09-20,8.479999542236328
2022-09-21,8.300000190734863
2022-09-22,7.840000152587891
2022-09-23,7.110000133514404
2022-09-26,7.090000152587891
2022-09-27,6.920000076293945
2022-09-28,7.409999847412109
2022-09-29,7.090000152587891
2022-09-30,7.21999979019165
2022-10-03,7.159999847412109
2022-10-04,7.480000019073486
2022-10-05,7.130000114440918
2022-10-06,7.510000228881836
2022-10-07,7.179999828338623
2022-10-10,7.309999942779541
2022-10-11,7.139999866485596
2022-10-12,7.059999942779541
2022-10-13,7.28000020980835
2022-10-14,7.28000020980835
2022-10-17,7.550000190734863
2022-10-18,7.179999828338623
2022-10-19,6.840000152587891
2022-10-20,6.630000114440918
2022-10-21,6.360000133514404
2022-10-24,5.980000019073486
2022-10-25,6.309999942779541
2022-10-26,6.139999866485596
2022-10-27,5.909999847412109
2022-10-28,6.519999980926514
2022-10-31,7.230000019073486
2022-11-01,6.869999885559082
2022-11-02,6.329999923706055
2022-11-03,6.210000038146973
2022-11-04,6.710000038146973
2022-11-07,7.429999828338623
2022-11-08,7.269999980926514
2022-11-09,6.630000114440918
2022-11-10,7.440000057220459
2022-11-11,8.829999923706055
2022-11-14,7.989999771118164
2022-11-15,7.505000114440918
2022-11-16,6.699999809265137
2022-11-17,6.760000228881836
2022-11-18,6.599999904632568
2022-11-21,6.510000228881836
2022-11-22,6.480000019073486
2022-11-23,6.659999847412109
2022-11-25,6.619999885559082
2022-11-28,6.349999904632568
2022-11-29,6.340000152587891
2022-11-30,5.769999980926514
2022-12-01,5.75
2022-12-02,5.820000171661377
2022-12-05,5.579999923706055
2022-12-06,4.869999885559082
2022-12-07,4.539999961853027
2022-12-08,4.480000019073486
2022-12-09,4.269999980926514
2022-12-12,4.380000114440918
2022-12-13,3.9600000381469727
2022-12-14,3.9600000381469727
2022-12-15,3.8399999141693115
2022-12-16,3.859999895095825
2022-12-19,3.809999942779541
2022-12-20,3.680000066757202
2022-12-21,3.7699999809265137
2022-12-22,3.7899999618530273
2022-12-23,3.9700000286102295
2022-12-27,3.6500000953674316
2022-12-28,3.759999990463257
2022-12-29,4.329999923706055
2022-12-30,4.820000171661377
2023-01-03,4.460000038146973
2023-01-04,4.599999904632568
2023-01-05,4.539999961853027
2023-01-06,4.75
2023-01-09,4.78000020980835
2023-01-10,4.880000114440918
2023-01-11,5.019999980926514
2023-01-12,5.329999923706055
2023-01-13,5.190000057220459
2023-01-17,5.5
2023-01-18,5.099999904632568
2023-01-19,5.019999980926514
2023-01-20,5.150000095367432
2023-01-23,5.320000171661377
2023-01-24,5.170000076293945
2023-01-25,5.21999979019165
2023-01-26,5.090000152587891
2023-01-27,5.349999904632568
2023-01-30,5.110000133514404
2023-01-31,5.385000228881836
2023-02-01,5.570000171661377
2023-02-02,5.869999885559082
2023-02-03,6.090000152587891
2023-02-06,6.039999961853027
2023-02-07,6.050000190734863
2023-02-08,5.909999847412109
2023-02-09,5.949999809265137
2023-02-10,5.869999885559082
2023-02-13,5.989999771118164
2023-02-14,6.199999809265137
2023-02-15,6.489999771118164
2023-02-16,6.260000228881836
2023-02-17,6.46999979019165
2023-02-21,5.880000114440918
2023-02-22,6.105000019073486
2023-02-23,6.070000171661377
