Date,MDB
2022-08-30,330.7200012207031
2022-08-31,322.8599853515625
2022-09-01,241.11000061035156
2022-09-02,244.8699951171875
2022-09-06,238.0
2022-09-07,246.7100067138672
2022-09-08,247.50999450683594
2022-09-09,268.6400146484375
2022-09-12,278.510009765625
2022-09-13,251.9199981689453
2022-09-14,247.22000122070312
2022-09-15,233.52000427246094
2022-09-16,220.5800018310547
2022-09-19,221.33999633789062
2022-09-20,217.89999389648438
2022-09-21,209.4600067138672
2022-09-22,198.1999969482422
2022-09-23,194.72999572753906
2022-09-26,189.69000244140625
2022-09-27,194.44000244140625
2022-09-28,201.30999755859375
2022-09-29,194.82000732421875
2022-09-30,198.55999755859375
2022-10-03,194.07000732421875
2022-10-04,203.30999755859375
2022-10-05,202.07000732421875
2022-10-06,199.1999969482422
2022-10-07,189.7899932861328
2022-10-10,181.97000122070312
2022-10-11,180.0500030517578
2022-10-12,181.8000030517578
2022-10-13,180.75999450683594
2022-10-14,172.0800018310547
2022-10-17,182.35000610351562
2022-10-18,189.97000122070312
2022-10-19,184.77000427246094
2022-10-20,191.0
2022-10-21,188.89999389648438
2022-10-24,181.91000366210938
2022-10-25,200.69000244140625
2022-10-26,191.0500030517578
2022-10-27,190.38999938964844
2022-10-28,186.58999633789062
2022-10-31,183.02999877929688
2022-11-01,181.4499969482422
2022-11-02,163.22000122070312
2022-11-03,157.22000122070312
2022-11-04,145.3800048828125
2022-11-07,141.83999633789062
2022-11-08,144.00999450683594
2022-11-09,137.35000610351562
2022-11-10,161.0
2022-11-11,175.94000244140625
2022-11-14,171.0800018310547
2022-11-15,182.10000610351562
2022-11-16,174.69000244140625
2022-11-17,163.7899932861328
2022-11-18,159.8800048828125
2022-11-21,147.02000427246094
2022-11-22,146.8000030517578
2022-11-23,150.77000427246094
2022-11-25,147.75
2022-11-28,143.5
2022-11-29,142.3000030517578
2022-11-30,152.69000244140625
2022-12-01,161.94000244140625
2022-12-02,160.1699981689453
2022-12-05,148.72000122070312
2022-12-06,144.69000244140625
2022-12-07,178.3000030517578
2022-12-08,194.42999267578125
2022-12-09,191.75
2022-12-12,203.17999267578125
2022-12-13,206.05999755859375
2022-12-14,210.64999389648438
2022-12-15,203.7100067138672
2022-12-16,203.10000610351562
2022-12-19,193.36000061035156
2022-12-20,200.1300048828125
2022-12-21,200.3800048828125
2022-12-22,196.1699981689453
2022-12-23,197.47000122070312
2022-12-27,188.85000610351562
2022-12-28,188.80999755859375
2022-12-29,198.85000610351562
2022-12-30,196.83999633789062
2023-01-03,190.75
2023-01-04,187.2100067138672
2023-01-05,172.17999267578125
2023-01-06,169.82000732421875
2023-01-09,178.07000732421875
2023-01-10,182.08999633789062
2023-01-11,188.82000732421875
2023-01-12,190.61000061035156
2023-01-13,197.52999877929688
2023-01-17,202.83999633789062
2023-01-18,200.83999633789062
2023-01-19,189.30999755859375
2023-01-20,197.86000061035156
2023-01-23,207.0500030517578
2023-01-24,199.8800048828125
2023-01-25,195.13999938964844
2023-01-26,208.22999572753906
2023-01-27,224.00999450683594
2023-01-30,210.41000366210938
2023-01-31,214.2100067138672
2023-02-01,228.1699981689453
2023-02-02,245.86000061035156
2023-02-03,221.97999572753906
2023-02-06,218.44000244140625
2023-02-07,224.4199981689453
2023-02-08,222.6300048828125
2023-02-09,220.8000030517578
2023-02-10,210.6999969482422
2023-02-13,217.3000030517578
2023-02-14,228.80999755859375
2023-02-15,233.52999877929688
2023-02-16,217.3300018310547
2023-02-17,213.1300048828125
2023-02-21,210.61000061035156
2023-02-22,213.58999633789062
2023-02-23,213.4600067138672
2023-02-24,205.89999389648438
2023-02-27,206.8699951171875
2023-02-28,209.52000427246094
2023-03-01,209.97000122070312
2023-03-02,205.32000732421875
2023-03-03,219.05999755859375
2023-03-06,219.88999938964844
2023-03-07,223.64999389648438
2023-03-08,228.6999969482422
2023-03-09,209.57000732421875
2023-03-10,194.0800018310547
2023-03-13,201.74000549316406
2023-03-14,204.67999267578125
2023-03-15,212.1300048828125
2023-03-16,221.25
2023-03-17,219.77000427246094
2023-03-20,210.9199981689453
2023-03-21,218.55999755859375
2023-03-22,211.1300048828125
2023-03-23,220.07000732421875
2023-03-24,216.7899932861328
2023-03-27,210.64999389648438
2023-03-28,213.92999267578125
2023-03-29,217.39999389648438
2023-03-30,218.94000244140625
2023-03-31,233.1199951171875
2023-04-03,226.8699951171875
2023-04-04,227.9199981689453
2023-04-05,213.08999633789062
2023-04-06,215.88999938964844
2023-04-10,214.25
2023-04-11,211.52000427246094
2023-04-12,226.2100067138672
2023-04-13,224.5
2023-04-14,223.08999633789062
2023-04-17,224.85000610351562
2023-04-18,230.0
2023-04-19,230.25999450683594
2023-04-20,226.52000427246094
2023-04-21,232.86000061035156
2023-04-24,223.9600067138672
2023-04-25,212.91000366210938
2023-04-26,238.22000122070312
2023-04-27,240.9499969482422
2023-04-28,239.9600067138672
2023-05-01,225.77000427246094
2023-05-02,217.99000549316406
2023-05-03,220.52000427246094
2023-05-04,237.25
2023-05-05,241.2899932861328
2023-05-08,246.92999267578125
2023-05-09,250.27999877929688
2023-05-10,262.0199890136719
2023-05-11,264.0899963378906
2023-05-12,263.6000061035156
2023-05-15,276.1700134277344
2023-05-16,275.4800109863281
2023-05-17,282.5
2023-05-18,289.7200012207031
2023-05-19,275.17999267578125
2023-05-22,283.2900085449219
2023-05-23,272.80999755859375
2023-05-24,277.5799865722656
2023-05-25,284.9100036621094
2023-05-26,283.3599853515625
2023-05-30,292.3699951171875
2023-05-31,293.7900085449219
2023-06-01,293.9599914550781
2023-06-02,376.29998779296875
2023-06-05,388.57000732421875
2023-06-06,387.6199951171875
2023-06-07,368.55999755859375
2023-06-08,374.6700134277344
2023-06-09,374.510009765625
2023-06-12,381.7900085449219
2023-06-13,384.1000061035156
2023-06-14,374.5899963378906
2023-06-15,385.3999938964844
2023-06-16,379.8999938964844
2023-06-20,379.7799987792969
2023-06-21,372.9599914550781
2023-06-22,388.3599853515625
2023-06-23,389.989990234375
2023-06-26,379.9800109863281
2023-06-27,388.3399963378906
2023-06-28,398.0199890136719
2023-06-29,402.989990234375
2023-06-30,410.989990234375
2023-07-03,411.4200134277344
2023-07-05,409.57000732421875
2023-07-06,399.0199890136719
2023-07-07,388.6199951171875
2023-07-10,394.6199951171875
2023-07-11,394.2200012207031
2023-07-12,391.0799865722656
2023-07-13,407.2099914550781
2023-07-14,398.67999267578125
2023-07-17,409.1700134277344
2023-07-18,426.0199890136719
2023-07-19,431.2099914550781
2023-07-20,412.6400146484375
2023-07-21,409.7799987792969
2023-07-24,410.5799865722656
2023-07-25,418.9700012207031
2023-07-26,405.1400146484375
2023-07-27,403.5799865722656
2023-07-28,411.6199951171875
2023-07-31,423.3999938964844
2023-08-01,424.57000732421875
2023-08-02,398.739990234375
2023-08-03,402.79998779296875
2023-08-04,401.57000732421875
2023-08-07,397.54998779296875
2023-08-08,370.19000244140625
2023-08-09,360.0
2023-08-10,359.6600036621094
2023-08-11,356.2200012207031
2023-08-14,364.4100036621094
2023-08-15,367.3399963378906
2023-08-16,358.8299865722656
2023-08-17,351.1700134277344
2023-08-18,350.8299865722656
2023-08-21,358.6000061035156
2023-08-22,362.0400085449219
2023-08-23,370.739990234375
2023-08-24,360.75
2023-08-25,363.4599914550781
2023-08-28,354.32000732421875
2023-08-29,367.3800048828125
2023-08-30,375.5199890136719
2023-08-31,381.29998779296875
2023-09-01,392.8800048828125
2023-09-05,394.1300048828125
2023-09-06,382.260009765625
2023-09-07,377.5400085449219
2023-09-08,377.2900085449219
2023-09-11,394.2799987792969
2023-09-12,374.57000732421875
2023-09-13,371.3399963378906
2023-09-14,365.9200134277344
2023-09-15,362.1300048828125
2023-09-18,356.5400085449219
2023-09-19,355.6099853515625
2023-09-20,351.6600036621094
2023-09-21,333.6199951171875
2023-09-22,335.760009765625
2023-09-25,333.30999755859375
2023-09-26,325.29998779296875
2023-09-27,328.1600036621094
2023-09-28,343.1099853515625
2023-09-29,345.8599853515625
2023-10-02,349.07501220703125
2023-10-03,331.6099853515625
2023-10-04,335.95001220703125
2023-10-05,336.7799987792969
2023-10-06,353.6199951171875
2023-10-09,358.30999755859375
2023-10-10,358.4700012207031
2023-10-11,365.2200012207031
2023-10-12,364.3500061035156
2023-10-13,350.67999267578125
2023-10-16,368.1600036621094
2023-10-17,365.70001220703125
2023-10-18,358.67999267578125
2023-10-19,358.0
2023-10-20,346.2799987792969
2023-10-23,342.2799987792969
2023-10-24,352.0400085449219
2023-10-25,329.3299865722656
2023-10-26,327.3299865722656
2023-10-27,335.30999755859375
2023-10-30,336.29998779296875
2023-10-31,344.5899963378906
2023-11-01,339.0199890136719
2023-11-02,329.0
2023-11-03,343.1099853515625
2023-11-06,332.3500061035156
2023-11-07,369.0400085449219
2023-11-08,370.0400085449219
2023-11-09,365.30999755859375
2023-11-10,376.8900146484375
2023-11-13,377.9700012207031
2023-11-14,397.7699890136719
2023-11-15,392.5799865722656
2023-11-16,389.07000732421875
2023-11-17,392.57000732421875
2023-11-20,407.6099853515625
2023-11-21,405.510009765625
2023-11-22,405.07000732421875
2023-11-24,407.70001220703125
2023-11-27,401.9100036621094
2023-11-28,406.25
2023-11-29,420.510009765625
2023-11-30,415.739990234375
2023-12-01,435.2300109863281
2023-12-04,423.0199890136719
2023-12-05,433.6700134277344
2023-12-06,387.4200134277344
2023-12-07,384.239990234375
2023-12-08,381.7900085449219
2023-12-11,395.3900146484375
2023-12-12,393.0899963378906
2023-12-13,411.17999267578125
2023-12-14,419.239990234375
2023-12-15,420.1700134277344
2023-12-18,412.739990234375
2023-12-19,409.7799987792969
2023-12-20,401.6700134277344
2023-12-21,409.82000732421875
2023-12-22,407.4800109863281
2023-12-26,416.8999938964844
2023-12-27,418.2799987792969
2023-12-28,417.0799865722656
2023-12-29,408.8500061035156
2024-01-02,383.69000244140625
2024-01-03,372.9800109863281
2024-01-04,362.4100036621094
2024-01-05,365.3900146484375
2024-01-08,378.45001220703125
2024-01-09,378.7300109863281
2024-01-10,393.1499938964844
2024-01-11,392.6000061035156
2024-01-12,391.5899963378906
2024-01-16,405.44000244140625
2024-01-17,400.3800048828125
2024-01-18,392.17999267578125
2024-01-19,401.04998779296875
2024-01-22,413.4200134277344
2024-01-23,411.05999755859375
2024-01-24,410.1099853515625
2024-01-25,400.29998779296875
2024-01-26,395.2900085449219
2024-01-29,420.1700134277344
2024-01-30,415.5299987792969
2024-01-31,400.5199890136719
2024-02-01,409.07000732421875
2024-02-02,436.010009765625
2024-02-05,436.8900146484375
2024-02-06,443.30999755859375
2024-02-07,457.3900146484375
2024-02-08,475.1199951171875
2024-02-09,500.8999938964844
2024-02-12,487.989990234375
2024-02-13,472.1300048828125
2024-02-14,486.510009765625
2024-02-15,474.2099914550781
2024-02-16,465.05999755859375
2024-02-20,444.80999755859375
2024-02-21,427.489990234375
2024-02-22,449.9800109863281
2024-02-23,451.5199890136719
2024-02-26,450.79998779296875
2024-02-27,449.95001220703125
2024-02-28,443.45001220703125
2024-02-29,447.5799865722656
2024-03-01,436.8399963378906
2024-03-04,439.0
2024-03-05,405.0
2024-03-06,409.5
2024-03-07,412.010009765625
2024-03-08,383.4200134277344
2024-03-11,366.989990234375
2024-03-12,368.6400146484375
2024-03-13,372.80999755859375
2024-03-14,368.94000244140625
2024-03-15,355.44000244140625
2024-03-18,356.3699951171875
2024-03-19,353.79998779296875
2024-03-20,359.07000732421875
2024-03-21,360.1499938964844
2024-03-22,355.5
2024-03-25,353.54998779296875
2024-03-26,354.1199951171875
2024-03-27,358.79998779296875
2024-03-28,358.6400146484375
2024-04-01,356.0899963378906
2024-04-02,347.82000732421875
2024-04-03,339.82000732421875
2024-04-04,343.739990234375
2024-04-05,362.82000732421875
2024-04-08,363.32000732421875
2024-04-09,360.94000244140625
2024-04-10,351.2799987792969
2024-04-11,356.0400085449219
2024-04-12,352.05999755859375
2024-04-15,347.1700134277344
2024-04-16,349.79998779296875
2024-04-17,342.75
2024-04-18,335.54998779296875
2024-04-19,327.4700012207031
2024-04-22,340.1600036621094
2024-04-23,366.30999755859375
2024-04-24,369.2900085449219
2024-04-25,366.1300048828125
2024-04-26,383.79998779296875
2024-04-29,371.94000244140625
2024-04-30,365.17999267578125
2024-05-01,373.3299865722656
2024-05-02,363.1700134277344
2024-05-03,362.8500061035156
2024-05-06,365.6700134277344
2024-05-07,355.30999755859375
2024-05-08,353.20001220703125
2024-05-09,354.69000244140625
2024-05-10,353.4700012207031
2024-05-13,359.239990234375
2024-05-14,359.2699890136719
2024-05-15,376.489990234375
2024-05-16,369.94000244140625
2024-05-17,370.82000732421875
2024-05-20,368.010009765625
2024-05-21,365.260009765625
2024-05-22,361.2799987792969
2024-05-23,355.17999267578125
2024-05-24,349.739990234375
2024-05-28,335.8599853515625
2024-05-29,333.989990234375
2024-05-30,310.0
2024-05-31,236.05999755859375
2024-06-03,234.61000061035156
2024-06-04,232.14999389648438
2024-06-05,233.24000549316406
2024-06-06,229.8800048828125
2024-06-07,227.02000427246094
2024-06-10,224.6199951171875
2024-06-11,223.8000030517578
2024-06-12,229.25
2024-06-13,218.17999267578125
2024-06-14,227.0
2024-06-17,223.6699981689453
2024-06-18,218.85000610351562
2024-06-20,220.4499969482422
2024-06-21,227.5500030517578
2024-06-24,233.9199981689453
2024-06-25,226.61000061035156
2024-06-26,240.52000427246094
2024-06-27,244.14999389648438
2024-06-28,249.9600067138672
2024-07-01,263.510009765625
2024-07-02,259.8800048828125
2024-07-03,264.94000244140625
2024-07-05,266.739990234375
2024-07-08,260.1000061035156
2024-07-09,250.50999450683594
2024-07-10,246.17999267578125
2024-07-11,248.77999877929688
2024-07-12,253.17999267578125
2024-07-15,252.5399932861328
2024-07-16,258.260009765625
2024-07-17,262.760009765625
2024-07-18,246.83999633789062
2024-07-19,251.4600067138672
2024-07-22,252.50999450683594
2024-07-23,256.5400085449219
2024-07-24,244.5399932861328
2024-07-25,256.260009765625
2024-07-26,253.5
2024-07-29,251.50999450683594
2024-07-30,245.35000610351562
2024-07-31,252.36000061035156
2024-08-01,239.3300018310547
2024-08-02,232.6999969482422
2024-08-05,221.5
2024-08-06,223.22000122070312
2024-08-07,224.89999389648438
2024-08-08,234.47999572753906
2024-08-09,234.89999389648438
2024-08-12,232.3699951171875
2024-08-13,243.0
2024-08-14,243.44000244140625
2024-08-15,249.0500030517578
2024-08-16,251.0500030517578
2024-08-19,256.95001220703125
2024-08-20,253.24000549316406
2024-08-21,261.69000244140625
2024-08-22,246.61000061035156
2024-08-23,247.61000061035156
2024-08-26,246.0
2024-08-27,238.85000610351562
2024-08-28,235.3699951171875
2024-08-29,245.72000122070312
2024-08-30,290.7900085449219
2024-09-03,283.20001220703125
2024-09-04,290.7099914550781
2024-09-05,289.8800048828125
2024-09-06,281.8800048828125
2024-09-09,286.5799865722656
2024-09-10,291.489990234375
2024-09-11,296.69000244140625
2024-09-12,295.17999267578125
2024-09-13,290.0899963378906
2024-09-16,290.04998779296875
2024-09-17,286.79998779296875
2024-09-18,280.1099853515625
2024-09-19,283.8599853515625
2024-09-20,278.45001220703125
2024-09-23,279.4800109863281
2024-09-24,279.9200134277344
2024-09-25,278.260009765625
2024-09-26,272.6499938964844
2024-09-27,269.5299987792969
2024-09-30,270.3500061035156
2024-10-01,257.6300048828125
2024-10-02,254.3800048828125
2024-10-03,253.0
2024-10-04,265.3599853515625
2024-10-07,259.44000244140625
2024-10-08,259.4599914550781
2024-10-09,275.489990234375
2024-10-10,292.69000244140625
2024-10-11,292.8599853515625
2024-10-14,289.1400146484375
2024-10-15,284.6600036621094
2024-10-16,278.3900146484375
2024-10-17,271.8699951171875
2024-10-18,275.5400085449219
2024-10-21,271.7699890136719
2024-10-22,264.44000244140625
2024-10-23,260.9599914550781
2024-10-24,263.5199890136719
2024-10-25,268.739990234375
2024-10-28,272.17999267578125
2024-10-29,275.2099914550781
2024-10-30,283.70001220703125
2024-10-31,270.3999938964844
2024-11-01,271.8500061035156
2024-11-04,267.3900146484375
2024-11-05,274.75
2024-11-06,280.9800109863281
2024-11-07,294.1199951171875
2024-11-08,290.0400085449219
2024-11-11,291.57000732421875
2024-11-12,291.6499938964844
2024-11-13,300.8900146484375
2024-11-14,291.5899963378906
2024-11-15,279.7699890136719
2024-11-18,284.42999267578125
2024-11-19,289.1499938964844
2024-11-20,281.760009765625
2024-11-21,315.44000244140625
