Date,BPOP
2022-02-28,91.8499984741211
2022-03-01,87.04000091552734
2022-03-02,91.62999725341797
2022-03-03,91.41000366210938
2022-03-04,84.68000030517578
2022-03-07,80.12000274658203
2022-03-08,79.7699966430664
2022-03-09,83.95999908447266
2022-03-10,81.94999694824219
2022-03-11,81.18000030517578
2022-03-14,79.93000030517578
2022-03-15,80.94000244140625
2022-03-16,83.95999908447266
2022-03-17,83.72000122070312
2022-03-18,84.51000213623047
2022-03-21,84.16999816894531
2022-03-22,85.25
2022-03-23,82.79000091552734
2022-03-24,82.66999816894531
2022-03-25,84.47000122070312
2022-03-28,83.51000213623047
2022-03-29,85.0
2022-03-30,83.16000366210938
2022-03-31,81.73999786376953
2022-04-01,80.94999694824219
2022-04-04,80.73999786376953
2022-04-05,80.37999725341797
2022-04-06,80.01000213623047
2022-04-07,79.66999816894531
2022-04-08,80.1500015258789
2022-04-11,80.80000305175781
2022-04-12,80.04000091552734
2022-04-13,80.80999755859375
2022-04-14,80.80999755859375
2022-04-18,80.61000061035156
2022-04-19,82.30999755859375
2022-04-20,83.0
2022-04-21,81.37000274658203
2022-04-22,79.55000305175781
2022-04-25,79.94999694824219
2022-04-26,78.56999969482422
2022-04-27,79.62000274658203
2022-04-28,80.76000213623047
2022-04-29,77.98999786376953
2022-05-02,79.70999908447266
2022-05-03,80.94999694824219
2022-05-04,82.25
2022-05-05,81.38999938964844
2022-05-06,79.83000183105469
2022-05-09,78.9800033569336
2022-05-10,77.75
2022-05-11,77.70999908447266
2022-05-12,77.37000274658203
2022-05-13,77.91999816894531
2022-05-16,77.68000030517578
2022-05-17,80.5999984741211
2022-05-18,77.80999755859375
2022-05-19,76.4800033569336
2022-05-20,76.95999908447266
2022-05-23,78.91000366210938
2022-05-24,78.29000091552734
2022-05-25,79.5
2022-05-26,80.68000030517578
2022-05-27,81.58999633789062
2022-05-31,81.70999908447266
2022-06-01,80.87000274658203
2022-06-02,81.2300033569336
2022-06-03,80.36000061035156
2022-06-06,82.55999755859375
2022-06-07,83.55999755859375
2022-06-08,82.52999877929688
2022-06-09,80.52999877929688
2022-06-10,77.94999694824219
2022-06-13,76.80999755859375
2022-06-14,78.79000091552734
2022-06-15,78.43000030517578
2022-06-16,74.83000183105469
2022-06-17,77.2300033569336
2022-06-21,78.37000274658203
2022-06-22,78.58999633789062
2022-06-23,76.37000274658203
2022-06-24,78.87999725341797
2022-06-27,78.98999786376953
2022-06-28,79.08000183105469
2022-06-29,77.91000366210938
2022-06-30,76.93000030517578
2022-07-01,78.44999694824219
2022-07-05,77.87999725341797
2022-07-06,76.88999938964844
2022-07-07,77.0
2022-07-08,76.33000183105469
2022-07-11,76.69000244140625
2022-07-12,76.01000213623047
2022-07-13,74.75
2022-07-14,74.0999984741211
2022-07-15,76.44999694824219
2022-07-18,77.58999633789062
2022-07-19,79.69999694824219
2022-07-20,79.0
2022-07-21,79.26000213623047
2022-07-22,78.81999969482422
2022-07-25,79.79000091552734
2022-07-26,78.7300033569336
2022-07-27,80.05000305175781
2022-07-28,76.70999908447266
2022-07-29,77.66999816894531
2022-08-01,77.80999755859375
2022-08-02,76.79000091552734
2022-08-03,77.01000213623047
2022-08-04,76.01000213623047
2022-08-05,76.12999725341797
2022-08-08,76.30999755859375
2022-08-09,76.44999694824219
2022-08-10,78.6500015258789
2022-08-11,80.63999938964844
2022-08-12,81.41000366210938
2022-08-15,81.2300033569336
2022-08-16,81.97000122070312
2022-08-17,81.16000366210938
2022-08-18,82.52999877929688
2022-08-19,82.62000274658203
2022-08-22,79.69999694824219
2022-08-23,79.43000030517578
2022-08-24,79.0
2022-08-25,81.0
2022-08-26,79.94999694824219
2022-08-29,78.4000015258789
2022-08-30,77.56999969482422
2022-08-31,77.22000122070312
2022-09-01,76.55999755859375
2022-09-02,76.30000305175781
2022-09-06,74.48999786376953
2022-09-07,76.45999908447266
2022-09-08,78.43000030517578
2022-09-09,80.08000183105469
2022-09-12,80.83000183105469
2022-09-13,79.36000061035156
2022-09-14,79.47000122070312
2022-09-15,79.69999694824219
2022-09-16,78.18000030517578
2022-09-19,79.55000305175781
2022-09-20,78.68000030517578
2022-09-21,77.01000213623047
2022-09-22,75.3499984741211
2022-09-23,73.30999755859375
2022-09-26,72.08000183105469
2022-09-27,71.91999816894531
2022-09-28,73.0199966430664
2022-09-29,72.18000030517578
2022-09-30,72.05999755859375
2022-10-03,73.66000366210938
2022-10-04,75.58000183105469
2022-10-05,74.77999877929688
2022-10-06,73.33000183105469
2022-10-07,71.2300033569336
2022-10-10,70.70999908447266
2022-10-11,70.0199966430664
2022-10-12,68.94999694824219
2022-10-13,72.91000366210938
2022-10-14,73.13999938964844
2022-10-17,74.55999755859375
2022-10-18,75.48999786376953
2022-10-19,73.44000244140625
2022-10-20,71.30000305175781
2022-10-21,72.37999725341797
2022-10-24,73.7699966430664
2022-10-25,75.23999786376953
2022-10-26,70.13999938964844
2022-10-27,70.05999755859375
2022-10-28,70.6500015258789
2022-10-31,70.72000122070312
2022-11-01,71.37000274658203
2022-11-02,67.87999725341797
2022-11-03,66.31999969482422
2022-11-04,66.97000122070312
2022-11-07,69.5
2022-11-08,69.5
2022-11-09,68.08000183105469
2022-11-10,72.55999755859375
2022-11-11,73.16999816894531
2022-11-14,71.97000122070312
2022-11-15,72.66999816894531
2022-11-16,71.55000305175781
2022-11-17,69.37999725341797
2022-11-18,69.4000015258789
2022-11-21,70.0199966430664
2022-11-22,71.62999725341797
2022-11-23,71.33000183105469
2022-11-25,72.0
2022-11-28,71.48999786376953
2022-11-29,71.54000091552734
2022-11-30,73.0199966430664
2022-12-01,71.27999877929688
2022-12-02,70.80000305175781
2022-12-05,67.27999877929688
2022-12-06,66.51000213623047
2022-12-07,65.5
2022-12-08,65.22000122070312
2022-12-09,65.66000366210938
2022-12-12,67.86000061035156
2022-12-13,65.69999694824219
2022-12-14,65.0
2022-12-15,63.33000183105469
2022-12-16,63.34000015258789
2022-12-19,63.7400016784668
2022-12-20,63.599998474121094
2022-12-21,64.08999633789062
2022-12-22,64.06999969482422
2022-12-23,64.98999786376953
2022-12-27,64.4800033569336
2022-12-28,64.26000213623047
2022-12-29,65.2699966430664
2022-12-30,66.31999969482422
2023-01-03,65.56999969482422
2023-01-04,67.12999725341797
2023-01-05,66.37999725341797
2023-01-06,68.4800033569336
2023-01-09,67.7699966430664
2023-01-10,67.69999694824219
2023-01-11,68.5199966430664
2023-01-12,68.44999694824219
2023-01-13,68.5199966430664
2023-01-17,68.06999969482422
2023-01-18,65.9800033569336
2023-01-19,67.25
2023-01-20,68.83000183105469
2023-01-23,69.04000091552734
2023-01-24,68.33999633789062
2023-01-25,66.16000366210938
2023-01-26,65.69000244140625
2023-01-27,67.04000091552734
2023-01-30,66.23999786376953
2023-01-31,68.63999938964844
2023-02-01,68.91999816894531
2023-02-02,70.69000244140625
2023-02-03,70.80000305175781
2023-02-06,70.0199966430664
2023-02-07,70.94999694824219
2023-02-08,70.41999816894531
2023-02-09,69.80000305175781
2023-02-10,70.22000122070312
2023-02-13,70.5199966430664
2023-02-14,71.0199966430664
2023-02-15,71.44000244140625
2023-02-16,71.5199966430664
2023-02-17,73.04000091552734
2023-02-21,70.75
2023-02-22,70.5999984741211
2023-02-23,70.62999725341797
2023-02-24,71.2699966430664
2023-02-27,71.55999755859375
2023-02-28,71.4000015258789
2023-03-01,71.33000183105469
2023-03-02,69.2699966430664
2023-03-03,70.11000061035156
2023-03-06,69.13999938964844
2023-03-07,66.73999786376953
2023-03-08,66.45999908447266
2023-03-09,62.0
2023-03-10,61.029998779296875
2023-03-13,54.91999816894531
2023-03-14,53.41999816894531
2023-03-15,51.720001220703125
2023-03-16,52.70000076293945
2023-03-17,50.849998474121094
2023-03-20,52.22999954223633
2023-03-21,54.29999923706055
2023-03-22,52.08000183105469
2023-03-23,52.70000076293945
2023-03-24,54.31999969482422
2023-03-27,54.619998931884766
2023-03-28,54.4900016784668
2023-03-29,55.47999954223633
2023-03-30,54.810001373291016
2023-03-31,57.40999984741211
2023-04-03,57.400001525878906
2023-04-04,55.849998474121094
2023-04-05,55.83000183105469
2023-04-06,57.279998779296875
2023-04-10,58.2400016784668
2023-04-11,59.04999923706055
2023-04-12,58.83000183105469
2023-04-13,59.63999938964844
2023-04-14,58.7599983215332
2023-04-17,59.529998779296875
2023-04-18,58.060001373291016
2023-04-19,59.900001525878906
2023-04-20,59.06999969482422
2023-04-21,59.939998626708984
2023-04-24,59.04999923706055
2023-04-25,57.16999816894531
2023-04-26,58.9900016784668
2023-04-27,59.02000045776367
2023-04-28,60.0099983215332
2023-05-01,58.689998626708984
2023-05-02,57.0
2023-05-03,55.119998931884766
2023-05-04,54.70000076293945
2023-05-05,56.72999954223633
2023-05-08,56.310001373291016
2023-05-09,55.7599983215332
2023-05-10,55.25
2023-05-11,54.369998931884766
2023-05-12,54.56999969482422
2023-05-15,55.560001373291016
2023-05-16,54.599998474121094
2023-05-17,58.31999969482422
2023-05-18,58.75
2023-05-19,57.959999084472656
