Date,GH
2022-11-25,51.52000045776367
2022-11-28,51.099998474121094
2022-11-29,49.5
2022-11-30,52.34000015258789
2022-12-01,52.40999984741211
2022-12-02,53.810001373291016
2022-12-05,51.95000076293945
2022-12-06,49.5099983215332
2022-12-07,48.220001220703125
2022-12-08,47.349998474121094
2022-12-09,46.40999984741211
2022-12-12,45.970001220703125
2022-12-13,44.779998779296875
2022-12-14,42.2400016784668
2022-12-15,41.2599983215332
2022-12-16,30.059999465942383
2022-12-19,30.229999542236328
2022-12-20,30.0
2022-12-21,30.389999389648438
2022-12-22,30.239999771118164
2022-12-23,27.899999618530273
2022-12-27,25.6299991607666
2022-12-28,25.440000534057617
2022-12-29,27.049999237060547
2022-12-30,27.200000762939453
2023-01-03,27.0
2023-01-04,26.700000762939453
2023-01-05,27.030000686645508
2023-01-06,25.950000762939453
2023-01-09,27.790000915527344
2023-01-10,29.139999389648438
2023-01-11,30.770000457763672
2023-01-12,30.65999984741211
2023-01-13,30.43000030517578
2023-01-17,31.1200008392334
2023-01-18,32.0
2023-01-19,31.670000076293945
2023-01-20,31.700000762939453
2023-01-23,33.7599983215332
2023-01-24,32.47999954223633
2023-01-25,31.6299991607666
2023-01-26,31.06999969482422
2023-01-27,31.479999542236328
2023-01-30,30.8700008392334
2023-01-31,31.43000030517578
2023-02-01,32.0099983215332
2023-02-02,32.38999938964844
2023-02-03,31.940000534057617
2023-02-06,29.559999465942383
2023-02-07,28.559999465942383
2023-02-08,29.770000457763672
2023-02-09,28.399999618530273
2023-02-10,27.989999771118164
2023-02-13,27.84000015258789
2023-02-14,27.920000076293945
2023-02-15,28.969999313354492
2023-02-16,28.690000534057617
2023-02-17,28.450000762939453
2023-02-21,27.149999618530273
2023-02-22,27.65999984741211
2023-02-23,25.860000610351562
2023-02-24,28.8799991607666
2023-02-27,30.350000381469727
2023-02-28,30.889999389648438
2023-03-01,29.360000610351562
2023-03-02,31.510000228881836
2023-03-03,32.08000183105469
2023-03-06,30.229999542236328
2023-03-07,29.799999237060547
2023-03-08,28.8799991607666
2023-03-09,26.940000534057617
2023-03-10,25.010000228881836
2023-03-13,25.860000610351562
2023-03-14,26.690000534057617
2023-03-15,26.780000686645508
2023-03-16,28.260000228881836
2023-03-17,27.940000534057617
2023-03-20,25.950000762939453
2023-03-21,26.549999237060547
2023-03-22,25.139999389648438
2023-03-23,24.479999542236328
2023-03-24,24.18000030517578
2023-03-27,24.329999923706055
2023-03-28,22.979999542236328
2023-03-29,23.59000015258789
2023-03-30,22.920000076293945
2023-03-31,23.440000534057617
2023-04-03,24.059999465942383
2023-04-04,23.799999237060547
2023-04-05,23.600000381469727
2023-04-06,23.6299991607666
2023-04-10,23.8799991607666
2023-04-11,24.549999237060547
2023-04-12,24.489999771118164
2023-04-13,24.809999465942383
2023-04-14,24.5
2023-04-17,25.0
2023-04-18,24.549999237060547
2023-04-19,25.18000030517578
2023-04-20,24.600000381469727
2023-04-21,24.510000228881836
2023-04-24,23.06999969482422
2023-04-25,21.450000762939453
2023-04-26,20.940000534057617
2023-04-27,21.68000030517578
2023-04-28,22.559999465942383
2023-05-01,22.510000228881836
2023-05-02,21.440000534057617
2023-05-03,23.059999465942383
2023-05-04,22.90999984741211
2023-05-05,23.649999618530273
2023-05-08,23.530000686645508
2023-05-09,23.989999771118164
2023-05-10,27.56999969482422
2023-05-11,27.110000610351562
2023-05-12,26.3700008392334
2023-05-15,27.889999389648438
2023-05-16,27.25
2023-05-17,29.049999237060547
2023-05-18,29.520000457763672
2023-05-19,30.059999465942383
2023-05-22,30.799999237060547
2023-05-23,29.790000915527344
2023-05-24,28.610000610351562
2023-05-25,27.8700008392334
2023-05-26,28.079999923706055
2023-05-30,28.65999984741211
2023-05-31,29.31999969482422
2023-06-01,31.389999389648438
2023-06-02,32.38999938964844
2023-06-05,32.38999938964844
2023-06-06,32.66999816894531
2023-06-07,32.84000015258789
2023-06-08,32.59000015258789
2023-06-09,32.86000061035156
2023-06-12,34.72999954223633
2023-06-13,37.650001525878906
2023-06-14,38.0099983215332
2023-06-15,37.86000061035156
2023-06-16,37.09000015258789
2023-06-20,37.22999954223633
2023-06-21,36.560001373291016
2023-06-22,37.5
2023-06-23,35.529998779296875
2023-06-26,35.66999816894531
2023-06-27,36.86000061035156
2023-06-28,36.7599983215332
2023-06-29,36.290000915527344
2023-06-30,35.79999923706055
2023-07-03,35.34000015258789
2023-07-05,36.349998474121094
2023-07-06,36.36000061035156
2023-07-07,37.189998626708984
2023-07-10,38.2599983215332
2023-07-11,38.119998931884766
2023-07-12,37.7599983215332
2023-07-13,38.84000015258789
2023-07-14,38.31999969482422
2023-07-17,37.869998931884766
2023-07-18,37.880001068115234
2023-07-19,37.93000030517578
2023-07-20,37.310001373291016
2023-07-21,37.65999984741211
2023-07-24,36.97999954223633
2023-07-25,38.79999923706055
2023-07-26,38.5
2023-07-27,37.40999984741211
2023-07-28,38.81999969482422
2023-07-31,39.02000045776367
2023-08-01,37.9900016784668
2023-08-02,36.13999938964844
2023-08-03,35.540000915527344
2023-08-04,37.81999969482422
2023-08-07,37.5
2023-08-08,36.84000015258789
2023-08-09,36.459999084472656
2023-08-10,36.08000183105469
2023-08-11,35.59000015258789
2023-08-14,35.810001373291016
2023-08-15,35.38999938964844
2023-08-16,35.15999984741211
2023-08-17,35.54999923706055
2023-08-18,37.0099983215332
2023-08-21,37.75
2023-08-22,36.540000915527344
2023-08-23,38.25
2023-08-24,37.63999938964844
2023-08-25,38.290000915527344
2023-08-28,38.220001220703125
2023-08-29,39.0
2023-08-30,39.970001220703125
2023-08-31,39.08000183105469
2023-09-01,35.0099983215332
2023-09-05,35.310001373291016
2023-09-06,34.380001068115234
2023-09-07,35.279998779296875
2023-09-08,33.720001220703125
2023-09-11,33.369998931884766
2023-09-12,32.5
2023-09-13,32.25
2023-09-14,30.760000228881836
2023-09-15,29.530000686645508
2023-09-18,28.440000534057617
2023-09-19,27.59000015258789
2023-09-20,27.420000076293945
2023-09-21,26.110000610351562
2023-09-22,25.93000030517578
2023-09-25,26.260000228881836
2023-09-26,25.799999237060547
2023-09-27,27.6200008392334
2023-09-28,30.059999465942383
2023-09-29,29.639999389648438
2023-10-02,29.18000030517578
2023-10-03,28.790000915527344
2023-10-04,28.200000762939453
2023-10-05,28.649999618530273
2023-10-06,28.479999542236328
2023-10-09,28.079999923706055
2023-10-10,28.729999542236328
2023-10-11,28.34000015258789
2023-10-12,26.670000076293945
2023-10-13,27.030000686645508
2023-10-16,27.6299991607666
2023-10-17,27.309999465942383
2023-10-18,26.700000762939453
2023-10-19,25.989999771118164
2023-10-20,25.6299991607666
2023-10-23,25.979999542236328
2023-10-24,26.34000015258789
2023-10-25,25.649999618530273
2023-10-26,25.56999969482422
2023-10-27,24.959999084472656
2023-10-30,25.329999923706055
2023-10-31,25.8799991607666
2023-11-01,26.209999084472656
2023-11-02,26.889999389648438
2023-11-03,28.670000076293945
2023-11-06,27.739999771118164
2023-11-07,26.239999771118164
2023-11-08,23.670000076293945
2023-11-09,22.489999771118164
2023-11-10,21.579999923706055
2023-11-13,22.6299991607666
2023-11-14,24.489999771118164
2023-11-15,22.81999969482422
2023-11-16,22.360000610351562
2023-11-17,23.280000686645508
2023-11-20,23.899999618530273
2023-11-21,22.920000076293945
2023-11-22,23.229999542236328
2023-11-24,24.190000534057617
2023-11-27,24.399999618530273
2023-11-28,24.790000915527344
2023-11-29,25.1200008392334
2023-11-30,25.170000076293945
2023-12-01,26.329999923706055
2023-12-04,26.93000030517578
2023-12-05,26.40999984741211
2023-12-06,25.739999771118164
2023-12-07,26.260000228881836
2023-12-08,25.739999771118164
2023-12-11,26.549999237060547
2023-12-12,26.790000915527344
2023-12-13,28.3700008392334
2023-12-14,29.5
2023-12-15,28.190000534057617
2023-12-18,27.219999313354492
2023-12-19,27.899999618530273
2023-12-20,25.219999313354492
2023-12-21,27.299999237060547
2023-12-22,28.75
2023-12-26,28.549999237060547
2023-12-27,28.020000457763672
2023-12-28,27.860000610351562
2023-12-29,27.049999237060547
2024-01-02,26.510000228881836
2024-01-03,25.3799991607666
2024-01-04,25.18000030517578
2024-01-05,25.780000686645508
2024-01-08,26.90999984741211
2024-01-09,26.040000915527344
2024-01-10,26.219999313354492
2024-01-11,24.93000030517578
2024-01-12,24.200000762939453
2024-01-16,23.549999237060547
2024-01-17,23.600000381469727
2024-01-18,23.690000534057617
2024-01-19,23.209999084472656
2024-01-22,23.219999313354492
2024-01-23,22.93000030517578
2024-01-24,22.540000915527344
2024-01-25,22.6200008392334
2024-01-26,23.100000381469727
2024-01-29,24.010000228881836
2024-01-30,22.260000228881836
2024-01-31,21.93000030517578
2024-02-01,21.93000030517578
2024-02-02,22.190000534057617
2024-02-05,21.290000915527344
2024-02-06,22.530000686645508
2024-02-07,22.079999923706055
2024-02-08,22.389999389648438
2024-02-09,22.610000610351562
2024-02-12,23.229999542236328
2024-02-13,21.350000381469727
2024-02-14,22.049999237060547
2024-02-15,22.1299991607666
2024-02-16,22.420000076293945
2024-02-20,22.829999923706055
2024-02-21,22.65999984741211
2024-02-22,22.270000457763672
2024-02-23,19.420000076293945
2024-02-26,20.139999389648438
2024-02-27,19.530000686645508
2024-02-28,18.729999542236328
2024-02-29,19.0
2024-03-01,18.969999313354492
2024-03-04,18.920000076293945
2024-03-05,18.770000457763672
2024-03-06,18.459999084472656
2024-03-07,19.860000610351562
2024-03-08,19.729999542236328
2024-03-11,18.989999771118164
2024-03-12,18.639999389648438
2024-03-13,19.0
2024-03-14,18.3700008392334
2024-03-15,17.739999771118164
2024-03-18,17.450000762939453
2024-03-19,17.940000534057617
2024-03-20,17.93000030517578
2024-03-21,17.559999465942383
2024-03-22,17.25
2024-03-25,17.1299991607666
2024-03-26,17.690000534057617
2024-03-27,17.959999084472656
2024-03-28,20.6299991607666
2024-04-01,20.25
2024-04-02,20.790000915527344
2024-04-03,19.700000762939453
2024-04-04,18.149999618530273
2024-04-05,17.6299991607666
2024-04-08,18.65999984741211
2024-04-09,19.200000762939453
2024-04-10,19.110000610351562
2024-04-11,18.68000030517578
2024-04-12,18.260000228881836
2024-04-15,17.059999465942383
2024-04-16,16.15999984741211
2024-04-17,16.389999389648438
2024-04-18,16.670000076293945
2024-04-19,16.06999969482422
2024-04-22,17.59000015258789
2024-04-23,17.34000015258789
2024-04-24,18.100000381469727
2024-04-25,17.15999984741211
2024-04-26,17.350000381469727
2024-04-29,18.190000534057617
2024-04-30,18.0
2024-05-01,18.260000228881836
2024-05-02,18.579999923706055
2024-05-03,18.8799991607666
2024-05-06,19.100000381469727
2024-05-07,18.81999969482422
2024-05-08,18.639999389648438
2024-05-09,19.440000534057617
2024-05-10,22.3700008392334
2024-05-13,24.0
2024-05-14,24.729999542236328
2024-05-15,25.75
2024-05-16,26.239999771118164
2024-05-17,25.360000610351562
2024-05-20,24.770000457763672
2024-05-21,23.56999969482422
2024-05-22,22.510000228881836
2024-05-23,22.510000228881836
2024-05-24,25.520000457763672
2024-05-28,26.15999984741211
2024-05-29,26.09000015258789
2024-05-30,27.469999313354492
2024-05-31,27.100000381469727
2024-06-03,27.40999984741211
2024-06-04,27.989999771118164
2024-06-05,31.190000534057617
2024-06-06,29.020000457763672
2024-06-07,28.670000076293945
2024-06-10,30.059999465942383
2024-06-11,30.5
2024-06-12,31.84000015258789
2024-06-13,31.510000228881836
2024-06-14,30.209999084472656
2024-06-17,30.5
2024-06-18,29.940000534057617
2024-06-20,29.559999465942383
2024-06-21,29.559999465942383
2024-06-24,29.09000015258789
2024-06-25,29.479999542236328
2024-06-26,29.389999389648438
2024-06-27,29.049999237060547
2024-06-28,28.8799991607666
2024-07-01,28.260000228881836
2024-07-02,28.8700008392334
2024-07-03,28.40999984741211
2024-07-05,28.75
2024-07-08,27.56999969482422
2024-07-09,27.649999618530273
2024-07-10,27.610000610351562
2024-07-11,29.969999313354492
2024-07-12,31.06999969482422
2024-07-15,31.540000915527344
2024-07-16,33.83000183105469
2024-07-17,32.54999923706055
2024-07-18,31.149999618530273
2024-07-19,30.75
2024-07-22,32.0
2024-07-23,32.68000030517578
2024-07-24,31.780000686645508
2024-07-25,31.93000030517578
2024-07-26,33.0
2024-07-29,35.279998779296875
2024-07-30,36.290000915527344
2024-07-31,35.130001068115234
2024-08-01,33.36000061035156
2024-08-02,31.75
2024-08-05,30.549999237060547
2024-08-06,32.15999984741211
2024-08-07,33.959999084472656
2024-08-08,30.270000457763672
2024-08-09,29.0
2024-08-12,30.469999313354492
2024-08-13,29.739999771118164
2024-08-14,29.049999237060547
2024-08-15,28.540000915527344
2024-08-16,27.950000762939453
2024-08-19,28.3799991607666
2024-08-20,27.68000030517578
2024-08-21,28.260000228881836
2024-08-22,27.8700008392334
2024-08-23,29.020000457763672
2024-08-26,26.739999771118164
2024-08-27,26.149999618530273
2024-08-28,26.200000762939453
2024-08-29,25.93000030517578
2024-08-30,25.579999923706055
2024-09-03,24.56999969482422
2024-09-04,24.350000381469727
2024-09-05,24.329999923706055
2024-09-06,23.729999542236328
2024-09-09,23.770000457763672
2024-09-10,25.809999465942383
2024-09-11,24.8700008392334
2024-09-12,25.579999923706055
2024-09-13,26.790000915527344
2024-09-16,25.3799991607666
2024-09-17,25.09000015258789
2024-09-18,25.079999923706055
2024-09-19,25.389999389648438
2024-09-20,25.09000015258789
2024-09-23,23.489999771118164
2024-09-24,22.559999465942383
2024-09-25,22.299999237060547
2024-09-26,22.729999542236328
2024-09-27,22.8799991607666
2024-09-30,22.940000534057617
2024-10-01,22.1200008392334
2024-10-02,22.360000610351562
2024-10-03,21.799999237060547
2024-10-04,22.15999984741211
2024-10-07,21.350000381469727
2024-10-08,21.049999237060547
2024-10-09,20.889999389648438
2024-10-10,20.610000610351562
2024-10-11,21.399999618530273
2024-10-14,21.34000015258789
2024-10-15,21.559999465942383
2024-10-16,21.6200008392334
2024-10-17,20.68000030517578
2024-10-18,21.3799991607666
2024-10-21,20.84000015258789
2024-10-22,20.350000381469727
2024-10-23,20.420000076293945
2024-10-24,20.200000762939453
2024-10-25,20.510000228881836
2024-10-28,22.200000762939453
2024-10-29,21.790000915527344
2024-10-30,23.06999969482422
2024-10-31,21.8799991607666
2024-11-01,23.0
2024-11-04,23.600000381469727
2024-11-05,23.520000457763672
2024-11-06,25.290000915527344
2024-11-07,28.59000015258789
2024-11-08,28.610000610351562
2024-11-11,29.360000610351562
2024-11-12,29.729999542236328
2024-11-13,31.610000610351562
2024-11-14,30.209999084472656
2024-11-15,29.110000610351562
2024-11-18,28.959999084472656
2024-11-19,30.68000030517578
2024-11-20,30.68000030517578
2024-11-21,30.979999542236328
