Date,LECO
2023-01-11,157.17999267578125
2023-01-12,157.17999267578125
2023-01-13,158.07000732421875
2023-01-17,159.0
2023-01-18,156.58999633789062
2023-01-19,154.3000030517578
2023-01-20,156.72999572753906
2023-01-23,157.9499969482422
2023-01-24,158.25
2023-01-25,157.92999267578125
2023-01-26,160.7100067138672
2023-01-27,163.10000610351562
2023-01-30,162.7899932861328
2023-01-31,166.8699951171875
2023-02-01,169.57000732421875
2023-02-02,172.14999389648438
2023-02-03,174.5
2023-02-06,172.5
2023-02-07,173.6999969482422
2023-02-08,172.32000732421875
2023-02-09,171.97999572753906
2023-02-10,172.33999633789062
2023-02-13,173.89999389648438
2023-02-14,174.30999755859375
2023-02-15,175.97000122070312
2023-02-16,174.3800048828125
2023-02-17,176.2899932861328
2023-02-21,163.33999633789062
2023-02-22,164.0500030517578
2023-02-23,166.30999755859375
2023-02-24,165.91000366210938
2023-02-27,168.02000427246094
2023-02-28,167.92999267578125
2023-03-01,169.1999969482422
2023-03-02,171.89999389648438
2023-03-03,173.44000244140625
2023-03-06,170.74000549316406
2023-03-07,170.33999633789062
2023-03-08,171.72999572753906
2023-03-09,171.3300018310547
2023-03-10,166.52999877929688
2023-03-13,165.47000122070312
2023-03-14,169.39999389648438
2023-03-15,163.02000427246094
2023-03-16,162.7899932861328
2023-03-17,160.58999633789062
2023-03-20,163.9199981689453
2023-03-21,167.0800018310547
2023-03-22,163.05999755859375
2023-03-23,163.72000122070312
2023-03-24,160.77000427246094
2023-03-27,162.27999877929688
2023-03-28,164.8699951171875
2023-03-29,166.8699951171875
2023-03-30,167.7899932861328
2023-03-31,169.10000610351562
2023-04-03,169.1300048828125
2023-04-04,162.5800018310547
2023-04-05,158.86000061035156
2023-04-06,154.17999267578125
2023-04-10,159.5500030517578
2023-04-11,160.3800048828125
2023-04-12,160.2100067138672
2023-04-13,159.5399932861328
2023-04-14,159.0
2023-04-17,160.1699981689453
2023-04-18,161.0800018310547
2023-04-19,160.3300018310547
2023-04-20,159.7899932861328
2023-04-21,160.0399932861328
2023-04-24,160.72999572753906
2023-04-25,158.38999938964844
2023-04-26,156.0500030517578
2023-04-27,163.80999755859375
2023-04-28,167.8000030517578
2023-05-01,170.6199951171875
2023-05-02,170.17999267578125
2023-05-03,169.9600067138672
2023-05-04,166.6699981689453
2023-05-05,170.4600067138672
2023-05-08,169.5
2023-05-09,169.22000122070312
2023-05-10,168.08999633789062
2023-05-11,167.02999877929688
2023-05-12,168.3300018310547
2023-05-15,169.72999572753906
2023-05-16,167.44000244140625
2023-05-17,169.1199951171875
2023-05-18,170.39999389648438
2023-05-19,170.1999969482422
2023-05-22,171.27999877929688
2023-05-23,169.77000427246094
2023-05-24,168.5500030517578
2023-05-25,170.99000549316406
2023-05-26,173.63999938964844
2023-05-30,175.33999633789062
2023-05-31,169.66000366210938
2023-06-01,175.25
2023-06-02,181.8000030517578
2023-06-05,180.67999267578125
2023-06-06,183.66000366210938
2023-06-07,189.13999938964844
2023-06-08,190.61000061035156
2023-06-09,190.52000427246094
2023-06-12,192.0399932861328
2023-06-13,195.25999450683594
2023-06-14,194.55999755859375
2023-06-15,196.08999633789062
2023-06-16,195.92999267578125
2023-06-20,194.4499969482422
2023-06-21,195.07000732421875
2023-06-22,192.8800048828125
2023-06-23,189.58999633789062
2023-06-26,191.83999633789062
2023-06-27,194.08999633789062
2023-06-28,194.30999755859375
2023-06-29,197.33999633789062
2023-06-30,198.6300048828125
2023-07-03,198.97000122070312
2023-07-05,194.88999938964844
2023-07-06,193.2899932861328
2023-07-07,193.44000244140625
2023-07-10,197.02000427246094
2023-07-11,198.0800018310547
2023-07-12,199.05999755859375
2023-07-13,199.82000732421875
2023-07-14,199.82000732421875
2023-07-17,202.6699981689453
2023-07-18,207.75
2023-07-19,209.00999450683594
2023-07-20,210.0399932861328
2023-07-21,207.85000610351562
2023-07-24,206.94000244140625
2023-07-25,205.41000366210938
2023-07-26,203.9600067138672
2023-07-27,197.75999450683594
2023-07-28,199.1300048828125
2023-07-31,200.7100067138672
2023-08-01,200.13999938964844
2023-08-02,197.72999572753906
2023-08-03,194.8699951171875
2023-08-04,191.30999755859375
2023-08-07,196.99000549316406
2023-08-08,194.7899932861328
2023-08-09,192.2899932861328
2023-08-10,189.92999267578125
2023-08-11,189.27999877929688
2023-08-14,190.74000549316406
2023-08-15,189.02000427246094
2023-08-16,187.50999450683594
2023-08-17,184.52999877929688
2023-08-18,183.9600067138672
2023-08-21,185.74000549316406
2023-08-22,185.39999389648438
2023-08-23,188.00999450683594
2023-08-24,185.6199951171875
2023-08-25,186.44000244140625
2023-08-28,188.22000122070312
2023-08-29,191.00999450683594
2023-08-30,192.58999633789062
2023-08-31,192.4600067138672
2023-09-01,194.1999969482422
2023-09-05,186.14999389648438
2023-09-06,186.1699981689453
2023-09-07,180.72000122070312
2023-09-08,180.32000732421875
2023-09-11,181.1300048828125
2023-09-12,182.47000122070312
2023-09-13,178.94000244140625
2023-09-14,181.02999877929688
2023-09-15,181.1999969482422
2023-09-18,181.02999877929688
2023-09-19,180.52000427246094
2023-09-20,179.77000427246094
2023-09-21,176.66000366210938
2023-09-22,176.8000030517578
2023-09-25,179.74000549316406
2023-09-26,178.00999450683594
2023-09-27,180.32000732421875
2023-09-28,184.2100067138672
2023-09-29,181.7899932861328
2023-10-02,178.88999938964844
2023-10-03,179.64999389648438
2023-10-04,180.77000427246094
2023-10-05,180.6300048828125
2023-10-06,184.33999633789062
2023-10-09,184.72000122070312
2023-10-10,185.47000122070312
2023-10-11,187.69000244140625
2023-10-12,184.5500030517578
2023-10-13,183.30999755859375
2023-10-16,185.33999633789062
2023-10-17,188.25
2023-10-18,175.88999938964844
2023-10-19,174.27999877929688
2023-10-20,171.8000030517578
2023-10-23,171.0800018310547
2023-10-24,168.0
2023-10-25,164.47999572753906
2023-10-26,168.1199951171875
2023-10-27,172.6699981689453
2023-10-30,174.5800018310547
2023-10-31,174.8000030517578
2023-11-01,176.25999450683594
2023-11-02,180.5
2023-11-03,183.94000244140625
2023-11-06,182.89999389648438
2023-11-07,180.36000061035156
2023-11-08,182.64999389648438
2023-11-09,184.05999755859375
2023-11-10,187.33999633789062
2023-11-13,189.0500030517578
2023-11-14,194.9499969482422
2023-11-15,195.66000366210938
2023-11-16,194.64999389648438
2023-11-17,195.19000244140625
2023-11-20,195.07000732421875
2023-11-21,195.6699981689453
2023-11-22,194.36000061035156
2023-11-24,195.83999633789062
2023-11-27,196.9600067138672
2023-11-28,193.97000122070312
2023-11-29,195.7899932861328
2023-11-30,198.05999755859375
2023-12-01,201.77000427246094
2023-12-04,204.25999450683594
2023-12-05,203.07000732421875
2023-12-06,202.85000610351562
2023-12-07,204.75
2023-12-08,206.8000030517578
2023-12-11,208.25999450683594
2023-12-12,206.60000610351562
2023-12-13,209.3699951171875
2023-12-14,216.47999572753906
2023-12-15,216.4499969482422
2023-12-18,217.91000366210938
2023-12-19,216.0
2023-12-20,214.38999938964844
2023-12-21,216.55999755859375
2023-12-22,218.36000061035156
2023-12-26,219.83999633789062
2023-12-27,220.4600067138672
2023-12-28,219.11000061035156
2023-12-29,217.4600067138672
2024-01-02,213.72000122070312
2024-01-03,209.64999389648438
2024-01-04,212.19000244140625
2024-01-05,211.22999572753906
2024-01-08,212.2100067138672
2024-01-09,210.32000732421875
2024-01-10,209.19000244140625
2024-01-11,210.41000366210938
2024-01-12,212.4499969482422
2024-01-16,212.6300048828125
2024-01-17,210.49000549316406
2024-01-18,215.47999572753906
2024-01-19,220.72000122070312
2024-01-22,223.27999877929688
2024-01-23,222.67999267578125
2024-01-24,219.99000549316406
2024-01-25,222.8800048828125
2024-01-26,224.0500030517578
2024-01-29,225.74000549316406
2024-01-30,227.00999450683594
2024-01-31,222.22000122070312
2024-02-01,225.8000030517578
2024-02-02,226.5
2024-02-05,222.6199951171875
2024-02-06,223.77000427246094
2024-02-07,226.83999633789062
2024-02-08,230.10000610351562
2024-02-09,231.6199951171875
2024-02-12,231.69000244140625
2024-02-13,227.25
2024-02-14,231.5500030517578
2024-02-15,249.8000030517578
2024-02-16,249.89999389648438
2024-02-20,246.99000549316406
2024-02-21,246.47000122070312
2024-02-22,248.52999877929688
2024-02-23,250.02999877929688
2024-02-26,253.22999572753906
2024-02-27,253.5399932861328
2024-02-28,256.57000732421875
2024-02-29,256.6000061035156
2024-03-01,254.19000244140625
2024-03-04,255.3000030517578
2024-03-05,252.8800048828125
2024-03-06,254.33999633789062
2024-03-07,255.14999389648438
2024-03-08,254.42999267578125
2024-03-11,252.77999877929688
2024-03-12,252.52999877929688
2024-03-13,248.77000427246094
2024-03-14,246.77999877929688
2024-03-15,248.41000366210938
2024-03-18,248.92999267578125
2024-03-19,252.05999755859375
2024-03-20,255.99000549316406
2024-03-21,257.04998779296875
2024-03-22,258.0400085449219
2024-03-25,256.04998779296875
2024-03-26,253.00999450683594
2024-03-27,258.3699951171875
2024-03-28,255.44000244140625
2024-04-01,252.63999938964844
2024-04-02,249.2100067138672
2024-04-03,250.0500030517578
2024-04-04,246.92999267578125
2024-04-05,247.97000122070312
2024-04-08,246.5399932861328
2024-04-09,244.75
2024-04-10,241.5800018310547
2024-04-11,242.55999755859375
2024-04-12,238.60000610351562
2024-04-15,238.8800048828125
2024-04-16,239.50999450683594
2024-04-17,236.61000061035156
2024-04-18,238.92999267578125
2024-04-19,238.36000061035156
2024-04-22,235.16000366210938
2024-04-23,239.77000427246094
2024-04-24,237.61000061035156
2024-04-25,227.92999267578125
2024-04-26,229.94000244140625
2024-04-29,225.1300048828125
2024-04-30,219.52999877929688
2024-05-01,219.3300018310547
2024-05-02,222.55999755859375
2024-05-03,222.92999267578125
2024-05-06,227.25
2024-05-07,228.75999450683594
2024-05-08,229.4600067138672
2024-05-09,231.14999389648438
2024-05-10,238.07000732421875
2024-05-13,231.66000366210938
2024-05-14,230.66000366210938
2024-05-15,228.99000549316406
2024-05-16,228.25999450683594
2024-05-17,226.97000122070312
2024-05-20,227.75999450683594
2024-05-21,225.02999877929688
2024-05-22,227.1199951171875
2024-05-23,205.57000732421875
2024-05-24,202.47000122070312
2024-05-28,199.3699951171875
2024-05-29,196.49000549316406
2024-05-30,196.9499969482422
2024-05-31,196.36000061035156
2024-06-03,192.14999389648438
2024-06-04,189.97999572753906
2024-06-05,190.1300048828125
2024-06-06,189.3000030517578
2024-06-07,187.38999938964844
2024-06-10,188.88999938964844
2024-06-11,185.07000732421875
2024-06-12,189.5800018310547
2024-06-13,186.82000732421875
2024-06-14,182.24000549316406
2024-06-17,184.4600067138672
2024-06-18,184.94000244140625
2024-06-20,186.47999572753906
2024-06-21,187.91000366210938
2024-06-24,188.63999938964844
2024-06-25,185.17999267578125
2024-06-26,186.83999633789062
2024-06-27,187.11000061035156
2024-06-28,188.63999938964844
2024-07-01,184.49000549316406
2024-07-02,185.38999938964844
2024-07-03,185.6699981689453
2024-07-05,184.72000122070312
2024-07-08,186.25
2024-07-09,186.1300048828125
2024-07-10,188.17999267578125
2024-07-11,194.16000366210938
2024-07-12,196.92999267578125
2024-07-15,200.39999389648438
2024-07-16,210.1300048828125
2024-07-17,208.99000549316406
2024-07-18,205.49000549316406
2024-07-19,201.92999267578125
2024-07-22,205.16000366210938
2024-07-23,207.25
2024-07-24,197.41000366210938
2024-07-25,206.5
2024-07-26,210.36000061035156
2024-07-29,208.0399932861328
2024-07-30,211.47999572753906
2024-07-31,205.41000366210938
2024-08-01,198.7899932861328
2024-08-02,195.83999633789062
2024-08-05,190.75
2024-08-06,190.72999572753906
2024-08-07,187.02000427246094
2024-08-08,189.0800018310547
2024-08-09,189.64999389648438
2024-08-12,187.80999755859375
2024-08-13,190.58999633789062
2024-08-14,189.16000366210938
2024-08-15,192.27999877929688
2024-08-16,193.4600067138672
2024-08-19,194.8699951171875
2024-08-20,192.75999450683594
2024-08-21,196.32000732421875
2024-08-22,195.41000366210938
2024-08-23,197.97999572753906
2024-08-26,198.0500030517578
2024-08-27,195.50999450683594
2024-08-28,194.39999389648438
2024-08-29,193.32000732421875
2024-08-30,193.61000061035156
2024-09-03,186.77000427246094
2024-09-04,175.88999938964844
2024-09-05,174.4600067138672
2024-09-06,175.05999755859375
2024-09-09,174.4499969482422
2024-09-10,173.3000030517578
2024-09-11,175.97999572753906
2024-09-12,176.5800018310547
2024-09-13,178.7899932861328
2024-09-16,184.32000732421875
2024-09-17,184.52000427246094
2024-09-18,182.57000732421875
2024-09-19,187.8300018310547
2024-09-20,185.4499969482422
2024-09-23,187.27999877929688
2024-09-24,189.7899932861328
2024-09-25,187.47999572753906
2024-09-26,193.60000610351562
2024-09-27,193.38999938964844
2024-09-30,192.02000427246094
2024-10-01,189.69000244140625
2024-10-02,192.0800018310547
2024-10-03,189.5399932861328
2024-10-04,191.5
2024-10-07,191.0399932861328
2024-10-08,189.47999572753906
2024-10-09,191.4199981689453
2024-10-10,189.94000244140625
2024-10-11,194.3300018310547
2024-10-14,193.57000732421875
2024-10-15,192.1999969482422
2024-10-16,194.7100067138672
2024-10-17,198.22000122070312
2024-10-18,203.10000610351562
2024-10-21,200.00999450683594
2024-10-22,195.77000427246094
2024-10-23,193.75999450683594
2024-10-24,193.69000244140625
2024-10-25,193.7100067138672
2024-10-28,195.83999633789062
2024-10-29,197.0800018310547
2024-10-30,197.25999450683594
2024-10-31,192.55999755859375
2024-11-01,201.75
2024-11-04,198.8000030517578
2024-11-05,203.7899932861328
2024-11-06,218.39999389648438
2024-11-07,217.08999633789062
2024-11-08,213.64999389648438
2024-11-11,218.27999877929688
2024-11-12,214.5399932861328
2024-11-13,210.52999877929688
2024-11-14,207.50999450683594
2024-11-15,206.10000610351562
2024-11-18,207.07000732421875
2024-11-19,203.77000427246094
2024-11-20,203.19000244140625
2024-11-21,208.50999450683594
