Date,EEFT
2022-02-28,128.22999572753906
2022-03-01,114.19000244140625
2022-03-02,118.05999755859375
2022-03-03,112.75
2022-03-04,103.4800033569336
2022-03-07,98.66999816894531
2022-03-08,105.66999816894531
2022-03-09,111.9000015258789
2022-03-10,114.61000061035156
2022-03-11,113.37000274658203
2022-03-14,116.36000061035156
2022-03-15,120.0
2022-03-16,128.50999450683594
2022-03-17,126.0199966430664
2022-03-18,128.61000061035156
2022-03-21,128.0800018310547
2022-03-22,129.75
2022-03-23,127.75
2022-03-24,126.5199966430664
2022-03-25,126.16999816894531
2022-03-28,125.66000366210938
2022-03-29,128.27000427246094
2022-03-30,125.98999786376953
2022-03-31,130.14999389648438
2022-04-01,132.02999877929688
2022-04-04,133.14999389648438
2022-04-05,131.3300018310547
2022-04-06,127.69000244140625
2022-04-07,127.5199966430664
2022-04-08,127.41999816894531
2022-04-11,127.52999877929688
2022-04-12,127.33999633789062
2022-04-13,130.75
2022-04-14,132.9199981689453
2022-04-18,131.97000122070312
2022-04-19,135.7100067138672
2022-04-20,135.91000366210938
2022-04-21,140.17999267578125
2022-04-22,134.7100067138672
2022-04-25,136.42999267578125
2022-04-26,131.4499969482422
2022-04-27,128.74000549316406
2022-04-28,129.6999969482422
2022-04-29,121.6500015258789
2022-05-02,120.5999984741211
2022-05-03,124.05000305175781
2022-05-04,123.48999786376953
2022-05-05,119.77999877929688
2022-05-06,114.0199966430664
2022-05-09,106.02999877929688
2022-05-10,110.01000213623047
2022-05-11,109.13999938964844
2022-05-12,110.25
2022-05-13,115.5199966430664
2022-05-16,111.02999877929688
2022-05-17,116.4000015258789
2022-05-18,113.27999877929688
2022-05-19,114.12000274658203
2022-05-20,114.05000305175781
2022-05-23,116.38999938964844
2022-05-24,114.16000366210938
2022-05-25,116.44999694824219
2022-05-26,118.91999816894531
2022-05-27,122.18000030517578
2022-05-31,121.16000366210938
2022-06-01,118.91999816894531
2022-06-02,120.43000030517578
2022-06-03,120.45999908447266
2022-06-06,120.5
2022-06-07,118.11000061035156
2022-06-08,116.72000122070312
2022-06-09,113.1500015258789
2022-06-10,109.16000366210938
2022-06-13,103.80000305175781
2022-06-14,105.13999938964844
2022-06-15,106.0
2022-06-16,97.26000213623047
2022-06-17,102.1500015258789
2022-06-21,103.70999908447266
2022-06-22,103.55999755859375
2022-06-23,102.01000213623047
2022-06-24,107.69999694824219
2022-06-27,107.94000244140625
2022-06-28,105.22000122070312
2022-06-29,102.97000122070312
2022-06-30,100.58999633789062
2022-07-01,98.88999938964844
2022-07-05,101.0
2022-07-06,99.1500015258789
2022-07-07,100.77999877929688
2022-07-08,101.01000213623047
2022-07-11,99.02999877929688
2022-07-12,96.76000213623047
2022-07-13,96.58999633789062
2022-07-14,94.27999877929688
2022-07-15,97.69999694824219
2022-07-18,97.9000015258789
2022-07-19,102.27999877929688
2022-07-20,102.83000183105469
2022-07-21,103.30000305175781
2022-07-22,102.30000305175781
2022-07-25,101.31999969482422
2022-07-26,99.38999938964844
2022-07-27,103.54000091552734
2022-07-28,97.3499984741211
2022-07-29,98.2699966430664
2022-08-01,96.04000091552734
2022-08-02,96.0999984741211
2022-08-03,98.33000183105469
2022-08-04,97.33000183105469
2022-08-05,97.9000015258789
2022-08-08,98.06999969482422
2022-08-09,97.7699966430664
2022-08-10,100.43000030517578
2022-08-11,100.8499984741211
2022-08-12,102.66000366210938
2022-08-15,102.0199966430664
2022-08-16,102.4800033569336
2022-08-17,100.94000244140625
2022-08-18,102.0
2022-08-19,100.33999633789062
2022-08-22,96.1500015258789
2022-08-23,94.51000213623047
2022-08-24,93.80999755859375
2022-08-25,94.0999984741211
2022-08-26,91.91000366210938
2022-08-29,91.5199966430664
2022-08-30,90.72000122070312
2022-08-31,88.66000366210938
2022-09-01,88.08999633789062
2022-09-02,86.93000030517578
2022-09-06,86.62999725341797
2022-09-07,88.18000030517578
2022-09-08,89.66000366210938
2022-09-09,91.66999816894531
2022-09-12,94.08999633789062
2022-09-13,89.08999633789062
2022-09-14,87.33999633789062
2022-09-15,85.93000030517578
2022-09-16,85.66999816894531
2022-09-19,87.16999816894531
2022-09-20,84.77999877929688
2022-09-21,83.41999816894531
2022-09-22,81.61000061035156
2022-09-23,80.0
2022-09-26,78.0199966430664
2022-09-27,76.88999938964844
2022-09-28,78.41999816894531
2022-09-29,77.25
2022-09-30,75.76000213623047
2022-10-03,77.63999938964844
2022-10-04,82.27999877929688
2022-10-05,81.37000274658203
2022-10-06,80.0199966430664
2022-10-07,77.70999908447266
2022-10-10,75.88999938964844
2022-10-11,74.01000213623047
2022-10-12,73.7699966430664
2022-10-13,75.73999786376953
2022-10-14,75.81999969482422
2022-10-17,79.23999786376953
2022-10-18,80.72000122070312
2022-10-19,77.94999694824219
2022-10-20,76.58000183105469
2022-10-21,82.44000244140625
2022-10-24,83.33000183105469
2022-10-25,83.3499984741211
2022-10-26,82.52999877929688
2022-10-27,85.62000274658203
2022-10-28,86.3499984741211
2022-10-31,84.01000213623047
2022-11-01,85.37000274658203
2022-11-02,81.77999877929688
2022-11-03,79.06999969482422
2022-11-04,82.68000030517578
2022-11-07,83.97000122070312
2022-11-08,84.66000366210938
2022-11-09,82.08999633789062
2022-11-10,88.51000213623047
2022-11-11,92.08999633789062
2022-11-14,90.6500015258789
2022-11-15,91.2699966430664
2022-11-16,89.38999938964844
2022-11-17,88.5999984741211
2022-11-18,90.08000183105469
2022-11-21,89.4000015258789
2022-11-22,91.30999755859375
2022-11-23,90.7300033569336
2022-11-25,90.91999816894531
2022-11-28,89.41999816894531
2022-11-29,90.63999938964844
2022-11-30,92.94999694824219
2022-12-01,94.31999969482422
2022-12-02,93.68000030517578
2022-12-05,91.52999877929688
2022-12-06,90.26000213623047
2022-12-07,90.44999694824219
2022-12-08,89.73999786376953
2022-12-09,90.61000061035156
2022-12-12,91.0
2022-12-13,92.37000274658203
2022-12-14,93.58000183105469
2022-12-15,91.02999877929688
2022-12-16,90.2699966430664
2022-12-19,87.95999908447266
2022-12-20,90.58000183105469
2022-12-21,92.48999786376953
2022-12-22,91.80000305175781
2022-12-23,92.94000244140625
2022-12-27,93.37000274658203
2022-12-28,93.41000366210938
2022-12-29,96.5999984741211
2022-12-30,94.37999725341797
2023-01-03,96.13999938964844
2023-01-04,98.31999969482422
2023-01-05,94.63999938964844
2023-01-06,98.12999725341797
2023-01-09,98.43000030517578
2023-01-10,101.4000015258789
2023-01-11,103.83000183105469
2023-01-12,105.38999938964844
2023-01-13,105.01000213623047
2023-01-17,105.41000366210938
2023-01-18,105.83999633789062
2023-01-19,106.41999816894531
2023-01-20,108.9800033569336
2023-01-23,110.73999786376953
2023-01-24,111.5999984741211
2023-01-25,113.5999984741211
2023-01-26,112.58999633789062
2023-01-27,111.63999938964844
2023-01-30,110.83000183105469
2023-01-31,112.68000030517578
2023-02-01,115.44999694824219
2023-02-02,118.55000305175781
2023-02-03,117.16000366210938
2023-02-06,113.4800033569336
2023-02-07,117.37999725341797
2023-02-08,109.62999725341797
2023-02-09,112.68000030517578
2023-02-10,113.11000061035156
2023-02-13,112.58000183105469
2023-02-14,110.8499984741211
2023-02-15,112.30000305175781
2023-02-16,111.33999633789062
2023-02-17,110.18000030517578
2023-02-21,109.0
2023-02-22,107.55999755859375
2023-02-23,107.25
2023-02-24,107.02999877929688
2023-02-27,108.52999877929688
2023-02-28,108.8499984741211
2023-03-01,109.44000244140625
2023-03-02,110.33000183105469
2023-03-03,112.01000213623047
2023-03-06,110.26000213623047
2023-03-07,109.5999984741211
2023-03-08,108.5999984741211
2023-03-09,105.30000305175781
2023-03-10,101.16999816894531
2023-03-13,97.9000015258789
2023-03-14,103.1500015258789
2023-03-15,102.44999694824219
2023-03-16,103.12000274658203
2023-03-17,104.08000183105469
2023-03-20,107.16000366210938
