Date,SFM
2022-02-28,28.479999542236328
2022-03-01,28.389999389648438
2022-03-02,29.280000686645508
2022-03-03,31.440000534057617
2022-03-04,33.619998931884766
2022-03-07,33.59000015258789
2022-03-08,31.489999771118164
2022-03-09,30.889999389648438
2022-03-10,32.33000183105469
2022-03-11,31.010000228881836
2022-03-14,31.139999389648438
2022-03-15,31.469999313354492
2022-03-16,31.010000228881836
2022-03-17,31.25
2022-03-18,31.93000030517578
2022-03-21,32.04999923706055
2022-03-22,32.11000061035156
2022-03-23,32.61000061035156
2022-03-24,32.68000030517578
2022-03-25,32.849998474121094
2022-03-28,32.369998931884766
2022-03-29,32.220001220703125
2022-03-30,31.979999542236328
2022-03-31,31.979999542236328
2022-04-01,32.439998626708984
2022-04-04,32.09000015258789
2022-04-05,32.220001220703125
2022-04-06,33.060001373291016
2022-04-07,33.72999954223633
2022-04-08,34.75
2022-04-11,33.529998779296875
2022-04-12,32.56999969482422
2022-04-13,32.31999969482422
2022-04-14,32.099998474121094
2022-04-18,31.489999771118164
2022-04-19,32.61000061035156
2022-04-20,32.5099983215332
2022-04-21,32.13999938964844
2022-04-22,31.34000015258789
2022-04-25,31.579999923706055
2022-04-26,30.5
2022-04-27,30.059999465942383
2022-04-28,29.799999237060547
2022-04-29,29.799999237060547
2022-05-02,30.280000686645508
2022-05-03,30.75
2022-05-04,31.350000381469727
2022-05-05,23.75
2022-05-06,23.950000762939453
2022-05-09,24.90999984741211
2022-05-10,25.65999984741211
2022-05-11,24.200000762939453
2022-05-12,24.479999542236328
2022-05-13,24.940000534057617
2022-05-16,24.540000915527344
2022-05-17,24.420000076293945
2022-05-18,22.979999542236328
2022-05-19,22.989999771118164
2022-05-20,23.510000228881836
2022-05-23,23.6200008392334
2022-05-24,24.690000534057617
2022-05-25,25.15999984741211
2022-05-26,26.149999618530273
2022-05-27,26.719999313354492
2022-05-31,27.09000015258789
2022-06-01,26.729999542236328
2022-06-02,27.219999313354492
2022-06-03,27.3700008392334
2022-06-06,27.190000534057617
2022-06-07,27.010000228881836
2022-06-08,25.809999465942383
2022-06-09,25.260000228881836
2022-06-10,25.139999389648438
2022-06-13,25.1299991607666
2022-06-14,25.3700008392334
2022-06-15,26.420000076293945
2022-06-16,26.450000762939453
2022-06-17,24.940000534057617
2022-06-21,25.969999313354492
2022-06-22,25.43000030517578
2022-06-23,25.170000076293945
2022-06-24,25.739999771118164
2022-06-27,25.860000610351562
2022-06-28,25.459999084472656
2022-06-29,25.6200008392334
2022-06-30,25.31999969482422
2022-07-01,25.719999313354492
2022-07-05,25.420000076293945
2022-07-06,26.139999389648438
2022-07-07,27.09000015258789
2022-07-08,26.93000030517578
2022-07-11,26.510000228881836
2022-07-12,26.530000686645508
2022-07-13,26.920000076293945
2022-07-14,26.760000228881836
2022-07-15,27.440000534057617
2022-07-18,27.209999084472656
2022-07-19,27.190000534057617
2022-07-20,27.18000030517578
2022-07-21,27.06999969482422
2022-07-22,27.610000610351562
2022-07-25,27.299999237060547
2022-07-26,26.959999084472656
2022-07-27,27.350000381469727
2022-07-28,27.459999084472656
2022-07-29,27.639999389648438
2022-08-01,27.549999237060547
2022-08-02,27.0
2022-08-03,27.170000076293945
2022-08-04,30.829999923706055
2022-08-05,30.280000686645508
2022-08-08,30.06999969482422
2022-08-09,29.81999969482422
2022-08-10,30.1200008392334
2022-08-11,29.100000381469727
2022-08-12,29.190000534057617
2022-08-15,29.690000534057617
2022-08-16,30.579999923706055
2022-08-17,30.329999923706055
2022-08-18,31.190000534057617
2022-08-19,31.299999237060547
2022-08-22,31.530000686645508
2022-08-23,30.360000610351562
2022-08-24,30.450000762939453
2022-08-25,30.239999771118164
2022-08-26,29.690000534057617
2022-08-29,29.450000762939453
2022-08-30,28.75
2022-08-31,28.899999618530273
2022-09-01,29.079999923706055
2022-09-02,28.729999542236328
2022-09-06,29.239999771118164
2022-09-07,29.729999542236328
2022-09-08,29.510000228881836
2022-09-09,30.6299991607666
2022-09-12,30.190000534057617
2022-09-13,28.760000228881836
2022-09-14,28.389999389648438
2022-09-15,27.639999389648438
2022-09-16,27.860000610351562
2022-09-19,27.770000457763672
2022-09-20,27.360000610351562
2022-09-21,27.239999771118164
2022-09-22,27.440000534057617
2022-09-23,27.770000457763672
2022-09-26,27.110000610351562
2022-09-27,27.06999969482422
2022-09-28,28.579999923706055
2022-09-29,28.030000686645508
2022-09-30,27.75
2022-10-03,27.75
2022-10-04,28.1299991607666
2022-10-05,27.09000015258789
2022-10-06,27.049999237060547
2022-10-07,26.709999084472656
2022-10-10,27.700000762939453
2022-10-11,28.299999237060547
2022-10-12,27.540000915527344
2022-10-13,28.760000228881836
2022-10-14,26.969999313354492
2022-10-17,27.850000381469727
2022-10-18,27.90999984741211
2022-10-19,27.959999084472656
2022-10-20,26.360000610351562
2022-10-21,27.170000076293945
2022-10-24,26.989999771118164
2022-10-25,27.5
2022-10-26,28.459999084472656
2022-10-27,28.549999237060547
2022-10-28,29.709999084472656
2022-10-31,29.5
2022-11-01,28.729999542236328
2022-11-02,28.790000915527344
2022-11-03,29.010000228881836
2022-11-04,28.8700008392334
2022-11-07,28.829999923706055
2022-11-08,28.670000076293945
2022-11-09,32.15999984741211
2022-11-10,33.54999923706055
2022-11-11,33.099998474121094
2022-11-14,33.630001068115234
2022-11-15,33.45000076293945
2022-11-16,33.84000015258789
2022-11-17,32.58000183105469
2022-11-18,32.86000061035156
2022-11-21,32.630001068115234
2022-11-22,33.02000045776367
2022-11-23,32.779998779296875
2022-11-25,33.38999938964844
2022-11-28,33.83000183105469
2022-11-29,33.5099983215332
2022-11-30,34.33000183105469
2022-12-01,34.11000061035156
2022-12-02,34.52000045776367
2022-12-05,33.75
2022-12-06,33.91999816894531
2022-12-07,33.75
2022-12-08,34.63999938964844
2022-12-09,33.75
2022-12-12,33.97999954223633
2022-12-13,34.15999984741211
2022-12-14,34.060001373291016
2022-12-15,33.400001525878906
2022-12-16,33.47999954223633
2022-12-19,33.119998931884766
2022-12-20,33.310001373291016
2022-12-21,33.790000915527344
2022-12-22,33.369998931884766
2022-12-23,33.709999084472656
2022-12-27,33.27000045776367
2022-12-28,32.529998779296875
2022-12-29,32.619998931884766
2022-12-30,32.369998931884766
2023-01-03,30.920000076293945
2023-01-04,30.940000534057617
2023-01-05,30.68000030517578
2023-01-06,31.709999084472656
2023-01-09,31.3700008392334
2023-01-10,32.09000015258789
