Date,CVCO
2023-01-17,261.7900085449219
2023-01-18,254.94000244140625
2023-01-19,250.3000030517578
2023-01-20,258.1600036621094
2023-01-23,258.7200012207031
2023-01-24,257.760009765625
2023-01-25,263.2300109863281
2023-01-26,267.4700012207031
2023-01-27,270.6000061035156
2023-01-30,259.6700134277344
2023-01-31,266.1000061035156
2023-02-01,275.29998779296875
2023-02-02,278.1099853515625
2023-02-03,274.0199890136719
2023-02-06,269.6499938964844
2023-02-07,290.7300109863281
2023-02-08,289.9700012207031
2023-02-09,290.4700012207031
2023-02-10,284.3999938964844
2023-02-13,291.0199890136719
2023-02-14,287.6499938964844
2023-02-15,290.82000732421875
2023-02-16,287.45001220703125
2023-02-17,284.8299865722656
2023-02-21,270.6400146484375
2023-02-22,275.5899963378906
2023-02-23,279.6099853515625
2023-02-24,281.010009765625
2023-02-27,283.260009765625
2023-02-28,285.0
2023-03-01,286.67999267578125
2023-03-02,289.55999755859375
2023-03-03,293.510009765625
2023-03-06,289.4200134277344
2023-03-07,290.4200134277344
2023-03-08,294.79998779296875
2023-03-09,289.57000732421875
2023-03-10,284.5299987792969
2023-03-13,282.1000061035156
2023-03-14,287.5
2023-03-15,280.30999755859375
2023-03-16,288.4599914550781
2023-03-17,289.4100036621094
2023-03-20,294.3399963378906
2023-03-21,299.25
2023-03-22,289.45001220703125
2023-03-23,288.9700012207031
2023-03-24,293.05999755859375
2023-03-27,295.4700012207031
2023-03-28,298.9800109863281
2023-03-29,304.989990234375
2023-03-30,311.0
2023-03-31,317.739990234375
2023-04-03,312.8699951171875
2023-04-04,300.54998779296875
2023-04-05,293.94000244140625
2023-04-06,277.32000732421875
2023-04-10,284.04998779296875
2023-04-11,287.0
2023-04-12,288.2900085449219
2023-04-13,294.489990234375
2023-04-14,288.1400146484375
2023-04-17,294.1000061035156
2023-04-18,300.9599914550781
2023-04-19,303.739990234375
2023-04-20,309.5799865722656
2023-04-21,308.1300048828125
2023-04-24,309.57000732421875
2023-04-25,296.55999755859375
2023-04-26,287.7099914550781
2023-04-27,289.44000244140625
2023-04-28,300.2200012207031
2023-05-01,299.3999938964844
2023-05-02,297.4200134277344
2023-05-03,295.79998779296875
2023-05-04,292.6099853515625
2023-05-05,301.20001220703125
2023-05-08,305.9200134277344
2023-05-09,294.989990234375
2023-05-10,298.1300048828125
2023-05-11,300.8699951171875
2023-05-12,296.5299987792969
2023-05-15,295.0
2023-05-16,293.0400085449219
2023-05-17,293.4599914550781
2023-05-18,293.3900146484375
2023-05-19,275.5199890136719
2023-05-22,284.04998779296875
2023-05-23,280.8800048828125
2023-05-24,277.510009765625
2023-05-25,270.80999755859375
2023-05-26,271.0799865722656
2023-05-30,261.4200134277344
2023-05-31,248.97999572753906
2023-06-01,258.5199890136719
2023-06-02,270.95001220703125
2023-06-05,267.05999755859375
2023-06-06,281.7699890136719
2023-06-07,288.5400085449219
2023-06-08,282.04998779296875
2023-06-09,277.25
2023-06-12,277.8699951171875
2023-06-13,284.20001220703125
2023-06-14,273.9800109863281
2023-06-15,277.4700012207031
2023-06-16,274.1400146484375
2023-06-20,270.7900085449219
2023-06-21,279.3500061035156
2023-06-22,275.5
2023-06-23,276.5
2023-06-26,279.3999938964844
2023-06-27,291.8999938964844
2023-06-28,290.44000244140625
2023-06-29,295.6300048828125
2023-06-30,295.0
2023-07-03,292.25
2023-07-05,283.4700012207031
2023-07-06,272.1300048828125
2023-07-07,265.6700134277344
2023-07-10,275.989990234375
2023-07-11,282.8399963378906
2023-07-12,291.0799865722656
2023-07-13,294.1000061035156
2023-07-14,298.7300109863281
2023-07-17,299.04998779296875
2023-07-18,298.6199951171875
2023-07-19,300.55999755859375
2023-07-20,291.7099914550781
2023-07-21,288.1400146484375
2023-07-24,291.92999267578125
2023-07-25,294.0199890136719
2023-07-26,294.3500061035156
2023-07-27,285.82000732421875
2023-07-28,289.44000244140625
2023-07-31,295.6499938964844
2023-08-01,290.8399963378906
2023-08-02,286.17999267578125
2023-08-03,278.760009765625
2023-08-04,290.010009765625
2023-08-07,287.260009765625
2023-08-08,297.20001220703125
2023-08-09,295.5
2023-08-10,290.239990234375
2023-08-11,293.42999267578125
2023-08-14,291.0299987792969
2023-08-15,291.70001220703125
2023-08-16,286.7300109863281
2023-08-17,270.3999938964844
2023-08-18,271.17999267578125
2023-08-21,268.2699890136719
2023-08-22,265.9599914550781
2023-08-23,267.0
2023-08-24,261.94000244140625
2023-08-25,263.1000061035156
2023-08-28,266.75
2023-08-29,279.510009765625
2023-08-30,289.32000732421875
2023-08-31,279.5199890136719
2023-09-01,284.3699951171875
2023-09-05,273.3800048828125
2023-09-06,274.6199951171875
2023-09-07,276.5199890136719
2023-09-08,272.45001220703125
2023-09-11,272.45001220703125
2023-09-12,271.3500061035156
2023-09-13,271.07000732421875
2023-09-14,281.9800109863281
2023-09-15,276.30999755859375
2023-09-18,274.7200012207031
2023-09-19,271.7900085449219
2023-09-20,270.1199951171875
2023-09-21,261.0
2023-09-22,263.44000244140625
2023-09-25,269.45001220703125
2023-09-26,264.42999267578125
2023-09-27,263.0400085449219
2023-09-28,261.8500061035156
2023-09-29,265.6600036621094
2023-10-02,262.6499938964844
2023-10-03,253.97000122070312
2023-10-04,255.44000244140625
2023-10-05,255.66000366210938
2023-10-06,257.6700134277344
2023-10-09,264.82000732421875
2023-10-10,272.4200134277344
2023-10-11,273.3900146484375
2023-10-12,265.0
2023-10-13,261.94000244140625
2023-10-16,267.8299865722656
2023-10-17,270.1600036621094
2023-10-18,263.6000061035156
2023-10-19,254.75999450683594
2023-10-20,255.86000061035156
2023-10-23,255.3300018310547
2023-10-24,258.8900146484375
2023-10-25,253.22999572753906
2023-10-26,253.2899932861328
2023-10-27,251.77999877929688
2023-10-30,248.2100067138672
2023-10-31,249.50999450683594
2023-11-01,248.2100067138672
2023-11-02,256.0899963378906
2023-11-03,270.55999755859375
2023-11-06,259.1199951171875
2023-11-07,261.8999938964844
2023-11-08,258.0
2023-11-09,252.0800018310547
2023-11-10,258.7200012207031
2023-11-13,260.0
2023-11-14,292.989990234375
2023-11-15,290.0
2023-11-16,282.5199890136719
2023-11-17,282.8299865722656
2023-11-20,286.8500061035156
2023-11-21,278.7099914550781
2023-11-22,278.44000244140625
2023-11-24,279.989990234375
2023-11-27,277.3399963378906
2023-11-28,277.1199951171875
2023-11-29,282.7900085449219
2023-11-30,282.7799987792969
2023-12-01,291.489990234375
2023-12-04,298.2699890136719
2023-12-05,294.69000244140625
2023-12-06,307.510009765625
2023-12-07,303.75
2023-12-08,306.82000732421875
2023-12-11,312.8699951171875
2023-12-12,306.2099914550781
2023-12-13,320.5899963378906
2023-12-14,336.8500061035156
2023-12-15,332.1499938964844
2023-12-18,331.3999938964844
2023-12-19,342.3599853515625
2023-12-20,341.0799865722656
2023-12-21,346.57000732421875
2023-12-22,347.9599914550781
2023-12-26,358.20001220703125
2023-12-27,355.2099914550781
2023-12-28,352.4800109863281
2023-12-29,346.6199951171875
2024-01-02,344.4200134277344
2024-01-03,323.2799987792969
2024-01-04,319.5899963378906
2024-01-05,315.989990234375
2024-01-08,321.9800109863281
2024-01-09,318.7200012207031
2024-01-10,321.5299987792969
2024-01-11,318.2699890136719
2024-01-12,316.04998779296875
2024-01-16,311.7099914550781
2024-01-17,306.5400085449219
2024-01-18,320.7099914550781
2024-01-19,329.2900085449219
2024-01-22,339.17999267578125
2024-01-23,324.010009765625
2024-01-24,315.489990234375
2024-01-25,323.6300048828125
2024-01-26,328.510009765625
2024-01-29,335.8699951171875
2024-01-30,333.8999938964844
2024-01-31,331.9200134277344
2024-02-01,337.1499938964844
2024-02-02,343.04998779296875
2024-02-05,350.6000061035156
2024-02-06,352.8900146484375
2024-02-07,349.1300048828125
2024-02-08,354.0
2024-02-09,361.6000061035156
2024-02-12,372.8299865722656
2024-02-13,353.75
2024-02-14,368.5
2024-02-15,370.7799987792969
2024-02-16,370.0
2024-02-20,367.80999755859375
2024-02-21,365.2200012207031
2024-02-22,367.0899963378906
2024-02-23,365.79998779296875
2024-02-26,366.1700134277344
2024-02-27,368.19000244140625
2024-02-28,365.5
2024-02-29,372.57000732421875
2024-03-01,379.0899963378906
2024-03-04,367.55999755859375
2024-03-05,366.5400085449219
2024-03-06,366.5400085449219
2024-03-07,375.3699951171875
2024-03-08,364.739990234375
2024-03-11,371.30999755859375
2024-03-12,372.54998779296875
2024-03-13,376.25
2024-03-14,365.69000244140625
2024-03-15,376.9800109863281
2024-03-18,371.7799987792969
2024-03-19,382.1000061035156
2024-03-20,389.6499938964844
2024-03-21,393.42999267578125
2024-03-22,393.6099853515625
2024-03-25,386.6600036621094
2024-03-26,384.9800109863281
2024-03-27,392.1099853515625
2024-03-28,399.05999755859375
2024-04-01,389.260009765625
2024-04-02,374.5899963378906
2024-04-03,377.7699890136719
2024-04-04,374.30999755859375
2024-04-05,380.4100036621094
2024-04-08,381.6000061035156
2024-04-09,391.4599914550781
2024-04-10,371.6199951171875
2024-04-11,380.69000244140625
2024-04-12,376.25
2024-04-15,370.42999267578125
2024-04-16,356.9700012207031
2024-04-17,351.45001220703125
2024-04-18,348.8800048828125
2024-04-19,358.20001220703125
2024-04-22,359.5199890136719
2024-04-23,375.3599853515625
2024-04-24,366.5
2024-04-25,366.4100036621094
2024-04-26,372.6099853515625
2024-04-29,374.4700012207031
2024-04-30,364.2099914550781
2024-05-01,365.0
2024-05-02,372.0199890136719
2024-05-03,377.29998779296875
2024-05-06,381.5299987792969
2024-05-07,378.6000061035156
2024-05-08,371.510009765625
2024-05-09,376.8699951171875
2024-05-10,376.6099853515625
2024-05-13,372.20001220703125
2024-05-14,374.3599853515625
2024-05-15,391.1600036621094
2024-05-16,371.7900085449219
2024-05-17,374.2099914550781
2024-05-20,374.67999267578125
2024-05-21,362.3599853515625
2024-05-22,353.7200012207031
2024-05-23,354.4700012207031
2024-05-24,347.8800048828125
2024-05-28,349.05999755859375
2024-05-29,341.9100036621094
2024-05-30,354.1000061035156
2024-05-31,357.20001220703125
2024-06-03,354.0
2024-06-04,344.6300048828125
2024-06-05,354.4599914550781
2024-06-06,353.25
2024-06-07,344.010009765625
2024-06-10,348.0199890136719
2024-06-11,342.82000732421875
2024-06-12,358.989990234375
2024-06-13,359.3900146484375
2024-06-14,357.6400146484375
2024-06-17,357.6499938964844
2024-06-18,354.82000732421875
2024-06-20,358.75
2024-06-21,357.69000244140625
2024-06-24,356.489990234375
2024-06-25,343.8800048828125
2024-06-26,341.4100036621094
2024-06-27,344.25
2024-06-28,346.1700134277344
2024-07-01,337.4100036621094
2024-07-02,339.44000244140625
2024-07-03,339.54998779296875
2024-07-05,335.6400146484375
2024-07-08,344.3999938964844
2024-07-09,343.79998779296875
2024-07-10,349.8399963378906
2024-07-11,365.1099853515625
2024-07-12,372.4100036621094
2024-07-15,381.7099914550781
2024-07-16,410.75
2024-07-17,397.9100036621094
2024-07-18,393.19000244140625
2024-07-19,391.29998779296875
2024-07-22,403.4800109863281
2024-07-23,405.8399963378906
2024-07-24,391.8299865722656
2024-07-25,402.1099853515625
2024-07-26,417.7300109863281
2024-07-29,417.75
2024-07-30,419.9800109863281
2024-07-31,414.6199951171875
2024-08-01,401.3699951171875
2024-08-02,382.9700012207031
2024-08-05,363.79998779296875
2024-08-06,363.80999755859375
2024-08-07,363.4100036621094
2024-08-08,366.3999938964844
2024-08-09,368.1000061035156
2024-08-12,362.2200012207031
2024-08-13,374.5199890136719
2024-08-14,376.3299865722656
2024-08-15,391.2799987792969
2024-08-16,386.8699951171875
2024-08-19,393.1700134277344
2024-08-20,385.0400085449219
2024-08-21,394.3999938964844
2024-08-22,389.4100036621094
2024-08-23,409.1600036621094
2024-08-26,404.2900085449219
2024-08-27,403.04998779296875
2024-08-28,402.79998779296875
2024-08-29,404.1099853515625
2024-08-30,413.32000732421875
2024-09-03,397.1300048828125
2024-09-04,399.07000732421875
2024-09-05,397.8500061035156
2024-09-06,402.45001220703125
2024-09-09,403.5799865722656
2024-09-10,403.32000732421875
2024-09-11,402.8399963378906
2024-09-12,415.8999938964844
2024-09-13,427.5299987792969
2024-09-16,427.1700134277344
2024-09-17,431.6000061035156
2024-09-18,424.0299987792969
2024-09-19,444.20001220703125
2024-09-20,435.7699890136719
2024-09-23,430.2799987792969
2024-09-24,428.6300048828125
2024-09-25,422.010009765625
2024-09-26,426.1499938964844
2024-09-27,431.82000732421875
2024-09-30,428.239990234375
2024-10-01,440.4700012207031
2024-10-02,432.739990234375
2024-10-03,429.5199890136719
2024-10-04,422.2799987792969
2024-10-07,423.010009765625
2024-10-08,422.9800109863281
2024-10-09,424.0
2024-10-10,417.9100036621094
2024-10-11,422.1700134277344
2024-10-14,435.07000732421875
2024-10-15,439.29998779296875
2024-10-16,449.9200134277344
2024-10-17,445.5
2024-10-18,448.260009765625
2024-10-21,427.489990234375
2024-10-22,412.5400085449219
2024-10-23,411.7799987792969
2024-10-24,416.2699890136719
2024-10-25,413.0299987792969
2024-10-28,418.67999267578125
2024-10-29,413.6600036621094
2024-10-30,413.9800109863281
2024-10-31,409.79998779296875
2024-11-01,446.7200012207031
2024-11-04,444.2099914550781
2024-11-05,457.70001220703125
2024-11-06,462.9800109863281
2024-11-07,458.8500061035156
2024-11-08,475.9800109863281
2024-11-11,481.6199951171875
2024-11-12,467.6099853515625
2024-11-13,466.17999267578125
2024-11-14,464.95001220703125
2024-11-15,465.2300109863281
2024-11-18,466.0199890136719
2024-11-19,471.3299865722656
2024-11-20,475.4100036621094
2024-11-21,493.9599914550781
