Date,CYBR
2023-01-09,119.1500015258789
2023-01-10,120.30000305175781
2023-01-11,120.87000274658203
2023-01-12,119.66999816894531
2023-01-13,119.91999816894531
2023-01-17,127.8499984741211
2023-01-18,124.19999694824219
2023-01-19,124.16999816894531
2023-01-20,131.61000061035156
2023-01-23,136.30999755859375
2023-01-24,136.1300048828125
2023-01-25,135.5800018310547
2023-01-26,138.82000732421875
2023-01-27,139.80999755859375
2023-01-30,137.9600067138672
2023-01-31,140.8800048828125
2023-02-01,146.85000610351562
2023-02-02,148.77000427246094
2023-02-03,146.00999450683594
2023-02-06,142.97000122070312
2023-02-07,148.02000427246094
2023-02-08,149.22999572753906
2023-02-09,145.3000030517578
2023-02-10,145.10000610351562
2023-02-13,148.50999450683594
2023-02-14,149.50999450683594
2023-02-15,151.3699951171875
2023-02-16,146.0399932861328
2023-02-17,146.1300048828125
2023-02-21,146.17999267578125
2023-02-22,147.80999755859375
2023-02-23,148.52000427246094
2023-02-24,143.75
2023-02-27,145.5
2023-02-28,144.77000427246094
2023-03-01,144.9499969482422
2023-03-02,147.75
2023-03-03,151.4499969482422
2023-03-06,150.17999267578125
2023-03-07,148.44000244140625
2023-03-08,148.00999450683594
2023-03-09,143.75
2023-03-10,139.75999450683594
2023-03-13,139.02000427246094
2023-03-14,141.41000366210938
2023-03-15,139.36000061035156
2023-03-16,142.3699951171875
2023-03-17,140.36000061035156
2023-03-20,141.02999877929688
2023-03-21,143.86000061035156
2023-03-22,141.49000549316406
2023-03-23,145.94000244140625
2023-03-24,143.82000732421875
2023-03-27,144.4199981689453
2023-03-28,141.97000122070312
2023-03-29,141.49000549316406
2023-03-30,142.19000244140625
2023-03-31,147.97999572753906
2023-04-03,143.50999450683594
2023-04-04,144.2899932861328
2023-04-05,140.42999267578125
2023-04-06,139.1300048828125
2023-04-10,137.8800048828125
2023-04-11,132.4199981689453
2023-04-12,132.55999755859375
2023-04-13,135.19000244140625
2023-04-14,132.9199981689453
2023-04-17,135.1300048828125
2023-04-18,131.61000061035156
2023-04-19,130.41000366210938
2023-04-20,131.8300018310547
2023-04-21,138.8699951171875
2023-04-24,136.14999389648438
2023-04-25,121.5
2023-04-26,122.44000244140625
2023-04-27,126.97000122070312
2023-04-28,124.5999984741211
2023-05-01,124.93000030517578
2023-05-02,121.66999816894531
2023-05-03,126.13999938964844
2023-05-04,125.88999938964844
2023-05-05,132.8800048828125
2023-05-08,138.6999969482422
2023-05-09,136.14999389648438
2023-05-10,137.3699951171875
2023-05-11,142.7100067138672
2023-05-12,141.38999938964844
2023-05-15,145.5
2023-05-16,144.63999938964844
2023-05-17,142.36000061035156
2023-05-18,148.60000610351562
2023-05-19,152.9600067138672
2023-05-22,152.5500030517578
2023-05-23,147.64999389648438
2023-05-24,153.5800018310547
2023-05-25,155.05999755859375
2023-05-26,154.88999938964844
2023-05-30,151.74000549316406
2023-05-31,154.72999572753906
2023-06-01,152.22999572753906
2023-06-02,149.30999755859375
2023-06-05,149.17999267578125
2023-06-06,151.19000244140625
2023-06-07,150.27999877929688
2023-06-08,150.3800048828125
2023-06-09,150.22000122070312
2023-06-12,150.6699981689453
2023-06-13,153.1999969482422
2023-06-14,151.89999389648438
2023-06-15,154.30999755859375
2023-06-16,149.52000427246094
2023-06-20,157.0500030517578
2023-06-21,157.2100067138672
2023-06-22,160.0399932861328
2023-06-23,153.1699981689453
2023-06-26,152.08999633789062
2023-06-27,153.99000549316406
2023-06-28,151.08999633789062
2023-06-29,153.7899932861328
2023-06-30,156.3300018310547
2023-07-03,154.72000122070312
2023-07-05,157.25
2023-07-06,154.69000244140625
2023-07-07,155.63999938964844
2023-07-10,157.1300048828125
2023-07-11,157.82000732421875
2023-07-12,156.8699951171875
2023-07-13,160.9499969482422
2023-07-14,162.3800048828125
2023-07-17,165.1999969482422
2023-07-18,165.4600067138672
2023-07-19,163.17999267578125
2023-07-20,153.66000366210938
2023-07-21,153.08999633789062
2023-07-24,156.99000549316406
2023-07-25,157.66000366210938
2023-07-26,159.41000366210938
2023-07-27,159.57000732421875
2023-07-28,164.2899932861328
2023-07-31,166.00999450683594
2023-08-01,164.88999938964844
2023-08-02,153.30999755859375
2023-08-03,158.6199951171875
2023-08-04,155.55999755859375
2023-08-07,153.6199951171875
2023-08-08,144.63999938964844
2023-08-09,143.3800048828125
2023-08-10,162.00999450683594
2023-08-11,156.42999267578125
2023-08-14,159.52000427246094
2023-08-15,158.1199951171875
2023-08-16,155.67999267578125
2023-08-17,151.0800018310547
2023-08-18,150.0
2023-08-21,154.91000366210938
2023-08-22,152.7899932861328
2023-08-23,156.74000549316406
2023-08-24,153.7100067138672
2023-08-25,158.91000366210938
2023-08-28,157.6300048828125
2023-08-29,159.92999267578125
2023-08-30,161.36000061035156
2023-08-31,166.0399932861328
2023-09-01,167.86000061035156
2023-09-05,168.9600067138672
2023-09-06,171.5500030517578
2023-09-07,168.02999877929688
2023-09-08,168.35000610351562
2023-09-11,167.7100067138672
2023-09-12,167.5399932861328
2023-09-13,168.30999755859375
2023-09-14,171.58999633789062
2023-09-15,170.00999450683594
2023-09-18,170.9499969482422
2023-09-19,166.61000061035156
2023-09-20,172.94000244140625
2023-09-21,164.4600067138672
2023-09-22,167.6699981689453
2023-09-25,165.8800048828125
2023-09-26,162.19000244140625
2023-09-27,160.25
2023-09-28,163.5399932861328
2023-09-29,163.77000427246094
2023-10-02,164.55999755859375
2023-10-03,156.72999572753906
2023-10-04,157.97999572753906
2023-10-05,158.0
2023-10-06,167.19000244140625
2023-10-09,168.08999633789062
2023-10-10,166.94000244140625
2023-10-11,163.77000427246094
2023-10-12,164.9199981689453
2023-10-13,162.42999267578125
2023-10-16,164.9199981689453
2023-10-17,170.8699951171875
2023-10-18,168.47999572753906
2023-10-19,168.0399932861328
2023-10-20,163.60499572753906
2023-10-23,162.72999572753906
2023-10-24,167.14999389648438
2023-10-25,158.67999267578125
2023-10-26,157.52000427246094
2023-10-27,156.36000061035156
2023-10-30,158.88999938964844
2023-10-31,163.63999938964844
2023-11-01,161.72999572753906
2023-11-02,173.49000549316406
2023-11-03,180.19000244140625
2023-11-06,178.49000549316406
2023-11-07,182.63999938964844
2023-11-08,183.3699951171875
2023-11-09,181.8699951171875
2023-11-10,183.9499969482422
2023-11-13,182.77000427246094
2023-11-14,187.1300048828125
2023-11-15,186.02999877929688
2023-11-16,187.74000549316406
2023-11-17,189.27000427246094
2023-11-20,190.39999389648438
2023-11-21,190.99000549316406
2023-11-22,191.52999877929688
2023-11-24,193.49000549316406
2023-11-27,194.72999572753906
2023-11-28,194.5399932861328
2023-11-29,199.25999450683594
2023-11-30,199.27000427246094
2023-12-01,201.38999938964844
2023-12-04,204.22999572753906
2023-12-05,203.89999389648438
2023-12-06,200.55999755859375
2023-12-07,202.00999450683594
2023-12-08,201.05999755859375
2023-12-11,200.61000061035156
2023-12-12,202.9199981689453
2023-12-13,204.52999877929688
2023-12-14,201.25
2023-12-15,205.92999267578125
2023-12-18,210.17999267578125
2023-12-19,214.1999969482422
2023-12-20,213.14999389648438
2023-12-21,215.3000030517578
2023-12-22,217.63999938964844
2023-12-26,220.41000366210938
2023-12-27,220.42999267578125
2023-12-28,219.9600067138672
2023-12-29,219.0500030517578
2024-01-02,216.1300048828125
2024-01-03,214.3800048828125
2024-01-04,211.67999267578125
2024-01-05,211.72000122070312
2024-01-08,217.99000549316406
2024-01-09,218.77000427246094
2024-01-10,218.8000030517578
2024-01-11,221.72000122070312
2024-01-12,224.08999633789062
2024-01-16,228.22000122070312
2024-01-17,226.9600067138672
2024-01-18,228.9199981689453
2024-01-19,232.50999450683594
2024-01-22,234.2899932861328
2024-01-23,237.8699951171875
2024-01-24,231.72000122070312
2024-01-25,231.33999633789062
2024-01-26,231.75
2024-01-29,236.07000732421875
2024-01-30,237.3300018310547
2024-01-31,233.47999572753906
2024-02-01,236.07000732421875
2024-02-02,237.41000366210938
2024-02-05,236.9499969482422
2024-02-06,239.86000061035156
2024-02-07,243.1699981689453
2024-02-08,261.6000061035156
2024-02-09,281.30999755859375
2024-02-12,270.42999267578125
2024-02-13,263.8999938964844
2024-02-14,263.7099914550781
2024-02-15,264.2699890136719
2024-02-16,260.42999267578125
2024-02-20,250.0
2024-02-21,244.07000732421875
2024-02-22,251.2899932861328
2024-02-23,255.91000366210938
2024-02-26,257.9599914550781
2024-02-27,260.3699951171875
2024-02-28,259.8999938964844
2024-02-29,263.760009765625
2024-03-01,265.8800048828125
2024-03-04,264.92999267578125
2024-03-05,253.10000610351562
2024-03-06,258.510009765625
2024-03-07,262.05999755859375
2024-03-08,263.7799987792969
2024-03-11,263.1400146484375
2024-03-12,264.739990234375
2024-03-13,261.4200134277344
2024-03-14,259.1499938964844
2024-03-15,258.9800109863281
2024-03-18,260.9200134277344
2024-03-19,261.8599853515625
2024-03-20,265.6199951171875
2024-03-21,270.1199951171875
2024-03-22,268.1400146484375
2024-03-25,265.29998779296875
2024-03-26,263.489990234375
2024-03-27,263.17999267578125
2024-03-28,265.6300048828125
2024-04-01,264.25
2024-04-02,263.1199951171875
2024-04-03,262.4100036621094
2024-04-04,256.44000244140625
2024-04-05,257.510009765625
2024-04-08,259.2699890136719
2024-04-09,259.989990234375
2024-04-10,253.27999877929688
2024-04-11,253.89999389648438
2024-04-12,248.42999267578125
2024-04-15,239.94000244140625
2024-04-16,239.97000122070312
2024-04-17,235.97999572753906
2024-04-18,237.08999633789062
2024-04-19,233.7100067138672
2024-04-22,234.66000366210938
2024-04-23,240.11000061035156
2024-04-24,244.52999877929688
2024-04-25,245.07000732421875
2024-04-26,242.60000610351562
2024-04-29,243.57000732421875
2024-04-30,239.25
2024-05-01,237.16000366210938
2024-05-02,233.5399932861328
2024-05-03,227.32000732421875
2024-05-06,235.63999938964844
2024-05-07,237.47000122070312
2024-05-08,234.8800048828125
2024-05-09,233.35000610351562
2024-05-10,233.57000732421875
2024-05-13,234.02000427246094
2024-05-14,238.3000030517578
2024-05-15,243.5
2024-05-16,244.72999572753906
2024-05-17,246.3300018310547
2024-05-20,249.6999969482422
2024-05-21,245.83999633789062
2024-05-22,244.52000427246094
2024-05-23,239.86000061035156
2024-05-24,241.52999877929688
2024-05-28,237.6300048828125
2024-05-29,233.5399932861328
2024-05-30,225.5800018310547
2024-05-31,229.25
2024-06-03,229.89500427246094
2024-06-04,229.2899932861328
2024-06-05,237.3800048828125
2024-06-06,237.83999633789062
2024-06-07,239.97000122070312
2024-06-10,252.4600067138672
2024-06-11,247.25
2024-06-12,250.77000427246094
2024-06-13,251.7899932861328
2024-06-14,252.3300018310547
2024-06-17,253.64999389648438
2024-06-18,255.0500030517578
2024-06-20,256.55999755859375
2024-06-21,258.0
2024-06-24,261.3399963378906
2024-06-25,262.75
2024-06-26,262.7900085449219
2024-06-27,270.3999938964844
2024-06-28,273.4200134277344
2024-07-01,269.6700134277344
2024-07-02,270.6499938964844
2024-07-03,271.0799865722656
2024-07-05,274.32000732421875
2024-07-08,273.3900146484375
2024-07-09,269.7900085449219
2024-07-10,271.260009765625
2024-07-11,269.2200012207031
2024-07-12,269.9100036621094
2024-07-15,275.30999755859375
2024-07-16,276.1000061035156
2024-07-17,267.6400146484375
2024-07-18,261.80999755859375
2024-07-19,259.6300048828125
2024-07-22,262.82000732421875
2024-07-23,264.7900085449219
2024-07-24,258.1300048828125
2024-07-25,256.8599853515625
2024-07-26,257.67999267578125
2024-07-29,258.45001220703125
2024-07-30,256.3999938964844
2024-07-31,256.3800048828125
2024-08-01,255.10000610351562
2024-08-02,247.0399932861328
2024-08-05,241.52000427246094
2024-08-06,242.6699981689453
2024-08-07,243.47000122070312
2024-08-08,263.5899963378906
2024-08-09,273.7200012207031
2024-08-12,270.8999938964844
2024-08-13,271.55999755859375
2024-08-14,275.54998779296875
2024-08-15,276.3999938964844
2024-08-16,280.010009765625
2024-08-19,281.4100036621094
2024-08-20,280.5799865722656
2024-08-21,281.55999755859375
2024-08-22,280.6400146484375
2024-08-23,279.8800048828125
2024-08-26,280.5
2024-08-27,281.8699951171875
2024-08-28,279.95001220703125
2024-08-29,286.510009765625
2024-08-30,286.739990234375
2024-09-03,280.1099853515625
2024-09-04,276.94000244140625
2024-09-05,269.5
2024-09-06,264.8399963378906
2024-09-09,259.9200134277344
2024-09-10,260.9599914550781
2024-09-11,265.7300109863281
2024-09-12,272.75
2024-09-13,271.5299987792969
2024-09-16,273.3999938964844
2024-09-17,272.9200134277344
2024-09-18,268.0400085449219
2024-09-19,271.2300109863281
2024-09-20,280.6199951171875
2024-09-23,284.19000244140625
2024-09-24,284.510009765625
2024-09-25,283.7300109863281
2024-09-26,287.3800048828125
2024-09-27,282.8900146484375
2024-09-30,291.6099853515625
2024-10-01,279.70001220703125
2024-10-02,274.3599853515625
2024-10-03,279.04998779296875
2024-10-04,280.3399963378906
2024-10-07,276.0799865722656
2024-10-08,282.4100036621094
2024-10-09,288.5
2024-10-10,294.4599914550781
2024-10-11,295.29998779296875
2024-10-14,294.4700012207031
2024-10-15,293.1300048828125
2024-10-16,294.1600036621094
2024-10-17,295.6499938964844
2024-10-18,299.9800109863281
2024-10-21,300.05999755859375
2024-10-22,299.5
2024-10-23,288.94000244140625
2024-10-24,293.4599914550781
2024-10-25,290.0400085449219
2024-10-28,287.75
2024-10-29,285.7300109863281
2024-10-30,282.94000244140625
2024-10-31,276.5199890136719
2024-11-01,276.1600036621094
2024-11-04,274.1000061035156
2024-11-05,280.19000244140625
2024-11-06,294.45001220703125
2024-11-07,296.20001220703125
2024-11-08,294.6099853515625
2024-11-11,294.55999755859375
2024-11-12,300.760009765625
2024-11-13,291.6099853515625
2024-11-14,301.2799987792969
2024-11-15,305.2699890136719
2024-11-18,305.739990234375
2024-11-19,315.0
2024-11-20,316.8999938964844
2024-11-21,329.1499938964844
