Date,NUVL
2022-02-28,14.949999809265137
2022-03-01,14.890000343322754
2022-03-02,15.369999885559082
2022-03-03,14.729999542236328
2022-03-04,15.100000381469727
2022-03-07,15.979999542236328
2022-03-08,15.899999618530273
2022-03-09,15.75
2022-03-10,16.06999969482422
2022-03-11,15.5
2022-03-14,11.649999618530273
2022-03-15,12.449999809265137
2022-03-16,11.670000076293945
2022-03-17,12.0
2022-03-18,12.020000457763672
2022-03-21,12.020000457763672
2022-03-22,12.350000381469727
2022-03-23,12.319999694824219
2022-03-24,12.880000114440918
2022-03-25,12.619999885559082
2022-03-28,12.289999961853027
2022-03-29,13.210000038146973
2022-03-30,14.079999923706055
2022-03-31,13.890000343322754
2022-04-01,14.770000457763672
2022-04-04,15.069999694824219
2022-04-05,14.279999732971191
2022-04-06,13.199999809265137
2022-04-07,12.65999984741211
2022-04-08,13.149999618530273
2022-04-11,12.279999732971191
2022-04-12,11.779999732971191
2022-04-13,12.5600004196167
2022-04-14,11.890000343322754
2022-04-18,11.260000228881836
2022-04-19,11.899999618530273
2022-04-20,11.949999809265137
2022-04-21,11.050000190734863
2022-04-22,10.880000114440918
2022-04-25,11.449999809265137
2022-04-26,10.760000228881836
2022-04-27,10.550000190734863
2022-04-28,11.289999961853027
2022-04-29,10.289999961853027
2022-05-02,10.300000190734863
2022-05-03,10.510000228881836
2022-05-04,11.220000267028809
2022-05-05,10.529999732971191
2022-05-06,10.479999542236328
2022-05-09,8.729999542236328
2022-05-10,9.229999542236328
2022-05-11,8.0600004196167
2022-05-12,8.329999923706055
2022-05-13,8.0
2022-05-16,7.400000095367432
2022-05-17,8.649999618530273
2022-05-18,7.519999980926514
2022-05-19,7.550000190734863
2022-05-20,8.0600004196167
2022-05-23,8.390000343322754
2022-05-24,8.180000305175781
2022-05-25,8.550000190734863
2022-05-26,9.170000076293945
2022-05-27,9.4399995803833
2022-05-31,8.859999656677246
2022-06-01,8.609999656677246
2022-06-02,8.3100004196167
2022-06-03,9.1899995803833
2022-06-06,9.640000343322754
2022-06-07,9.9399995803833
2022-06-08,9.600000381469727
2022-06-09,9.8100004196167
2022-06-10,9.359999656677246
2022-06-13,9.029999732971191
2022-06-14,9.579999923706055
2022-06-15,9.640000343322754
2022-06-16,9.359999656677246
2022-06-17,10.020000457763672
2022-06-21,11.039999961853027
2022-06-22,12.010000228881836
2022-06-23,12.770000457763672
2022-06-24,13.59000015258789
2022-06-27,13.510000228881836
2022-06-28,13.34000015258789
2022-06-29,13.949999809265137
2022-06-30,13.5600004196167
2022-07-01,13.550000190734863
2022-07-05,14.970000267028809
2022-07-06,16.530000686645508
2022-07-07,17.68000030517578
2022-07-08,18.200000762939453
2022-07-11,17.239999771118164
2022-07-12,16.8700008392334
2022-07-13,17.780000686645508
2022-07-14,17.8799991607666
2022-07-15,16.690000534057617
2022-07-18,16.440000534057617
2022-07-19,17.290000915527344
2022-07-20,15.920000076293945
2022-07-21,16.420000076293945
2022-07-22,15.25
2022-07-25,15.850000381469727
2022-07-26,16.829999923706055
2022-07-27,17.079999923706055
2022-07-28,17.010000228881836
2022-07-29,14.859999656677246
2022-08-01,14.399999618530273
2022-08-02,14.199999809265137
2022-08-03,14.239999771118164
2022-08-04,15.880000114440918
2022-08-05,16.09000015258789
2022-08-08,16.610000610351562
2022-08-09,15.550000190734863
2022-08-10,17.469999313354492
2022-08-11,16.25
2022-08-12,16.760000228881836
2022-08-15,16.989999771118164
2022-08-16,16.65999984741211
2022-08-17,16.290000915527344
2022-08-18,16.40999984741211
2022-08-19,16.040000915527344
2022-08-22,15.829999923706055
2022-08-23,15.9399995803833
2022-08-24,17.469999313354492
2022-08-25,16.8799991607666
2022-08-26,15.739999771118164
2022-08-29,15.9399995803833
2022-08-30,15.84000015258789
2022-08-31,16.8799991607666
2022-09-01,16.979999542236328
2022-09-02,16.75
2022-09-06,15.039999961853027
2022-09-07,17.68000030517578
2022-09-08,17.15999984741211
2022-09-09,17.59000015258789
2022-09-12,18.829999923706055
2022-09-13,17.65999984741211
2022-09-14,18.559999465942383
2022-09-15,17.950000762939453
2022-09-16,17.68000030517578
2022-09-19,17.260000228881836
2022-09-20,17.84000015258789
2022-09-21,16.8700008392334
2022-09-22,16.5
2022-09-23,16.770000457763672
2022-09-26,16.799999237060547
2022-09-27,17.440000534057617
2022-09-28,19.700000762939453
2022-09-29,19.920000076293945
2022-09-30,19.440000534057617
2022-10-03,19.420000076293945
2022-10-04,19.479999542236328
2022-10-05,19.270000457763672
2022-10-06,19.09000015258789
2022-10-07,18.579999923706055
2022-10-10,18.68000030517578
2022-10-11,19.639999389648438
2022-10-12,20.1200008392334
2022-10-13,21.600000381469727
2022-10-14,20.729999542236328
2022-10-17,22.18000030517578
2022-10-18,21.31999969482422
2022-10-19,19.84000015258789
2022-10-20,18.459999084472656
2022-10-21,19.889999389648438
