Date,PCTY
2022-10-06,264.9700012207031
2022-10-07,245.80999755859375
2022-10-10,236.97000122070312
2022-10-11,229.11000061035156
2022-10-12,225.2100067138672
2022-10-13,228.3699951171875
2022-10-14,216.49000549316406
2022-10-17,226.85000610351562
2022-10-18,230.44000244140625
2022-10-19,221.9199981689453
2022-10-20,216.89999389648438
2022-10-21,214.7100067138672
2022-10-24,216.00999450683594
2022-10-25,226.9499969482422
2022-10-26,226.5500030517578
2022-10-27,226.83999633789062
2022-10-28,228.36000061035156
2022-10-31,231.7899932861328
2022-11-01,224.88999938964844
2022-11-02,210.57000732421875
2022-11-03,210.9499969482422
2022-11-04,201.97000122070312
2022-11-07,199.7100067138672
2022-11-08,202.61000061035156
2022-11-09,198.27999877929688
2022-11-10,214.39999389648438
2022-11-11,216.11000061035156
2022-11-14,213.61000061035156
2022-11-15,226.9199981689453
2022-11-16,218.82000732421875
2022-11-17,207.10000610351562
2022-11-18,207.36000061035156
2022-11-21,205.6999969482422
2022-11-22,208.9199981689453
2022-11-23,215.00999450683594
2022-11-25,215.13999938964844
2022-11-28,209.0
2022-11-29,205.7899932861328
2022-11-30,217.8300018310547
2022-12-01,223.3699951171875
2022-12-02,219.6999969482422
2022-12-05,204.3000030517578
2022-12-06,200.86000061035156
2022-12-07,197.97000122070312
2022-12-08,204.75999450683594
2022-12-09,202.6999969482422
2022-12-12,210.52000427246094
2022-12-13,211.3800048828125
2022-12-14,209.86000061035156
2022-12-15,200.52000427246094
2022-12-16,199.44000244140625
2022-12-19,195.61000061035156
2022-12-20,194.02000427246094
2022-12-21,197.47000122070312
2022-12-22,193.05999755859375
2022-12-23,191.92999267578125
2022-12-27,189.1199951171875
2022-12-28,188.5
2022-12-29,197.77000427246094
2022-12-30,194.25999450683594
2023-01-03,192.52999877929688
2023-01-04,196.88999938964844
2023-01-05,183.50999450683594
2023-01-06,179.72000122070312
2023-01-09,186.35000610351562
2023-01-10,187.17999267578125
2023-01-11,196.00999450683594
2023-01-12,191.8699951171875
2023-01-13,194.02999877929688
2023-01-17,198.5399932861328
2023-01-18,197.4199981689453
2023-01-19,195.6300048828125
2023-01-20,200.57000732421875
2023-01-23,202.10000610351562
2023-01-24,197.8300018310547
2023-01-25,194.17999267578125
2023-01-26,204.99000549316406
2023-01-27,206.6199951171875
2023-01-30,202.08999633789062
2023-01-31,208.2899932861328
2023-02-01,219.52000427246094
2023-02-02,226.0399932861328
2023-02-03,218.99000549316406
2023-02-06,218.2899932861328
2023-02-07,232.88999938964844
2023-02-08,224.9199981689453
2023-02-09,222.00999450683594
2023-02-10,220.02999877929688
2023-02-13,217.5399932861328
2023-02-14,217.05999755859375
2023-02-15,218.07000732421875
2023-02-16,209.1999969482422
2023-02-17,209.30999755859375
2023-02-21,203.9600067138672
2023-02-22,204.16000366210938
2023-02-23,205.10000610351562
2023-02-24,197.02000427246094
2023-02-27,193.55999755859375
2023-02-28,192.61000061035156
2023-03-01,188.88999938964844
2023-03-02,189.67999267578125
2023-03-03,191.02999877929688
2023-03-06,191.13999938964844
2023-03-07,186.97999572753906
2023-03-08,186.30999755859375
2023-03-09,182.35000610351562
2023-03-10,174.5399932861328
2023-03-13,176.22000122070312
2023-03-14,180.24000549316406
2023-03-15,176.72999572753906
2023-03-16,178.4499969482422
2023-03-17,180.50999450683594
2023-03-20,177.52999877929688
2023-03-21,182.24000549316406
2023-03-22,177.1699981689453
2023-03-23,180.85000610351562
2023-03-24,182.25
2023-03-27,181.38999938964844
2023-03-28,181.08999633789062
2023-03-29,191.60000610351562
2023-03-30,196.33999633789062
2023-03-31,198.77999877929688
2023-04-03,194.08999633789062
2023-04-04,195.27000427246094
2023-04-05,187.58999633789062
2023-04-06,187.6199951171875
2023-04-10,189.89999389648438
2023-04-11,191.08999633789062
2023-04-12,190.3699951171875
2023-04-13,196.41000366210938
2023-04-14,197.82000732421875
2023-04-17,198.5800018310547
2023-04-18,197.75999450683594
2023-04-19,198.6300048828125
2023-04-20,192.61000061035156
2023-04-21,193.92999267578125
2023-04-24,192.47999572753906
2023-04-25,183.7899932861328
2023-04-26,184.2100067138672
2023-04-27,190.3800048828125
2023-04-28,193.2899932861328
2023-05-01,195.57000732421875
2023-05-02,189.69000244140625
2023-05-03,187.24000549316406
2023-05-04,183.6699981689453
2023-05-05,173.32000732421875
2023-05-08,173.5500030517578
2023-05-09,169.5800018310547
2023-05-10,168.52000427246094
2023-05-11,165.1999969482422
2023-05-12,163.3000030517578
2023-05-15,169.42999267578125
2023-05-16,168.13999938964844
2023-05-17,170.77999877929688
2023-05-18,173.33999633789062
2023-05-19,173.77000427246094
2023-05-22,174.05999755859375
2023-05-23,175.0800018310547
2023-05-24,172.83999633789062
2023-05-25,171.27999877929688
2023-05-26,172.61000061035156
2023-05-30,172.1300048828125
2023-05-31,172.75
2023-06-01,171.22999572753906
2023-06-02,181.35000610351562
2023-06-05,186.63999938964844
2023-06-06,192.05999755859375
2023-06-07,186.55999755859375
2023-06-08,185.60000610351562
2023-06-09,182.44000244140625
2023-06-12,188.99000549316406
2023-06-13,192.0
2023-06-14,187.1199951171875
2023-06-15,189.77000427246094
2023-06-16,184.97999572753906
2023-06-20,188.50999450683594
2023-06-21,181.63999938964844
2023-06-22,180.6999969482422
2023-06-23,176.75
2023-06-26,178.9199981689453
2023-06-27,179.57000732421875
2023-06-28,179.2100067138672
2023-06-29,178.41000366210938
2023-06-30,184.52999877929688
2023-07-03,184.05999755859375
2023-07-05,183.24000549316406
2023-07-06,186.4499969482422
2023-07-07,187.1300048828125
2023-07-10,196.1699981689453
2023-07-11,203.58999633789062
2023-07-12,204.16000366210938
2023-07-13,214.32000732421875
2023-07-14,216.92999267578125
2023-07-17,217.52999877929688
2023-07-18,223.8800048828125
2023-07-19,224.9600067138672
2023-07-20,223.75
2023-07-21,222.02000427246094
2023-07-24,219.72999572753906
2023-07-25,221.89999389648438
2023-07-26,224.9600067138672
2023-07-27,224.17999267578125
2023-07-28,226.0399932861328
2023-07-31,226.85000610351562
2023-08-01,226.5399932861328
2023-08-02,212.89999389648438
2023-08-03,212.6999969482422
2023-08-04,206.25
2023-08-07,208.3000030517578
2023-08-08,200.49000549316406
2023-08-09,200.6999969482422
2023-08-10,203.5399932861328
2023-08-11,201.7899932861328
2023-08-14,200.6199951171875
2023-08-15,194.80999755859375
2023-08-16,195.5399932861328
2023-08-17,191.75999450683594
2023-08-18,191.49000549316406
2023-08-21,194.00999450683594
2023-08-22,194.5800018310547
2023-08-23,199.99000549316406
2023-08-24,195.3000030517578
2023-08-25,198.0500030517578
2023-08-28,199.94000244140625
2023-08-29,200.3300018310547
2023-08-30,202.0
2023-08-31,200.5
2023-09-01,203.77999877929688
2023-09-05,202.66000366210938
2023-09-06,201.5
2023-09-07,198.52999877929688
2023-09-08,195.30999755859375
2023-09-11,194.8699951171875
2023-09-12,193.0500030517578
2023-09-13,191.67999267578125
2023-09-14,192.6300048828125
2023-09-15,192.94000244140625
2023-09-18,188.77999877929688
2023-09-19,188.86000061035156
2023-09-20,185.1999969482422
2023-09-21,178.6999969482422
2023-09-22,176.8800048828125
2023-09-25,178.35000610351562
2023-09-26,177.36000061035156
2023-09-27,184.55999755859375
2023-09-28,180.63999938964844
2023-09-29,181.6999969482422
2023-10-02,185.05999755859375
2023-10-03,187.72000122070312
2023-10-04,187.85000610351562
2023-10-05,193.32000732421875
2023-10-06,203.08999633789062
2023-10-09,202.91000366210938
2023-10-10,202.27000427246094
2023-10-11,205.0500030517578
2023-10-12,196.80999755859375
2023-10-13,194.97000122070312
2023-10-16,200.02000427246094
2023-10-17,203.7899932861328
2023-10-18,198.61000061035156
2023-10-19,196.0500030517578
2023-10-20,189.27000427246094
2023-10-23,187.27000427246094
2023-10-24,186.5
2023-10-25,177.58999633789062
2023-10-26,175.11000061035156
2023-10-27,174.39999389648438
2023-10-30,176.33999633789062
2023-10-31,179.39999389648438
2023-11-01,164.13999938964844
2023-11-02,171.86000061035156
2023-11-03,145.25999450683594
2023-11-06,141.88999938964844
2023-11-07,148.97999572753906
2023-11-08,151.36000061035156
2023-11-09,149.10000610351562
2023-11-10,149.32000732421875
2023-11-13,144.38999938964844
2023-11-14,149.99000549316406
2023-11-15,154.17999267578125
2023-11-16,149.00999450683594
2023-11-17,152.5399932861328
2023-11-20,152.2899932861328
2023-11-21,150.32000732421875
2023-11-22,151.08999633789062
2023-11-24,150.13999938964844
2023-11-27,146.82000732421875
2023-11-28,149.64999389648438
2023-11-29,155.02999877929688
2023-11-30,156.6699981689453
2023-12-01,159.8800048828125
2023-12-04,157.7899932861328
2023-12-05,152.38999938964844
2023-12-06,154.35000610351562
2023-12-07,153.52000427246094
2023-12-08,152.35000610351562
2023-12-11,154.60000610351562
2023-12-12,153.97000122070312
2023-12-13,161.8699951171875
2023-12-14,165.36000061035156
2023-12-15,165.25
2023-12-18,164.19000244140625
2023-12-19,166.86000061035156
2023-12-20,163.2100067138672
2023-12-21,165.0
2023-12-22,164.25
2023-12-26,165.49000549316406
2023-12-27,166.52999877929688
2023-12-28,167.22999572753906
2023-12-29,164.85000610351562
2024-01-02,162.8000030517578
2024-01-03,157.89999389648438
2024-01-04,160.1300048828125
2024-01-05,159.47999572753906
2024-01-08,162.47999572753906
2024-01-09,162.63999938964844
2024-01-10,159.5800018310547
2024-01-11,152.47000122070312
2024-01-12,154.6199951171875
2024-01-16,153.4600067138672
2024-01-17,153.77000427246094
2024-01-18,153.3300018310547
2024-01-19,152.49000549316406
2024-01-22,153.05999755859375
2024-01-23,157.94500732421875
2024-01-24,158.0399932861328
2024-01-25,158.55999755859375
2024-01-26,157.85000610351562
2024-01-29,158.74000549316406
2024-01-30,158.91000366210938
2024-01-31,158.41000366210938
2024-02-01,160.0
2024-02-02,163.30999755859375
2024-02-05,158.86000061035156
2024-02-06,166.17999267578125
2024-02-07,168.3000030517578
2024-02-08,171.91000366210938
2024-02-09,166.1300048828125
2024-02-12,174.9499969482422
2024-02-13,166.05999755859375
2024-02-14,172.0
2024-02-15,174.9499969482422
2024-02-16,177.38999938964844
2024-02-20,176.05999755859375
2024-02-21,173.4499969482422
2024-02-22,172.24000549316406
2024-02-23,173.4199981689453
2024-02-26,170.7899932861328
2024-02-27,168.0399932861328
2024-02-28,168.8699951171875
2024-02-29,168.61000061035156
2024-03-01,168.67999267578125
2024-03-04,170.3300018310547
2024-03-05,164.80999755859375
2024-03-06,166.35000610351562
2024-03-07,166.33999633789062
2024-03-08,163.74000549316406
2024-03-11,169.0
2024-03-12,168.35000610351562
2024-03-13,168.63999938964844
2024-03-14,167.41000366210938
2024-03-15,166.5800018310547
2024-03-18,168.64999389648438
2024-03-19,168.85000610351562
2024-03-20,168.5399932861328
2024-03-21,171.1199951171875
2024-03-22,171.1999969482422
2024-03-25,170.80999755859375
2024-03-26,171.3800048828125
2024-03-27,173.2899932861328
2024-03-28,171.86000061035156
2024-04-01,167.6999969482422
2024-04-02,166.47000122070312
2024-04-03,166.3699951171875
2024-04-04,165.5800018310547
2024-04-05,165.07000732421875
2024-04-08,168.2100067138672
2024-04-09,172.38999938964844
2024-04-10,169.49000549316406
2024-04-11,169.27000427246094
2024-04-12,168.07000732421875
2024-04-15,163.9600067138672
2024-04-16,159.0
2024-04-17,156.8800048828125
2024-04-18,157.5
2024-04-19,157.22000122070312
2024-04-22,159.5500030517578
2024-04-23,158.8800048828125
2024-04-24,156.16000366210938
2024-04-25,156.5800018310547
2024-04-26,157.05999755859375
2024-04-29,157.6999969482422
2024-04-30,155.16000366210938
2024-05-01,149.24000549316406
2024-05-02,149.60000610351562
2024-05-03,167.6300048828125
2024-05-06,171.05999755859375
2024-05-07,169.08999633789062
2024-05-08,168.27999877929688
2024-05-09,163.7899932861328
2024-05-10,163.6199951171875
2024-05-13,166.94000244140625
2024-05-14,169.86000061035156
2024-05-15,171.91000366210938
2024-05-16,172.1699981689453
2024-05-17,172.97000122070312
2024-05-20,171.42999267578125
2024-05-21,172.5800018310547
2024-05-22,169.82000732421875
2024-05-23,164.19000244140625
2024-05-24,153.63999938964844
2024-05-28,151.77999877929688
2024-05-29,148.49000549316406
2024-05-30,145.0500030517578
2024-05-31,142.1699981689453
2024-06-03,138.22999572753906
2024-06-04,139.8000030517578
2024-06-05,138.52999877929688
2024-06-06,140.5399932861328
2024-06-07,139.50999450683594
2024-06-10,139.5399932861328
2024-06-11,140.80999755859375
2024-06-12,139.89999389648438
2024-06-13,138.5399932861328
2024-06-14,139.22999572753906
2024-06-17,137.97000122070312
2024-06-18,133.8699951171875
2024-06-20,135.86000061035156
2024-06-21,135.97999572753906
2024-06-24,135.10000610351562
2024-06-25,133.44000244140625
2024-06-26,132.0
2024-06-27,132.2100067138672
2024-06-28,131.85000610351562
2024-07-01,132.0
2024-07-02,132.22999572753906
2024-07-03,132.1300048828125
2024-07-05,134.83999633789062
2024-07-08,133.3000030517578
2024-07-09,134.00999450683594
2024-07-10,132.77000427246094
2024-07-11,136.41000366210938
2024-07-12,140.05999755859375
2024-07-15,146.92999267578125
2024-07-16,150.72000122070312
2024-07-17,150.27999877929688
2024-07-18,140.88999938964844
2024-07-19,142.94000244140625
2024-07-22,143.50999450683594
2024-07-23,146.7899932861328
2024-07-24,142.30999755859375
2024-07-25,147.60000610351562
2024-07-26,149.42999267578125
2024-07-29,148.00999450683594
2024-07-30,148.64999389648438
2024-07-31,150.07000732421875
2024-08-01,148.22999572753906
2024-08-02,158.08999633789062
2024-08-05,153.02000427246094
2024-08-06,152.08999633789062
2024-08-07,152.30999755859375
2024-08-08,156.8800048828125
2024-08-09,154.8300018310547
2024-08-12,150.41000366210938
2024-08-13,150.1300048828125
2024-08-14,151.42999267578125
2024-08-15,155.9499969482422
2024-08-16,153.77000427246094
2024-08-19,152.00999450683594
2024-08-20,152.25
2024-08-21,154.6199951171875
2024-08-22,153.07000732421875
2024-08-23,156.42999267578125
2024-08-26,161.1199951171875
2024-08-27,161.72999572753906
2024-08-28,161.02999877929688
2024-08-29,162.27000427246094
2024-08-30,161.39999389648438
2024-09-03,162.5
2024-09-04,160.50999450683594
2024-09-05,155.32000732421875
2024-09-06,153.6999969482422
2024-09-09,156.52999877929688
2024-09-10,157.9600067138672
2024-09-11,157.7899932861328
2024-09-12,155.57000732421875
2024-09-13,159.52999877929688
2024-09-16,157.02999877929688
2024-09-17,161.30999755859375
2024-09-18,160.75999450683594
2024-09-19,163.3699951171875
2024-09-20,162.5800018310547
2024-09-23,164.19000244140625
2024-09-24,165.41000366210938
2024-09-25,161.5800018310547
2024-09-26,163.13999938964844
2024-09-27,161.38999938964844
2024-09-30,164.97000122070312
2024-10-01,162.8699951171875
2024-10-02,167.1999969482422
2024-10-03,166.85000610351562
2024-10-04,170.22999572753906
2024-10-07,165.99000549316406
2024-10-08,162.13999938964844
2024-10-09,163.41000366210938
2024-10-10,162.74000549316406
2024-10-11,164.50999450683594
2024-10-14,168.22000122070312
2024-10-15,169.0399932861328
2024-10-16,171.4199981689453
2024-10-17,170.27999877929688
2024-10-18,172.08999633789062
2024-10-21,171.4499969482422
2024-10-22,175.1199951171875
2024-10-23,173.16000366210938
2024-10-24,173.57000732421875
2024-10-25,173.74000549316406
2024-10-28,175.1300048828125
2024-10-29,175.97000122070312
2024-10-30,178.16000366210938
2024-10-31,184.57000732421875
2024-11-01,191.75999450683594
2024-11-04,191.35000610351562
2024-11-05,197.0
2024-11-06,213.7899932861328
2024-11-07,210.7100067138672
2024-11-08,211.16000366210938
2024-11-11,211.1699981689453
2024-11-12,212.85000610351562
2024-11-13,211.6199951171875
2024-11-14,205.5
2024-11-15,197.7899932861328
2024-11-18,195.57000732421875
2024-11-19,194.77999877929688
2024-11-20,195.27999877929688
2024-11-21,201.75
