Date,ERIC
2022-02-28,9.279999732971191
2022-03-01,8.859999656677246
2022-03-02,8.119999885559082
2022-03-03,8.069999694824219
2022-03-04,8.100000381469727
2022-03-07,7.710000038146973
2022-03-08,8.0
2022-03-09,8.430000305175781
2022-03-10,8.390000343322754
2022-03-11,8.449999809265137
2022-03-14,8.640000343322754
2022-03-15,8.65999984741211
2022-03-16,8.890000343322754
2022-03-17,8.979999542236328
2022-03-18,9.050000190734863
2022-03-21,9.050000190734863
2022-03-22,9.130000114440918
2022-03-23,9.010000228881836
2022-03-24,9.210000038146973
2022-03-25,9.270000457763672
2022-03-28,9.380000114440918
2022-03-29,9.270000457763672
2022-03-30,9.350000381469727
2022-03-31,9.140000343322754
2022-04-01,9.510000228881836
2022-04-04,9.470000267028809
2022-04-05,9.539999961853027
2022-04-06,9.449999809265137
2022-04-07,9.59000015258789
2022-04-08,9.65999984741211
2022-04-11,9.350000381469727
2022-04-12,9.300000190734863
2022-04-13,9.359999656677246
2022-04-14,8.489999771118164
2022-04-18,8.479999542236328
2022-04-19,8.539999961853027
2022-04-20,8.770000457763672
2022-04-21,8.520000457763672
2022-04-22,8.529999732971191
2022-04-25,8.470000267028809
2022-04-26,8.239999771118164
2022-04-27,8.180000305175781
2022-04-28,8.09000015258789
2022-04-29,7.960000038146973
2022-05-02,8.069999694824219
2022-05-03,8.199999809265137
2022-05-04,8.420000076293945
2022-05-05,7.980000019073486
2022-05-06,7.710000038146973
2022-05-09,7.510000228881836
2022-05-10,7.659999847412109
2022-05-11,7.460000038146973
2022-05-12,7.460000038146973
2022-05-13,7.650000095367432
2022-05-16,7.840000152587891
2022-05-17,8.050000190734863
2022-05-18,7.75
2022-05-19,7.769999980926514
2022-05-20,7.769999980926514
2022-05-23,7.980000019073486
2022-05-24,7.980000019073486
2022-05-25,7.920000076293945
2022-05-26,8.050000190734863
2022-05-27,8.25
2022-05-31,8.079999923706055
2022-06-01,8.0600004196167
2022-06-02,8.34000015258789
2022-06-03,8.210000038146973
2022-06-06,8.220000267028809
2022-06-07,8.3100004196167
2022-06-08,8.199999809265137
2022-06-09,8.0
2022-06-10,7.53000020980835
2022-06-13,7.369999885559082
2022-06-14,7.340000152587891
2022-06-15,7.550000190734863
2022-06-16,7.300000190734863
2022-06-17,7.429999828338623
2022-06-21,7.650000095367432
2022-06-22,7.699999809265137
2022-06-23,7.599999904632568
2022-06-24,7.829999923706055
2022-06-27,7.949999809265137
2022-06-28,7.78000020980835
2022-06-29,7.639999866485596
2022-06-30,7.400000095367432
2022-07-01,7.429999828338623
2022-07-05,7.369999885559082
2022-07-06,7.420000076293945
2022-07-07,7.590000152587891
2022-07-08,7.559999942779541
2022-07-11,7.289999961853027
2022-07-12,7.340000152587891
2022-07-13,7.489999771118164
2022-07-14,6.800000190734863
2022-07-15,7.070000171661377
2022-07-18,7.130000114440918
2022-07-19,7.170000076293945
2022-07-20,7.309999942779541
2022-07-21,7.460000038146973
2022-07-22,7.329999923706055
2022-07-25,7.320000171661377
2022-07-26,7.239999771118164
2022-07-27,7.420000076293945
2022-07-28,7.400000095367432
2022-07-29,7.539999961853027
2022-08-01,7.570000171661377
2022-08-02,7.480000019073486
2022-08-03,7.539999961853027
2022-08-04,7.670000076293945
2022-08-05,7.639999866485596
2022-08-08,7.550000190734863
2022-08-09,7.480000019073486
2022-08-10,7.78000020980835
2022-08-11,7.71999979019165
2022-08-12,7.650000095367432
2022-08-15,7.590000152587891
2022-08-16,7.639999866485596
2022-08-17,7.630000114440918
2022-08-18,7.659999847412109
2022-08-19,7.590000152587891
2022-08-22,7.28000020980835
2022-08-23,7.300000190734863
2022-08-24,7.300000190734863
2022-08-25,7.429999828338623
2022-08-26,7.199999809265137
2022-08-29,7.139999866485596
2022-08-30,7.25
2022-08-31,7.429999828338623
2022-09-01,7.210000038146973
2022-09-02,7.210000038146973
2022-09-06,7.190000057220459
2022-09-07,7.210000038146973
2022-09-08,7.239999771118164
2022-09-09,7.440000057220459
2022-09-12,7.460000038146973
2022-09-13,7.21999979019165
2022-09-14,6.980000019073486
2022-09-15,6.739999771118164
2022-09-16,6.75
2022-09-19,6.659999847412109
2022-09-20,6.5
2022-09-21,6.329999923706055
2022-09-22,6.230000019073486
2022-09-23,5.949999809265137
2022-09-26,5.849999904632568
2022-09-27,5.849999904632568
2022-09-28,5.940000057220459
2022-09-29,5.75
2022-09-30,5.739999771118164
2022-10-03,6.0
2022-10-04,6.289999961853027
2022-10-05,6.289999961853027
2022-10-06,6.21999979019165
2022-10-07,6.099999904632568
2022-10-10,6.039999961853027
2022-10-11,5.980000019073486
2022-10-12,6.019999980926514
2022-10-13,6.230000019073486
2022-10-14,6.199999809265137
2022-10-17,6.349999904632568
2022-10-18,6.480000019073486
2022-10-19,6.409999847412109
2022-10-20,5.429999828338623
2022-10-21,5.539999961853027
2022-10-24,5.519999980926514
2022-10-25,5.489999771118164
2022-10-26,5.619999885559082
2022-10-27,5.489999771118164
2022-10-28,5.659999847412109
2022-10-31,5.570000171661377
2022-11-01,5.570000171661377
2022-11-02,5.449999809265137
2022-11-03,5.360000133514404
2022-11-04,5.519999980926514
2022-11-07,5.590000152587891
2022-11-08,5.599999904632568
2022-11-09,5.510000228881836
2022-11-10,5.829999923706055
2022-11-11,6.159999847412109
2022-11-14,6.170000076293945
2022-11-15,6.190000057220459
2022-11-16,6.090000152587891
2022-11-17,6.079999923706055
2022-11-18,6.099999904632568
2022-11-21,6.059999942779541
2022-11-22,6.090000152587891
2022-11-23,6.150000095367432
2022-11-25,6.320000171661377
2022-11-28,6.190000057220459
2022-11-29,6.119999885559082
2022-11-30,6.369999885559082
2022-12-01,6.519999980926514
2022-12-02,6.550000190734863
2022-12-05,6.46999979019165
2022-12-06,6.380000114440918
2022-12-07,6.329999923706055
2022-12-08,6.400000095367432
2022-12-09,6.449999809265137
2022-12-12,6.599999904632568
2022-12-13,6.599999904632568
2022-12-14,6.519999980926514
2022-12-15,6.099999904632568
2022-12-16,5.710000038146973
2022-12-19,5.809999942779541
