Date,NTES
2022-02-28,95.33999633789062
2022-03-01,93.48999786376953
2022-03-02,92.37999725341797
2022-03-03,86.54000091552734
2022-03-04,85.5
2022-03-07,81.80999755859375
2022-03-08,84.70999908447266
2022-03-09,88.58000183105469
2022-03-10,81.7300033569336
2022-03-11,79.08999633789062
2022-03-14,71.52999877929688
2022-03-15,74.23999786376953
2022-03-16,93.30999755859375
2022-03-17,85.0999984741211
2022-03-18,90.18000030517578
2022-03-21,88.91000366210938
2022-03-22,94.70999908447266
2022-03-23,95.47000122070312
2022-03-24,92.16000366210938
2022-03-25,93.66000366210938
2022-03-28,93.81999969482422
2022-03-29,93.91999816894531
2022-03-30,92.0199966430664
2022-03-31,89.69000244140625
2022-04-01,95.80999755859375
2022-04-04,98.06999969482422
2022-04-05,96.16000366210938
2022-04-06,94.83000183105469
2022-04-07,92.97000122070312
2022-04-08,93.04000091552734
2022-04-11,95.01000213623047
2022-04-12,92.23999786376953
2022-04-13,95.69000244140625
2022-04-14,95.05999755859375
2022-04-18,93.4800033569336
2022-04-19,93.6500015258789
2022-04-20,88.97000122070312
2022-04-21,85.69999694824219
2022-04-22,85.86000061035156
2022-04-25,88.37000274658203
2022-04-26,87.4800033569336
2022-04-27,89.05999755859375
2022-04-28,91.29000091552734
2022-04-29,95.33000183105469
2022-05-02,94.29000091552734
2022-05-03,95.94999694824219
2022-05-04,96.9800033569336
2022-05-05,91.19000244140625
2022-05-06,88.41000366210938
2022-05-09,84.5199966430664
2022-05-10,88.0
2022-05-11,87.83999633789062
2022-05-12,87.95999908447266
2022-05-13,92.45999908447266
2022-05-16,93.25
2022-05-17,94.5999984741211
2022-05-18,93.58000183105469
2022-05-19,95.3499984741211
2022-05-20,96.87000274658203
2022-05-23,97.04000091552734
2022-05-24,95.41000366210938
2022-05-25,97.48999786376953
2022-05-26,101.48999786376953
2022-05-27,104.0
2022-05-31,103.7300033569336
2022-06-01,100.76000213623047
2022-06-02,104.36000061035156
2022-06-03,102.38999938964844
2022-06-06,103.7699966430664
2022-06-07,103.5
2022-06-08,106.83999633789062
2022-06-09,103.76000213623047
2022-06-10,105.6500015258789
2022-06-13,101.33999633789062
2022-06-14,105.1500015258789
2022-06-15,102.80000305175781
2022-06-16,94.7699966430664
2022-06-17,93.16999816894531
2022-06-21,92.01000213623047
2022-06-22,91.66000366210938
2022-06-23,90.86000061035156
2022-06-24,93.5999984741211
2022-06-27,95.87999725341797
2022-06-28,93.72000122070312
2022-06-29,92.5199966430664
2022-06-30,93.36000061035156
2022-07-01,93.47000122070312
2022-07-05,92.31999969482422
2022-07-06,89.2300033569336
2022-07-07,88.5999984741211
2022-07-08,90.97000122070312
2022-07-11,86.70999908447266
2022-07-12,86.48999786376953
2022-07-13,89.38999938964844
2022-07-14,87.94000244140625
2022-07-15,86.43000030517578
2022-07-18,87.76000213623047
2022-07-19,90.16999816894531
2022-07-20,94.19000244140625
2022-07-21,99.98999786376953
2022-07-22,95.05000305175781
2022-07-25,96.80999755859375
2022-07-26,94.33000183105469
2022-07-27,96.11000061035156
2022-07-28,96.12000274658203
2022-07-29,92.9800033569336
2022-08-01,91.54000091552734
2022-08-02,90.5999984741211
2022-08-03,90.51000213623047
2022-08-04,89.0
2022-08-05,88.9800033569336
2022-08-08,89.45999908447266
2022-08-09,89.37999725341797
2022-08-10,89.81999969482422
2022-08-11,91.5199966430664
2022-08-12,91.87999725341797
2022-08-15,92.43000030517578
2022-08-16,93.18000030517578
2022-08-17,91.58000183105469
