Date,SBUX
2022-02-28,91.79000091552734
2022-03-01,90.13999938964844
2022-03-02,92.7699966430664
2022-03-03,91.52999877929688
2022-03-04,90.02999877929688
2022-03-07,84.45999908447266
2022-03-08,84.0
2022-03-09,87.5999984741211
2022-03-10,87.16000366210938
2022-03-11,82.7300033569336
2022-03-14,79.29000091552734
2022-03-15,83.12000274658203
2022-03-16,87.41000366210938
2022-03-17,87.66000366210938
2022-03-18,89.5999984741211
2022-03-21,86.86000061035156
2022-03-22,87.88999938964844
2022-03-23,86.22000122070312
2022-03-24,87.12000274658203
2022-03-25,87.44999694824219
2022-03-28,88.37999725341797
2022-03-29,91.2300033569336
2022-03-30,91.02999877929688
2022-03-31,90.97000122070312
2022-04-01,91.48999786376953
2022-04-04,88.08999633789062
2022-04-05,84.12000274658203
2022-04-06,83.36000061035156
2022-04-07,83.12000274658203
2022-04-08,81.5199966430664
2022-04-11,80.68000030517578
2022-04-12,79.79000091552734
2022-04-13,80.91999816894531
2022-04-14,79.5
2022-04-18,79.5999984741211
2022-04-19,81.22000122070312
2022-04-20,80.16999816894531
2022-04-21,78.95999908447266
2022-04-22,77.91999816894531
2022-04-25,77.9800033569336
2022-04-26,75.62999725341797
2022-04-27,74.73999786376953
2022-04-28,76.58000183105469
2022-04-29,74.63999938964844
2022-05-02,75.37000274658203
2022-05-03,74.33000183105469
2022-05-04,81.63999938964844
2022-05-05,77.4800033569336
2022-05-06,76.5199966430664
2022-05-09,73.48999786376953
2022-05-10,71.86000061035156
2022-05-11,70.05999755859375
2022-05-12,69.9000015258789
2022-05-13,75.5999984741211
2022-05-16,72.41999816894531
2022-05-17,73.72000122070312
2022-05-18,71.27999877929688
2022-05-19,71.93000030517578
2022-05-20,73.38999938964844
2022-05-23,73.41999816894531
2022-05-24,72.72000122070312
2022-05-25,72.4800033569336
2022-05-26,74.48999786376953
2022-05-27,76.70999908447266
2022-05-31,78.5
2022-06-01,76.27999877929688
2022-06-02,79.41999816894531
2022-06-03,79.05000305175781
2022-06-06,78.9800033569336
2022-06-07,79.47000122070312
2022-06-08,78.47000122070312
2022-06-09,78.91000366210938
2022-06-10,75.66999816894531
2022-06-13,72.36000061035156
2022-06-14,72.30999755859375
2022-06-15,74.19000244140625
2022-06-16,70.94999694824219
2022-06-17,71.87000274658203
2022-06-21,72.95999908447266
2022-06-22,73.30000305175781
2022-06-23,75.19999694824219
2022-06-24,78.11000061035156
2022-06-27,77.68000030517578
2022-06-28,76.33999633789062
2022-06-29,76.43000030517578
2022-06-30,76.38999938964844
2022-07-01,79.26000213623047
2022-07-05,79.5199966430664
2022-07-06,78.86000061035156
2022-07-07,79.23999786376953
2022-07-08,79.27999877929688
2022-07-11,77.9000015258789
2022-07-12,77.76000213623047
2022-07-13,77.91999816894531
2022-07-14,78.19999694824219
2022-07-15,79.62000274658203
2022-07-18,80.2300033569336
2022-07-19,82.55000305175781
2022-07-20,83.2699966430664
2022-07-21,83.54000091552734
2022-07-22,83.58999633789062
2022-07-25,81.5
2022-07-26,80.30999755859375
2022-07-27,82.95999908447266
2022-07-28,84.66999816894531
2022-07-29,84.77999877929688
2022-08-01,84.91000366210938
2022-08-02,83.70999908447266
2022-08-03,87.2699966430664
2022-08-04,86.87999725341797
2022-08-05,85.7300033569336
2022-08-08,85.72000122070312
2022-08-09,84.83999633789062
2022-08-10,86.48999786376953
2022-08-11,87.2699966430664
2022-08-12,88.30999755859375
2022-08-15,89.16000366210938
2022-08-16,89.4000015258789
2022-08-17,88.3499984741211
2022-08-18,88.55000305175781
2022-08-19,86.91999816894531
2022-08-22,84.94999694824219
2022-08-23,84.69000244140625
2022-08-24,86.05000305175781
2022-08-25,87.38999938964844
2022-08-26,84.05999755859375
2022-08-29,84.12000274658203
2022-08-30,83.41000366210938
2022-08-31,84.06999969482422
2022-09-01,85.4000015258789
2022-09-02,82.94000244140625
2022-09-06,84.5199966430664
2022-09-07,88.30999755859375
2022-09-08,89.45999908447266
2022-09-09,88.69000244140625
2022-09-12,89.06999969482422
2022-09-13,87.83999633789062
2022-09-14,92.69999694824219
2022-09-15,92.22000122070312
2022-09-16,91.30999755859375
2022-09-19,92.13999938964844
2022-09-20,90.79000091552734
2022-09-21,88.5999984741211
2022-09-22,84.69999694824219
2022-09-23,84.16999816894531
2022-09-26,84.80999755859375
2022-09-27,84.27999877929688
2022-09-28,87.11000061035156
2022-09-29,86.56999969482422
2022-09-30,84.26000213623047
2022-10-03,85.62000274658203
2022-10-04,88.51000213623047
2022-10-05,90.12000274658203
2022-10-06,89.3499984741211
2022-10-07,87.02999877929688
2022-10-10,87.05999755859375
2022-10-11,86.20999908447266
2022-10-12,86.87000274658203
2022-10-13,89.37000274658203
2022-10-14,86.37000274658203
2022-10-17,88.9000015258789
2022-10-18,88.95999908447266
2022-10-19,87.5199966430664
2022-10-20,86.79000091552734
2022-10-21,88.61000061035156
2022-10-24,83.76000213623047
2022-10-25,85.20999908447266
2022-10-26,85.88999938964844
2022-10-27,85.27999877929688
2022-10-28,87.0999984741211
2022-10-31,86.58999633789062
2022-11-01,87.0999984741211
2022-11-02,84.58000183105469
2022-11-03,84.68000030517578
2022-11-04,91.86000061035156
2022-11-07,90.44999694824219
2022-11-08,92.75
2022-11-09,91.62999725341797
2022-11-10,96.26000213623047
2022-11-11,97.37999725341797
2022-11-14,97.41999816894531
2022-11-15,97.83000183105469
2022-11-16,97.06999969482422
2022-11-17,96.97000122070312
2022-11-18,97.94999694824219
2022-11-21,98.31999969482422
2022-11-22,98.43000030517578
2022-11-23,99.5199966430664
2022-11-25,99.55999755859375
2022-11-28,98.66000366210938
2022-11-29,98.66000366210938
2022-11-30,102.19999694824219
2022-12-01,103.37000274658203
2022-12-02,105.05000305175781
2022-12-05,103.55000305175781
2022-12-06,102.08000183105469
2022-12-07,101.87000274658203
2022-12-08,103.73999786376953
2022-12-09,101.79000091552734
2022-12-12,102.69999694824219
2022-12-13,102.11000061035156
2022-12-14,102.19000244140625
2022-12-15,99.98999786376953
2022-12-16,98.83000183105469
2022-12-19,98.30000305175781
2022-12-20,98.0
2022-12-21,98.66999816894531
2022-12-22,97.76000213623047
2022-12-23,98.2699966430664
2022-12-27,99.19999694824219
2022-12-28,98.5999984741211
2022-12-29,99.7699966430664
2022-12-30,99.19999694824219
2023-01-03,100.83000183105469
2023-01-04,104.45999908447266
2023-01-05,104.43000030517578
2023-01-06,106.69000244140625
2023-01-09,104.73999786376953
2023-01-10,106.0
2023-01-11,106.30000305175781
2023-01-12,105.8499984741211
2023-01-13,107.2300033569336
2023-01-17,106.75
2023-01-18,105.0
2023-01-19,104.26000213623047
2023-01-20,105.04000091552734
2023-01-23,106.20999908447266
2023-01-24,106.63999938964844
2023-01-25,106.9800033569336
2023-01-26,108.76000213623047
2023-01-27,109.0199966430664
2023-01-30,108.4000015258789
2023-01-31,109.13999938964844
2023-02-01,109.98999786376953
2023-02-02,109.1500015258789
2023-02-03,104.30000305175781
2023-02-06,105.0199966430664
2023-02-07,106.83000183105469
2023-02-08,106.30000305175781
2023-02-09,106.05000305175781
2023-02-10,107.08999633789062
2023-02-13,108.5199966430664
2023-02-14,107.9800033569336
2023-02-15,109.0
2023-02-16,107.54000091552734
2023-02-17,107.0999984741211
2023-02-21,104.77999877929688
2023-02-22,104.7699966430664
2023-02-23,103.51000213623047
2023-02-24,101.5999984741211
2023-02-27,102.44000244140625
2023-02-28,102.08999633789062
