Date,NXST
2023-01-06,183.99000549316406
2023-01-09,182.77999877929688
2023-01-10,183.97000122070312
2023-01-11,185.1699981689453
2023-01-12,183.1199951171875
2023-01-13,184.08999633789062
2023-01-17,183.42999267578125
2023-01-18,183.57000732421875
2023-01-19,182.25999450683594
2023-01-20,185.91000366210938
2023-01-23,187.39999389648438
2023-01-24,186.77000427246094
2023-01-25,191.9600067138672
2023-01-26,196.24000549316406
2023-01-27,204.35000610351562
2023-01-30,201.47999572753906
2023-01-31,204.77000427246094
2023-02-01,210.8699951171875
2023-02-02,212.75
2023-02-03,209.3800048828125
2023-02-06,207.61000061035156
2023-02-07,202.00999450683594
2023-02-08,201.11000061035156
2023-02-09,197.99000549316406
2023-02-10,195.75
2023-02-13,197.44000244140625
2023-02-14,197.8800048828125
2023-02-15,202.1699981689453
2023-02-16,199.52999877929688
2023-02-17,200.16000366210938
2023-02-21,194.77000427246094
2023-02-22,195.94000244140625
2023-02-23,196.8300018310547
2023-02-24,191.36000061035156
2023-02-27,192.3000030517578
2023-02-28,185.89999389648438
2023-03-01,186.22000122070312
2023-03-02,183.7899932861328
2023-03-03,182.9600067138672
2023-03-06,179.38999938964844
2023-03-07,174.52000427246094
2023-03-08,171.8000030517578
2023-03-09,162.50999450683594
2023-03-10,165.6999969482422
2023-03-13,166.25
2023-03-14,165.52999877929688
2023-03-15,160.4499969482422
2023-03-16,164.0800018310547
2023-03-17,159.1999969482422
2023-03-20,160.7899932861328
2023-03-21,163.25
2023-03-22,161.4600067138672
2023-03-23,160.72999572753906
2023-03-24,160.27000427246094
2023-03-27,168.2899932861328
2023-03-28,166.0399932861328
2023-03-29,170.49000549316406
2023-03-30,170.08999633789062
2023-03-31,172.66000366210938
2023-04-03,172.82000732421875
2023-04-04,170.52999877929688
2023-04-05,172.75
2023-04-06,172.9600067138672
2023-04-10,176.1199951171875
2023-04-11,177.4499969482422
2023-04-12,174.97000122070312
2023-04-13,177.17999267578125
2023-04-14,178.52999877929688
2023-04-17,177.9499969482422
2023-04-18,175.8000030517578
2023-04-19,176.35000610351562
2023-04-20,175.63999938964844
2023-04-21,172.7100067138672
2023-04-24,174.0500030517578
2023-04-25,170.44000244140625
2023-04-26,169.38999938964844
2023-04-27,172.77000427246094
2023-04-28,173.4499969482422
2023-05-01,173.57000732421875
2023-05-02,167.52000427246094
2023-05-03,165.1999969482422
2023-05-04,156.58999633789062
2023-05-05,164.25999450683594
2023-05-08,166.00999450683594
2023-05-09,164.1999969482422
2023-05-10,160.00999450683594
2023-05-11,157.17999267578125
2023-05-12,159.7899932861328
2023-05-15,161.4499969482422
2023-05-16,159.1699981689453
2023-05-17,163.27999877929688
2023-05-18,163.1199951171875
2023-05-19,160.3000030517578
2023-05-22,160.6300048828125
2023-05-23,158.89999389648438
2023-05-24,155.57000732421875
2023-05-25,151.80999755859375
2023-05-26,152.52000427246094
2023-05-30,152.61000061035156
2023-05-31,150.9199981689453
2023-06-01,152.27000427246094
2023-06-02,157.6699981689453
2023-06-05,156.77000427246094
2023-06-06,161.25999450683594
2023-06-07,166.61000061035156
2023-06-08,168.3300018310547
2023-06-09,165.50999450683594
2023-06-12,167.6199951171875
2023-06-13,168.3000030517578
2023-06-14,166.05999755859375
2023-06-15,166.89999389648438
2023-06-16,165.02999877929688
2023-06-20,162.47999572753906
2023-06-21,162.6300048828125
2023-06-22,159.85000610351562
2023-06-23,158.1699981689453
2023-06-26,164.49000549316406
2023-06-27,167.88999938964844
2023-06-28,166.0
2023-06-29,169.1699981689453
2023-06-30,166.5500030517578
2023-07-03,167.1199951171875
2023-07-05,167.1699981689453
2023-07-06,167.52000427246094
2023-07-07,170.3300018310547
2023-07-10,172.4600067138672
2023-07-11,175.08999633789062
2023-07-12,176.9600067138672
2023-07-13,178.47999572753906
2023-07-14,175.0
2023-07-17,175.9199981689453
2023-07-18,183.0500030517578
2023-07-19,182.0399932861328
2023-07-20,183.4499969482422
2023-07-21,180.3300018310547
2023-07-24,180.67999267578125
2023-07-25,181.0399932861328
2023-07-26,181.77999877929688
2023-07-27,180.27999877929688
2023-07-28,182.41000366210938
2023-07-31,186.72000122070312
2023-08-01,182.19000244140625
2023-08-02,179.91000366210938
2023-08-03,175.5399932861328
2023-08-04,181.72999572753906
2023-08-07,184.1300048828125
2023-08-08,176.72999572753906
2023-08-09,165.19000244140625
2023-08-10,165.42999267578125
2023-08-11,164.75
2023-08-14,162.08999633789062
2023-08-15,161.83999633789062
2023-08-16,156.55999755859375
2023-08-17,157.72999572753906
2023-08-18,157.61000061035156
2023-08-21,161.0
2023-08-22,156.82000732421875
2023-08-23,156.72000122070312
2023-08-24,158.30999755859375
2023-08-25,157.0800018310547
2023-08-28,160.05999755859375
2023-08-29,164.6199951171875
2023-08-30,165.99000549316406
2023-08-31,162.8000030517578
2023-09-01,141.5
2023-09-05,140.22999572753906
2023-09-06,140.9499969482422
2023-09-07,133.64999389648438
2023-09-08,133.92999267578125
2023-09-11,142.97999572753906
2023-09-12,147.25
2023-09-13,149.61000061035156
2023-09-14,157.85000610351562
2023-09-15,152.0399932861328
2023-09-18,150.07000732421875
2023-09-19,150.97999572753906
2023-09-20,141.9600067138672
2023-09-21,143.6999969482422
2023-09-22,139.72000122070312
2023-09-25,136.9600067138672
2023-09-26,137.1999969482422
2023-09-27,139.80999755859375
2023-09-28,140.63999938964844
2023-09-29,143.3699951171875
2023-10-02,140.7100067138672
2023-10-03,135.63999938964844
2023-10-04,135.22000122070312
2023-10-05,133.75
2023-10-06,136.02000427246094
2023-10-09,138.47999572753906
2023-10-10,142.74000549316406
2023-10-11,142.72999572753906
2023-10-12,139.47000122070312
2023-10-13,140.50999450683594
2023-10-16,145.1300048828125
2023-10-17,147.1699981689453
2023-10-18,143.27000427246094
2023-10-19,142.86000061035156
2023-10-20,140.47000122070312
2023-10-23,139.1699981689453
2023-10-24,140.7899932861328
2023-10-25,137.75999450683594
2023-10-26,136.4499969482422
2023-10-27,135.5
2023-10-30,137.94000244140625
2023-10-31,140.0800018310547
2023-11-01,140.44000244140625
2023-11-02,150.97000122070312
2023-11-03,156.83999633789062
2023-11-06,153.8000030517578
2023-11-07,151.4600067138672
2023-11-08,147.39999389648438
2023-11-09,144.24000549316406
2023-11-10,146.33999633789062
2023-11-13,143.7100067138672
2023-11-14,148.97000122070312
2023-11-15,149.47999572753906
2023-11-16,147.3300018310547
2023-11-17,149.88999938964844
2023-11-20,151.1699981689453
2023-11-21,149.63999938964844
2023-11-22,149.44000244140625
2023-11-24,149.8800048828125
2023-11-27,146.1300048828125
2023-11-28,142.91000366210938
2023-11-29,144.66000366210938
2023-11-30,141.92999267578125
2023-12-01,149.1199951171875
2023-12-04,148.86000061035156
2023-12-05,142.2899932861328
2023-12-06,141.7899932861328
2023-12-07,142.38999938964844
2023-12-08,148.6300048828125
2023-12-11,146.38999938964844
2023-12-12,143.92999267578125
2023-12-13,151.44000244140625
2023-12-14,157.8800048828125
2023-12-15,154.6300048828125
2023-12-18,156.5
2023-12-19,159.5399932861328
2023-12-20,155.72000122070312
2023-12-21,159.3699951171875
2023-12-22,156.97999572753906
2023-12-26,158.30999755859375
2023-12-27,157.27999877929688
2023-12-28,158.8699951171875
2023-12-29,156.75
2024-01-02,160.22000122070312
2024-01-03,156.72999572753906
2024-01-04,158.50999450683594
2024-01-05,160.1199951171875
2024-01-08,172.1199951171875
2024-01-09,172.2899932861328
2024-01-10,170.75
2024-01-11,172.0399932861328
2024-01-12,171.82000732421875
2024-01-16,169.3800048828125
2024-01-17,167.57000732421875
2024-01-18,167.39999389648438
2024-01-19,172.52999877929688
2024-01-22,176.41000366210938
2024-01-23,173.57000732421875
2024-01-24,172.0
2024-01-25,176.72999572753906
2024-01-26,180.6300048828125
2024-01-29,179.9600067138672
2024-01-30,180.1699981689453
2024-01-31,177.7100067138672
2024-02-01,178.5
2024-02-02,176.72999572753906
2024-02-05,171.57000732421875
2024-02-06,172.9199981689453
2024-02-07,159.30999755859375
2024-02-08,160.8800048828125
2024-02-09,162.72000122070312
2024-02-12,168.97000122070312
2024-02-13,164.33999633789062
2024-02-14,169.88999938964844
2024-02-15,173.8699951171875
2024-02-16,173.77000427246094
2024-02-20,170.13999938964844
2024-02-21,170.19000244140625
2024-02-22,170.27000427246094
2024-02-23,163.69000244140625
2024-02-26,160.55999755859375
2024-02-27,162.39999389648438
2024-02-28,164.80999755859375
2024-02-29,166.1699981689453
2024-03-01,163.69000244140625
2024-03-04,156.10000610351562
2024-03-05,157.30999755859375
2024-03-06,160.64999389648438
2024-03-07,162.4499969482422
2024-03-08,163.5
2024-03-11,165.8300018310547
2024-03-12,165.3699951171875
2024-03-13,169.35000610351562
2024-03-14,166.52000427246094
2024-03-15,163.4600067138672
2024-03-18,159.4499969482422
2024-03-19,164.0500030517578
2024-03-20,166.82000732421875
2024-03-21,167.50999450683594
2024-03-22,164.75999450683594
2024-03-25,167.16000366210938
2024-03-26,168.74000549316406
2024-03-27,171.88999938964844
2024-03-28,172.2899932861328
2024-04-01,170.1300048828125
2024-04-02,167.97999572753906
2024-04-03,169.8800048828125
2024-04-04,168.25999450683594
2024-04-05,167.4600067138672
2024-04-08,165.8300018310547
2024-04-09,169.07000732421875
2024-04-10,162.9499969482422
2024-04-11,163.16000366210938
2024-04-12,159.77999877929688
2024-04-15,159.8699951171875
2024-04-16,159.0500030517578
2024-04-17,158.8699951171875
2024-04-18,161.9600067138672
2024-04-19,165.25
2024-04-22,161.00999450683594
2024-04-23,163.11000061035156
2024-04-24,164.11000061035156
2024-04-25,160.97999572753906
2024-04-26,158.9199981689453
2024-04-29,164.75
2024-04-30,160.05999755859375
2024-05-01,161.64999389648438
2024-05-02,164.3000030517578
2024-05-03,166.55999755859375
2024-05-06,168.25999450683594
2024-05-07,166.38999938964844
2024-05-08,168.11000061035156
2024-05-09,177.94000244140625
2024-05-10,172.3000030517578
2024-05-13,174.2100067138672
2024-05-14,179.69000244140625
2024-05-15,173.9600067138672
2024-05-16,170.5399932861328
2024-05-17,169.55999755859375
2024-05-20,167.2100067138672
2024-05-21,162.17999267578125
2024-05-22,161.4199981689453
2024-05-23,157.6300048828125
2024-05-24,158.25
2024-05-28,157.72000122070312
2024-05-29,156.5500030517578
2024-05-30,163.4600067138672
2024-05-31,165.69000244140625
2024-06-03,163.08999633789062
2024-06-04,158.2100067138672
2024-06-05,158.33999633789062
2024-06-06,156.74000549316406
2024-06-07,156.47000122070312
2024-06-10,153.82000732421875
2024-06-11,153.52000427246094
2024-06-12,155.88999938964844
2024-06-13,153.0
2024-06-14,150.55999755859375
2024-06-17,151.91000366210938
2024-06-18,151.94000244140625
2024-06-20,155.3800048828125
2024-06-21,156.97000122070312
2024-06-24,157.8000030517578
2024-06-25,157.22999572753906
2024-06-26,156.74000549316406
2024-06-27,159.8000030517578
2024-06-28,166.00999450683594
2024-07-01,166.3300018310547
2024-07-02,166.57000732421875
2024-07-03,167.47000122070312
2024-07-05,167.5500030517578
2024-07-08,165.02000427246094
2024-07-09,166.88999938964844
2024-07-10,170.89999389648438
2024-07-11,174.8699951171875
2024-07-12,174.05999755859375
2024-07-15,173.16000366210938
2024-07-16,180.3000030517578
2024-07-17,181.66000366210938
2024-07-18,176.47000122070312
2024-07-19,175.3699951171875
2024-07-22,177.5399932861328
2024-07-23,177.67999267578125
2024-07-24,175.0
2024-07-25,177.22000122070312
2024-07-26,183.36000061035156
2024-07-29,182.36000061035156
2024-07-30,184.47000122070312
2024-07-31,184.7899932861328
2024-08-01,179.8800048828125
2024-08-02,176.8699951171875
2024-08-05,168.4499969482422
2024-08-06,172.02000427246094
2024-08-07,171.89999389648438
2024-08-08,163.5500030517578
2024-08-09,158.2899932861328
2024-08-12,154.25
2024-08-13,157.3000030517578
2024-08-14,158.85000610351562
2024-08-15,160.61000061035156
2024-08-16,164.08999633789062
2024-08-19,167.19000244140625
2024-08-20,166.75999450683594
2024-08-21,169.10000610351562
2024-08-22,167.58999633789062
2024-08-23,171.5500030517578
2024-08-26,170.61000061035156
2024-08-27,169.2100067138672
2024-08-28,169.3300018310547
2024-08-29,168.63999938964844
2024-08-30,170.8800048828125
2024-09-03,166.49000549316406
2024-09-04,167.47000122070312
2024-09-05,162.77999877929688
2024-09-06,161.4499969482422
2024-09-09,162.75999450683594
2024-09-10,162.00999450683594
2024-09-11,160.88999938964844
2024-09-12,160.58999633789062
2024-09-13,166.97000122070312
2024-09-16,166.4499969482422
2024-09-17,169.02000427246094
2024-09-18,167.9199981689453
2024-09-19,167.66000366210938
2024-09-20,166.39999389648438
2024-09-23,165.74000549316406
2024-09-24,167.5800018310547
2024-09-25,162.5399932861328
2024-09-26,164.72999572753906
2024-09-27,166.3800048828125
2024-09-30,165.35000610351562
2024-10-01,164.82000732421875
2024-10-02,163.83999633789062
2024-10-03,162.63999938964844
2024-10-04,164.25
2024-10-07,163.4499969482422
2024-10-08,163.19000244140625
2024-10-09,165.8000030517578
2024-10-10,166.4199981689453
2024-10-11,169.6699981689453
2024-10-14,168.47999572753906
2024-10-15,167.5
2024-10-16,172.0
2024-10-17,172.3300018310547
2024-10-18,173.47000122070312
2024-10-21,171.02999877929688
2024-10-22,170.3800048828125
2024-10-23,169.02999877929688
2024-10-24,169.58999633789062
2024-10-25,170.92999267578125
2024-10-28,173.80999755859375
2024-10-29,176.47000122070312
2024-10-30,178.41000366210938
2024-10-31,175.9199981689453
2024-11-01,177.0800018310547
2024-11-04,173.5800018310547
2024-11-05,172.8699951171875
2024-11-06,183.25
2024-11-07,188.5
2024-11-08,166.0399932861328
2024-11-11,171.00999450683594
2024-11-12,168.17999267578125
2024-11-13,166.0800018310547
2024-11-14,166.17999267578125
2024-11-15,161.83999633789062
2024-11-18,162.17999267578125
2024-11-19,163.52000427246094
2024-11-20,166.8300018310547
2024-11-21,169.1199951171875
