Date,JAZZ
2022-02-28,137.4199981689453
2022-03-01,136.6300048828125
2022-03-02,153.10000610351562
2022-03-03,152.89999389648438
2022-03-04,154.4199981689453
2022-03-07,153.9600067138672
2022-03-08,153.60000610351562
2022-03-09,154.0399932861328
2022-03-10,155.19000244140625
2022-03-11,154.67999267578125
2022-03-14,153.92999267578125
2022-03-15,154.72999572753906
2022-03-16,158.3300018310547
2022-03-17,157.47000122070312
2022-03-18,156.61000061035156
2022-03-21,159.88999938964844
2022-03-22,159.47999572753906
2022-03-23,158.47000122070312
2022-03-24,159.61000061035156
2022-03-25,160.6999969482422
2022-03-28,158.14999389648438
2022-03-29,158.14999389648438
2022-03-30,157.42999267578125
2022-03-31,155.6699981689453
2022-04-01,158.89999389648438
2022-04-04,160.72999572753906
2022-04-05,162.8800048828125
2022-04-06,163.27000427246094
2022-04-07,168.66000366210938
2022-04-08,165.6999969482422
2022-04-11,160.16000366210938
2022-04-12,160.94000244140625
2022-04-13,162.3000030517578
2022-04-14,167.25
2022-04-18,164.07000732421875
2022-04-19,166.5399932861328
2022-04-20,168.0
2022-04-21,165.5500030517578
2022-04-22,163.0
2022-04-25,166.13999938964844
2022-04-26,162.52999877929688
2022-04-27,162.6199951171875
2022-04-28,161.19000244140625
2022-04-29,160.22000122070312
2022-05-02,157.3000030517578
2022-05-03,156.1999969482422
2022-05-04,157.42999267578125
2022-05-05,153.22000122070312
2022-05-06,152.63999938964844
2022-05-09,141.8699951171875
2022-05-10,144.02999877929688
2022-05-11,143.3699951171875
2022-05-12,142.80999755859375
2022-05-13,146.49000549316406
2022-05-16,147.14999389648438
2022-05-17,152.30999755859375
2022-05-18,147.52000427246094
2022-05-19,149.52999877929688
2022-05-20,148.52999877929688
2022-05-23,145.5
2022-05-24,142.97999572753906
2022-05-25,148.00999450683594
2022-05-26,152.4600067138672
2022-05-27,150.91000366210938
2022-05-31,149.67999267578125
2022-06-01,147.5500030517578
2022-06-02,150.94000244140625
2022-06-03,151.6699981689453
2022-06-06,149.25
2022-06-07,154.57000732421875
2022-06-08,151.61000061035156
2022-06-09,148.05999755859375
2022-06-10,147.5
2022-06-13,141.58999633789062
2022-06-14,143.05999755859375
2022-06-15,145.77999877929688
2022-06-16,142.55999755859375
2022-06-17,142.91000366210938
2022-06-21,149.1199951171875
2022-06-22,149.0500030517578
2022-06-23,150.77000427246094
2022-06-24,153.49000549316406
2022-06-27,156.69000244140625
2022-06-28,155.24000549316406
2022-06-29,156.36000061035156
2022-06-30,156.00999450683594
2022-07-01,158.5800018310547
2022-07-05,160.0399932861328
2022-07-06,160.44000244140625
2022-07-07,158.3000030517578
2022-07-08,158.3000030517578
2022-07-11,155.6300048828125
2022-07-12,154.5
2022-07-13,154.00999450683594
2022-07-14,155.2100067138672
2022-07-15,157.44000244140625
2022-07-18,155.7100067138672
2022-07-19,158.92999267578125
2022-07-20,156.14999389648438
2022-07-21,158.3699951171875
2022-07-22,157.52999877929688
2022-07-25,157.66000366210938
2022-07-26,158.5399932861328
2022-07-27,159.67999267578125
2022-07-28,157.74000549316406
2022-07-29,156.05999755859375
2022-08-01,151.0399932861328
2022-08-02,152.75
2022-08-03,151.66000366210938
2022-08-04,151.1699981689453
2022-08-05,153.72000122070312
2022-08-08,154.11000061035156
2022-08-09,156.5500030517578
2022-08-10,157.42999267578125
2022-08-11,154.25
2022-08-12,157.0800018310547
2022-08-15,160.25999450683594
2022-08-16,158.72000122070312
2022-08-17,157.60000610351562
2022-08-18,156.5500030517578
2022-08-19,156.64999389648438
2022-08-22,157.39999389648438
2022-08-23,156.80999755859375
2022-08-24,161.17999267578125
2022-08-25,160.50999450683594
2022-08-26,155.8699951171875
2022-08-29,152.67999267578125
2022-08-30,152.14999389648438
2022-08-31,155.22000122070312
2022-09-01,157.14999389648438
2022-09-02,154.8800048828125
2022-09-06,150.89999389648438
2022-09-07,152.0
2022-09-08,151.5500030517578
2022-09-09,152.66000366210938
2022-09-12,152.8699951171875
2022-09-13,151.44000244140625
2022-09-14,151.82000732421875
2022-09-15,152.17999267578125
2022-09-16,147.49000549316406
2022-09-19,148.07000732421875
2022-09-20,137.83999633789062
2022-09-21,133.27999877929688
2022-09-22,130.5800018310547
2022-09-23,127.66999816894531
2022-09-26,127.27999877929688
2022-09-27,126.58999633789062
2022-09-28,128.94000244140625
2022-09-29,132.4199981689453
2022-09-30,133.2899932861328
2022-10-03,135.4499969482422
2022-10-04,138.41000366210938
2022-10-05,136.38999938964844
2022-10-06,139.08999633789062
2022-10-07,135.8000030517578
2022-10-10,133.4199981689453
2022-10-11,133.4600067138672
2022-10-12,131.14999389648438
2022-10-13,134.5800018310547
2022-10-14,133.2100067138672
2022-10-17,135.6300048828125
2022-10-18,135.0800018310547
2022-10-19,132.3300018310547
2022-10-20,129.72000122070312
2022-10-21,135.00999450683594
2022-10-24,134.7899932861328
2022-10-25,137.6199951171875
2022-10-26,139.3800048828125
2022-10-27,141.35000610351562
2022-10-28,143.9199981689453
2022-10-31,143.7899932861328
2022-11-01,145.61000061035156
2022-11-02,143.22999572753906
2022-11-03,145.0
2022-11-04,146.42999267578125
2022-11-07,145.3699951171875
2022-11-08,142.6699981689453
2022-11-09,140.0
2022-11-10,149.89999389648438
2022-11-11,149.14999389648438
2022-11-14,148.4499969482422
2022-11-15,148.44000244140625
2022-11-16,142.74000549316406
2022-11-17,145.1199951171875
2022-11-18,147.17999267578125
2022-11-21,148.86000061035156
2022-11-22,153.2100067138672
2022-11-23,151.25999450683594
2022-11-25,153.0
2022-11-28,153.9600067138672
2022-11-29,155.64999389648438
2022-11-30,156.91000366210938
2022-12-01,156.5399932861328
2022-12-02,157.25
2022-12-05,150.97000122070312
2022-12-06,149.92999267578125
2022-12-07,151.10000610351562
2022-12-08,150.07000732421875
2022-12-09,151.9499969482422
2022-12-12,152.60000610351562
2022-12-13,152.25999450683594
2022-12-14,157.5
2022-12-15,152.9600067138672
2022-12-16,157.72000122070312
2022-12-19,156.3800048828125
2022-12-20,156.0399932861328
2022-12-21,158.4600067138672
2022-12-22,159.85000610351562
2022-12-23,157.19000244140625
2022-12-27,158.47999572753906
2022-12-28,156.94000244140625
2022-12-29,158.14999389648438
2022-12-30,159.30999755859375
2023-01-03,156.36000061035156
2023-01-04,160.47000122070312
2023-01-05,159.3800048828125
2023-01-06,158.7899932861328
2023-01-09,152.7899932861328
2023-01-10,152.60000610351562
2023-01-11,154.88999938964844
2023-01-12,157.74000549316406
2023-01-13,156.47000122070312
2023-01-17,155.77999877929688
2023-01-18,154.8800048828125
2023-01-19,156.1199951171875
2023-01-20,157.24000549316406
2023-01-23,155.5399932861328
2023-01-24,153.14999389648438
2023-01-25,155.33999633789062
2023-01-26,154.6300048828125
2023-01-27,155.57000732421875
2023-01-30,153.77000427246094
2023-01-31,156.66000366210938
2023-02-01,157.77000427246094
2023-02-02,156.39999389648438
2023-02-03,155.63999938964844
2023-02-06,153.1300048828125
2023-02-07,154.50999450683594
2023-02-08,151.0
2023-02-09,150.02000427246094
2023-02-10,150.00999450683594
2023-02-13,151.44000244140625
2023-02-14,150.69000244140625
2023-02-15,149.41000366210938
2023-02-16,146.32000732421875
2023-02-17,147.72999572753906
2023-02-21,145.02000427246094
2023-02-22,145.50999450683594
2023-02-23,146.19000244140625
2023-02-24,143.85000610351562
2023-02-27,141.30999755859375
2023-02-28,140.39999389648438
2023-03-01,140.50999450683594
2023-03-02,144.33999633789062
2023-03-03,146.1199951171875
2023-03-06,142.77999877929688
2023-03-07,139.02999877929688
2023-03-08,139.8300018310547
2023-03-09,137.75
2023-03-10,134.05999755859375
2023-03-13,133.97999572753906
2023-03-14,135.27000427246094
2023-03-15,134.88999938964844
2023-03-16,137.22000122070312
2023-03-17,135.13999938964844
2023-03-20,137.97999572753906
2023-03-21,139.7100067138672
2023-03-22,138.4600067138672
2023-03-23,137.4499969482422
2023-03-24,141.27999877929688
2023-03-27,143.35000610351562
2023-03-28,142.60000610351562
2023-03-29,143.41000366210938
2023-03-30,144.9199981689453
2023-03-31,146.3300018310547
2023-04-03,145.41000366210938
2023-04-04,143.99000549316406
2023-04-05,145.77999877929688
2023-04-06,147.16000366210938
2023-04-10,146.27000427246094
2023-04-11,146.64999389648438
2023-04-12,144.0500030517578
2023-04-13,145.77000427246094
2023-04-14,145.52000427246094
2023-04-17,145.92999267578125
2023-04-18,143.55999755859375
2023-04-19,145.10000610351562
2023-04-20,144.94000244140625
2023-04-21,145.35000610351562
2023-04-24,144.47999572753906
2023-04-25,141.17999267578125
2023-04-26,137.92999267578125
2023-04-27,139.0399932861328
2023-04-28,140.47000122070312
2023-05-01,141.3699951171875
2023-05-02,137.0399932861328
2023-05-03,136.6300048828125
2023-05-04,136.88999938964844
2023-05-05,139.39999389648438
2023-05-08,138.67999267578125
2023-05-09,135.42999267578125
2023-05-10,136.52999877929688
2023-05-11,137.08999633789062
2023-05-12,135.72000122070312
2023-05-15,134.67999267578125
2023-05-16,131.02999877929688
2023-05-17,132.16000366210938
2023-05-18,131.75
2023-05-19,134.27000427246094
2023-05-22,132.92999267578125
2023-05-23,130.3800048828125
2023-05-24,129.11000061035156
2023-05-25,127.55000305175781
2023-05-26,125.9000015258789
2023-05-30,126.83999633789062
2023-05-31,128.16000366210938
2023-06-01,129.1199951171875
2023-06-02,128.33999633789062
2023-06-05,129.72999572753906
2023-06-06,128.91000366210938
2023-06-07,128.52000427246094
2023-06-08,127.58999633789062
2023-06-09,127.0999984741211
2023-06-12,125.61000061035156
2023-06-13,127.05000305175781
2023-06-14,126.55000305175781
2023-06-15,128.92999267578125
2023-06-16,128.6999969482422
2023-06-20,128.0500030517578
2023-06-21,128.27000427246094
2023-06-22,127.77999877929688
2023-06-23,124.86000061035156
2023-06-26,125.08000183105469
2023-06-27,123.3499984741211
2023-06-28,122.5
2023-06-29,123.66999816894531
2023-06-30,123.97000122070312
2023-07-03,124.13999938964844
2023-07-05,123.6500015258789
2023-07-06,122.16999816894531
2023-07-07,122.0
2023-07-10,123.80999755859375
2023-07-11,127.13999938964844
2023-07-12,125.30000305175781
2023-07-13,126.76000213623047
2023-07-14,126.69000244140625
2023-07-17,126.18000030517578
2023-07-18,129.3699951171875
2023-07-19,131.19000244140625
2023-07-20,128.08999633789062
2023-07-21,130.91000366210938
2023-07-24,131.88999938964844
2023-07-25,131.82000732421875
2023-07-26,130.75999450683594
2023-07-27,130.1699981689453
2023-07-28,130.86000061035156
2023-07-31,130.4199981689453
2023-08-01,129.5399932861328
2023-08-02,130.19000244140625
2023-08-03,129.5500030517578
2023-08-04,130.13999938964844
2023-08-07,131.50999450683594
2023-08-08,132.24000549316406
2023-08-09,133.0
2023-08-10,135.17999267578125
2023-08-11,139.35000610351562
2023-08-14,140.0
2023-08-15,139.99000549316406
2023-08-16,138.05999755859375
2023-08-17,137.9199981689453
2023-08-18,138.47000122070312
2023-08-21,138.58999633789062
2023-08-22,140.19000244140625
2023-08-23,139.17999267578125
2023-08-24,138.77000427246094
2023-08-25,141.25
2023-08-28,142.10000610351562
2023-08-29,143.7100067138672
2023-08-30,145.30999755859375
2023-08-31,143.36000061035156
2023-09-01,143.75999450683594
2023-09-05,138.94000244140625
