Date,JAZZ
2023-09-06,136.55999755859375
2023-09-07,135.72999572753906
2023-09-08,136.39999389648438
2023-09-11,136.4600067138672
2023-09-12,135.72000122070312
2023-09-13,134.1199951171875
2023-09-14,133.82000732421875
2023-09-15,132.49000549316406
2023-09-18,132.36000061035156
2023-09-19,131.85000610351562
2023-09-20,133.72999572753906
2023-09-21,132.72999572753906
2023-09-22,131.75
2023-09-25,132.5
2023-09-26,133.07000732421875
2023-09-27,131.22999572753906
2023-09-28,131.02999877929688
2023-09-29,129.44000244140625
2023-10-02,127.7300033569336
2023-10-03,126.91000366210938
2023-10-04,126.94999694824219
2023-10-05,128.1999969482422
2023-10-06,128.9199981689453
2023-10-09,128.86000061035156
2023-10-10,130.33999633789062
2023-10-11,129.99000549316406
2023-10-12,128.02000427246094
2023-10-13,129.1199951171875
2023-10-16,136.0
2023-10-17,132.72999572753906
2023-10-18,132.5800018310547
2023-10-19,132.02999877929688
2023-10-20,133.5500030517578
2023-10-23,128.58999633789062
2023-10-24,131.0500030517578
2023-10-25,130.1199951171875
2023-10-26,128.8800048828125
2023-10-27,126.06999969482422
2023-10-30,124.95999908447266
2023-10-31,127.0199966430664
2023-11-01,127.33999633789062
2023-11-02,128.83999633789062
2023-11-03,132.05999755859375
2023-11-06,132.7899932861328
2023-11-07,133.6699981689453
2023-11-08,128.24000549316406
2023-11-09,116.5199966430664
2023-11-10,120.19999694824219
2023-11-13,122.0
2023-11-14,124.80000305175781
2023-11-15,125.4000015258789
2023-11-16,121.79000091552734
2023-11-17,120.55999755859375
2023-11-20,120.6500015258789
2023-11-21,118.2699966430664
2023-11-22,121.72000122070312
2023-11-24,121.3499984741211
2023-11-27,117.54000091552734
2023-11-28,114.48999786376953
2023-11-29,114.26000213623047
2023-11-30,118.2300033569336
2023-12-01,119.11000061035156
2023-12-04,121.44999694824219
2023-12-05,121.48999786376953
2023-12-06,121.62999725341797
2023-12-07,119.55000305175781
2023-12-08,120.41999816894531
2023-12-11,121.26000213623047
2023-12-12,122.41999816894531
2023-12-13,125.47000122070312
2023-12-14,123.0199966430664
2023-12-15,121.5
2023-12-18,121.13999938964844
2023-12-19,122.1500015258789
2023-12-20,119.72000122070312
2023-12-21,121.0999984741211
2023-12-22,121.25
2023-12-26,121.0
2023-12-27,122.41999816894531
2023-12-28,123.36000061035156
2023-12-29,123.0
2024-01-02,126.93000030517578
2024-01-03,125.3499984741211
2024-01-04,124.3499984741211
2024-01-05,127.5999984741211
2024-01-08,125.51000213623047
2024-01-09,122.37999725341797
2024-01-10,120.25
2024-01-11,120.4000015258789
2024-01-12,118.94000244140625
2024-01-16,119.12999725341797
2024-01-17,117.80999755859375
2024-01-18,115.19000244140625
2024-01-19,116.54000091552734
2024-01-22,119.83000183105469
2024-01-23,120.11000061035156
2024-01-24,123.13999938964844
2024-01-25,122.81999969482422
2024-01-26,122.54000091552734
2024-01-29,127.38999938964844
2024-01-30,125.55999755859375
2024-01-31,122.72000122070312
2024-02-01,123.68000030517578
2024-02-02,122.9000015258789
2024-02-05,121.9800033569336
2024-02-06,124.70999908447266
2024-02-07,122.94000244140625
2024-02-08,122.66999816894531
2024-02-09,123.43000030517578
2024-02-12,124.23999786376953
2024-02-13,121.83000183105469
2024-02-14,122.23999786376953
2024-02-15,126.81999969482422
2024-02-16,126.77999877929688
2024-02-20,126.36000061035156
2024-02-21,128.4199981689453
2024-02-22,128.4499969482422
2024-02-23,132.27999877929688
2024-02-26,132.77000427246094
2024-02-27,132.25999450683594
2024-02-28,129.6999969482422
2024-02-29,118.9000015258789
2024-03-01,118.8499984741211
2024-03-04,117.52999877929688
2024-03-05,118.41999816894531
2024-03-06,117.19000244140625
2024-03-07,116.37000274658203
2024-03-08,117.52999877929688
2024-03-11,116.62999725341797
2024-03-12,115.79000091552734
2024-03-13,117.7699966430664
2024-03-14,118.30000305175781
2024-03-15,120.9000015258789
2024-03-18,123.41000366210938
2024-03-19,125.0
2024-03-20,124.79000091552734
2024-03-21,124.0999984741211
2024-03-22,121.80999755859375
2024-03-25,120.79000091552734
2024-03-26,117.93000030517578
2024-03-27,120.51000213623047
2024-03-28,120.41999816894531
2024-04-01,118.9800033569336
2024-04-02,117.55000305175781
2024-04-03,116.91999816894531
2024-04-04,115.20999908447266
2024-04-05,116.41999816894531
2024-04-08,115.08999633789062
2024-04-09,114.0
2024-04-10,114.08000183105469
2024-04-11,113.48999786376953
2024-04-12,110.58000183105469
2024-04-15,110.91000366210938
2024-04-16,108.9000015258789
2024-04-17,107.0999984741211
2024-04-18,109.2699966430664
2024-04-19,109.94000244140625
2024-04-22,108.83000183105469
2024-04-23,109.66999816894531
2024-04-24,108.31999969482422
2024-04-25,107.43000030517578
2024-04-26,109.45999908447266
2024-04-29,111.22000122070312
2024-04-30,110.75
2024-05-01,110.30999755859375
2024-05-02,109.29000091552734
2024-05-03,110.01000213623047
2024-05-06,109.8499984741211
2024-05-07,111.20999908447266
2024-05-08,110.69999694824219
2024-05-09,113.12000274658203
2024-05-10,109.62999725341797
2024-05-13,113.16999816894531
2024-05-14,112.01000213623047
2024-05-15,109.73999786376953
2024-05-16,110.48999786376953
2024-05-17,108.98999786376953
2024-05-20,108.62000274658203
2024-05-21,106.97000122070312
2024-05-22,105.51000213623047
2024-05-23,103.94000244140625
2024-05-24,106.05999755859375
2024-05-28,105.05999755859375
2024-05-29,104.25
2024-05-30,105.45999908447266
2024-05-31,105.25
2024-06-03,105.73999786376953
2024-06-04,104.4800033569336
2024-06-05,106.58000183105469
2024-06-06,106.31999969482422
2024-06-07,112.05000305175781
2024-06-10,108.98999786376953
2024-06-11,110.43000030517578
2024-06-12,111.0199966430664
2024-06-13,112.69999694824219
2024-06-14,112.91000366210938
2024-06-17,114.52999877929688
2024-06-18,112.68000030517578
2024-06-20,107.36000061035156
2024-06-21,107.97000122070312
2024-06-24,109.83000183105469
2024-06-25,108.08000183105469
2024-06-26,107.16000366210938
2024-06-27,107.0999984741211
2024-06-28,106.7300033569336
2024-07-01,106.47000122070312
2024-07-02,105.08999633789062
2024-07-03,103.52999877929688
2024-07-05,101.2699966430664
2024-07-08,100.70999908447266
2024-07-09,100.56999969482422
2024-07-10,102.2300033569336
2024-07-11,106.04000091552734
2024-07-12,105.58999633789062
2024-07-15,103.33000183105469
2024-07-16,106.08999633789062
2024-07-17,108.01000213623047
2024-07-18,108.83999633789062
2024-07-19,109.01000213623047
2024-07-22,109.69999694824219
2024-07-23,108.44000244140625
2024-07-24,108.77999877929688
2024-07-25,109.54000091552734
2024-07-26,111.56999969482422
2024-07-29,111.11000061035156
2024-07-30,112.2699966430664
2024-07-31,110.25
2024-08-01,114.37999725341797
2024-08-02,113.26000213623047
2024-08-05,111.5999984741211
2024-08-06,111.37000274658203
2024-08-07,112.25
2024-08-08,112.97000122070312
2024-08-09,111.37000274658203
2024-08-12,108.16999816894531
2024-08-13,111.68000030517578
2024-08-14,109.19999694824219
2024-08-15,110.0
2024-08-16,110.95999908447266
2024-08-19,114.23999786376953
2024-08-20,114.97000122070312
2024-08-21,114.36000061035156
2024-08-22,114.55000305175781
2024-08-23,113.87000274658203
2024-08-26,114.29000091552734
2024-08-27,114.81999969482422
2024-08-28,116.37000274658203
2024-08-29,115.5999984741211
2024-08-30,115.9800033569336
2024-09-03,109.31999969482422
2024-09-04,108.63999938964844
2024-09-05,108.38999938964844
2024-09-06,107.13999938964844
2024-09-09,106.45999908447266
2024-09-10,107.0999984741211
2024-09-11,105.12999725341797
2024-09-12,106.44999694824219
2024-09-13,108.79000091552734
2024-09-16,109.56999969482422
2024-09-17,111.55000305175781
2024-09-18,109.56999969482422
2024-09-19,111.29000091552734
2024-09-20,110.76000213623047
2024-09-23,108.98999786376953
2024-09-24,109.08000183105469
2024-09-25,107.86000061035156
2024-09-26,110.19000244140625
2024-09-27,110.93000030517578
2024-09-30,111.41000366210938
2024-10-01,109.04000091552734
2024-10-02,109.69999694824219
2024-10-03,108.55999755859375
2024-10-04,109.37999725341797
2024-10-07,108.5199966430664
2024-10-08,107.62000274658203
2024-10-09,107.31999969482422
2024-10-10,107.87000274658203
2024-10-11,108.80000305175781
2024-10-14,111.02999877929688
2024-10-15,117.27999877929688
2024-10-16,115.6500015258789
2024-10-17,114.62999725341797
2024-10-18,115.04000091552734
2024-10-21,113.12000274658203
2024-10-22,113.0999984741211
2024-10-23,111.12999725341797
2024-10-24,108.05000305175781
2024-10-25,109.55000305175781
2024-10-28,111.37000274658203
2024-10-29,111.91000366210938
2024-10-30,113.18000030517578
2024-10-31,110.02999877929688
2024-11-01,110.44999694824219
2024-11-04,109.41000366210938
2024-11-05,111.43000030517578
2024-11-06,111.55000305175781
2024-11-07,119.08000183105469
2024-11-08,123.61000061035156
2024-11-11,127.12000274658203
2024-11-12,127.73999786376953
2024-11-13,127.6500015258789
2024-11-14,124.2699966430664
2024-11-15,121.6500015258789
2024-11-18,117.58999633789062
2024-11-19,116.81999969482422
2024-11-20,119.23999786376953
2024-11-21,125.0999984741211
