Date,COLB
2022-02-28,36.630001068115234
2022-03-01,34.369998931884766
2022-03-02,36.22999954223633
2022-03-03,35.88999938964844
2022-03-04,34.5
2022-03-07,33.060001373291016
2022-03-08,33.88999938964844
2022-03-09,34.59000015258789
2022-03-10,34.56999969482422
2022-03-11,35.2599983215332
2022-03-14,34.119998931884766
2022-03-15,34.16999816894531
2022-03-16,34.779998779296875
2022-03-17,34.34000015258789
2022-03-18,33.83000183105469
2022-03-21,33.709999084472656
2022-03-22,34.400001525878906
2022-03-23,32.779998779296875
2022-03-24,33.22999954223633
2022-03-25,34.06999969482422
2022-03-28,33.470001220703125
2022-03-29,34.349998474121094
2022-03-30,33.060001373291016
2022-03-31,32.27000045776367
2022-04-01,31.110000610351562
2022-04-04,31.15999984741211
2022-04-05,30.729999542236328
2022-04-06,30.5
2022-04-07,30.010000228881836
2022-04-08,30.18000030517578
2022-04-11,30.190000534057617
2022-04-12,29.81999969482422
2022-04-13,30.469999313354492
2022-04-14,30.18000030517578
2022-04-18,30.200000762939453
2022-04-19,31.31999969482422
2022-04-20,31.270000457763672
2022-04-21,31.389999389648438
2022-04-22,31.3700008392334
2022-04-25,31.149999618530273
2022-04-26,29.959999084472656
2022-04-27,29.690000534057617
2022-04-28,29.450000762939453
2022-04-29,28.079999923706055
2022-05-02,28.989999771118164
2022-05-03,29.540000915527344
2022-05-04,30.40999984741211
2022-05-05,29.790000915527344
2022-05-06,28.899999618530273
2022-05-09,28.860000610351562
2022-05-10,28.579999923706055
2022-05-11,27.940000534057617
2022-05-12,28.440000534057617
2022-05-13,28.459999084472656
2022-05-16,28.1200008392334
2022-05-17,29.229999542236328
2022-05-18,29.0
2022-05-19,28.299999237060547
2022-05-20,28.780000686645508
2022-05-23,29.209999084472656
2022-05-24,28.520000457763672
2022-05-25,28.969999313354492
2022-05-26,29.469999313354492
2022-05-27,30.350000381469727
2022-05-31,30.149999618530273
2022-06-01,29.850000381469727
2022-06-02,30.6299991607666
2022-06-03,30.280000686645508
2022-06-06,30.81999969482422
2022-06-07,31.270000457763672
2022-06-08,30.31999969482422
2022-06-09,29.059999465942383
2022-06-10,28.389999389648438
2022-06-13,27.899999618530273
2022-06-14,28.420000076293945
2022-06-15,28.420000076293945
2022-06-16,27.299999237060547
2022-06-17,27.6200008392334
2022-06-21,28.059999465942383
2022-06-22,28.270000457763672
2022-06-23,27.610000610351562
2022-06-24,29.190000534057617
2022-06-27,28.670000076293945
2022-06-28,28.799999237060547
2022-06-29,28.799999237060547
2022-06-30,28.649999618530273
2022-07-01,29.81999969482422
2022-07-05,29.200000762939453
2022-07-06,29.280000686645508
2022-07-07,29.520000457763672
2022-07-08,29.530000686645508
2022-07-11,29.139999389648438
2022-07-12,29.270000457763672
2022-07-13,28.479999542236328
2022-07-14,28.450000762939453
2022-07-15,29.190000534057617
2022-07-18,28.989999771118164
2022-07-19,30.06999969482422
2022-07-20,30.309999465942383
2022-07-21,29.940000534057617
2022-07-22,29.329999923706055
2022-07-25,29.239999771118164
2022-07-26,29.18000030517578
2022-07-27,29.920000076293945
2022-07-28,29.889999389648438
2022-07-29,30.170000076293945
2022-08-01,30.299999237060547
2022-08-02,29.510000228881836
2022-08-03,29.90999984741211
2022-08-04,29.530000686645508
2022-08-05,30.149999618530273
2022-08-08,30.399999618530273
2022-08-09,30.6200008392334
2022-08-10,31.020000457763672
2022-08-11,31.649999618530273
2022-08-12,32.130001068115234
2022-08-15,32.290000915527344
2022-08-16,32.7599983215332
2022-08-17,32.439998626708984
2022-08-18,32.31999969482422
2022-08-19,32.09000015258789
2022-08-22,31.15999984741211
2022-08-23,30.920000076293945
2022-08-24,31.049999237060547
2022-08-25,31.559999465942383
2022-08-26,30.93000030517578
2022-08-29,30.040000915527344
2022-08-30,30.360000610351562
2022-08-31,29.950000762939453
2022-09-01,29.93000030517578
2022-09-02,29.40999984741211
2022-09-06,28.729999542236328
2022-09-07,29.200000762939453
2022-09-08,30.309999465942383
2022-09-09,30.81999969482422
2022-09-12,30.760000228881836
2022-09-13,29.719999313354492
2022-09-14,29.790000915527344
2022-09-15,30.729999542236328
2022-09-16,30.110000610351562
2022-09-19,30.65999984741211
2022-09-20,30.739999771118164
2022-09-21,30.790000915527344
2022-09-22,30.079999923706055
