Date,TEAM
2022-10-13,202.1999969482422
2022-10-14,189.0
2022-10-17,204.6699981689453
2022-10-18,201.44000244140625
2022-10-19,187.72999572753906
2022-10-20,192.6199951171875
2022-10-21,194.10000610351562
2022-10-24,194.85000610351562
2022-10-25,206.0399932861328
2022-10-26,195.22000122070312
2022-10-27,198.0
2022-10-28,200.82000732421875
2022-10-31,202.72999572753906
2022-11-01,191.74000549316406
2022-11-02,172.39999389648438
2022-11-03,174.1699981689453
2022-11-04,123.7300033569336
2022-11-07,119.2300033569336
2022-11-08,122.72000122070312
2022-11-09,122.29000091552734
2022-11-10,140.85000610351562
2022-11-11,142.3699951171875
2022-11-14,134.9600067138672
2022-11-15,141.17999267578125
2022-11-16,129.27000427246094
2022-11-17,121.69000244140625
2022-11-18,118.76000213623047
2022-11-21,117.55999755859375
2022-11-22,116.33999633789062
2022-11-23,124.5
2022-11-25,124.12999725341797
2022-11-28,126.44999694824219
2022-11-29,122.01000213623047
2022-11-30,131.5500030517578
2022-12-01,140.05999755859375
2022-12-02,141.0
2022-12-05,133.61000061035156
2022-12-06,124.95999908447266
2022-12-07,125.45999908447266
2022-12-08,135.7100067138672
2022-12-09,137.3300018310547
2022-12-12,143.7899932861328
2022-12-13,143.91000366210938
2022-12-14,149.85000610351562
2022-12-15,146.22999572753906
2022-12-16,147.25999450683594
2022-12-19,139.1699981689453
2022-12-20,138.02000427246094
2022-12-21,139.6199951171875
2022-12-22,127.26000213623047
2022-12-23,127.22000122070312
2022-12-27,124.83000183105469
2022-12-28,123.30000305175781
2022-12-29,129.67999267578125
2022-12-30,128.67999267578125
2023-01-03,126.5
2023-01-04,126.4000015258789
2023-01-05,119.97000122070312
2023-01-06,121.27999877929688
2023-01-09,127.16999816894531
2023-01-10,132.16000366210938
2023-01-11,141.77999877929688
2023-01-12,146.47999572753906
2023-01-13,148.0
2023-01-17,152.91000366210938
2023-01-18,148.72999572753906
2023-01-19,148.88999938964844
2023-01-20,157.75
2023-01-23,154.5800018310547
2023-01-24,151.6999969482422
2023-01-25,151.92999267578125
2023-01-26,158.3800048828125
2023-01-27,164.25
2023-01-30,156.94000244140625
2023-01-31,161.6199951171875
2023-02-01,170.30999755859375
2023-02-02,182.41000366210938
2023-02-03,169.3000030517578
2023-02-06,172.3699951171875
2023-02-07,181.16000366210938
2023-02-08,175.64999389648438
2023-02-09,171.14999389648438
2023-02-10,172.22999572753906
2023-02-13,175.55999755859375
2023-02-14,181.8699951171875
2023-02-15,187.36000061035156
2023-02-16,174.66000366210938
2023-02-17,168.55999755859375
2023-02-21,165.14999389648438
2023-02-22,169.49000549316406
2023-02-23,170.6300048828125
2023-02-24,162.5500030517578
2023-02-27,164.6199951171875
2023-02-28,164.3300018310547
2023-03-01,162.19000244140625
2023-03-02,166.11000061035156
2023-03-03,177.52999877929688
2023-03-06,176.14999389648438
2023-03-07,176.47999572753906
2023-03-08,177.89999389648438
2023-03-09,169.99000549316406
2023-03-10,155.77999877929688
2023-03-13,158.32000732421875
2023-03-14,159.97999572753906
2023-03-15,158.0
2023-03-16,157.35000610351562
2023-03-17,158.25
2023-03-20,148.89999389648438
2023-03-21,154.3000030517578
2023-03-22,149.02999877929688
2023-03-23,153.2899932861328
2023-03-24,152.72000122070312
2023-03-27,154.99000549316406
2023-03-28,155.25999450683594
2023-03-29,158.88999938964844
2023-03-30,160.58999633789062
2023-03-31,171.1699981689453
2023-04-03,163.9199981689453
2023-04-04,166.49000549316406
2023-04-05,156.99000549316406
2023-04-06,158.5399932861328
2023-04-10,158.9199981689453
2023-04-11,162.8800048828125
2023-04-12,158.5500030517578
2023-04-13,168.08999633789062
2023-04-14,165.52999877929688
2023-04-17,166.4199981689453
2023-04-18,162.32000732421875
2023-04-19,162.77000427246094
2023-04-20,157.25
2023-04-21,158.5500030517578
2023-04-24,154.80999755859375
2023-04-25,143.05999755859375
2023-04-26,151.74000549316406
2023-04-27,153.77000427246094
2023-04-28,147.66000366210938
2023-05-01,149.5500030517578
2023-05-02,147.16000366210938
2023-05-03,145.13999938964844
2023-05-04,150.0500030517578
2023-05-05,135.72999572753906
2023-05-08,130.00999450683594
2023-05-09,133.14999389648438
2023-05-10,137.4199981689453
2023-05-11,135.67999267578125
2023-05-12,135.02000427246094
2023-05-15,145.36000061035156
2023-05-16,139.22000122070312
2023-05-17,144.0399932861328
2023-05-18,148.0800018310547
2023-05-19,146.99000549316406
2023-05-22,158.3800048828125
2023-05-23,159.41000366210938
2023-05-24,160.63999938964844
2023-05-25,158.8800048828125
2023-05-26,166.14999389648438
2023-05-30,168.85000610351562
2023-05-31,180.7899932861328
2023-06-01,177.25999450683594
2023-06-02,183.89999389648438
2023-06-05,183.27000427246094
2023-06-06,184.0
2023-06-07,171.33999633789062
2023-06-08,170.38999938964844
2023-06-09,171.99000549316406
2023-06-12,175.83999633789062
2023-06-13,181.68499755859375
2023-06-14,181.22999572753906
2023-06-15,182.19000244140625
2023-06-16,177.8000030517578
2023-06-20,175.8300018310547
2023-06-21,168.3800048828125
2023-06-22,169.91000366210938
2023-06-23,162.41000366210938
2023-06-26,158.5399932861328
2023-06-27,161.8800048828125
2023-06-28,166.88999938964844
2023-06-29,161.63999938964844
2023-06-30,167.80999755859375
2023-07-03,167.58999633789062
2023-07-05,172.75999450683594
2023-07-06,165.83999633789062
2023-07-07,169.4499969482422
2023-07-10,173.49000549316406
2023-07-11,174.52000427246094
2023-07-12,175.33999633789062
2023-07-13,177.9600067138672
2023-07-14,178.97000122070312
2023-07-17,180.42999267578125
2023-07-18,187.4499969482422
2023-07-19,188.5800018310547
2023-07-20,175.63999938964844
2023-07-21,174.4199981689453
2023-07-24,173.08999633789062
2023-07-25,177.92999267578125
2023-07-26,176.64999389648438
2023-07-27,170.55999755859375
2023-07-28,174.2100067138672
2023-07-31,181.94000244140625
2023-08-01,181.64999389648438
2023-08-02,169.6999969482422
2023-08-03,169.64999389648438
2023-08-04,198.83999633789062
2023-08-07,193.52000427246094
2023-08-08,196.1300048828125
2023-08-09,192.33999633789062
2023-08-10,197.47000122070312
2023-08-11,197.66000366210938
2023-08-14,199.8699951171875
2023-08-15,193.1300048828125
2023-08-16,186.97000122070312
2023-08-17,185.33999633789062
2023-08-18,186.3000030517578
2023-08-21,184.14999389648438
2023-08-22,190.0399932861328
2023-08-23,191.69000244140625
2023-08-24,184.02000427246094
2023-08-25,191.02000427246094
2023-08-28,191.39999389648438
2023-08-29,198.89999389648438
2023-08-30,202.25999450683594
2023-08-31,204.05999755859375
2023-09-01,204.4499969482422
2023-09-05,205.91000366210938
2023-09-06,206.39999389648438
2023-09-07,206.9199981689453
2023-09-08,206.60000610351562
2023-09-11,214.02999877929688
2023-09-12,211.22000122070312
2023-09-13,208.88999938964844
2023-09-14,209.39999389648438
2023-09-15,203.02999877929688
2023-09-18,204.8800048828125
2023-09-19,205.36000061035156
2023-09-20,200.82000732421875
2023-09-21,189.9499969482422
2023-09-22,195.4600067138672
2023-09-25,196.4600067138672
2023-09-26,191.39999389648438
2023-09-27,197.52000427246094
2023-09-28,196.94000244140625
2023-09-29,201.50999450683594
2023-10-02,197.4600067138672
2023-10-03,190.6199951171875
2023-10-04,189.83999633789062
2023-10-05,187.85000610351562
2023-10-06,199.2100067138672
2023-10-09,202.5800018310547
2023-10-10,206.0
2023-10-11,199.4499969482422
2023-10-12,186.39999389648438
2023-10-13,188.30999755859375
2023-10-16,196.27000427246094
2023-10-17,197.7899932861328
2023-10-18,194.00999450683594
2023-10-19,192.39999389648438
2023-10-20,187.07000732421875
2023-10-23,185.9600067138672
2023-10-24,190.60000610351562
2023-10-25,178.58999633789062
2023-10-26,176.02000427246094
2023-10-27,176.4600067138672
2023-10-30,177.99000549316406
2023-10-31,180.63999938964844
2023-11-01,177.85000610351562
2023-11-02,181.39999389648438
2023-11-03,176.89999389648438
2023-11-06,173.5500030517578
2023-11-07,178.92999267578125
2023-11-08,174.47999572753906
2023-11-09,170.83999633789062
2023-11-10,176.2899932861328
2023-11-13,175.0399932861328
2023-11-14,186.1999969482422
2023-11-15,187.32000732421875
2023-11-16,186.5
2023-11-17,184.99000549316406
2023-11-20,186.10000610351562
2023-11-21,185.07000732421875
2023-11-22,180.5500030517578
2023-11-24,181.58999633789062
2023-11-27,180.32000732421875
2023-11-28,188.41000366210938
2023-11-29,195.5500030517578
2023-11-30,190.9499969482422
2023-12-01,195.11000061035156
2023-12-04,194.42999267578125
2023-12-05,190.6999969482422
2023-12-06,188.72000122070312
2023-12-07,187.85000610351562
2023-12-08,192.36000061035156
2023-12-11,198.58999633789062
2023-12-12,202.0
2023-12-13,215.13999938964844
2023-12-14,221.9199981689453
2023-12-15,229.55999755859375
2023-12-18,228.55999755859375
2023-12-19,233.07000732421875
2023-12-20,237.60000610351562
2023-12-21,245.02999877929688
2023-12-22,240.8000030517578
2023-12-26,245.0500030517578
2023-12-27,243.05999755859375
2023-12-28,241.22000122070312
2023-12-29,237.86000061035156
2024-01-02,226.6699981689453
2024-01-03,220.0500030517578
2024-01-04,222.82000732421875
2024-01-05,226.10000610351562
2024-01-08,235.58999633789062
2024-01-09,235.3000030517578
2024-01-10,244.2100067138672
2024-01-11,242.16000366210938
2024-01-12,237.0
2024-01-16,240.55999755859375
2024-01-17,236.97000122070312
2024-01-18,239.4199981689453
2024-01-19,242.9600067138672
2024-01-22,245.58999633789062
2024-01-23,248.4499969482422
2024-01-24,243.0800018310547
2024-01-25,244.35000610351562
2024-01-26,247.7899932861328
2024-01-29,255.6699981689453
2024-01-30,257.42999267578125
2024-01-31,249.77000427246094
2024-02-01,254.89999389648438
2024-02-02,217.38999938964844
2024-02-05,215.0500030517578
2024-02-06,211.25999450683594
2024-02-07,209.4600067138672
2024-02-08,212.2899932861328
2024-02-09,218.75999450683594
2024-02-12,216.1699981689453
2024-02-13,210.07000732421875
2024-02-14,215.88999938964844
2024-02-15,213.1199951171875
2024-02-16,207.83999633789062
2024-02-20,204.77999877929688
2024-02-21,204.11000061035156
2024-02-22,205.42999267578125
2024-02-23,204.44000244140625
2024-02-26,204.66000366210938
2024-02-27,205.82000732421875
2024-02-28,207.0500030517578
2024-02-29,207.4199981689453
2024-03-01,209.1999969482422
2024-03-04,207.60000610351562
2024-03-05,196.3300018310547
2024-03-06,198.13999938964844
2024-03-07,202.9600067138672
2024-03-08,208.8000030517578
2024-03-11,215.6300048828125
2024-03-12,217.36000061035156
2024-03-13,207.72999572753906
2024-03-14,202.6999969482422
2024-03-15,194.42999267578125
2024-03-18,197.00999450683594
2024-03-19,196.42999267578125
2024-03-20,196.22000122070312
2024-03-21,197.25999450683594
2024-03-22,192.52999877929688
2024-03-25,193.26499938964844
2024-03-26,192.0
2024-03-27,193.13999938964844
2024-03-28,195.11000061035156
2024-04-01,193.3699951171875
2024-04-02,196.02000427246094
2024-04-03,195.24000549316406
2024-04-04,192.32000732421875
2024-04-05,196.6199951171875
2024-04-08,198.5500030517578
2024-04-09,202.9199981689453
2024-04-10,204.74000549316406
2024-04-11,214.64999389648438
2024-04-12,206.52999877929688
2024-04-15,191.83999633789062
2024-04-16,194.85000610351562
2024-04-17,195.07000732421875
2024-04-18,193.61000061035156
2024-04-19,191.5500030517578
2024-04-22,194.27000427246094
2024-04-23,199.44000244140625
2024-04-24,199.00999450683594
2024-04-25,198.41000366210938
2024-04-26,179.4499969482422
2024-04-29,177.07000732421875
2024-04-30,172.3000030517578
2024-05-01,172.77000427246094
2024-05-02,183.5500030517578
2024-05-03,183.52000427246094
2024-05-06,181.77000427246094
2024-05-07,184.1199951171875
2024-05-08,178.52000427246094
2024-05-09,179.85000610351562
2024-05-10,179.75
2024-05-13,182.8300018310547
2024-05-14,184.0800018310547
2024-05-15,184.2100067138672
2024-05-16,182.2100067138672
2024-05-17,179.72000122070312
2024-05-20,179.83999633789062
2024-05-21,178.0500030517578
2024-05-22,174.8000030517578
2024-05-23,174.17999267578125
2024-05-24,168.86000061035156
2024-05-28,164.82000732421875
2024-05-29,165.75999450683594
2024-05-30,160.38999938964844
2024-05-31,156.86000061035156
2024-06-03,159.4199981689453
2024-06-04,157.94000244140625
2024-06-05,157.8800048828125
2024-06-06,163.4600067138672
2024-06-07,163.36000061035156
2024-06-10,162.1699981689453
2024-06-11,163.16000366210938
2024-06-12,162.8300018310547
2024-06-13,156.02000427246094
2024-06-14,160.08999633789062
2024-06-17,156.6199951171875
2024-06-18,153.17999267578125
2024-06-20,157.52000427246094
2024-06-21,162.4600067138672
2024-06-24,164.75
2024-06-25,167.4499969482422
2024-06-26,171.66000366210938
2024-06-27,172.99000549316406
2024-06-28,176.8800048828125
2024-07-01,178.25
2024-07-02,182.27999877929688
2024-07-03,182.25999450683594
2024-07-05,187.32000732421875
2024-07-08,181.8000030517578
2024-07-09,177.97999572753906
2024-07-10,174.4499969482422
2024-07-11,177.6300048828125
2024-07-12,181.4499969482422
2024-07-15,179.9499969482422
2024-07-16,183.1699981689453
2024-07-17,178.9199981689453
2024-07-18,176.10000610351562
2024-07-19,176.5
2024-07-22,175.5500030517578
2024-07-23,175.1199951171875
2024-07-24,167.60000610351562
2024-07-25,178.22000122070312
2024-07-26,177.32000732421875
2024-07-29,178.13999938964844
2024-07-30,174.3800048828125
2024-07-31,176.57000732421875
2024-08-01,173.24000549316406
2024-08-02,143.67999267578125
2024-08-05,142.85000610351562
2024-08-06,139.85000610351562
2024-08-07,137.41000366210938
2024-08-08,138.7899932861328
2024-08-09,141.42999267578125
2024-08-12,140.5500030517578
2024-08-13,143.1999969482422
2024-08-14,143.5
2024-08-15,146.8300018310547
2024-08-16,154.2100067138672
2024-08-19,159.0
2024-08-20,156.2899932861328
2024-08-21,158.33999633789062
2024-08-22,155.8699951171875
2024-08-23,160.0
2024-08-26,165.02000427246094
2024-08-27,164.32000732421875
2024-08-28,161.94000244140625
2024-08-29,167.4499969482422
2024-08-30,165.60000610351562
2024-09-03,163.8000030517578
2024-09-04,162.3000030517578
2024-09-05,161.89999389648438
2024-09-06,161.30999755859375
2024-09-09,162.69000244140625
2024-09-10,162.25
2024-09-11,166.10000610351562
2024-09-12,165.69000244140625
2024-09-13,163.74000549316406
2024-09-16,165.14999389648438
2024-09-17,155.82000732421875
2024-09-18,159.83999633789062
2024-09-19,163.10000610351562
2024-09-20,163.0800018310547
2024-09-23,161.97999572753906
2024-09-24,162.6199951171875
2024-09-25,161.89999389648438
2024-09-26,163.13999938964844
2024-09-27,161.22000122070312
2024-09-30,158.80999755859375
2024-10-01,161.4199981689453
2024-10-02,160.24000549316406
2024-10-03,160.44000244140625
2024-10-04,171.0
2024-10-07,167.52999877929688
2024-10-08,168.02000427246094
2024-10-09,177.10000610351562
2024-10-10,184.0
2024-10-11,187.05999755859375
2024-10-14,194.0
2024-10-15,190.88999938964844
2024-10-16,189.35000610351562
2024-10-17,188.5
2024-10-18,191.6999969482422
2024-10-21,192.8300018310547
2024-10-22,193.8699951171875
2024-10-23,188.75999450683594
2024-10-24,189.35000610351562
2024-10-25,188.72999572753906
2024-10-28,188.66000366210938
2024-10-29,191.74000549316406
2024-10-30,190.44000244140625
2024-10-31,188.5399932861328
2024-11-01,224.35000610351562
2024-11-04,218.9600067138672
2024-11-05,221.5800018310547
2024-11-06,225.57000732421875
2024-11-07,233.9600067138672
2024-11-08,237.8000030517578
2024-11-11,245.85000610351562
2024-11-12,245.27999877929688
2024-11-13,252.77999877929688
2024-11-14,249.99000549316406
2024-11-15,240.0399932861328
2024-11-18,238.69000244140625
2024-11-19,247.72999572753906
2024-11-20,245.4499969482422
2024-11-21,253.97000122070312
