Date,OTEX
2022-02-28,43.5
2022-03-01,42.779998779296875
2022-03-02,43.45000076293945
2022-03-03,43.189998626708984
2022-03-04,42.34000015258789
2022-03-07,41.86000061035156
2022-03-08,41.47999954223633
2022-03-09,43.099998474121094
2022-03-10,42.75
2022-03-11,41.84000015258789
2022-03-14,41.029998779296875
2022-03-15,40.90999984741211
2022-03-16,42.349998474121094
2022-03-17,42.869998931884766
2022-03-18,43.40999984741211
2022-03-21,43.209999084472656
2022-03-22,43.61000061035156
2022-03-23,42.68000030517578
2022-03-24,42.58000183105469
2022-03-25,42.83000183105469
2022-03-28,42.81999969482422
2022-03-29,43.68000030517578
2022-03-30,42.88999938964844
2022-03-31,42.400001525878906
2022-04-01,42.61000061035156
2022-04-04,43.2400016784668
2022-04-05,43.040000915527344
2022-04-06,42.2599983215332
2022-04-07,42.619998931884766
2022-04-08,42.52000045776367
2022-04-11,41.93000030517578
2022-04-12,42.25
2022-04-13,42.81999969482422
2022-04-14,41.599998474121094
2022-04-18,41.2400016784668
2022-04-19,42.09000015258789
2022-04-20,42.5099983215332
2022-04-21,42.099998474121094
2022-04-22,40.880001068115234
2022-04-25,41.68000030517578
2022-04-26,39.2599983215332
2022-04-27,39.279998779296875
2022-04-28,40.779998779296875
2022-04-29,40.04999923706055
2022-05-02,40.119998931884766
2022-05-03,40.040000915527344
2022-05-04,40.93000030517578
2022-05-05,38.7599983215332
2022-05-06,38.31999969482422
2022-05-09,36.880001068115234
2022-05-10,37.04999923706055
2022-05-11,35.95000076293945
2022-05-12,35.5
2022-05-13,36.97999954223633
2022-05-16,37.040000915527344
2022-05-17,38.0
2022-05-18,37.66999816894531
2022-05-19,38.2599983215332
2022-05-20,39.47999954223633
2022-05-23,39.15999984741211
2022-05-24,38.20000076293945
2022-05-25,38.380001068115234
2022-05-26,38.939998626708984
2022-05-27,39.63999938964844
2022-05-31,41.0099983215332
2022-06-01,40.279998779296875
2022-06-02,41.27000045776367
2022-06-03,40.650001525878906
2022-06-06,40.849998474121094
2022-06-07,40.849998474121094
2022-06-08,40.369998931884766
2022-06-09,39.619998931884766
2022-06-10,38.599998474121094
2022-06-13,37.4900016784668
2022-06-14,37.2599983215332
2022-06-15,37.95000076293945
2022-06-16,36.70000076293945
2022-06-17,36.7599983215332
2022-06-21,37.099998474121094
2022-06-22,37.47999954223633
2022-06-23,38.400001525878906
2022-06-24,39.630001068115234
2022-06-27,39.209999084472656
2022-06-28,38.4900016784668
2022-06-29,38.099998474121094
2022-06-30,37.84000015258789
2022-07-01,38.27000045776367
2022-07-05,38.47999954223633
2022-07-06,38.959999084472656
2022-07-07,39.650001525878906
2022-07-08,39.5099983215332
2022-07-11,38.95000076293945
2022-07-12,38.5
2022-07-13,37.83000183105469
2022-07-14,37.560001373291016
2022-07-15,38.11000061035156
2022-07-18,38.81999969482422
2022-07-19,39.650001525878906
2022-07-20,40.41999816894531
2022-07-21,40.86000061035156
2022-07-22,40.540000915527344
2022-07-25,40.4900016784668
2022-07-26,38.900001525878906
2022-07-27,40.150001525878906
2022-07-28,40.4900016784668
2022-07-29,40.900001525878906
2022-08-01,40.79999923706055
2022-08-02,40.31999969482422
2022-08-03,41.11000061035156
2022-08-04,41.630001068115234
2022-08-05,39.09000015258789
2022-08-08,39.2400016784668
2022-08-09,37.83000183105469
2022-08-10,39.36000061035156
2022-08-11,39.16999816894531
2022-08-12,39.81999969482422
2022-08-15,39.79999923706055
2022-08-16,40.209999084472656
2022-08-17,39.29999923706055
2022-08-18,39.16999816894531
2022-08-19,38.22999954223633
2022-08-22,37.47999954223633
2022-08-23,37.34000015258789
2022-08-24,37.2400016784668
2022-08-25,37.27000045776367
2022-08-26,31.889999389648438
2022-08-29,31.600000381469727
2022-08-30,30.8799991607666
2022-08-31,31.479999542236328
2022-09-01,30.290000915527344
2022-09-02,29.770000457763672
2022-09-06,29.469999313354492
2022-09-07,29.549999237060547
2022-09-08,29.969999313354492
2022-09-09,30.760000228881836
2022-09-12,31.25
2022-09-13,30.06999969482422
2022-09-14,29.68000030517578
2022-09-15,29.219999313354492
2022-09-16,28.639999389648438
2022-09-19,29.100000381469727
2022-09-20,28.06999969482422
2022-09-21,27.8700008392334
2022-09-22,27.43000030517578
2022-09-23,27.110000610351562
2022-09-26,26.920000076293945
2022-09-27,26.610000610351562
2022-09-28,27.559999465942383
2022-09-29,27.020000457763672
2022-09-30,26.440000534057617
2022-10-03,27.1200008392334
2022-10-04,28.110000610351562
2022-10-05,27.850000381469727
2022-10-06,27.190000534057617
2022-10-07,26.399999618530273
2022-10-10,26.190000534057617
2022-10-11,25.5
2022-10-12,25.739999771118164
2022-10-13,26.020000457763672
2022-10-14,25.760000228881836
2022-10-17,26.760000228881836
2022-10-18,27.43000030517578
2022-10-19,27.209999084472656
2022-10-20,27.260000228881836
2022-10-21,27.93000030517578
2022-10-24,27.90999984741211
2022-10-25,28.540000915527344
2022-10-26,28.979999542236328
2022-10-27,29.049999237060547
2022-10-28,29.959999084472656
2022-10-31,28.950000762939453
2022-11-01,29.399999618530273
2022-11-02,28.450000762939453
2022-11-03,27.760000228881836
2022-11-04,26.809999465942383
2022-11-07,27.549999237060547
2022-11-08,27.280000686645508
2022-11-09,27.549999237060547
2022-11-10,29.1200008392334
2022-11-11,29.940000534057617
2022-11-14,29.010000228881836
2022-11-15,29.450000762939453
2022-11-16,29.56999969482422
2022-11-17,28.969999313354492
2022-11-18,28.969999313354492
2022-11-21,28.3799991607666
2022-11-22,28.959999084472656
2022-11-23,29.670000076293945
2022-11-25,29.799999237060547
2022-11-28,29.6200008392334
2022-11-29,28.989999771118164
2022-11-30,29.3799991607666
2022-12-01,29.360000610351562
2022-12-02,29.290000915527344
2022-12-05,28.200000762939453
2022-12-06,27.90999984741211
2022-12-07,27.670000076293945
2022-12-08,27.959999084472656
2022-12-09,28.139999389648438
