Date,ARCC
2022-02-28,21.84000015258789
2022-03-01,21.649999618530273
2022-03-02,22.110000610351562
2022-03-03,22.190000534057617
2022-03-04,21.920000076293945
2022-03-07,20.950000762939453
2022-03-08,20.559999465942383
2022-03-09,20.829999923706055
2022-03-10,20.489999771118164
2022-03-11,20.219999313354492
2022-03-14,19.729999542236328
2022-03-15,19.700000762939453
2022-03-16,20.15999984741211
2022-03-17,20.399999618530273
2022-03-18,20.399999618530273
2022-03-21,20.520000457763672
2022-03-22,20.799999237060547
2022-03-23,20.5
2022-03-24,20.59000015258789
2022-03-25,20.829999923706055
2022-03-28,20.780000686645508
2022-03-29,20.989999771118164
2022-03-30,20.8799991607666
2022-03-31,20.950000762939453
2022-04-01,21.350000381469727
2022-04-04,21.15999984741211
2022-04-05,21.229999542236328
2022-04-06,21.1200008392334
2022-04-07,21.1200008392334
2022-04-08,21.40999984741211
2022-04-11,21.229999542236328
2022-04-12,21.200000762939453
2022-04-13,21.81999969482422
2022-04-14,21.829999923706055
2022-04-18,22.010000228881836
2022-04-19,22.209999084472656
2022-04-20,22.440000534057617
2022-04-21,22.34000015258789
2022-04-22,21.809999465942383
2022-04-25,21.700000762939453
2022-04-26,19.799999237060547
2022-04-27,20.799999237060547
2022-04-28,20.959999084472656
2022-04-29,20.270000457763672
2022-05-02,20.170000076293945
2022-05-03,20.530000686645508
2022-05-04,20.81999969482422
2022-05-05,20.229999542236328
2022-05-06,20.1299991607666
2022-05-09,19.190000534057617
2022-05-10,19.56999969482422
2022-05-11,19.209999084472656
2022-05-12,18.809999465942383
2022-05-13,19.190000534057617
2022-05-16,19.40999984741211
2022-05-17,19.5
2022-05-18,18.670000076293945
2022-05-19,18.540000915527344
2022-05-20,18.09000015258789
2022-05-23,18.309999465942383
2022-05-24,18.469999313354492
2022-05-25,19.110000610351562
2022-05-26,19.40999984741211
2022-05-27,19.8700008392334
2022-05-31,19.3799991607666
2022-06-01,19.510000228881836
2022-06-02,19.770000457763672
2022-06-03,19.530000686645508
2022-06-06,19.81999969482422
2022-06-07,19.860000610351562
2022-06-08,19.700000762939453
2022-06-09,19.329999923706055
2022-06-10,19.040000915527344
2022-06-13,18.09000015258789
2022-06-14,17.780000686645508
2022-06-15,17.950000762939453
2022-06-16,17.1200008392334
2022-06-17,17.420000076293945
2022-06-21,17.56999969482422
2022-06-22,17.549999237060547
2022-06-23,17.5
2022-06-24,18.06999969482422
2022-06-27,18.239999771118164
2022-06-28,18.06999969482422
2022-06-29,17.8700008392334
2022-06-30,17.93000030517578
2022-07-01,18.860000610351562
2022-07-05,18.790000915527344
2022-07-06,18.65999984741211
2022-07-07,18.850000381469727
2022-07-08,19.020000457763672
2022-07-11,18.809999465942383
2022-07-12,19.1200008392334
2022-07-13,18.959999084472656
2022-07-14,18.739999771118164
2022-07-15,18.959999084472656
2022-07-18,19.110000610351562
2022-07-19,19.549999237060547
2022-07-20,19.6200008392334
2022-07-21,19.43000030517578
2022-07-22,19.360000610351562
2022-07-25,19.219999313354492
2022-07-26,19.549999237060547
2022-07-27,19.739999771118164
2022-07-28,20.110000610351562
2022-07-29,19.389999389648438
2022-08-01,19.799999237060547
2022-08-02,19.68000030517578
2022-08-03,19.65999984741211
2022-08-04,19.729999542236328
2022-08-05,19.940000534057617
2022-08-08,20.15999984741211
2022-08-09,20.15999984741211
2022-08-10,20.149999618530273
2022-08-11,20.3700008392334
2022-08-12,20.559999465942383
2022-08-15,20.440000534057617
2022-08-16,20.700000762939453
2022-08-17,20.389999389648438
2022-08-18,20.549999237060547
2022-08-19,20.149999618530273
2022-08-22,19.959999084472656
2022-08-23,20.239999771118164
2022-08-24,20.440000534057617
2022-08-25,20.530000686645508
2022-08-26,20.200000762939453
2022-08-29,20.079999923706055
2022-08-30,19.65999984741211
2022-08-31,19.639999389648438
2022-09-01,19.299999237060547
2022-09-02,19.299999237060547
2022-09-06,19.200000762939453
2022-09-07,19.399999618530273
2022-09-08,19.59000015258789
2022-09-09,19.979999542236328
2022-09-12,20.15999984741211
2022-09-13,19.6299991607666
2022-09-14,19.030000686645508
2022-09-15,19.09000015258789
2022-09-16,18.959999084472656
2022-09-19,18.969999313354492
2022-09-20,18.6200008392334
2022-09-21,18.520000457763672
2022-09-22,17.84000015258789
2022-09-23,17.540000915527344
2022-09-26,16.969999313354492
2022-09-27,17.049999237060547
2022-09-28,17.5
2022-09-29,16.84000015258789
2022-09-30,16.8799991607666
2022-10-03,17.399999618530273
2022-10-04,18.329999923706055
2022-10-05,18.040000915527344
2022-10-06,17.809999465942383
2022-10-07,17.700000762939453
2022-10-10,17.299999237060547
2022-10-11,17.31999969482422
2022-10-12,17.360000610351562
2022-10-13,17.84000015258789
2022-10-14,17.700000762939453
2022-10-17,17.90999984741211
2022-10-18,18.059999465942383
2022-10-19,17.8700008392334
2022-10-20,17.899999618530273
2022-10-21,17.81999969482422
2022-10-24,18.18000030517578
2022-10-25,19.049999237060547
2022-10-26,19.360000610351562
2022-10-27,19.579999923706055
2022-10-28,19.600000381469727
2022-10-31,19.43000030517578
2022-11-01,19.579999923706055
2022-11-02,19.350000381469727
2022-11-03,19.3700008392334
2022-11-04,19.389999389648438
2022-11-07,19.729999542236328
2022-11-08,19.059999465942383
2022-11-09,19.040000915527344
2022-11-10,19.420000076293945
2022-11-11,19.510000228881836
2022-11-14,19.34000015258789
2022-11-15,19.469999313354492
2022-11-16,19.43000030517578
2022-11-17,19.399999618530273
2022-11-18,19.270000457763672
2022-11-21,19.389999389648438
2022-11-22,19.59000015258789
2022-11-23,19.690000534057617
2022-11-25,19.760000228881836
2022-11-28,19.31999969482422
2022-11-29,19.329999923706055
2022-11-30,19.649999618530273
2022-12-01,19.299999237060547
2022-12-02,19.399999618530273
2022-12-05,19.190000534057617
2022-12-06,18.65999984741211
2022-12-07,18.760000228881836
2022-12-08,18.959999084472656
2022-12-09,19.15999984741211
2022-12-12,19.209999084472656
2022-12-13,19.270000457763672
2022-12-14,18.690000534057617
2022-12-15,18.600000381469727
2022-12-16,18.360000610351562
2022-12-19,17.979999542236328
2022-12-20,18.3799991607666
2022-12-21,18.6299991607666
2022-12-22,18.18000030517578
2022-12-23,18.68000030517578
2022-12-27,18.639999389648438
2022-12-28,18.420000076293945
2022-12-29,18.700000762939453
2022-12-30,18.469999313354492
2023-01-03,18.56999969482422
2023-01-04,18.860000610351562
2023-01-05,18.600000381469727
2023-01-06,18.5
2023-01-09,18.59000015258789
2023-01-10,18.790000915527344
2023-01-11,19.31999969482422
2023-01-12,19.610000610351562
2023-01-13,18.899999618530273
2023-01-17,18.889999389648438
2023-01-18,18.889999389648438
2023-01-19,18.790000915527344
2023-01-20,19.030000686645508
2023-01-23,19.469999313354492
2023-01-24,19.459999084472656
2023-01-25,19.3700008392334
2023-01-26,19.6200008392334
2023-01-27,19.639999389648438
2023-01-30,19.239999771118164
2023-01-31,19.3700008392334
2023-02-01,19.68000030517578
2023-02-02,19.780000686645508
2023-02-03,19.690000534057617
2023-02-06,19.600000381469727
2023-02-07,20.040000915527344
2023-02-08,19.950000762939453
2023-02-09,19.81999969482422
2023-02-10,19.739999771118164
2023-02-13,19.709999084472656
2023-02-14,19.610000610351562
2023-02-15,19.690000534057617
2023-02-16,19.760000228881836
2023-02-17,19.68000030517578
2023-02-21,19.31999969482422
2023-02-22,19.40999984741211
2023-02-23,19.420000076293945
2023-02-24,19.31999969482422
2023-02-27,19.450000762939453
2023-02-28,19.360000610351562
2023-03-01,19.350000381469727
2023-03-02,19.440000534057617
2023-03-03,19.450000762939453
2023-03-06,19.40999984741211
2023-03-07,19.190000534057617
2023-03-08,19.219999313354492
2023-03-09,18.450000762939453
2023-03-10,17.670000076293945
2023-03-13,17.790000915527344
2023-03-14,17.84000015258789
2023-03-15,17.389999389648438
2023-03-16,17.790000915527344
2023-03-17,17.43000030517578
2023-03-20,17.389999389648438
2023-03-21,17.700000762939453
2023-03-22,17.309999465942383
2023-03-23,17.190000534057617
2023-03-24,17.540000915527344
2023-03-27,17.829999923706055
2023-03-28,17.75
2023-03-29,17.860000610351562
2023-03-30,18.170000076293945
2023-03-31,18.270000457763672
2023-04-03,18.299999237060547
2023-04-04,18.1200008392334
2023-04-05,17.90999984741211
2023-04-06,18.040000915527344
2023-04-10,17.940000534057617
2023-04-11,18.219999313354492
2023-04-12,18.360000610351562
2023-04-13,18.6200008392334
2023-04-14,18.25
2023-04-17,18.420000076293945
2023-04-18,18.260000228881836
2023-04-19,18.399999618530273
2023-04-20,18.1299991607666
2023-04-21,18.200000762939453
2023-04-24,18.459999084472656
2023-04-25,18.1200008392334
2023-04-26,17.809999465942383
2023-04-27,18.31999969482422
2023-04-28,18.479999542236328
2023-05-01,18.260000228881836
2023-05-02,18.040000915527344
2023-05-03,18.09000015258789
2023-05-04,17.649999618530273
2023-05-05,18.209999084472656
2023-05-08,18.420000076293945
2023-05-09,18.229999542236328
2023-05-10,18.309999465942383
2023-05-11,18.229999542236328
2023-05-12,18.25
2023-05-15,18.389999389648438
2023-05-16,18.110000610351562
2023-05-17,18.399999618530273
2023-05-18,18.579999923706055
2023-05-19,18.719999313354492
2023-05-22,18.770000457763672
2023-05-23,18.739999771118164
2023-05-24,18.75
2023-05-25,18.670000076293945
2023-05-26,18.81999969482422
2023-05-30,18.8799991607666
2023-05-31,18.739999771118164
2023-06-01,19.020000457763672
2023-06-02,19.09000015258789
2023-06-05,19.079999923706055
2023-06-06,19.06999969482422
2023-06-07,19.030000686645508
2023-06-08,19.079999923706055
2023-06-09,19.110000610351562
2023-06-12,19.049999237060547
2023-06-13,19.049999237060547
2023-06-14,18.540000915527344
2023-06-15,18.649999618530273
2023-06-16,18.68000030517578
2023-06-20,18.540000915527344
2023-06-21,18.59000015258789
2023-06-22,18.170000076293945
2023-06-23,18.020000457763672
2023-06-26,18.270000457763672
2023-06-27,18.280000686645508
2023-06-28,18.6200008392334
2023-06-29,18.799999237060547
2023-06-30,18.790000915527344
2023-07-03,18.889999389648438
2023-07-05,18.860000610351562
2023-07-06,18.969999313354492
2023-07-07,19.079999923706055
2023-07-10,19.059999465942383
2023-07-11,19.1200008392334
2023-07-12,19.270000457763672
2023-07-13,19.31999969482422
2023-07-14,19.190000534057617
2023-07-17,19.329999923706055
2023-07-18,19.6200008392334
2023-07-19,19.6200008392334
2023-07-20,19.469999313354492
2023-07-21,19.520000457763672
2023-07-24,19.6200008392334
2023-07-25,19.40999984741211
2023-07-26,19.809999465942383
2023-07-27,19.75
2023-07-28,19.549999237060547
2023-07-31,19.600000381469727
2023-08-01,19.530000686645508
2023-08-02,19.3799991607666
2023-08-03,19.510000228881836
2023-08-04,19.549999237060547
2023-08-07,19.6200008392334
2023-08-08,19.639999389648438
2023-08-09,19.559999465942383
2023-08-10,19.559999465942383
2023-08-11,19.540000915527344
2023-08-14,19.540000915527344
2023-08-15,19.350000381469727
2023-08-16,19.309999465942383
2023-08-17,19.15999984741211
2023-08-18,19.280000686645508
2023-08-21,19.290000915527344
2023-08-22,19.06999969482422
2023-08-23,19.18000030517578
2023-08-24,19.209999084472656
2023-08-25,19.239999771118164
2023-08-28,19.360000610351562
2023-08-29,19.40999984741211
2023-08-30,19.450000762939453
2023-08-31,19.489999771118164
2023-09-01,19.5
2023-09-05,19.3700008392334
2023-09-06,19.200000762939453
2023-09-07,19.40999984741211
2023-09-08,19.56999969482422
2023-09-11,19.610000610351562
2023-09-12,19.6200008392334
2023-09-13,19.75
2023-09-14,19.299999237060547
2023-09-15,19.270000457763672
2023-09-18,19.329999923706055
2023-09-19,19.350000381469727
2023-09-20,19.309999465942383
2023-09-21,19.079999923706055
2023-09-22,19.219999313354492
2023-09-25,19.530000686645508
2023-09-26,19.219999313354492
2023-09-27,19.43000030517578
2023-09-28,19.639999389648438
2023-09-29,19.469999313354492
2023-10-02,19.170000076293945
2023-10-03,18.780000686645508
2023-10-04,18.75
2023-10-05,18.889999389648438
2023-10-06,18.959999084472656
