Date,AVT
2022-02-28,42.06999969482422
2022-03-01,40.65999984741211
2022-03-02,42.66999816894531
2022-03-03,41.91999816894531
2022-03-04,41.099998474121094
2022-03-07,38.709999084472656
2022-03-08,38.540000915527344
2022-03-09,39.83000183105469
2022-03-10,40.02000045776367
2022-03-11,40.790000915527344
2022-03-14,41.72999954223633
2022-03-15,42.52000045776367
2022-03-16,43.130001068115234
2022-03-17,43.369998931884766
2022-03-18,43.310001373291016
2022-03-21,43.040000915527344
2022-03-22,43.060001373291016
2022-03-23,41.90999984741211
2022-03-24,42.619998931884766
2022-03-25,42.939998626708984
2022-03-28,42.150001525878906
2022-03-29,42.470001220703125
2022-03-30,41.720001220703125
2022-03-31,40.59000015258789
2022-04-01,39.880001068115234
2022-04-04,40.290000915527344
2022-04-05,39.31999969482422
2022-04-06,38.099998474121094
2022-04-07,37.70000076293945
2022-04-08,37.119998931884766
2022-04-11,37.119998931884766
2022-04-12,36.709999084472656
2022-04-13,37.38999938964844
2022-04-14,37.130001068115234
2022-04-18,37.720001220703125
2022-04-19,38.369998931884766
2022-04-20,39.52000045776367
2022-04-21,39.79999923706055
2022-04-22,39.13999938964844
2022-04-25,39.65999984741211
2022-04-26,38.970001220703125
2022-04-27,39.119998931884766
2022-04-28,43.81999969482422
2022-04-29,43.65999984741211
2022-05-02,44.09000015258789
2022-05-03,45.06999969482422
2022-05-04,46.790000915527344
2022-05-05,47.099998474121094
2022-05-06,47.02000045776367
2022-05-09,46.83000183105469
2022-05-10,46.529998779296875
2022-05-11,45.72999954223633
2022-05-12,45.41999816894531
2022-05-13,46.900001525878906
2022-05-16,47.150001525878906
2022-05-17,48.439998626708984
2022-05-18,47.060001373291016
2022-05-19,46.56999969482422
2022-05-20,46.29999923706055
2022-05-23,46.22999954223633
2022-05-24,45.38999938964844
2022-05-25,46.18000030517578
2022-05-26,47.58000183105469
2022-05-27,48.279998779296875
2022-05-31,48.45000076293945
2022-06-01,47.77000045776367
2022-06-02,48.91999816894531
2022-06-03,48.09000015258789
2022-06-06,48.959999084472656
2022-06-07,49.06999969482422
2022-06-08,48.400001525878906
2022-06-09,47.290000915527344
2022-06-10,46.349998474121094
2022-06-13,44.29999923706055
2022-06-14,44.4900016784668
2022-06-15,44.88999938964844
2022-06-16,41.88999938964844
2022-06-17,41.81999969482422
2022-06-21,42.56999969482422
2022-06-22,42.369998931884766
2022-06-23,41.47999954223633
2022-06-24,42.68000030517578
2022-06-27,43.630001068115234
2022-06-28,42.869998931884766
2022-06-29,42.11000061035156
2022-06-30,42.880001068115234
2022-07-01,42.27000045776367
2022-07-05,41.810001373291016
2022-07-06,42.34000015258789
2022-07-07,42.880001068115234
2022-07-08,43.529998779296875
2022-07-11,43.38999938964844
2022-07-12,43.59000015258789
2022-07-13,44.02000045776367
2022-07-14,43.029998779296875
2022-07-15,43.2400016784668
2022-07-18,43.09000015258789
2022-07-19,44.4900016784668
2022-07-20,45.09000015258789
2022-07-21,45.54999923706055
2022-07-22,45.63999938964844
2022-07-25,45.54999923706055
2022-07-26,45.56999969482422
2022-07-27,46.38999938964844
2022-07-28,47.119998931884766
2022-07-29,47.869998931884766
2022-08-01,48.150001525878906
2022-08-02,47.619998931884766
2022-08-03,48.13999938964844
2022-08-04,47.38999938964844
2022-08-05,46.599998474121094
2022-08-08,46.86000061035156
2022-08-09,45.36000061035156
2022-08-10,46.43000030517578
2022-08-11,43.5
2022-08-12,44.52000045776367
2022-08-15,44.7400016784668
2022-08-16,44.70000076293945
2022-08-17,44.40999984741211
2022-08-18,45.77000045776367
2022-08-19,45.04999923706055
2022-08-22,44.16999816894531
2022-08-23,44.470001220703125
2022-08-24,44.20000076293945
2022-08-25,45.77000045776367
2022-08-26,44.66999816894531
2022-08-29,44.25
2022-08-30,44.0
2022-08-31,43.88999938964844
2022-09-01,42.93000030517578
2022-09-02,42.709999084472656
2022-09-06,41.25
2022-09-07,41.45000076293945
2022-09-08,42.540000915527344
2022-09-09,42.70000076293945
2022-09-12,42.790000915527344
2022-09-13,40.720001220703125
2022-09-14,40.150001525878906
2022-09-15,40.11000061035156
2022-09-16,37.86000061035156
2022-09-19,38.33000183105469
2022-09-20,37.88999938964844
2022-09-21,37.75
2022-09-22,37.0099983215332
2022-09-23,36.290000915527344
2022-09-26,35.529998779296875
2022-09-27,35.91999816894531
2022-09-28,36.470001220703125
2022-09-29,35.97999954223633
2022-09-30,36.119998931884766
2022-10-03,37.16999816894531
2022-10-04,38.970001220703125
2022-10-05,39.029998779296875
2022-10-06,38.959999084472656
2022-10-07,37.90999984741211
2022-10-10,37.400001525878906
2022-10-11,36.630001068115234
2022-10-12,36.689998626708984
2022-10-13,38.04999923706055
2022-10-14,37.130001068115234
2022-10-17,38.150001525878906
2022-10-18,38.720001220703125
2022-10-19,38.5
2022-10-20,38.29999923706055
2022-10-21,39.70000076293945
2022-10-24,39.84000015258789
2022-10-25,40.369998931884766
2022-10-26,40.5
2022-10-27,39.470001220703125
2022-10-28,40.08000183105469
2022-10-31,40.189998626708984
2022-11-01,40.619998931884766
2022-11-02,40.029998779296875
2022-11-03,39.93000030517578
2022-11-04,41.34000015258789
2022-11-07,42.09000015258789
2022-11-08,42.970001220703125
2022-11-09,41.5099983215332
2022-11-10,43.40999984741211
2022-11-11,44.2400016784668
2022-11-14,44.209999084472656
2022-11-15,45.27000045776367
2022-11-16,44.27000045776367
2022-11-17,44.150001525878906
2022-11-18,44.209999084472656
2022-11-21,44.369998931884766
2022-11-22,44.849998474121094
2022-11-23,45.209999084472656
2022-11-25,45.13999938964844
2022-11-28,43.779998779296875
2022-11-29,44.130001068115234
2022-11-30,45.16999816894531
2022-12-01,45.66999816894531
2022-12-02,44.9900016784668
2022-12-05,44.279998779296875
2022-12-06,43.369998931884766
2022-12-07,42.88999938964844
2022-12-08,43.38999938964844
2022-12-09,42.95000076293945
2022-12-12,43.25
2022-12-13,43.630001068115234
2022-12-14,43.63999938964844
2022-12-15,42.7599983215332
2022-12-16,42.34000015258789
2022-12-19,41.529998779296875
2022-12-20,41.689998626708984
2022-12-21,42.400001525878906
2022-12-22,41.4900016784668
2022-12-23,41.7400016784668
2022-12-27,41.34000015258789
2022-12-28,40.33000183105469
2022-12-29,41.65999984741211
2022-12-30,41.58000183105469
2023-01-03,41.59000015258789
2023-01-04,41.650001525878906
2023-01-05,41.560001373291016
2023-01-06,42.84000015258789
2023-01-09,43.08000183105469
2023-01-10,43.439998626708984
2023-01-11,43.970001220703125
2023-01-12,43.869998931884766
2023-01-13,44.099998474121094
2023-01-17,44.54999923706055
2023-01-18,44.22999954223633
2023-01-19,43.400001525878906
2023-01-20,43.9900016784668
2023-01-23,44.68000030517578
2023-01-24,44.650001525878906
2023-01-25,45.290000915527344
2023-01-26,45.970001220703125
2023-01-27,45.93000030517578
2023-01-30,45.34000015258789
2023-01-31,45.880001068115234
2023-02-01,46.90999984741211
2023-02-02,46.95000076293945
