Date,ALNY
2023-08-21,188.72999572753906
2023-08-22,189.3800048828125
2023-08-23,190.3800048828125
2023-08-24,186.77000427246094
2023-08-25,189.25999450683594
2023-08-28,191.66000366210938
2023-08-29,194.4600067138672
2023-08-30,197.16000366210938
2023-08-31,197.82000732421875
2023-09-01,201.1699981689453
2023-09-05,200.33999633789062
2023-09-06,201.4499969482422
2023-09-07,201.10000610351562
2023-09-08,201.42999267578125
2023-09-11,203.72000122070312
2023-09-12,211.64999389648438
2023-09-13,211.64999389648438
2023-09-14,193.05999755859375
2023-09-15,184.99000549316406
2023-09-18,179.77000427246094
2023-09-19,175.66000366210938
2023-09-20,175.52000427246094
2023-09-21,173.85000610351562
2023-09-22,171.5500030517578
2023-09-25,170.77000427246094
2023-09-26,175.0500030517578
2023-09-27,176.86000061035156
2023-09-28,174.02999877929688
2023-09-29,177.10000610351562
2023-10-02,178.9600067138672
2023-10-03,172.91000366210938
2023-10-04,169.1699981689453
2023-10-05,178.7100067138672
2023-10-06,176.9199981689453
2023-10-09,168.32000732421875
2023-10-10,169.05999755859375
2023-10-11,167.82000732421875
2023-10-12,165.2899932861328
2023-10-13,168.1199951171875
2023-10-16,167.25
2023-10-17,165.97999572753906
2023-10-18,165.0800018310547
2023-10-19,160.5
2023-10-20,161.7899932861328
2023-10-23,162.0
2023-10-24,163.9600067138672
2023-10-25,159.49000549316406
2023-10-26,155.66000366210938
2023-10-27,151.75999450683594
2023-10-30,151.41000366210938
2023-10-31,151.8000030517578
2023-11-01,157.0
2023-11-02,161.52999877929688
2023-11-03,167.35000610351562
2023-11-06,167.14999389648438
2023-11-07,170.1999969482422
2023-11-08,169.39999389648438
2023-11-09,164.52000427246094
2023-11-10,161.88999938964844
2023-11-13,165.00999450683594
2023-11-14,169.99000549316406
2023-11-15,171.0500030517578
2023-11-16,168.97000122070312
2023-11-17,163.72999572753906
2023-11-20,165.25999450683594
2023-11-21,163.67999267578125
2023-11-22,162.8800048828125
2023-11-24,162.9199981689453
2023-11-27,159.1999969482422
2023-11-28,161.36000061035156
2023-11-29,164.00999450683594
2023-11-30,168.25
2023-12-01,171.41000366210938
2023-12-04,172.8699951171875
2023-12-05,170.3699951171875
2023-12-06,175.02000427246094
2023-12-07,177.25999450683594
2023-12-08,170.0399932861328
2023-12-11,170.9199981689453
2023-12-12,173.8800048828125
2023-12-13,180.52000427246094
2023-12-14,186.47999572753906
2023-12-15,185.24000549316406
2023-12-18,186.22999572753906
2023-12-19,187.5
2023-12-20,179.0500030517578
2023-12-21,181.13999938964844
2023-12-22,191.02000427246094
2023-12-26,191.1999969482422
2023-12-27,196.57000732421875
2023-12-28,195.7100067138672
2023-12-29,191.41000366210938
2024-01-02,194.92999267578125
2024-01-03,190.63999938964844
2024-01-04,192.30999755859375
2024-01-05,189.3800048828125
2024-01-08,196.8300018310547
2024-01-09,198.1999969482422
2024-01-10,196.61000061035156
2024-01-11,195.0800018310547
2024-01-12,193.38999938964844
2024-01-16,187.49000549316406
2024-01-17,188.55999755859375
2024-01-18,185.9499969482422
2024-01-19,184.02999877929688
2024-01-22,183.9199981689453
2024-01-23,189.6999969482422
2024-01-24,185.1999969482422
2024-01-25,183.92999267578125
2024-01-26,179.6199951171875
2024-01-29,180.9600067138672
2024-01-30,180.1199951171875
2024-01-31,172.91000366210938
2024-02-01,174.9199981689453
2024-02-02,173.05999755859375
2024-02-05,170.6999969482422
2024-02-06,172.17999267578125
2024-02-07,168.60000610351562
2024-02-08,169.5
2024-02-09,170.02999877929688
2024-02-12,169.33999633789062
2024-02-13,162.0
2024-02-14,164.14999389648438
2024-02-15,147.42999267578125
2024-02-16,147.0
2024-02-20,149.69000244140625
2024-02-21,154.74000549316406
2024-02-22,162.80999755859375
2024-02-23,157.64999389648438
2024-02-26,158.66000366210938
2024-02-27,159.0
2024-02-28,155.22999572753906
2024-02-29,151.08999633789062
2024-03-01,152.61000061035156
2024-03-04,150.0399932861328
2024-03-05,149.67999267578125
2024-03-06,149.66000366210938
2024-03-07,149.86000061035156
2024-03-08,149.82000732421875
2024-03-11,149.10000610351562
2024-03-12,146.64999389648438
2024-03-13,148.4199981689453
2024-03-14,148.52999877929688
2024-03-15,149.27000427246094
2024-03-18,147.41000366210938
2024-03-19,148.1699981689453
2024-03-20,147.99000549316406
2024-03-21,146.6199951171875
2024-03-22,146.50999450683594
2024-03-25,152.07000732421875
2024-03-26,151.97000122070312
2024-03-27,154.38999938964844
2024-03-28,149.4499969482422
2024-04-01,153.3300018310547
2024-04-02,151.0399932861328
2024-04-03,150.8300018310547
2024-04-04,151.47999572753906
2024-04-05,153.55999755859375
2024-04-08,156.0399932861328
2024-04-09,155.89999389648438
2024-04-10,152.41000366210938
2024-04-11,152.08999633789062
2024-04-12,148.5
2024-04-15,147.6999969482422
2024-04-16,146.72000122070312
2024-04-17,145.32000732421875
2024-04-18,145.16000366210938
2024-04-19,144.41000366210938
2024-04-22,145.7899932861328
2024-04-23,146.07000732421875
2024-04-24,143.8000030517578
2024-04-25,143.7100067138672
2024-04-26,143.30999755859375
2024-04-29,147.36000061035156
2024-04-30,143.9499969482422
2024-05-01,149.9600067138672
2024-05-02,150.30999755859375
2024-05-03,152.3300018310547
2024-05-06,151.22000122070312
2024-05-07,154.3300018310547
2024-05-08,152.2899932861328
2024-05-09,151.3699951171875
2024-05-10,150.47000122070312
2024-05-13,149.88999938964844
2024-05-14,147.88999938964844
2024-05-15,147.39999389648438
2024-05-16,151.22000122070312
2024-05-17,149.39999389648438
2024-05-20,150.24000549316406
2024-05-21,149.6199951171875
2024-05-22,150.89999389648438
2024-05-23,149.3800048828125
2024-05-24,147.75999450683594
2024-05-28,150.05999755859375
2024-05-29,146.92999267578125
2024-05-30,150.02999877929688
2024-05-31,148.42999267578125
2024-06-03,150.4499969482422
2024-06-04,149.75999450683594
2024-06-05,152.05999755859375
2024-06-06,149.3000030517578
2024-06-07,152.77999877929688
2024-06-10,153.47000122070312
2024-06-11,156.42999267578125
2024-06-12,159.0399932861328
2024-06-13,160.0500030517578
2024-06-14,160.38999938964844
2024-06-17,157.3000030517578
2024-06-18,153.86000061035156
2024-06-20,157.39999389648438
2024-06-21,165.6999969482422
2024-06-24,222.89999389648438
2024-06-25,240.14999389648438
2024-06-26,245.1699981689453
2024-06-27,247.0
2024-06-28,243.0
2024-07-01,243.32000732421875
2024-07-02,247.61000061035156
2024-07-03,248.67999267578125
2024-07-05,251.02999877929688
2024-07-08,255.11000061035156
2024-07-09,254.74000549316406
2024-07-10,257.760009765625
2024-07-11,261.0199890136719
2024-07-12,260.510009765625
2024-07-15,256.17999267578125
2024-07-16,249.8300018310547
2024-07-17,240.02000427246094
2024-07-18,236.6999969482422
2024-07-19,237.8300018310547
2024-07-22,235.58999633789062
2024-07-23,234.2899932861328
2024-07-24,236.47999572753906
2024-07-25,237.8800048828125
2024-07-26,234.83999633789062
2024-07-29,236.27999877929688
2024-07-30,233.80999755859375
2024-07-31,237.4600067138672
2024-08-01,268.6099853515625
2024-08-02,272.04998779296875
2024-08-05,265.0
2024-08-06,262.55999755859375
2024-08-07,260.1700134277344
2024-08-08,270.4599914550781
2024-08-09,269.5199890136719
2024-08-12,270.17999267578125
2024-08-13,267.6300048828125
2024-08-14,262.8900146484375
2024-08-15,262.70001220703125
2024-08-16,268.239990234375
2024-08-19,274.4800109863281
2024-08-20,280.760009765625
2024-08-21,279.1700134277344
2024-08-22,277.3299865722656
2024-08-23,272.6400146484375
2024-08-26,269.1400146484375
2024-08-27,280.260009765625
2024-08-28,280.70001220703125
2024-08-29,287.010009765625
2024-08-30,262.69000244140625
2024-09-03,253.77999877929688
2024-09-04,253.13999938964844
2024-09-05,251.47999572753906
2024-09-06,246.77999877929688
2024-09-09,253.16000366210938
2024-09-10,256.2099914550781
2024-09-11,261.9100036621094
2024-09-12,261.7300109863281
2024-09-13,265.2699890136719
2024-09-16,270.3699951171875
2024-09-17,274.4599914550781
2024-09-18,273.1499938964844
2024-09-19,276.3299865722656
2024-09-20,273.8800048828125
2024-09-23,271.8299865722656
2024-09-24,271.0
2024-09-25,272.7300109863281
2024-09-26,274.57000732421875
2024-09-27,274.9100036621094
2024-09-30,275.0299987792969
2024-10-01,276.05999755859375
2024-10-02,271.54998779296875
2024-10-03,269.5299987792969
2024-10-04,267.989990234375
2024-10-07,266.7699890136719
2024-10-08,271.19000244140625
2024-10-09,270.8999938964844
2024-10-10,278.6199951171875
2024-10-11,284.32000732421875
2024-10-14,283.32000732421875
2024-10-15,287.3599853515625
2024-10-16,300.54998779296875
2024-10-17,296.75
2024-10-18,295.92999267578125
2024-10-21,292.010009765625
2024-10-22,296.4800109863281
2024-10-23,294.8699951171875
2024-10-24,293.69000244140625
2024-10-25,284.8599853515625
2024-10-28,286.9100036621094
2024-10-29,284.69000244140625
2024-10-30,281.489990234375
2024-10-31,266.5899963378906
2024-11-01,273.9100036621094
2024-11-04,269.95001220703125
2024-11-05,265.2900085449219
2024-11-06,273.010009765625
2024-11-07,272.2200012207031
2024-11-08,277.42999267578125
2024-11-11,279.82000732421875
2024-11-12,268.95001220703125
2024-11-13,264.6000061035156
2024-11-14,257.9100036621094
2024-11-15,235.55999755859375
2024-11-18,232.27000427246094
2024-11-19,234.27000427246094
2024-11-20,248.7899932861328
2024-11-21,246.8000030517578
