Date,MRVL
2022-02-28,68.33000183105469
2022-03-01,64.94999694824219
2022-03-02,67.66999816894531
2022-03-03,65.19999694824219
2022-03-04,63.40999984741211
2022-03-07,61.16999816894531
2022-03-08,64.51000213623047
2022-03-09,66.55000305175781
2022-03-10,65.25
2022-03-11,63.09000015258789
2022-03-14,60.25
2022-03-15,65.77999877929688
2022-03-16,68.91000366210938
2022-03-17,69.41000366210938
2022-03-18,71.33000183105469
2022-03-21,70.70999908447266
2022-03-22,71.37999725341797
2022-03-23,68.94000244140625
2022-03-24,73.76000213623047
2022-03-25,74.37000274658203
2022-03-28,74.30999755859375
2022-03-29,76.16000366210938
2022-03-30,73.01000213623047
2022-03-31,71.70999908447266
2022-04-01,71.06999969482422
2022-04-04,72.95999908447266
2022-04-05,68.30999755859375
2022-04-06,66.5
2022-04-07,65.66000366210938
2022-04-08,63.150001525878906
2022-04-11,60.72999954223633
2022-04-12,60.130001068115234
2022-04-13,63.29999923706055
2022-04-14,60.970001220703125
2022-04-18,61.72999954223633
2022-04-19,63.77000045776367
2022-04-20,62.939998626708984
2022-04-21,59.95000076293945
2022-04-22,58.439998626708984
2022-04-25,60.689998626708984
2022-04-26,57.95000076293945
2022-04-27,56.720001220703125
2022-04-28,61.060001373291016
2022-04-29,58.08000183105469
2022-05-02,60.06999969482422
2022-05-03,60.40999984741211
2022-05-04,62.90999984741211
2022-05-05,58.290000915527344
2022-05-06,57.75
2022-05-09,53.72999954223633
2022-05-10,55.130001068115234
2022-05-11,52.540000915527344
2022-05-12,52.38999938964844
2022-05-13,57.56999969482422
2022-05-16,55.22999954223633
2022-05-17,58.279998779296875
2022-05-18,55.0099983215332
2022-05-19,54.279998779296875
2022-05-20,54.06999969482422
2022-05-23,54.86000061035156
2022-05-24,52.400001525878906
2022-05-25,53.959999084472656
2022-05-26,56.9900016784668
2022-05-27,60.81999969482422
2022-05-31,59.150001525878906
2022-06-01,58.040000915527344
2022-06-02,61.43000030517578
2022-06-03,58.959999084472656
2022-06-06,59.7400016784668
2022-06-07,61.02000045776367
2022-06-08,59.349998474121094
2022-06-09,56.47999954223633
2022-06-10,53.06999969482422
2022-06-13,48.810001373291016
2022-06-14,48.52000045776367
2022-06-15,49.20000076293945
2022-06-16,45.040000915527344
2022-06-17,46.040000915527344
2022-06-21,47.029998779296875
2022-06-22,46.38999938964844
2022-06-23,46.2599983215332
2022-06-24,48.220001220703125
2022-06-27,47.650001525878906
2022-06-28,45.31999969482422
2022-06-29,44.31999969482422
2022-06-30,43.529998779296875
2022-07-01,42.54999923706055
2022-07-05,42.97999954223633
2022-07-06,43.81999969482422
2022-07-07,46.599998474121094
2022-07-08,46.9900016784668
2022-07-11,45.20000076293945
2022-07-12,45.529998779296875
2022-07-13,46.13999938964844
2022-07-14,47.11000061035156
2022-07-15,48.220001220703125
2022-07-18,48.619998931884766
2022-07-19,52.08000183105469
2022-07-20,53.68000030517578
2022-07-21,54.56999969482422
2022-07-22,52.02000045776367
2022-07-25,50.709999084472656
2022-07-26,49.47999954223633
2022-07-27,52.9900016784668
2022-07-28,53.77000045776367
2022-07-29,55.68000030517578
2022-08-01,55.33000183105469
2022-08-02,55.709999084472656
2022-08-03,58.220001220703125
2022-08-04,57.349998474121094
2022-08-05,56.939998626708984
2022-08-08,55.59000015258789
2022-08-09,51.2599983215332
2022-08-10,54.9900016784668
2022-08-11,53.709999084472656
2022-08-12,55.36000061035156
2022-08-15,55.47999954223633
2022-08-16,54.349998474121094
2022-08-17,52.650001525878906
2022-08-18,54.54999923706055
2022-08-19,53.13999938964844
2022-08-22,50.93000030517578
2022-08-23,51.58000183105469
2022-08-24,52.2400016784668
2022-08-25,55.09000015258789
2022-08-26,50.16999816894531
2022-08-29,48.9900016784668
2022-08-30,48.0
2022-08-31,46.81999969482422
2022-09-01,45.970001220703125
2022-09-02,45.7599983215332
2022-09-06,45.09000015258789
2022-09-07,46.7599983215332
2022-09-08,48.150001525878906
2022-09-09,49.7400016784668
2022-09-12,50.25
2022-09-13,48.02000045776367
2022-09-14,48.40999984741211
2022-09-15,46.66999816894531
2022-09-16,46.349998474121094
2022-09-19,46.150001525878906
2022-09-20,45.290000915527344
2022-09-21,45.459999084472656
2022-09-22,43.52000045776367
2022-09-23,43.290000915527344
2022-09-26,42.61000061035156
2022-09-27,43.400001525878906
2022-09-28,44.54999923706055
2022-09-29,42.869998931884766
2022-09-30,42.90999984741211
2022-10-03,44.5
2022-10-04,47.040000915527344
2022-10-05,48.36000061035156
2022-10-06,47.959999084472656
2022-10-07,42.349998474121094
2022-10-10,40.29999923706055
2022-10-11,38.65999984741211
2022-10-12,37.97999954223633
2022-10-13,39.130001068115234
2022-10-14,37.0099983215332
2022-10-17,37.869998931884766
2022-10-18,37.7400016784668
2022-10-19,38.099998474121094
2022-10-20,38.06999969482422
2022-10-21,39.540000915527344
2022-10-24,38.38999938964844
2022-10-25,40.61000061035156
2022-10-26,38.75
2022-10-27,40.060001373291016
2022-10-28,41.0099983215332
2022-10-31,39.68000030517578
2022-11-01,39.7400016784668
2022-11-02,39.04999923706055
2022-11-03,37.220001220703125
2022-11-04,38.970001220703125
2022-11-07,39.5099983215332
2022-11-08,39.790000915527344
2022-11-09,36.709999084472656
2022-11-10,42.650001525878906
2022-11-11,43.349998474121094
2022-11-14,43.15999984741211
2022-11-15,44.70000076293945
2022-11-16,42.25
2022-11-17,43.93000030517578
2022-11-18,44.0
2022-11-21,41.54999923706055
2022-11-22,42.91999816894531
2022-11-23,43.68000030517578
2022-11-25,42.97999954223633
2022-11-28,42.66999816894531
2022-11-29,42.90999984741211
2022-11-30,46.52000045776367
2022-12-01,45.400001525878906
2022-12-02,44.720001220703125
2022-12-05,42.970001220703125
2022-12-06,41.09000015258789
2022-12-07,40.40999984741211
2022-12-08,41.70000076293945
2022-12-09,41.5
2022-12-12,42.58000183105469
2022-12-13,43.5099983215332
2022-12-14,42.650001525878906
2022-12-15,40.02000045776367
