Date,BLKB
2022-02-28,62.4900016784668
2022-03-01,60.869998931884766
2022-03-02,61.36000061035156
2022-03-03,60.13999938964844
2022-03-04,59.40999984741211
2022-03-07,58.209999084472656
2022-03-08,56.939998626708984
2022-03-09,59.84000015258789
2022-03-10,60.119998931884766
2022-03-11,59.540000915527344
2022-03-14,61.16999816894531
2022-03-15,61.43000030517578
2022-03-16,62.650001525878906
2022-03-17,62.380001068115234
2022-03-18,61.2400016784668
2022-03-21,59.959999084472656
2022-03-22,62.13999938964844
2022-03-23,59.63999938964844
2022-03-24,59.970001220703125
2022-03-25,58.81999969482422
2022-03-28,59.189998626708984
2022-03-29,61.68000030517578
2022-03-30,60.34000015258789
2022-03-31,59.869998931884766
2022-04-01,60.41999816894531
2022-04-04,61.33000183105469
2022-04-05,60.02000045776367
2022-04-06,58.91999816894531
2022-04-07,58.369998931884766
2022-04-08,57.31999969482422
2022-04-11,56.599998474121094
2022-04-12,56.34000015258789
2022-04-13,57.650001525878906
2022-04-14,56.90999984741211
2022-04-18,56.720001220703125
2022-04-19,58.599998474121094
2022-04-20,57.77000045776367
2022-04-21,56.40999984741211
2022-04-22,54.45000076293945
2022-04-25,56.2400016784668
2022-04-26,55.11000061035156
2022-04-27,55.18000030517578
2022-04-28,57.91999816894531
2022-04-29,58.0099983215332
2022-05-02,58.88999938964844
2022-05-03,57.2400016784668
2022-05-04,56.70000076293945
2022-05-05,52.959999084472656
2022-05-06,53.36000061035156
2022-05-09,52.93000030517578
2022-05-10,49.27000045776367
2022-05-11,50.5099983215332
2022-05-12,51.09000015258789
2022-05-13,54.33000183105469
2022-05-16,57.060001373291016
2022-05-17,58.59000015258789
2022-05-18,57.689998626708984
2022-05-19,60.029998779296875
2022-05-20,62.900001525878906
2022-05-23,61.439998626708984
2022-05-24,61.220001220703125
2022-05-25,62.13999938964844
2022-05-26,63.02000045776367
2022-05-27,63.41999816894531
2022-05-31,63.650001525878906
2022-06-01,63.7599983215332
2022-06-02,65.33000183105469
2022-06-03,64.68000030517578
2022-06-06,62.52000045776367
2022-06-07,64.36000061035156
2022-06-08,61.4900016784668
2022-06-09,60.130001068115234
2022-06-10,60.0
2022-06-13,55.630001068115234
2022-06-14,56.06999969482422
2022-06-15,56.75
2022-06-16,53.45000076293945
2022-06-17,55.06999969482422
2022-06-21,55.65999984741211
2022-06-22,55.619998931884766
2022-06-23,57.619998931884766
2022-06-24,59.880001068115234
2022-06-27,60.560001373291016
2022-06-28,58.16999816894531
2022-06-29,58.349998474121094
2022-06-30,58.06999969482422
2022-07-01,57.47999954223633
2022-07-05,58.29999923706055
2022-07-06,57.63999938964844
2022-07-07,58.88999938964844
2022-07-08,58.81999969482422
2022-07-11,57.290000915527344
2022-07-12,55.650001525878906
2022-07-13,55.54999923706055
2022-07-14,55.0
2022-07-15,55.93000030517578
2022-07-18,55.310001373291016
2022-07-19,57.20000076293945
2022-07-20,58.54999923706055
2022-07-21,59.20000076293945
2022-07-22,57.630001068115234
2022-07-25,57.099998474121094
2022-07-26,57.650001525878906
2022-07-27,60.029998779296875
2022-07-28,60.84000015258789
2022-07-29,61.31999969482422
2022-08-01,61.439998626708984
2022-08-02,61.310001373291016
2022-08-03,57.560001373291016
2022-08-04,56.63999938964844
2022-08-05,56.029998779296875
2022-08-08,57.099998474121094
2022-08-09,56.119998931884766
2022-08-10,57.43000030517578
2022-08-11,57.20000076293945
2022-08-12,57.470001220703125
2022-08-15,57.790000915527344
2022-08-16,57.79999923706055
2022-08-17,56.18000030517578
2022-08-18,57.41999816894531
2022-08-19,56.38999938964844
2022-08-22,55.83000183105469
2022-08-23,55.04999923706055
2022-08-24,55.290000915527344
2022-08-25,56.380001068115234
2022-08-26,54.47999954223633
2022-08-29,53.91999816894531
2022-08-30,52.9900016784668
2022-08-31,52.29999923706055
2022-09-01,51.720001220703125
2022-09-02,51.22999954223633
2022-09-06,50.150001525878906
2022-09-07,50.95000076293945
2022-09-08,50.09000015258789
2022-09-09,50.86000061035156
2022-09-12,51.33000183105469
2022-09-13,47.68000030517578
2022-09-14,47.900001525878906
2022-09-15,47.06999969482422
2022-09-16,46.59000015258789
2022-09-19,45.75
2022-09-20,44.86000061035156
2022-09-21,44.43000030517578
2022-09-22,45.290000915527344
2022-09-23,45.56999969482422
2022-09-26,44.790000915527344
2022-09-27,44.470001220703125
2022-09-28,44.83000183105469
2022-09-29,45.06999969482422
