Date,BILI
2022-02-28,31.610000610351562
2022-03-01,31.200000762939453
2022-03-02,30.15999984741211
2022-03-03,27.780000686645508
2022-03-04,25.459999084472656
2022-03-07,23.420000076293945
2022-03-08,22.700000762939453
2022-03-09,25.239999771118164
2022-03-10,21.68000030517578
2022-03-11,19.020000457763672
2022-03-14,16.959999084472656
2022-03-15,18.860000610351562
2022-03-16,27.829999923706055
2022-03-17,23.84000015258789
2022-03-18,27.549999237060547
2022-03-21,24.90999984741211
2022-03-22,29.899999618530273
2022-03-23,31.530000686645508
2022-03-24,30.309999465942383
2022-03-25,27.530000686645508
2022-03-28,28.540000915527344
2022-03-29,29.719999313354492
2022-03-30,28.219999313354492
2022-03-31,25.579999923706055
2022-04-01,27.6200008392334
2022-04-04,32.189998626708984
2022-04-05,30.15999984741211
2022-04-06,30.020000457763672
2022-04-07,27.610000610351562
2022-04-08,25.709999084472656
2022-04-11,27.56999969482422
2022-04-12,24.940000534057617
2022-04-13,26.239999771118164
2022-04-14,24.940000534057617
2022-04-18,23.34000015258789
2022-04-19,24.100000381469727
2022-04-20,22.190000534057617
2022-04-21,21.0
2022-04-22,21.079999923706055
2022-04-25,21.25
2022-04-26,20.56999969482422
2022-04-27,22.229999542236328
2022-04-28,22.170000076293945
2022-04-29,24.34000015258789
2022-05-02,24.459999084472656
2022-05-03,23.389999389648438
2022-05-04,24.06999969482422
2022-05-05,21.5
2022-05-06,20.850000381469727
2022-05-09,18.799999237060547
2022-05-10,19.15999984741211
2022-05-11,18.850000381469727
2022-05-12,18.90999984741211
2022-05-13,20.600000381469727
2022-05-16,20.6299991607666
2022-05-17,21.1299991607666
2022-05-18,20.75
2022-05-19,21.59000015258789
2022-05-20,21.799999237060547
2022-05-23,21.229999542236328
2022-05-24,18.690000534057617
2022-05-25,19.270000457763672
2022-05-26,20.940000534057617
2022-05-27,21.25
2022-05-31,22.350000381469727
2022-06-01,22.540000915527344
2022-06-02,25.0
2022-06-03,24.170000076293945
2022-06-06,25.489999771118164
2022-06-07,28.030000686645508
2022-06-08,29.709999084472656
2022-06-09,25.31999969482422
2022-06-10,26.100000381469727
2022-06-13,23.489999771118164
2022-06-14,25.809999465942383
2022-06-15,26.950000762939453
2022-06-16,25.829999923706055
2022-06-17,26.31999969482422
2022-06-21,27.540000915527344
2022-06-22,26.59000015258789
2022-06-23,27.850000381469727
2022-06-24,27.809999465942383
2022-06-27,28.200000762939453
2022-06-28,27.229999542236328
2022-06-29,26.059999465942383
2022-06-30,25.600000381469727
2022-07-01,26.739999771118164
2022-07-05,27.709999084472656
2022-07-06,26.209999084472656
2022-07-07,27.959999084472656
2022-07-08,26.780000686645508
2022-07-11,24.110000610351562
2022-07-12,24.25
2022-07-13,24.6200008392334
2022-07-14,23.09000015258789
2022-07-15,22.8799991607666
2022-07-18,24.43000030517578
2022-07-19,25.520000457763672
2022-07-20,25.360000610351562
2022-07-21,26.989999771118164
2022-07-22,25.59000015258789
2022-07-25,25.899999618530273
2022-07-26,24.959999084472656
2022-07-27,26.079999923706055
2022-07-28,25.40999984741211
2022-07-29,24.440000534057617
2022-08-01,23.31999969482422
2022-08-02,23.809999465942383
2022-08-03,24.399999618530273
2022-08-04,24.989999771118164
2022-08-05,24.579999923706055
2022-08-08,24.649999618530273
2022-08-09,24.110000610351562
2022-08-10,24.270000457763672
2022-08-11,25.209999084472656
2022-08-12,25.399999618530273
2022-08-15,25.270000457763672
2022-08-16,24.600000381469727
2022-08-17,23.84000015258789
2022-08-18,23.25
2022-08-19,22.559999465942383
2022-08-22,23.170000076293945
2022-08-23,23.739999771118164
2022-08-24,24.40999984741211
2022-08-25,27.360000610351562
2022-08-26,25.239999771118164
2022-08-29,23.950000762939453
2022-08-30,23.149999618530273
2022-08-31,24.959999084472656
2022-09-01,24.799999237060547
2022-09-02,23.579999923706055
2022-09-06,22.510000228881836
2022-09-07,23.6200008392334
2022-09-08,20.06999969482422
2022-09-09,19.31999969482422
2022-09-12,20.149999618530273
2022-09-13,18.489999771118164
2022-09-14,18.459999084472656
2022-09-15,18.170000076293945
2022-09-16,17.059999465942383
2022-09-19,17.190000534057617
2022-09-20,16.719999313354492
2022-09-21,16.239999771118164
2022-09-22,16.450000762939453
2022-09-23,16.18000030517578
2022-09-26,16.09000015258789
2022-09-27,16.0
2022-09-28,16.18000030517578
2022-09-29,15.25
2022-09-30,15.319999694824219
2022-10-03,15.59000015258789
2022-10-04,17.0
2022-10-05,16.75
2022-10-06,16.079999923706055
2022-10-07,15.449999809265137
2022-10-10,13.800000190734863
2022-10-11,12.800000190734863
2022-10-12,12.489999771118164
2022-10-13,11.869999885559082
2022-10-14,11.180000305175781
2022-10-17,12.09000015258789
2022-10-18,12.279999732971191
2022-10-19,11.029999732971191
2022-10-20,11.069999694824219
2022-10-21,11.050000190734863
2022-10-24,9.1899995803833
2022-10-25,9.930000305175781
2022-10-26,10.479999542236328
2022-10-27,9.520000457763672
2022-10-28,8.949999809265137
2022-10-31,8.920000076293945
2022-11-01,9.229999542236328
2022-11-02,9.260000228881836
2022-11-03,9.529999732971191
2022-11-04,11.710000038146973
2022-11-07,11.819999694824219
2022-11-08,11.5600004196167
2022-11-09,10.170000076293945
2022-11-10,11.710000038146973
2022-11-11,12.670000076293945
2022-11-14,12.880000114440918
2022-11-15,16.280000686645508
2022-11-16,15.460000038146973
2022-11-17,15.789999961853027
2022-11-18,14.720000267028809
2022-11-21,13.520000457763672
2022-11-22,13.149999618530273
2022-11-23,13.279999732971191
2022-11-25,12.329999923706055
2022-11-28,12.59000015258789
2022-11-29,15.399999618530273
2022-11-30,17.360000610351562
2022-12-01,17.020000457763672
2022-12-02,19.84000015258789
2022-12-05,19.690000534057617
2022-12-06,20.559999465942383
2022-12-07,21.719999313354492
2022-12-08,23.399999618530273
2022-12-09,25.40999984741211
2022-12-12,23.0
2022-12-13,24.09000015258789
2022-12-14,24.59000015258789
2022-12-15,22.5
2022-12-16,23.010000228881836
