Date,DUOL
2022-02-28,86.29000091552734
2022-03-01,83.33000183105469
2022-03-02,76.97000122070312
2022-03-03,71.37999725341797
2022-03-04,74.68000030517578
2022-03-07,79.02999877929688
2022-03-08,79.98999786376953
2022-03-09,80.08999633789062
2022-03-10,80.5
2022-03-11,76.69999694824219
2022-03-14,66.98999786376953
2022-03-15,68.11000061035156
2022-03-16,78.58999633789062
2022-03-17,81.29000091552734
2022-03-18,88.68000030517578
2022-03-21,89.62999725341797
2022-03-22,94.5199966430664
2022-03-23,96.41000366210938
2022-03-24,100.38999938964844
2022-03-25,93.05000305175781
2022-03-28,93.05999755859375
2022-03-29,96.83999633789062
2022-03-30,91.6500015258789
2022-03-31,95.11000061035156
2022-04-01,95.6500015258789
2022-04-04,102.79000091552734
2022-04-05,95.98999786376953
2022-04-06,95.0999984741211
2022-04-07,96.36000061035156
2022-04-08,94.55999755859375
2022-04-11,93.30000305175781
2022-04-12,92.47000122070312
2022-04-13,93.18000030517578
2022-04-14,89.81999969482422
2022-04-18,90.19999694824219
2022-04-19,90.08999633789062
2022-04-20,89.37000274658203
2022-04-21,85.91000366210938
2022-04-22,86.0
2022-04-25,90.19000244140625
2022-04-26,86.26000213623047
2022-04-27,87.95999908447266
2022-04-28,92.33000183105469
2022-04-29,86.47000122070312
2022-05-02,91.22000122070312
2022-05-03,86.5199966430664
2022-05-04,92.62000274658203
2022-05-05,86.6500015258789
2022-05-06,80.61000061035156
2022-05-09,72.68000030517578
2022-05-10,69.5199966430664
2022-05-11,63.0
2022-05-12,66.9800033569336
2022-05-13,89.7699966430664
2022-05-16,85.0999984741211
2022-05-17,81.2699966430664
2022-05-18,79.37000274658203
2022-05-19,79.91999816894531
2022-05-20,76.45999908447266
2022-05-23,77.51000213623047
2022-05-24,75.05999755859375
2022-05-25,78.87999725341797
2022-05-26,84.30999755859375
2022-05-27,83.77999877929688
2022-05-31,83.61000061035156
2022-06-01,83.5199966430664
2022-06-02,88.0999984741211
2022-06-03,89.33999633789062
2022-06-06,96.6500015258789
2022-06-07,97.44000244140625
2022-06-08,99.18000030517578
2022-06-09,96.1500015258789
2022-06-10,93.37000274658203
2022-06-13,84.2300033569336
2022-06-14,87.3499984741211
2022-06-15,92.2300033569336
2022-06-16,92.61000061035156
2022-06-17,94.70999908447266
2022-06-21,98.88999938964844
2022-06-22,97.06999969482422
2022-06-23,99.81999969482422
2022-06-24,101.7300033569336
2022-06-27,96.62999725341797
2022-06-28,91.47000122070312
2022-06-29,89.80000305175781
2022-06-30,87.55000305175781
2022-07-01,95.05999755859375
2022-07-05,99.25
2022-07-06,96.94999694824219
2022-07-07,106.29000091552734
2022-07-08,110.08999633789062
2022-07-11,94.30000305175781
2022-07-12,95.86000061035156
2022-07-13,94.5999984741211
2022-07-14,93.87000274658203
2022-07-15,99.4000015258789
2022-07-18,95.41000366210938
2022-07-19,93.8499984741211
2022-07-20,99.0
2022-07-21,100.79000091552734
2022-07-22,95.44999694824219
2022-07-25,96.5
2022-07-26,95.11000061035156
2022-07-27,97.56999969482422
2022-07-28,94.94999694824219
2022-07-29,91.75
2022-08-01,94.41000366210938
2022-08-02,99.22000122070312
2022-08-03,104.56999969482422
2022-08-04,98.68000030517578
2022-08-05,103.06999969482422
2022-08-08,95.76000213623047
2022-08-09,98.41999816894531
2022-08-10,101.37999725341797
2022-08-11,104.05000305175781
2022-08-12,108.41500091552734
2022-08-15,105.08999633789062
2022-08-16,103.18000030517578
2022-08-17,102.33999633789062
2022-08-18,98.61000061035156
2022-08-19,95.69999694824219
2022-08-22,95.12999725341797
2022-08-23,95.54000091552734
2022-08-24,96.04000091552734
2022-08-25,97.7300033569336
2022-08-26,93.2699966430664
2022-08-29,92.61000061035156
2022-08-30,92.12000274658203
2022-08-31,94.0199966430664
2022-09-01,93.73999786376953
2022-09-02,92.83999633789062
2022-09-06,91.72000122070312
2022-09-07,93.94999694824219
2022-09-08,92.7300033569336
2022-09-09,99.55000305175781
2022-09-12,101.33999633789062
2022-09-13,98.75
2022-09-14,102.01000213623047
2022-09-15,101.94000244140625
2022-09-16,99.30999755859375
2022-09-19,98.9000015258789
2022-09-20,97.08999633789062
2022-09-21,95.87999725341797
2022-09-22,92.52999877929688
2022-09-23,89.20999908447266
2022-09-26,90.36000061035156
2022-09-27,94.12000274658203
2022-09-28,98.33000183105469
2022-09-29,94.87000274658203
2022-09-30,95.2300033569336
2022-10-03,97.0
2022-10-04,101.7300033569336
2022-10-05,102.02999877929688
2022-10-06,104.29000091552734
2022-10-07,98.5
2022-10-10,98.30000305175781
2022-10-11,96.27999877929688
2022-10-12,97.52999877929688
2022-10-13,92.16999816894531
2022-10-14,78.30999755859375
2022-10-17,86.91999816894531
2022-10-18,89.16000366210938
2022-10-19,87.77999877929688
2022-10-20,88.72000122070312
2022-10-21,82.25
2022-10-24,76.87000274658203
2022-10-25,81.04000091552734
2022-10-26,81.80999755859375
2022-10-27,82.44999694824219
2022-10-28,83.1500015258789
2022-10-31,81.83999633789062
2022-11-01,81.2300033569336
2022-11-02,79.88999938964844
2022-11-03,82.3499984741211
2022-11-04,79.83999633789062
2022-11-07,77.88999938964844
2022-11-08,78.51000213623047
2022-11-09,77.0
2022-11-10,84.75
2022-11-11,73.43000030517578
2022-11-14,73.44999694824219
2022-11-15,73.81999969482422
2022-11-16,70.66000366210938
2022-11-17,69.2699966430664
2022-11-18,67.69999694824219
2022-11-21,69.44000244140625
2022-11-22,68.2699966430664
2022-11-23,68.58000183105469
2022-11-25,69.69000244140625
2022-11-28,66.55999755859375
2022-11-29,66.58999633789062
2022-11-30,69.66999816894531
2022-12-01,70.6500015258789
2022-12-02,70.69999694824219
2022-12-05,68.12000274658203
2022-12-06,67.83999633789062
2022-12-07,68.0
2022-12-08,68.8499984741211
2022-12-09,68.66999816894531
2022-12-12,71.06999969482422
2022-12-13,73.98999786376953
2022-12-14,73.72000122070312
2022-12-15,73.33999633789062
2022-12-16,72.98999786376953
2022-12-19,72.0
2022-12-20,72.94999694824219
2022-12-21,73.19000244140625
2022-12-22,70.05000305175781
2022-12-23,70.69999694824219
2022-12-27,68.2699966430664
2022-12-28,65.37999725341797
2022-12-29,70.5199966430664
2022-12-30,71.12999725341797
2023-01-03,70.93000030517578
2023-01-04,72.4800033569336
2023-01-05,71.61000061035156
2023-01-06,72.08000183105469
2023-01-09,73.31999969482422
2023-01-10,75.31999969482422
2023-01-11,78.69000244140625
2023-01-12,80.12000274658203
2023-01-13,79.36000061035156
2023-01-17,82.55000305175781
2023-01-18,83.69999694824219
2023-01-19,82.70999908447266
2023-01-20,84.58000183105469
2023-01-23,86.37999725341797
2023-01-24,85.31999969482422
2023-01-25,85.81999969482422
2023-01-26,87.45999908447266
2023-01-27,93.02999877929688
2023-01-30,91.76000213623047
2023-01-31,95.48999786376953
2023-02-01,97.41999816894531
2023-02-02,105.30000305175781
2023-02-03,99.88999938964844
2023-02-06,99.0999984741211
2023-02-07,95.12000274658203
2023-02-08,94.81999969482422
2023-02-09,95.01000213623047
2023-02-10,91.61000061035156
2023-02-13,93.33000183105469
2023-02-14,94.19000244140625
2023-02-15,97.62000274658203
2023-02-16,94.0999984741211
2023-02-17,91.33999633789062
2023-02-21,90.87999725341797
2023-02-22,90.04000091552734
2023-02-23,89.68000030517578
2023-02-24,87.16000366210938
2023-02-27,89.0
2023-02-28,90.79000091552734
2023-03-01,110.9800033569336
2023-03-02,119.87999725341797
2023-03-03,119.2699966430664
2023-03-06,127.3499984741211
2023-03-07,123.73999786376953
2023-03-08,126.5
2023-03-09,121.41000366210938
2023-03-10,117.77999877929688
2023-03-13,122.7699966430664
2023-03-14,123.72000122070312
2023-03-15,122.91000366210938
2023-03-16,127.37000274658203
2023-03-17,126.31999969482422
2023-03-20,129.4199981689453
2023-03-21,132.125
2023-03-22,136.1199951171875
2023-03-23,135.1300048828125
2023-03-24,136.50999450683594
2023-03-27,136.60000610351562
2023-03-28,136.89999389648438
2023-03-29,136.99000549316406
2023-03-30,136.00999450683594
2023-03-31,142.58999633789062
2023-04-03,143.0800018310547
2023-04-04,139.6999969482422
2023-04-05,136.6300048828125
2023-04-06,136.72999572753906
2023-04-10,134.6999969482422
2023-04-11,135.25999450683594
2023-04-12,135.00999450683594
2023-04-13,136.0800018310547
2023-04-14,134.89999389648438
2023-04-17,135.30999755859375
2023-04-18,139.1300048828125
2023-04-19,141.8800048828125
2023-04-20,138.24000549316406
2023-04-21,140.82000732421875
2023-04-24,141.0399932861328
2023-04-25,140.0
2023-04-26,136.60000610351562
2023-04-27,134.6999969482422
2023-04-28,136.16000366210938
2023-05-01,139.38999938964844
2023-05-02,125.16999816894531
2023-05-03,120.61000061035156
2023-05-04,119.66000366210938
2023-05-05,123.55999755859375
2023-05-08,131.8300018310547
2023-05-09,134.3000030517578
2023-05-10,147.6999969482422
2023-05-11,145.32000732421875
2023-05-12,141.4499969482422
2023-05-15,143.08999633789062
2023-05-16,143.58999633789062
2023-05-17,142.32000732421875
2023-05-18,151.86000061035156
2023-05-19,150.35000610351562
2023-05-22,155.7899932861328
2023-05-23,149.27000427246094
2023-05-24,147.50999450683594
2023-05-25,143.02000427246094
2023-05-26,149.13999938964844
2023-05-30,150.05999755859375
2023-05-31,149.57000732421875
2023-06-01,154.13999938964844
2023-06-02,155.94000244140625
2023-06-05,161.6199951171875
2023-06-06,167.0500030517578
2023-06-07,152.38999938964844
2023-06-08,157.33999633789062
2023-06-09,155.82000732421875
2023-06-12,157.80999755859375
2023-06-13,159.5
2023-06-14,154.83999633789062
2023-06-15,157.42999267578125
2023-06-16,152.7899932861328
2023-06-20,150.1999969482422
2023-06-21,142.3000030517578
2023-06-22,143.0
2023-06-23,140.02999877929688
2023-06-26,136.25999450683594
2023-06-27,140.52999877929688
2023-06-28,143.33999633789062
2023-06-29,138.5800018310547
2023-06-30,142.94000244140625
2023-07-03,142.36000061035156
2023-07-05,141.2899932861328
2023-07-06,133.5800018310547
2023-07-07,135.25
2023-07-10,138.91000366210938
2023-07-11,149.5
2023-07-12,154.19000244140625
2023-07-13,153.88999938964844
2023-07-14,149.50999450683594
2023-07-17,158.47999572753906
2023-07-18,158.64999389648438
2023-07-19,160.44000244140625
2023-07-20,146.08999633789062
2023-07-21,149.5
2023-07-24,147.67999267578125
2023-07-25,148.52999877929688
2023-07-26,148.2100067138672
2023-07-27,145.52999877929688
2023-07-28,150.9600067138672
