Date,POOL
2022-07-05,363.44000244140625
2022-07-06,372.7300109863281
2022-07-07,387.6300048828125
2022-07-08,378.2099914550781
2022-07-11,371.0799865722656
2022-07-12,373.739990234375
2022-07-13,367.9200134277344
2022-07-14,369.010009765625
2022-07-15,373.8500061035156
2022-07-18,372.7099914550781
2022-07-19,386.489990234375
2022-07-20,396.75
2022-07-21,356.57000732421875
2022-07-22,363.1099853515625
2022-07-25,355.0
2022-07-26,343.1499938964844
2022-07-27,355.1099853515625
2022-07-28,359.8900146484375
2022-07-29,357.70001220703125
2022-08-01,363.32000732421875
2022-08-02,359.92999267578125
2022-08-03,363.1099853515625
2022-08-04,370.7200012207031
2022-08-05,373.6400146484375
2022-08-08,381.6700134277344
2022-08-09,369.8900146484375
2022-08-10,382.4800109863281
2022-08-11,375.30999755859375
2022-08-12,388.7900085449219
2022-08-15,388.8399963378906
2022-08-16,392.6700134277344
2022-08-17,386.6300048828125
2022-08-18,391.42999267578125
2022-08-19,380.3900146484375
2022-08-22,374.55999755859375
2022-08-23,360.6300048828125
2022-08-24,363.7799987792969
2022-08-25,370.1600036621094
2022-08-26,352.75
2022-08-29,344.2099914550781
2022-08-30,343.19000244140625
2022-08-31,339.19000244140625
2022-09-01,336.8699951171875
2022-09-02,339.8999938964844
2022-09-06,335.4700012207031
2022-09-07,345.5400085449219
2022-09-08,353.2099914550781
2022-09-09,355.9599914550781
2022-09-12,357.3900146484375
2022-09-13,335.19000244140625
2022-09-14,330.19000244140625
2022-09-15,328.42999267578125
2022-09-16,331.6300048828125
2022-09-19,338.4700012207031
2022-09-20,326.9700012207031
2022-09-21,324.3500061035156
2022-09-22,314.95001220703125
2022-09-23,312.5199890136719
2022-09-26,311.92999267578125
2022-09-27,317.6700134277344
2022-09-28,329.1400146484375
2022-09-29,315.7799987792969
2022-09-30,318.2099914550781
2022-10-03,327.75
2022-10-04,332.80999755859375
2022-10-05,330.8599853515625
2022-10-06,328.8699951171875
2022-10-07,321.6000061035156
2022-10-10,322.75
2022-10-11,319.4200134277344
2022-10-12,317.1199951171875
2022-10-13,321.7099914550781
2022-10-14,307.0299987792969
2022-10-17,318.4700012207031
2022-10-18,318.8999938964844
2022-10-19,298.1199951171875
2022-10-20,283.9200134277344
2022-10-21,284.8299865722656
2022-10-24,292.8299865722656
2022-10-25,298.5400085449219
2022-10-26,305.8800048828125
2022-10-27,304.2300109863281
2022-10-28,318.7699890136719
2022-10-31,304.2300109863281
2022-11-01,305.7300109863281
2022-11-02,295.29998779296875
2022-11-03,291.6000061035156
2022-11-04,292.6199951171875
2022-11-07,304.1600036621094
2022-11-08,307.7900085449219
2022-11-09,300.3999938964844
2022-11-10,339.30999755859375
2022-11-11,351.3599853515625
2022-11-14,340.8900146484375
2022-11-15,346.25
2022-11-16,337.45001220703125
2022-11-17,319.6000061035156
2022-11-18,321.9800109863281
2022-11-21,320.239990234375
2022-11-22,326.42999267578125
2022-11-23,332.3900146484375
2022-11-25,328.82000732421875
2022-11-28,315.2300109863281
2022-11-29,320.75
2022-11-30,329.4100036621094
2022-12-01,338.1300048828125
2022-12-02,330.42999267578125
2022-12-05,320.1099853515625
2022-12-06,317.989990234375
2022-12-07,321.0799865722656
2022-12-08,329.2300109863281
2022-12-09,331.010009765625
2022-12-12,331.1199951171875
2022-12-13,335.4700012207031
2022-12-14,334.80999755859375
2022-12-15,320.0400085449219
2022-12-16,313.0199890136719
2022-12-19,308.1400146484375
2022-12-20,303.7699890136719
2022-12-21,311.67999267578125
2022-12-22,305.0799865722656
2022-12-23,305.6000061035156
2022-12-27,306.010009765625
2022-12-28,296.4800109863281
2022-12-29,306.9200134277344
2022-12-30,302.3299865722656
2023-01-03,300.8299865722656
2023-01-04,304.42999267578125
2023-01-05,303.0
2023-01-06,315.30999755859375
2023-01-09,317.80999755859375
2023-01-10,325.05999755859375
2023-01-11,342.80999755859375
2023-01-12,346.7900085449219
2023-01-13,349.0899963378906
2023-01-17,353.9700012207031
2023-01-18,359.6499938964844
2023-01-19,344.7799987792969
2023-01-20,352.739990234375
2023-01-23,359.2799987792969
2023-01-24,364.260009765625
2023-01-25,363.5
2023-01-26,364.4100036621094
2023-01-27,379.3900146484375
2023-01-30,376.4800109863281
2023-01-31,385.6099853515625
2023-02-01,398.1400146484375
2023-02-02,422.1700134277344
2023-02-03,403.57000732421875
2023-02-06,392.0400085449219
2023-02-07,391.8299865722656
2023-02-08,385.1300048828125
2023-02-09,376.95001220703125
2023-02-10,369.239990234375
2023-02-13,374.8500061035156
2023-02-14,375.3299865722656
2023-02-15,384.57000732421875
2023-02-16,389.70001220703125
2023-02-17,376.5799865722656
2023-02-21,357.54998779296875
2023-02-22,357.69000244140625
2023-02-23,360.57000732421875
2023-02-24,356.30999755859375
2023-02-27,356.0899963378906
2023-02-28,356.8599853515625
2023-03-01,348.54998779296875
2023-03-02,352.79998779296875
2023-03-03,361.54998779296875
2023-03-06,357.2200012207031
2023-03-07,354.8999938964844
2023-03-08,356.57000732421875
2023-03-09,349.0400085449219
2023-03-10,348.4100036621094
2023-03-13,346.2699890136719
2023-03-14,350.6400146484375
2023-03-15,345.989990234375
2023-03-16,349.510009765625
2023-03-17,341.8299865722656
2023-03-20,342.95001220703125
2023-03-21,346.7200012207031
2023-03-22,334.4100036621094
2023-03-23,325.2699890136719
2023-03-24,325.2300109863281
2023-03-27,328.05999755859375
2023-03-28,327.45001220703125
2023-03-29,337.3800048828125
2023-03-30,335.1199951171875
2023-03-31,342.44000244140625
2023-04-03,339.25
2023-04-04,327.4800109863281
2023-04-05,321.82000732421875
2023-04-06,326.260009765625
2023-04-10,335.1700134277344
2023-04-11,345.82000732421875
2023-04-12,333.8999938964844
2023-04-13,340.3399963378906
2023-04-14,330.25
2023-04-17,337.42999267578125
2023-04-18,338.94000244140625
2023-04-19,338.6700134277344
2023-04-20,332.3900146484375
2023-04-21,343.239990234375
2023-04-24,350.2300109863281
2023-04-25,336.9200134277344
2023-04-26,332.25
2023-04-27,342.0899963378906
2023-04-28,351.32000732421875
2023-05-01,346.7799987792969
2023-05-02,346.8900146484375
2023-05-03,351.7200012207031
2023-05-04,344.8699951171875
2023-05-05,353.9599914550781
2023-05-08,353.17999267578125
2023-05-09,350.9800109863281
2023-05-10,351.2200012207031
2023-05-11,348.0400085449219
2023-05-12,338.6499938964844
2023-05-15,342.1600036621094
2023-05-16,340.5299987792969
2023-05-17,343.2900085449219
2023-05-18,353.2200012207031
2023-05-19,345.04998779296875
2023-05-22,342.70001220703125
2023-05-23,338.0799865722656
2023-05-24,333.8500061035156
2023-05-25,327.0799865722656
2023-05-26,328.010009765625
2023-05-30,322.7699890136719
2023-05-31,316.2300109863281
2023-06-01,313.0199890136719
2023-06-02,326.3599853515625
2023-06-05,327.3900146484375
2023-06-06,336.32000732421875
2023-06-07,338.739990234375
2023-06-08,324.6400146484375
2023-06-09,326.4200134277344
2023-06-12,333.7200012207031
2023-06-13,336.9100036621094
2023-06-14,345.3999938964844
2023-06-15,357.510009765625
2023-06-16,357.95001220703125
2023-06-20,353.510009765625
2023-06-21,356.739990234375
2023-06-22,350.2799987792969
2023-06-23,352.3399963378906
2023-06-26,354.1300048828125
2023-06-27,366.20001220703125
2023-06-28,370.1199951171875
2023-06-29,370.6199951171875
2023-06-30,374.6400146484375
2023-07-03,371.4800109863281
2023-07-05,371.2300109863281
2023-07-06,364.25
2023-07-07,365.7200012207031
2023-07-10,376.42999267578125
2023-07-11,381.8800048828125
2023-07-12,388.3699951171875
2023-07-13,382.6600036621094
2023-07-14,364.010009765625
2023-07-17,360.0199890136719
2023-07-18,357.8699951171875
2023-07-19,365.9700012207031
2023-07-20,361.25
2023-07-21,369.75
2023-07-24,365.1600036621094
2023-07-25,378.45001220703125
2023-07-26,387.7799987792969
2023-07-27,381.8999938964844
2023-07-28,384.8399963378906
2023-07-31,384.739990234375
2023-08-01,387.1600036621094
2023-08-02,379.9100036621094
2023-08-03,378.3999938964844
2023-08-04,381.489990234375
2023-08-07,386.0899963378906
2023-08-08,386.2699890136719
2023-08-09,384.20001220703125
2023-08-10,385.1400146484375
2023-08-11,375.0
2023-08-14,372.6700134277344
2023-08-15,368.0899963378906
2023-08-16,367.260009765625
2023-08-17,351.6099853515625
2023-08-18,349.489990234375
2023-08-21,350.1700134277344
2023-08-22,351.6000061035156
2023-08-23,356.6400146484375
2023-08-24,352.32000732421875
2023-08-25,353.9800109863281
2023-08-28,354.29998779296875
2023-08-29,368.1499938964844
2023-08-30,369.7900085449219
2023-08-31,365.6000061035156
2023-09-01,368.17999267578125
2023-09-05,358.1499938964844
2023-09-06,350.0
2023-09-07,349.2200012207031
2023-09-08,344.260009765625
2023-09-11,348.260009765625
2023-09-12,348.19000244140625
2023-09-13,348.760009765625
2023-09-14,353.739990234375
2023-09-15,350.1000061035156
2023-09-18,346.5799865722656
2023-09-19,347.5899963378906
2023-09-20,347.6199951171875
2023-09-21,346.3699951171875
2023-09-22,343.70001220703125
2023-09-25,346.9100036621094
2023-09-26,338.2799987792969
2023-09-27,343.70001220703125
2023-09-28,353.0
2023-09-29,356.1000061035156
2023-10-02,349.0
2023-10-03,338.8500061035156
2023-10-04,338.54998779296875
2023-10-05,333.7799987792969
2023-10-06,336.1199951171875
2023-10-09,341.5400085449219
2023-10-10,350.54998779296875
2023-10-11,351.3699951171875
2023-10-12,346.1300048828125
2023-10-13,344.25
2023-10-16,348.8599853515625
2023-10-17,352.2200012207031
2023-10-18,336.739990234375
2023-10-19,325.20001220703125
2023-10-20,322.1700134277344
2023-10-23,322.0299987792969
2023-10-24,321.80999755859375
2023-10-25,319.07000732421875
2023-10-26,315.8399963378906
2023-10-27,309.5
2023-10-30,316.6400146484375
2023-10-31,315.7699890136719
2023-11-01,319.2799987792969
2023-11-02,326.2300109863281
2023-11-03,336.6600036621094
2023-11-06,330.010009765625
2023-11-07,334.239990234375
2023-11-08,335.489990234375
2023-11-09,329.0299987792969
2023-11-10,330.5400085449219
2023-11-13,328.3399963378906
2023-11-14,349.30999755859375
2023-11-15,350.5899963378906
2023-11-16,347.3699951171875
2023-11-17,350.2200012207031
2023-11-20,349.0799865722656
2023-11-21,352.3999938964844
2023-11-22,356.260009765625
2023-11-24,354.75
2023-11-27,351.6000061035156
2023-11-28,350.30999755859375
2023-11-29,345.32000732421875
2023-11-30,347.32000732421875
2023-12-01,357.6400146484375
2023-12-04,353.6400146484375
2023-12-05,353.6000061035156
2023-12-06,362.510009765625
2023-12-07,363.739990234375
2023-12-08,354.1199951171875
2023-12-11,355.8800048828125
2023-12-12,351.7900085449219
2023-12-13,365.0400085449219
2023-12-14,396.29998779296875
2023-12-15,392.3999938964844
2023-12-18,389.80999755859375
2023-12-19,391.5299987792969
2023-12-20,390.6300048828125
2023-12-21,395.6300048828125
2023-12-22,396.1099853515625
2023-12-26,400.8900146484375
2023-12-27,403.739990234375
2023-12-28,402.3900146484375
2023-12-29,398.7099914550781
2024-01-02,388.1499938964844
2024-01-03,373.7799987792969
2024-01-04,372.8699951171875
2024-01-05,377.7300109863281
2024-01-08,381.44000244140625
2024-01-09,381.5299987792969
2024-01-10,389.8500061035156
2024-01-11,384.8800048828125
2024-01-12,381.82000732421875
2024-01-16,381.6099853515625
2024-01-17,377.05999755859375
2024-01-18,387.0
2024-01-19,386.8399963378906
2024-01-22,399.7900085449219
2024-01-23,390.6600036621094
2024-01-24,380.8999938964844
2024-01-25,378.55999755859375
2024-01-26,377.3900146484375
2024-01-29,383.42999267578125
2024-01-30,379.6499938964844
2024-01-31,371.25
2024-02-01,377.0799865722656
2024-02-02,373.8500061035156
2024-02-05,366.67999267578125
2024-02-06,373.57000732421875
2024-02-07,380.8500061035156
2024-02-08,387.3399963378906
2024-02-09,386.6499938964844
2024-02-12,392.8999938964844
2024-02-13,375.8800048828125
2024-02-14,382.7799987792969
2024-02-15,389.1300048828125
2024-02-16,387.29998779296875
2024-02-20,384.7699890136719
2024-02-21,389.1000061035156
2024-02-22,379.0799865722656
2024-02-23,387.6099853515625
2024-02-26,386.3999938964844
2024-02-27,391.05999755859375
2024-02-28,393.0899963378906
2024-02-29,398.1199951171875
2024-03-01,403.4100036621094
2024-03-04,402.1400146484375
2024-03-05,409.0
2024-03-06,406.510009765625
2024-03-07,414.1499938964844
2024-03-08,415.05999755859375
2024-03-11,402.20001220703125
2024-03-12,405.0799865722656
2024-03-13,405.5799865722656
2024-03-14,395.3399963378906
2024-03-15,399.30999755859375
2024-03-18,397.29998779296875
2024-03-19,405.1300048828125
2024-03-20,409.4599914550781
2024-03-21,418.9700012207031
2024-03-22,416.3800048828125
2024-03-25,408.1700134277344
2024-03-26,402.55999755859375
2024-03-27,414.6199951171875
2024-03-28,403.5
2024-04-01,401.29998779296875
2024-04-02,391.67999267578125
2024-04-03,392.010009765625
2024-04-04,395.17999267578125
2024-04-05,396.25
2024-04-08,396.8299865722656
2024-04-09,400.0799865722656
2024-04-10,381.3500061035156
2024-04-11,379.1400146484375
2024-04-12,380.20001220703125
2024-04-15,373.6000061035156
2024-04-16,369.9800109863281
2024-04-17,364.1499938964844
2024-04-18,362.9100036621094
2024-04-19,361.1300048828125
2024-04-22,365.8800048828125
2024-04-23,374.989990234375
2024-04-24,377.3900146484375
2024-04-25,370.0
2024-04-26,371.1700134277344
2024-04-29,369.6099853515625
2024-04-30,362.5299987792969
2024-05-01,359.5
2024-05-02,360.1099853515625
2024-05-03,364.6499938964844
2024-05-06,370.7699890136719
2024-05-07,372.67999267578125
2024-05-08,365.82000732421875
2024-05-09,373.0
2024-05-10,374.2099914550781
2024-05-13,373.0899963378906
2024-05-14,377.5
2024-05-15,383.07000732421875
2024-05-16,369.2300109863281
2024-05-17,366.8999938964844
2024-05-20,368.2900085449219
2024-05-21,371.1400146484375
2024-05-22,367.6000061035156
2024-05-23,365.0899963378906
2024-05-24,362.4599914550781
2024-05-28,357.6499938964844
2024-05-29,351.1400146484375
2024-05-30,356.1300048828125
2024-05-31,363.54998779296875
2024-06-03,361.1300048828125
2024-06-04,354.0899963378906
2024-06-05,356.0
2024-06-06,346.9800109863281
2024-06-07,340.8599853515625
2024-06-10,342.3999938964844
2024-06-11,342.6099853515625
2024-06-12,346.7300109863281
2024-06-13,343.0
2024-06-14,341.30999755859375
2024-06-17,343.17999267578125
2024-06-18,337.8900146484375
2024-06-20,333.489990234375
2024-06-21,337.9200134277344
2024-06-24,337.9100036621094
2024-06-25,310.739990234375
2024-06-26,312.2799987792969
2024-06-27,307.57000732421875
2024-06-28,307.3299865722656
2024-07-01,307.69000244140625
2024-07-02,301.3999938964844
2024-07-03,301.0899963378906
2024-07-05,299.7799987792969
2024-07-08,304.4800109863281
2024-07-09,296.1700134277344
2024-07-10,298.8699951171875
2024-07-11,317.3599853515625
2024-07-12,328.3999938964844
2024-07-15,327.0400085449219
2024-07-16,336.8999938964844
2024-07-17,336.42999267578125
2024-07-18,330.6400146484375
2024-07-19,328.5199890136719
2024-07-22,331.57000732421875
2024-07-23,338.05999755859375
2024-07-24,327.19000244140625
2024-07-25,359.94000244140625
2024-07-26,371.82000732421875
2024-07-29,369.1300048828125
2024-07-30,372.5
2024-07-31,374.0400085449219
2024-08-01,365.55999755859375
2024-08-02,353.3900146484375
2024-08-05,349.8299865722656
2024-08-06,354.5299987792969
2024-08-07,349.260009765625
2024-08-08,350.7300109863281
2024-08-09,349.2099914550781
2024-08-12,344.07000732421875
2024-08-13,347.8999938964844
2024-08-14,344.0400085449219
2024-08-15,347.0899963378906
2024-08-16,345.2799987792969
2024-08-19,345.5899963378906
2024-08-20,346.1000061035156
2024-08-21,351.0
2024-08-22,348.0799865722656
2024-08-23,358.5199890136719
2024-08-26,356.6199951171875
2024-08-27,351.9200134277344
2024-08-28,349.6300048828125
2024-08-29,350.82000732421875
2024-08-30,351.6199951171875
2024-09-03,340.0
2024-09-04,344.5299987792969
2024-09-05,341.9700012207031
2024-09-06,341.3699951171875
2024-09-09,346.4800109863281
2024-09-10,346.3999938964844
2024-09-11,345.9100036621094
2024-09-12,346.489990234375
2024-09-13,356.0199890136719
2024-09-16,358.489990234375
2024-09-17,371.8599853515625
2024-09-18,368.92999267578125
2024-09-19,372.0899963378906
2024-09-20,364.3699951171875
2024-09-23,368.29998779296875
2024-09-24,371.9100036621094
2024-09-25,366.07000732421875
2024-09-26,370.3299865722656
2024-09-27,372.5400085449219
2024-09-30,376.79998779296875
2024-10-01,375.6099853515625
2024-10-02,372.7699890136719
2024-10-03,371.45001220703125
2024-10-04,363.9100036621094
2024-10-07,363.0199890136719
2024-10-08,364.94000244140625
2024-10-09,365.739990234375
2024-10-10,362.5
2024-10-11,365.2799987792969
2024-10-14,368.30999755859375
2024-10-15,364.67999267578125
2024-10-16,371.9800109863281
2024-10-17,369.42999267578125
2024-10-18,370.4100036621094
2024-10-21,358.9800109863281
2024-10-22,350.7799987792969
2024-10-23,350.67999267578125
2024-10-24,377.3299865722656
2024-10-25,366.0
2024-10-28,369.8900146484375
2024-10-29,362.3599853515625
2024-10-30,364.45001220703125
2024-10-31,361.6400146484375
2024-11-01,363.05999755859375
2024-11-04,360.0899963378906
2024-11-05,369.2900085449219
2024-11-06,370.6300048828125
2024-11-07,371.2799987792969
2024-11-08,372.5799865722656
2024-11-11,374.989990234375
2024-11-12,356.4800109863281
2024-11-13,351.19000244140625
2024-11-14,357.489990234375
2024-11-15,359.4200134277344
2024-11-18,360.8399963378906
2024-11-19,362.7099914550781
2024-11-20,360.9800109863281
2024-11-21,364.3599853515625
