Date,CSCO
2022-02-28,55.77000045776367
2022-03-01,54.619998931884766
2022-03-02,56.150001525878906
2022-03-03,56.06999969482422
2022-03-04,56.5099983215332
2022-03-07,55.59000015258789
2022-03-08,54.400001525878906
2022-03-09,55.91999816894531
2022-03-10,54.709999084472656
2022-03-11,54.689998626708984
2022-03-14,54.29999923706055
2022-03-15,55.599998474121094
2022-03-16,55.810001373291016
2022-03-17,56.16999816894531
2022-03-18,55.970001220703125
2022-03-21,56.0
2022-03-22,56.16999816894531
2022-03-23,54.47999954223633
2022-03-24,54.5
2022-03-25,54.970001220703125
2022-03-28,55.13999938964844
2022-03-29,55.66999816894531
2022-03-30,56.04999923706055
2022-03-31,55.7599983215332
2022-04-01,55.65999984741211
2022-04-04,55.869998931884766
2022-04-05,54.91999816894531
2022-04-06,54.369998931884766
2022-04-07,54.630001068115234
2022-04-08,54.279998779296875
2022-04-11,52.880001068115234
2022-04-12,51.81999969482422
2022-04-13,52.150001525878906
2022-04-14,51.16999816894531
2022-04-18,51.11000061035156
2022-04-19,51.83000183105469
2022-04-20,53.02000045776367
2022-04-21,52.779998779296875
2022-04-22,51.36000061035156
2022-04-25,51.939998626708984
2022-04-26,50.900001525878906
2022-04-27,49.310001373291016
2022-04-28,50.630001068115234
2022-04-29,48.97999954223633
2022-05-02,49.86000061035156
2022-05-03,49.91999816894531
2022-05-04,51.58000183105469
2022-05-05,49.61000061035156
2022-05-06,49.33000183105469
2022-05-09,48.959999084472656
2022-05-10,49.54999923706055
2022-05-11,48.650001525878906
2022-05-12,48.290000915527344
2022-05-13,49.560001373291016
2022-05-16,49.0
2022-05-17,50.599998474121094
2022-05-18,48.36000061035156
2022-05-19,41.720001220703125
2022-05-20,42.939998626708984
2022-05-23,43.349998474121094
2022-05-24,43.77000045776367
2022-05-25,44.0
2022-05-26,44.9900016784668
2022-05-27,45.619998931884766
2022-05-31,45.04999923706055
2022-06-01,45.22999954223633
2022-06-02,45.790000915527344
2022-06-03,45.25
2022-06-06,45.33000183105469
2022-06-07,45.56999969482422
2022-06-08,44.91999816894531
2022-06-09,44.2599983215332
2022-06-10,43.4900016784668
2022-06-13,43.2400016784668
2022-06-14,42.90999984741211
2022-06-15,43.79999923706055
2022-06-16,43.31999969482422
2022-06-17,43.38999938964844
2022-06-21,44.13999938964844
2022-06-22,43.56999969482422
2022-06-23,42.93000030517578
2022-06-24,44.099998474121094
2022-06-27,43.77000045776367
2022-06-28,43.060001373291016
2022-06-29,42.880001068115234
2022-06-30,42.63999938964844
2022-07-01,42.599998474121094
2022-07-05,41.959999084472656
2022-07-06,42.689998626708984
2022-07-07,43.220001220703125
2022-07-08,43.38999938964844
2022-07-11,43.25
2022-07-12,42.86000061035156
2022-07-13,42.70000076293945
2022-07-14,42.33000183105469
2022-07-15,43.06999969482422
2022-07-18,42.599998474121094
2022-07-19,44.029998779296875
2022-07-20,44.130001068115234
2022-07-21,44.58000183105469
2022-07-22,44.459999084472656
2022-07-25,44.34000015258789
2022-07-26,43.83000183105469
2022-07-27,44.63999938964844
2022-07-28,45.619998931884766
2022-07-29,45.369998931884766
2022-08-01,45.279998779296875
2022-08-02,44.91999816894531
2022-08-03,45.709999084472656
2022-08-04,45.380001068115234
2022-08-05,45.0099983215332
2022-08-08,45.02000045776367
2022-08-09,44.91999816894531
2022-08-10,46.02000045776367
2022-08-11,45.900001525878906
2022-08-12,46.61000061035156
2022-08-15,46.59000015258789
2022-08-16,46.77000045776367
2022-08-17,46.65999984741211
2022-08-18,49.369998931884766
2022-08-19,48.70000076293945
2022-08-22,47.709999084472656
2022-08-23,47.40999984741211
2022-08-24,47.06999969482422
2022-08-25,47.27000045776367
2022-08-26,45.88999938964844
2022-08-29,45.709999084472656
2022-08-30,45.2400016784668
2022-08-31,44.720001220703125
2022-09-01,45.290000915527344
2022-09-02,44.59000015258789
2022-09-06,44.470001220703125
2022-09-07,45.02000045776367
2022-09-08,45.369998931884766
2022-09-09,45.77000045776367
2022-09-12,46.400001525878906
2022-09-13,44.11000061035156
2022-09-14,43.959999084472656
2022-09-15,43.290000915527344
2022-09-16,43.29999923706055
2022-09-19,43.29999923706055
2022-09-20,42.58000183105469
2022-09-21,41.59000015258789
2022-09-22,41.150001525878906
2022-09-23,40.65999984741211
2022-09-26,40.58000183105469
2022-09-27,40.52000045776367
2022-09-28,41.34000015258789
2022-09-29,40.56999969482422
2022-09-30,40.0
2022-10-03,41.290000915527344
2022-10-04,41.81999969482422
2022-10-05,41.9900016784668
2022-10-06,41.52000045776367
2022-10-07,40.27000045776367
2022-10-10,39.88999938964844
2022-10-11,39.58000183105469
2022-10-12,39.27000045776367
2022-10-13,40.61000061035156
2022-10-14,40.20000076293945
2022-10-17,41.29999923706055
2022-10-18,41.790000915527344
2022-10-19,41.880001068115234
2022-10-20,41.709999084472656
2022-10-21,42.79999923706055
2022-10-24,43.540000915527344
2022-10-25,44.36000061035156
2022-10-26,44.380001068115234
2022-10-27,44.41999816894531
2022-10-28,45.63999938964844
2022-10-31,45.43000030517578
2022-11-01,45.459999084472656
2022-11-02,44.56999969482422
2022-11-03,43.849998474121094
2022-11-04,44.52000045776367
2022-11-07,44.54999923706055
2022-11-08,44.61000061035156
2022-11-09,43.90999984741211
2022-11-10,45.65999984741211
2022-11-11,44.790000915527344
2022-11-14,44.7400016784668
2022-11-15,44.900001525878906
2022-11-16,44.38999938964844
2022-11-17,46.59000015258789
2022-11-18,47.790000915527344
2022-11-21,47.619998931884766
2022-11-22,48.380001068115234
2022-11-23,48.56999969482422
2022-11-25,48.400001525878906
2022-11-28,48.08000183105469
2022-11-29,48.279998779296875
2022-11-30,49.720001220703125
2022-12-01,49.970001220703125
2022-12-02,49.70000076293945
2022-12-05,49.33000183105469
2022-12-06,48.59000015258789
2022-12-07,48.18000030517578
2022-12-08,48.9900016784668
2022-12-09,48.459999084472656
2022-12-12,49.29999923706055
2022-12-13,49.63999938964844
2022-12-14,49.29999923706055
2022-12-15,48.150001525878906
2022-12-16,47.810001373291016
2022-12-19,47.400001525878906
2022-12-20,47.369998931884766
2022-12-21,47.65999984741211
2022-12-22,47.31999969482422
2022-12-23,47.47999954223633
2022-12-27,47.529998779296875
2022-12-28,47.06999969482422
2022-12-29,47.5
