Date,ONB
2022-02-28,18.280000686645508
2022-03-01,17.260000228881836
2022-03-02,17.739999771118164
2022-03-03,17.780000686645508
2022-03-04,17.459999084472656
2022-03-07,16.780000686645508
2022-03-08,17.139999389648438
2022-03-09,17.489999771118164
2022-03-10,17.309999465942383
2022-03-11,17.469999313354492
2022-03-14,17.489999771118164
2022-03-15,17.540000915527344
2022-03-16,18.049999237060547
2022-03-17,17.420000076293945
2022-03-18,17.219999313354492
2022-03-21,17.270000457763672
2022-03-22,17.34000015258789
2022-03-23,16.780000686645508
2022-03-24,16.959999084472656
2022-03-25,17.270000457763672
2022-03-28,17.06999969482422
2022-03-29,17.219999313354492
2022-03-30,16.709999084472656
2022-03-31,16.3799991607666
2022-04-01,16.280000686645508
2022-04-04,16.1200008392334
2022-04-05,15.899999618530273
2022-04-06,15.609999656677246
2022-04-07,15.510000228881836
2022-04-08,15.390000343322754
2022-04-11,15.329999923706055
2022-04-12,15.15999984741211
2022-04-13,15.430000305175781
2022-04-14,15.3100004196167
2022-04-18,15.359999656677246
2022-04-19,15.829999923706055
2022-04-20,15.800000190734863
2022-04-21,15.710000038146973
2022-04-22,15.380000114440918
2022-04-25,15.399999618530273
2022-04-26,15.40999984741211
2022-04-27,15.25
2022-04-28,15.34000015258789
2022-04-29,15.15999984741211
2022-05-02,15.170000076293945
2022-05-03,15.6899995803833
2022-05-04,15.989999771118164
2022-05-05,15.699999809265137
2022-05-06,15.420000076293945
2022-05-09,15.329999923706055
2022-05-10,15.329999923706055
2022-05-11,15.140000343322754
2022-05-12,15.420000076293945
2022-05-13,15.449999809265137
2022-05-16,15.300000190734863
2022-05-17,15.84000015258789
2022-05-18,15.65999984741211
2022-05-19,15.369999885559082
2022-05-20,15.289999961853027
2022-05-23,15.550000190734863
2022-05-24,15.510000228881836
2022-05-25,15.630000114440918
2022-05-26,15.859999656677246
2022-05-27,15.979999542236328
2022-05-31,15.899999618530273
2022-06-01,15.8100004196167
2022-06-02,16.09000015258789
2022-06-03,15.84000015258789
2022-06-06,15.989999771118164
2022-06-07,16.059999465942383
2022-06-08,15.789999961853027
2022-06-09,15.279999732971191
2022-06-10,15.0600004196167
2022-06-13,14.779999732971191
2022-06-14,14.789999961853027
2022-06-15,14.869999885559082
2022-06-16,14.289999961853027
2022-06-17,14.59000015258789
2022-06-21,14.6899995803833
2022-06-22,14.859999656677246
2022-06-23,14.550000190734863
2022-06-24,14.949999809265137
2022-06-27,15.020000457763672
2022-06-28,14.970000267028809
2022-06-29,14.850000381469727
2022-06-30,14.789999961853027
2022-07-01,15.0600004196167
2022-07-05,15.100000381469727
2022-07-06,15.020000457763672
2022-07-07,15.140000343322754
2022-07-08,15.100000381469727
2022-07-11,14.960000038146973
2022-07-12,15.199999809265137
2022-07-13,14.920000076293945
2022-07-14,14.75
2022-07-15,15.270000457763672
2022-07-18,15.300000190734863
2022-07-19,15.819999694824219
2022-07-20,15.859999656677246
2022-07-21,15.859999656677246
2022-07-22,15.880000114440918
2022-07-25,16.219999313354492
2022-07-26,16.59000015258789
2022-07-27,16.989999771118164
2022-07-28,17.09000015258789
2022-07-29,17.40999984741211
2022-08-01,17.360000610351562
2022-08-02,17.209999084472656
2022-08-03,17.209999084472656
2022-08-04,16.989999771118164
2022-08-05,17.270000457763672
2022-08-08,17.239999771118164
2022-08-09,17.31999969482422
2022-08-10,17.549999237060547
2022-08-11,17.68000030517578
2022-08-12,17.90999984741211
2022-08-15,18.09000015258789
2022-08-16,18.360000610351562
2022-08-17,18.18000030517578
2022-08-18,18.170000076293945
2022-08-19,18.0
2022-08-22,17.649999618530273
2022-08-23,17.450000762939453
2022-08-24,17.31999969482422
2022-08-25,17.489999771118164
2022-08-26,17.18000030517578
2022-08-29,16.8700008392334
2022-08-30,16.959999084472656
2022-08-31,16.690000534057617
2022-09-01,16.709999084472656
2022-09-02,16.56999969482422
2022-09-06,16.270000457763672
2022-09-07,16.559999465942383
2022-09-08,16.860000610351562
2022-09-09,17.020000457763672
2022-09-12,17.200000762939453
2022-09-13,16.690000534057617
2022-09-14,16.81999969482422
2022-09-15,16.860000610351562
2022-09-16,16.940000534057617
2022-09-19,17.43000030517578
2022-09-20,17.540000915527344
2022-09-21,17.360000610351562
2022-09-22,17.100000381469727
2022-09-23,16.809999465942383
2022-09-26,16.709999084472656
2022-09-27,16.399999618530273
2022-09-28,16.799999237060547
2022-09-29,16.639999389648438
2022-09-30,16.469999313354492
2022-10-03,16.8700008392334
2022-10-04,17.709999084472656
2022-10-05,17.709999084472656
2022-10-06,17.639999389648438
2022-10-07,17.309999465942383
2022-10-10,17.329999923706055
2022-10-11,17.5
2022-10-12,17.540000915527344
2022-10-13,18.329999923706055
2022-10-14,18.190000534057617
2022-10-17,18.459999084472656
2022-10-18,18.530000686645508
2022-10-19,18.25
2022-10-20,17.68000030517578
2022-10-21,18.0
2022-10-24,18.34000015258789
2022-10-25,18.969999313354492
2022-10-26,19.06999969482422
2022-10-27,19.040000915527344
2022-10-28,19.3799991607666
2022-10-31,19.559999465942383
2022-11-01,19.709999084472656
2022-11-02,19.25
2022-11-03,19.280000686645508
2022-11-04,19.700000762939453
2022-11-07,19.770000457763672
2022-11-08,19.670000076293945
2022-11-09,19.489999771118164
2022-11-10,19.790000915527344
2022-11-11,18.790000915527344
2022-11-14,18.6299991607666
2022-11-15,18.600000381469727
2022-11-16,18.309999465942383
2022-11-17,18.190000534057617
2022-11-18,18.639999389648438
2022-11-21,18.81999969482422
2022-11-22,19.0
2022-11-23,18.860000610351562
2022-11-25,18.969999313354492
2022-11-28,18.700000762939453
2022-11-29,18.760000228881836
2022-11-30,19.110000610351562
2022-12-01,19.020000457763672
2022-12-02,19.020000457763672
2022-12-05,18.15999984741211
2022-12-06,18.040000915527344
2022-12-07,18.079999923706055
2022-12-08,18.06999969482422
2022-12-09,18.0
2022-12-12,18.100000381469727
2022-12-13,17.579999923706055
2022-12-14,17.43000030517578
2022-12-15,17.200000762939453
2022-12-16,17.110000610351562
2022-12-19,17.149999618530273
2022-12-20,17.350000381469727
2022-12-21,17.760000228881836
2022-12-22,17.59000015258789
2022-12-23,17.780000686645508
2022-12-27,17.81999969482422
2022-12-28,17.829999923706055
2022-12-29,18.170000076293945
2022-12-30,17.979999542236328
2023-01-03,17.860000610351562
2023-01-04,17.829999923706055
2023-01-05,17.790000915527344
2023-01-06,18.31999969482422
2023-01-09,18.1200008392334
2023-01-10,18.420000076293945
2023-01-11,18.34000015258789
2023-01-12,18.739999771118164
2023-01-13,18.600000381469727
2023-01-17,18.3799991607666
2023-01-18,17.790000915527344
2023-01-19,17.799999237060547
2023-01-20,18.020000457763672
2023-01-23,18.15999984741211
2023-01-24,17.030000686645508
2023-01-25,16.989999771118164
2023-01-26,17.139999389648438
2023-01-27,17.06999969482422
2023-01-30,17.040000915527344
2023-01-31,17.5
2023-02-01,17.540000915527344
2023-02-02,17.81999969482422
2023-02-03,17.920000076293945
2023-02-06,17.850000381469727
2023-02-07,17.950000762939453
2023-02-08,17.739999771118164
2023-02-09,17.690000534057617
2023-02-10,17.809999465942383
2023-02-13,17.989999771118164
2023-02-14,17.829999923706055
2023-02-15,17.959999084472656
2023-02-16,17.809999465942383
2023-02-17,18.010000228881836
2023-02-21,17.610000610351562
2023-02-22,17.56999969482422
2023-02-23,17.989999771118164
2023-02-24,17.81999969482422
2023-02-27,17.729999542236328
2023-02-28,17.670000076293945
2023-03-01,17.510000228881836
2023-03-02,17.190000534057617
2023-03-03,17.3700008392334
2023-03-06,17.219999313354492
2023-03-07,16.809999465942383
2023-03-08,16.75
2023-03-09,16.020000457763672
2023-03-10,15.960000038146973
2023-03-13,15.319999694824219
2023-03-14,15.15999984741211
2023-03-15,14.59000015258789
2023-03-16,15.020000457763672
2023-03-17,14.390000343322754
2023-03-20,14.8100004196167
2023-03-21,15.180000305175781
2023-03-22,14.460000038146973
2023-03-23,13.949999809265137
2023-03-24,14.579999923706055
2023-03-27,14.510000228881836
2023-03-28,14.460000038146973
