Date,OKTA
2022-02-28,182.83999633789062
2022-03-01,184.13999938964844
2022-03-02,182.6999969482422
2022-03-03,167.97999572753906
2022-03-04,158.41000366210938
2022-03-07,154.39999389648438
2022-03-08,159.5500030517578
2022-03-09,170.3000030517578
2022-03-10,165.72000122070312
2022-03-11,154.05999755859375
2022-03-14,146.10000610351562
2022-03-15,148.92999267578125
2022-03-16,155.7899932861328
2022-03-17,161.1199951171875
2022-03-18,174.5
2022-03-21,169.41000366210938
2022-03-22,166.42999267578125
2022-03-23,148.5500030517578
2022-03-24,144.5
2022-03-25,138.11000061035156
2022-03-28,149.86000061035156
2022-03-29,156.80999755859375
2022-03-30,152.60000610351562
2022-03-31,150.9600067138672
2022-04-01,148.7899932861328
2022-04-04,160.4199981689453
2022-04-05,156.7899932861328
2022-04-06,150.10000610351562
2022-04-07,147.57000732421875
2022-04-08,142.86000061035156
2022-04-11,144.92999267578125
2022-04-12,143.36000061035156
2022-04-13,150.25
2022-04-14,143.57000732421875
2022-04-18,139.7100067138672
2022-04-19,149.0500030517578
2022-04-20,144.75999450683594
2022-04-21,138.77000427246094
2022-04-22,136.3300018310547
2022-04-25,138.39999389648438
2022-04-26,129.69000244140625
2022-04-27,127.05999755859375
2022-04-28,131.6999969482422
2022-04-29,119.30999755859375
2022-05-02,123.97000122070312
2022-05-03,117.72000122070312
2022-05-04,120.51000213623047
2022-05-05,111.16999816894531
2022-05-06,102.44999694824219
2022-05-09,88.83000183105469
2022-05-10,91.56999969482422
2022-05-11,84.45999908447266
2022-05-12,87.69000244140625
2022-05-13,97.69999694824219
2022-05-16,89.37000274658203
2022-05-17,87.4800033569336
2022-05-18,78.7699966430664
2022-05-19,83.02999877929688
2022-05-20,84.22000122070312
2022-05-23,83.51000213623047
2022-05-24,78.86000061035156
2022-05-25,82.56999969482422
2022-05-26,81.20999908447266
2022-05-27,86.05999755859375
2022-05-31,83.05000305175781
2022-06-01,84.43000030517578
2022-06-02,93.68000030517578
2022-06-03,98.37999725341797
2022-06-06,95.0
2022-06-07,99.73999786376953
2022-06-08,102.19000244140625
2022-06-09,94.91999816894531
2022-06-10,90.12000274658203
2022-06-13,81.66000366210938
2022-06-14,81.47000122070312
2022-06-15,85.91000366210938
2022-06-16,79.04000091552734
2022-06-17,82.66999816894531
2022-06-21,84.12000274658203
2022-06-22,86.0199966430664
2022-06-23,93.4000015258789
2022-06-24,101.26000213623047
2022-06-27,97.26000213623047
2022-06-28,92.5999984741211
2022-06-29,93.36000061035156
2022-06-30,90.4000015258789
2022-07-01,95.9800033569336
2022-07-05,102.55999755859375
2022-07-06,101.33000183105469
2022-07-07,103.66000366210938
2022-07-08,103.9000015258789
2022-07-11,100.37999725341797
2022-07-12,95.76000213623047
2022-07-13,97.0999984741211
2022-07-14,92.83999633789062
2022-07-15,94.0199966430664
2022-07-18,95.45999908447266
2022-07-19,95.69000244140625
2022-07-20,103.02999877929688
2022-07-21,104.4000015258789
2022-07-22,101.94999694824219
2022-07-25,99.13999938964844
2022-07-26,91.16999816894531
2022-07-27,96.41999816894531
2022-07-28,98.4000015258789
2022-07-29,98.44999694824219
2022-08-01,98.52999877929688
2022-08-02,97.87999725341797
2022-08-03,104.48999786376953
2022-08-04,104.06999969482422
2022-08-05,104.47000122070312
2022-08-08,107.22000122070312
2022-08-09,101.43000030517578
2022-08-10,105.69000244140625
2022-08-11,102.48999786376953
2022-08-12,104.1500015258789
2022-08-15,107.11000061035156
2022-08-16,106.0199966430664
2022-08-17,101.72000122070312
2022-08-18,101.7699966430664
2022-08-19,96.20999908447266
2022-08-22,93.5
