Date,SNY
2022-02-28,52.45000076293945
2022-03-01,51.060001373291016
2022-03-02,51.060001373291016
2022-03-03,50.18000030517578
2022-03-04,48.47999954223633
2022-03-07,48.59000015258789
2022-03-08,50.20000076293945
2022-03-09,51.93000030517578
2022-03-10,51.400001525878906
2022-03-11,50.709999084472656
2022-03-14,50.33000183105469
2022-03-15,51.83000183105469
2022-03-16,51.900001525878906
2022-03-17,52.599998474121094
2022-03-18,52.09000015258789
2022-03-21,50.95000076293945
2022-03-22,51.709999084472656
2022-03-23,51.59000015258789
2022-03-24,51.189998626708984
2022-03-25,51.529998779296875
2022-03-28,51.83000183105469
2022-03-29,51.41999816894531
2022-03-30,51.599998474121094
2022-03-31,51.34000015258789
2022-04-01,52.20000076293945
2022-04-04,52.54999923706055
2022-04-05,52.900001525878906
2022-04-06,54.13999938964844
2022-04-07,55.52000045776367
2022-04-08,56.75
2022-04-11,57.459999084472656
2022-04-12,55.720001220703125
2022-04-13,56.70000076293945
2022-04-14,55.75
2022-04-18,55.189998626708984
2022-04-19,55.20000076293945
2022-04-20,55.849998474121094
2022-04-21,55.22999954223633
2022-04-22,54.2400016784668
2022-04-25,54.540000915527344
2022-04-26,53.90999984741211
2022-04-27,54.34000015258789
2022-04-28,54.40999984741211
2022-04-29,52.25
2022-05-02,53.060001373291016
2022-05-03,53.41999816894531
2022-05-04,52.4900016784668
2022-05-05,51.47999954223633
2022-05-06,51.400001525878906
2022-05-09,50.91999816894531
2022-05-10,52.16999816894531
2022-05-11,50.720001220703125
2022-05-12,51.220001220703125
2022-05-13,52.029998779296875
2022-05-16,52.560001373291016
2022-05-17,52.900001525878906
2022-05-18,52.38999938964844
2022-05-19,53.060001373291016
2022-05-20,54.400001525878906
2022-05-23,55.43000030517578
2022-05-24,56.290000915527344
2022-05-25,55.849998474121094
2022-05-26,55.5
2022-05-27,55.150001525878906
2022-05-31,53.25
2022-06-01,53.209999084472656
2022-06-02,53.439998626708984
2022-06-03,53.529998779296875
2022-06-06,53.20000076293945
2022-06-07,53.689998626708984
2022-06-08,52.880001068115234
2022-06-09,51.97999954223633
2022-06-10,50.90999984741211
2022-06-13,49.91999816894531
2022-06-14,49.119998931884766
2022-06-15,48.9900016784668
2022-06-16,49.279998779296875
2022-06-17,49.20000076293945
2022-06-21,49.4900016784668
2022-06-22,50.22999954223633
2022-06-23,50.41999816894531
2022-06-24,53.41999816894531
2022-06-27,52.599998474121094
2022-06-28,52.13999938964844
2022-06-29,52.66999816894531
2022-06-30,50.029998779296875
2022-07-01,51.0099983215332
2022-07-05,50.18000030517578
2022-07-06,50.040000915527344
2022-07-07,50.220001220703125
2022-07-08,50.15999984741211
2022-07-11,50.290000915527344
2022-07-12,50.16999816894531
2022-07-13,49.810001373291016
2022-07-14,49.459999084472656
2022-07-15,50.47999954223633
2022-07-18,50.150001525878906
2022-07-19,51.599998474121094
2022-07-20,49.88999938964844
2022-07-21,49.959999084472656
2022-07-22,49.83000183105469
2022-07-25,50.310001373291016
2022-07-26,50.349998474121094
2022-07-27,50.91999816894531
2022-07-28,50.91999816894531
2022-07-29,49.70000076293945
2022-08-01,48.900001525878906
2022-08-02,48.79999923706055
2022-08-03,48.84000015258789
2022-08-04,49.18000030517578
2022-08-05,49.709999084472656
2022-08-08,49.08000183105469
2022-08-09,48.65999984741211
2022-08-10,45.20000076293945
2022-08-11,43.41999816894531
2022-08-12,44.369998931884766
2022-08-15,43.83000183105469
