Date,CHKP
2022-06-08,128.0500030517578
2022-06-09,125.55000305175781
2022-06-10,123.79000091552734
2022-06-13,120.62000274658203
2022-06-14,121.44999694824219
2022-06-15,121.13999938964844
2022-06-16,117.5999984741211
2022-06-17,119.41999816894531
2022-06-21,120.18000030517578
2022-06-22,118.58999633789062
2022-06-23,118.54000091552734
2022-06-24,124.0999984741211
2022-06-27,123.91000366210938
2022-06-28,121.69999694824219
2022-06-29,121.20999908447266
2022-06-30,121.77999877929688
2022-07-01,123.83000183105469
2022-07-05,123.12000274658203
2022-07-06,124.18000030517578
2022-07-07,124.98999786376953
2022-07-08,127.16000366210938
2022-07-11,125.63999938964844
2022-07-12,122.62999725341797
2022-07-13,122.81999969482422
2022-07-14,121.55999755859375
2022-07-15,122.72000122070312
2022-07-18,121.1500015258789
2022-07-19,123.75
2022-07-20,127.33000183105469
2022-07-21,129.14999389648438
2022-07-22,128.85000610351562
2022-07-25,127.68000030517578
2022-07-26,124.05999755859375
2022-07-27,125.63999938964844
2022-07-28,126.18000030517578
2022-07-29,124.5999984741211
2022-08-01,119.02999877929688
2022-08-02,118.38999938964844
2022-08-03,117.93000030517578
2022-08-04,118.83000183105469
2022-08-05,119.30999755859375
2022-08-08,120.30000305175781
2022-08-09,119.0
2022-08-10,122.5
2022-08-11,120.8499984741211
2022-08-12,122.86000061035156
2022-08-15,122.61000061035156
2022-08-16,125.80000305175781
2022-08-17,123.37000274658203
2022-08-18,124.62999725341797
2022-08-19,123.79000091552734
2022-08-22,121.70999908447266
2022-08-23,121.94000244140625
2022-08-24,122.27999877929688
2022-08-25,122.68000030517578
2022-08-26,121.68000030517578
2022-08-29,121.93000030517578
2022-08-30,122.12000274658203
2022-08-31,120.23999786376953
2022-09-01,119.62000274658203
2022-09-02,117.61000061035156
2022-09-06,118.13999938964844
2022-09-07,119.8499984741211
2022-09-08,119.94000244140625
2022-09-09,121.66999816894531
2022-09-12,123.62000274658203
2022-09-13,121.48999786376953
2022-09-14,119.87999725341797
2022-09-15,119.5
2022-09-16,117.25
2022-09-19,118.1500015258789
2022-09-20,116.08000183105469
2022-09-21,114.56999969482422
2022-09-22,112.37000274658203
2022-09-23,111.4000015258789
2022-09-26,112.06999969482422
2022-09-27,111.12000274658203
2022-09-28,113.01000213623047
2022-09-29,112.87999725341797
2022-09-30,112.0199966430664
2022-10-03,115.91999816894531
2022-10-04,118.19000244140625
2022-10-05,114.0
2022-10-06,113.75
2022-10-07,110.69000244140625
2022-10-10,109.66999816894531
2022-10-11,109.31999969482422
2022-10-12,110.0
2022-10-13,113.86000061035156
2022-10-14,111.8499984741211
2022-10-17,112.38999938964844
2022-10-18,114.41999816894531
2022-10-19,111.8499984741211
2022-10-20,112.33000183105469
2022-10-21,114.30999755859375
2022-10-24,114.69000244140625
2022-10-25,116.7300033569336
2022-10-26,116.48999786376953
2022-10-27,127.29000091552734
2022-10-28,127.83000183105469
2022-10-31,129.22999572753906
2022-11-01,129.82000732421875
2022-11-02,126.12999725341797
2022-11-03,124.83999633789062
2022-11-04,125.5999984741211
2022-11-07,127.0
2022-11-08,127.94000244140625
2022-11-09,127.43000030517578
2022-11-10,130.72999572753906
2022-11-11,131.58999633789062
2022-11-14,127.9000015258789
2022-11-15,129.0500030517578
2022-11-16,127.83999633789062
2022-11-17,127.9800033569336
2022-11-18,129.2899932861328
2022-11-21,129.52000427246094
2022-11-22,131.5500030517578
2022-11-23,131.47999572753906
2022-11-25,132.41000366210938
2022-11-28,130.85000610351562
2022-11-29,131.02999877929688
2022-11-30,132.8300018310547
2022-12-01,134.5
2022-12-02,133.47999572753906
2022-12-05,131.66000366210938
2022-12-06,131.50999450683594
2022-12-07,131.52000427246094
2022-12-08,131.27000427246094
2022-12-09,131.52999877929688
2022-12-12,132.39999389648438
2022-12-13,133.63999938964844
2022-12-14,133.1199951171875
2022-12-15,129.9199981689453
2022-12-16,129.0500030517578
2022-12-19,127.4800033569336
2022-12-20,128.02999877929688
2022-12-21,127.5999984741211
2022-12-22,126.45999908447266
2022-12-23,126.97000122070312
2022-12-27,126.2300033569336
2022-12-28,124.91000366210938
2022-12-29,126.0999984741211
2022-12-30,126.16000366210938
2023-01-03,126.83000183105469
2023-01-04,127.19999694824219
2023-01-05,126.7699966430664
2023-01-06,128.1999969482422
2023-01-09,125.86000061035156
2023-01-10,124.63999938964844
2023-01-11,124.91999816894531
2023-01-12,126.04000091552734
2023-01-13,128.99000549316406
2023-01-17,130.02999877929688
2023-01-18,131.92999267578125
2023-01-19,131.83999633789062
2023-01-20,131.72000122070312
2023-01-23,129.02999877929688
2023-01-24,128.10000610351562
2023-01-25,128.44000244140625
2023-01-26,129.42999267578125
2023-01-27,129.02999877929688
2023-01-30,126.29000091552734
2023-01-31,127.19999694824219
2023-02-01,129.55999755859375
2023-02-02,128.9499969482422
2023-02-03,128.4600067138672
2023-02-06,125.51000213623047
2023-02-07,127.94999694824219
2023-02-08,127.5199966430664
2023-02-09,127.29000091552734
2023-02-10,127.16000366210938
2023-02-13,128.25999450683594
2023-02-14,125.97000122070312
2023-02-15,127.58000183105469
2023-02-16,123.9800033569336
2023-02-17,124.95999908447266
2023-02-21,125.37000274658203
2023-02-22,125.66000366210938
2023-02-23,125.51000213623047
2023-02-24,124.19999694824219
2023-02-27,124.44000244140625
2023-02-28,123.72000122070312
2023-03-01,123.77999877929688
2023-03-02,125.98999786376953
2023-03-03,126.58000183105469
2023-03-06,126.58999633789062
2023-03-07,126.76000213623047
2023-03-08,126.19999694824219
2023-03-09,125.3499984741211
2023-03-10,125.02999877929688
2023-03-13,123.77999877929688
2023-03-14,126.79000091552734
2023-03-15,125.41999816894531
2023-03-16,128.80999755859375
2023-03-17,129.1699981689453
2023-03-20,131.00999450683594
2023-03-21,129.52000427246094
2023-03-22,126.2300033569336
2023-03-23,128.02999877929688
2023-03-24,128.39999389648438
2023-03-27,128.77000427246094
2023-03-28,126.79000091552734
2023-03-29,127.68000030517578
2023-03-30,127.62999725341797
2023-03-31,130.0
2023-04-03,130.72000122070312
2023-04-04,132.6199951171875
2023-04-05,131.38999938964844
2023-04-06,131.8300018310547
2023-04-10,130.75999450683594
2023-04-11,130.8000030517578
2023-04-12,132.82000732421875
2023-04-13,134.4600067138672
2023-04-14,132.41000366210938
2023-04-17,132.82000732421875
2023-04-18,132.6699981689453
2023-04-19,131.6300048828125
2023-04-20,130.67999267578125
2023-04-21,131.8300018310547
2023-04-24,130.9600067138672
2023-04-25,126.06999969482422
2023-04-26,125.9800033569336
2023-04-27,128.07000732421875
2023-04-28,127.36000061035156
2023-05-01,118.5199966430664
2023-05-02,120.75
2023-05-03,119.66000366210938
2023-05-04,118.45999908447266
2023-05-05,120.95999908447266
2023-05-08,122.44999694824219
2023-05-09,121.51000213623047
2023-05-10,120.88999938964844
2023-05-11,120.88999938964844
2023-05-12,120.16999816894531
2023-05-15,120.06999969482422
2023-05-16,119.98999786376953
2023-05-17,119.33999633789062
2023-05-18,119.13999938964844
2023-05-19,121.41999816894531
2023-05-22,122.62000274658203
2023-05-23,122.01000213623047
2023-05-24,123.63999938964844
2023-05-25,123.04000091552734
2023-05-26,123.86000061035156
2023-05-30,123.44000244140625
2023-05-31,124.80999755859375
2023-06-01,124.18000030517578
2023-06-02,124.02999877929688
2023-06-05,123.98999786376953
2023-06-06,124.37999725341797
2023-06-07,123.94999694824219
2023-06-08,123.87999725341797
2023-06-09,126.13999938964844
2023-06-12,125.5999984741211
2023-06-13,126.87999725341797
2023-06-14,128.8699951171875
2023-06-15,130.4499969482422
2023-06-16,130.91000366210938
2023-06-20,128.47000122070312
2023-06-21,126.16999816894531
2023-06-22,126.86000061035156
2023-06-23,126.05999755859375
2023-06-26,124.08000183105469
2023-06-27,126.18000030517578
2023-06-28,126.7300033569336
2023-06-29,127.94000244140625
2023-06-30,125.62000274658203
2023-07-03,126.30999755859375
2023-07-05,125.75
2023-07-06,125.3499984741211
2023-07-07,125.02999877929688
2023-07-10,124.55999755859375
2023-07-11,127.80999755859375
2023-07-12,126.19000244140625
2023-07-13,127.56999969482422
2023-07-14,125.5199966430664
2023-07-17,127.30000305175781
2023-07-18,127.87000274658203
2023-07-19,127.31999969482422
2023-07-20,128.35000610351562
2023-07-21,128.5
2023-07-24,127.27999877929688
2023-07-25,128.7100067138672
2023-07-26,132.11000061035156
2023-07-27,131.7899932861328
2023-07-28,130.82000732421875
2023-07-31,132.2100067138672
2023-08-01,132.30999755859375
2023-08-02,130.8300018310547
2023-08-03,131.9600067138672
2023-08-04,127.18000030517578
2023-08-07,126.75
2023-08-08,126.45999908447266
2023-08-09,126.37000274658203
2023-08-10,130.0399932861328
2023-08-11,130.7899932861328
2023-08-14,130.19000244140625
2023-08-15,128.5800018310547
2023-08-16,130.6300048828125
2023-08-17,131.8800048828125
2023-08-18,131.6199951171875
2023-08-21,132.08999633789062
2023-08-22,132.3000030517578
2023-08-23,133.47999572753906
2023-08-24,131.94000244140625
2023-08-25,134.42999267578125
2023-08-28,133.72999572753906
2023-08-29,134.7100067138672
2023-08-30,134.1699981689453
2023-08-31,134.58999633789062
2023-09-01,133.13999938964844
2023-09-05,133.85000610351562
2023-09-06,133.86000061035156
2023-09-07,135.44000244140625
2023-09-08,135.66000366210938
2023-09-11,135.9600067138672
2023-09-12,133.75
2023-09-13,134.55999755859375
2023-09-14,135.83999633789062
2023-09-15,136.02000427246094
2023-09-18,135.5800018310547
2023-09-19,137.30999755859375
2023-09-20,137.4600067138672
2023-09-21,135.8699951171875
2023-09-22,137.39999389648438
2023-09-25,136.3699951171875
2023-09-26,133.42999267578125
2023-09-27,132.8000030517578
2023-09-28,133.99000549316406
2023-09-29,133.27999877929688
2023-10-02,133.47999572753906
2023-10-03,132.82000732421875
2023-10-04,132.83999633789062
2023-10-05,134.8000030517578
2023-10-06,137.02000427246094
2023-10-09,134.97000122070312
2023-10-10,135.4499969482422
2023-10-11,134.3699951171875
2023-10-12,135.02000427246094
2023-10-13,134.30999755859375
2023-10-16,136.4600067138672
2023-10-17,135.49000549316406
2023-10-18,137.38999938964844
2023-10-19,135.5
2023-10-20,134.64999389648438
2023-10-23,132.42999267578125
2023-10-24,136.27999877929688
2023-10-25,133.60000610351562
2023-10-26,132.47999572753906
2023-10-27,131.83999633789062
2023-10-30,129.4499969482422
2023-10-31,134.25
2023-11-01,136.25999450683594
2023-11-02,136.5800018310547
2023-11-03,136.9199981689453
2023-11-06,138.75999450683594
2023-11-07,137.86000061035156
2023-11-08,137.55999755859375
2023-11-09,138.30999755859375
2023-11-10,142.0500030517578
2023-11-13,143.24000549316406
2023-11-14,142.0
2023-11-15,141.10000610351562
2023-11-16,140.6999969482422
2023-11-17,142.36000061035156
2023-11-20,142.52999877929688
2023-11-21,144.57000732421875
2023-11-22,143.42999267578125
2023-11-24,145.5399932861328
2023-11-27,145.69000244140625
2023-11-28,145.69000244140625
2023-11-29,146.1699981689453
2023-11-30,146.0
2023-12-01,145.8300018310547
2023-12-04,145.4600067138672
2023-12-05,145.74000549316406
2023-12-06,144.5399932861328
2023-12-07,144.5500030517578
2023-12-08,145.72000122070312
2023-12-11,147.02999877929688
2023-12-12,148.92999267578125
2023-12-13,148.77000427246094
2023-12-14,144.8000030517578
2023-12-15,146.02000427246094
2023-12-18,149.02000427246094
2023-12-19,150.60000610351562
2023-12-20,149.61000061035156
2023-12-21,150.85000610351562
2023-12-22,152.25
2023-12-26,153.63999938964844
2023-12-27,153.10000610351562
2023-12-28,152.55999755859375
2023-12-29,152.7899932861328
2024-01-02,152.27000427246094
2024-01-03,152.82000732421875
2024-01-04,152.13999938964844
2024-01-05,151.0500030517578
2024-01-08,152.27999877929688
2024-01-09,153.4600067138672
2024-01-10,155.22000122070312
2024-01-11,156.30999755859375
2024-01-12,158.72999572753906
2024-01-16,156.10000610351562
2024-01-17,157.86000061035156
2024-01-18,159.05999755859375
2024-01-19,157.72999572753906
2024-01-22,159.05999755859375
2024-01-23,157.0500030517578
2024-01-24,157.33999633789062
2024-01-25,158.88999938964844
2024-01-26,159.5800018310547
2024-01-29,160.02999877929688
2024-01-30,160.30999755859375
2024-01-31,158.92999267578125
2024-02-01,161.99000549316406
2024-02-02,162.0
2024-02-05,160.8000030517578
2024-02-06,162.4499969482422
2024-02-07,164.3300018310547
2024-02-08,163.17999267578125
2024-02-09,164.30999755859375
2024-02-12,162.8300018310547
2024-02-13,164.1300048828125
2024-02-14,165.2899932861328
2024-02-15,164.24000549316406
2024-02-16,162.77000427246094
2024-02-20,160.10000610351562
2024-02-21,154.8699951171875
2024-02-22,156.38999938964844
2024-02-23,160.27999877929688
2024-02-26,159.42999267578125
2024-02-27,161.5399932861328
2024-02-28,162.10000610351562
2024-02-29,160.4199981689453
2024-03-01,158.0500030517578
2024-03-04,159.0
2024-03-05,157.83999633789062
2024-03-06,157.75
2024-03-07,158.41000366210938
2024-03-08,160.0
2024-03-11,163.47000122070312
2024-03-12,164.55999755859375
2024-03-13,164.8000030517578
2024-03-14,166.27999877929688
2024-03-15,164.58999633789062
2024-03-18,166.47999572753906
2024-03-19,163.97999572753906
2024-03-20,165.52999877929688
2024-03-21,165.64999389648438
2024-03-22,165.0800018310547
2024-03-25,164.2899932861328
2024-03-26,164.13999938964844
2024-03-27,164.14999389648438
2024-03-28,164.00999450683594
2024-04-01,164.27999877929688
2024-04-02,164.25
2024-04-03,163.9199981689453
2024-04-04,162.74000549316406
2024-04-05,164.38999938964844
2024-04-08,164.13999938964844
2024-04-09,163.75
2024-04-10,164.64999389648438
2024-04-11,163.13999938964844
2024-04-12,161.72999572753906
2024-04-15,157.6300048828125
2024-04-16,156.8000030517578
2024-04-17,158.08999633789062
2024-04-18,158.3800048828125
2024-04-19,157.9499969482422
2024-04-22,158.7899932861328
2024-04-23,160.8000030517578
2024-04-24,161.0
2024-04-25,152.9499969482422
2024-04-26,151.1999969482422
2024-04-29,150.4600067138672
2024-04-30,149.4199981689453
2024-05-01,148.97000122070312
2024-05-02,149.47000122070312
2024-05-03,151.1999969482422
2024-05-06,152.6699981689453
2024-05-07,154.74000549316406
2024-05-08,154.92999267578125
2024-05-09,152.3800048828125
2024-05-10,151.57000732421875
2024-05-13,150.02999877929688
2024-05-14,148.91000366210938
2024-05-15,149.0
2024-05-16,151.10000610351562
2024-05-17,151.1300048828125
2024-05-20,151.86000061035156
2024-05-21,151.5800018310547
2024-05-22,153.52000427246094
2024-05-23,153.5
2024-05-24,154.4199981689453
2024-05-28,149.7100067138672
2024-05-29,149.0500030517578
2024-05-30,146.7899932861328
2024-05-31,150.5
2024-06-03,151.07000732421875
2024-06-04,151.02999877929688
2024-06-05,153.8000030517578
2024-06-06,154.82000732421875
2024-06-07,156.41000366210938
2024-06-10,156.11000061035156
2024-06-11,156.88999938964844
2024-06-12,158.0
2024-06-13,157.55999755859375
2024-06-14,156.49000549316406
2024-06-17,157.6300048828125
2024-06-18,159.1199951171875
2024-06-20,158.72000122070312
2024-06-21,158.85000610351562
2024-06-24,155.97999572753906
2024-06-25,155.5
2024-06-26,156.55999755859375
2024-06-27,162.6999969482422
2024-06-28,165.0
2024-07-01,165.0
2024-07-02,167.72999572753906
2024-07-03,168.72000122070312
2024-07-05,169.4499969482422
2024-07-08,169.39999389648438
2024-07-09,169.88999938964844
2024-07-10,170.30999755859375
2024-07-11,170.0
2024-07-12,171.77000427246094
2024-07-15,172.0500030517578
2024-07-16,174.6999969482422
2024-07-17,171.5800018310547
2024-07-18,172.10000610351562
2024-07-19,170.49000549316406
2024-07-22,170.47000122070312
2024-07-23,170.0
2024-07-24,180.07000732421875
2024-07-25,181.1699981689453
2024-07-26,182.74000549316406
2024-07-29,183.3699951171875
2024-07-30,182.42999267578125
2024-07-31,183.4499969482422
2024-08-01,181.82000732421875
2024-08-02,180.4199981689453
2024-08-05,173.91000366210938
2024-08-06,173.75999450683594
2024-08-07,177.97999572753906
2024-08-08,179.50999450683594
2024-08-09,184.38999938964844
2024-08-12,181.08999633789062
2024-08-13,182.25999450683594
2024-08-14,183.92999267578125
2024-08-15,185.67999267578125
2024-08-16,185.41000366210938
2024-08-19,187.25
2024-08-20,188.60000610351562
2024-08-21,189.07000732421875
2024-08-22,190.35000610351562
2024-08-23,190.30999755859375
2024-08-26,189.50999450683594
2024-08-27,188.1999969482422
2024-08-28,189.57000732421875
2024-08-29,191.61000061035156
2024-08-30,192.5
2024-09-03,189.99000549316406
2024-09-04,190.2899932861328
2024-09-05,188.13999938964844
2024-09-06,188.4199981689453
2024-09-09,188.64999389648438
2024-09-10,189.85000610351562
2024-09-11,189.89999389648438
2024-09-12,190.5500030517578
2024-09-13,195.1699981689453
2024-09-16,192.97000122070312
2024-09-17,191.6999969482422
2024-09-18,188.99000549316406
2024-09-19,191.08999633789062
2024-09-20,194.08999633789062
2024-09-23,195.47000122070312
2024-09-24,195.2899932861328
2024-09-25,194.0399932861328
2024-09-26,195.0
2024-09-27,193.0399932861328
2024-09-30,192.80999755859375
2024-10-01,188.99000549316406
2024-10-02,191.19000244140625
2024-10-03,190.89999389648438
2024-10-04,193.92999267578125
2024-10-07,191.5
2024-10-08,197.5399932861328
2024-10-09,203.4199981689453
2024-10-10,209.00999450683594
2024-10-11,208.5399932861328
2024-10-14,208.02000427246094
2024-10-15,207.8300018310547
2024-10-16,205.8800048828125
2024-10-17,207.44000244140625
2024-10-18,206.22999572753906
2024-10-21,205.27999877929688
2024-10-22,207.32000732421875
2024-10-23,205.3800048828125
2024-10-24,205.39999389648438
2024-10-25,207.16000366210938
2024-10-28,207.9600067138672
2024-10-29,177.8699951171875
2024-10-30,173.88999938964844
2024-10-31,173.2100067138672
2024-11-01,170.5
2024-11-04,170.17999267578125
2024-11-05,171.0399932861328
2024-11-06,174.00999450683594
2024-11-07,176.8699951171875
2024-11-08,176.02999877929688
2024-11-11,178.25999450683594
2024-11-12,177.80999755859375
2024-11-13,177.2100067138672
2024-11-14,177.5500030517578
2024-11-15,174.25
2024-11-18,173.52999877929688
2024-11-19,174.55999755859375
2024-11-20,176.8300018310547
2024-11-21,181.99000549316406
