Date,REGN
2022-02-28,618.3599853515625
2022-03-01,607.030029296875
2022-03-02,616.8699951171875
2022-03-03,611.1500244140625
2022-03-04,620.4099731445312
2022-03-07,618.5900268554688
2022-03-08,614.739990234375
2022-03-09,623.4299926757812
2022-03-10,630.3599853515625
2022-03-11,642.5800170898438
2022-03-14,656.4099731445312
2022-03-15,665.9299926757812
2022-03-16,677.97998046875
2022-03-17,685.22998046875
2022-03-18,685.9400024414062
2022-03-21,693.2000122070312
2022-03-22,692.6400146484375
2022-03-23,669.219970703125
2022-03-24,679.760009765625
2022-03-25,680.030029296875
2022-03-28,693.4000244140625
2022-03-29,698.4299926757812
2022-03-30,692.3800048828125
2022-03-31,698.4199829101562
2022-04-01,694.8300170898438
2022-04-04,698.4099731445312
2022-04-05,691.469970703125
2022-04-06,708.3599853515625
2022-04-07,721.7999877929688
2022-04-08,738.8400268554688
2022-04-11,722.3699951171875
2022-04-12,715.7899780273438
2022-04-13,731.8900146484375
2022-04-14,733.02001953125
2022-04-18,723.2000122070312
2022-04-19,716.219970703125
2022-04-20,719.6199951171875
2022-04-21,706.1099853515625
2022-04-22,688.0800170898438
2022-04-25,690.3300170898438
2022-04-26,674.8200073242188
2022-04-27,673.510009765625
2022-04-28,675.5800170898438
2022-04-29,659.1099853515625
2022-05-02,652.02001953125
2022-05-03,660.489990234375
2022-05-04,660.8599853515625
2022-05-05,639.3699951171875
2022-05-06,623.0499877929688
2022-05-09,599.77001953125
2022-05-10,615.0900268554688
2022-05-11,613.0499877929688
2022-05-12,633.9600219726562
2022-05-13,645.52001953125
2022-05-16,655.010009765625
2022-05-17,667.5599975585938
2022-05-18,659.2000122070312
2022-05-19,657.1500244140625
2022-05-20,661.1400146484375
2022-05-23,681.9099731445312
2022-05-24,686.02001953125
2022-05-25,690.8800048828125
2022-05-26,683.4400024414062
2022-05-27,692.7999877929688
2022-05-31,664.739990234375
2022-06-01,658.9199829101562
2022-06-02,630.7000122070312
2022-06-03,630.3499755859375
2022-06-06,609.030029296875
2022-06-07,613.97998046875
2022-06-08,607.760009765625
2022-06-09,575.47998046875
2022-06-10,571.8099975585938
2022-06-13,549.2999877929688
2022-06-14,548.3499755859375
2022-06-15,561.1900024414062
2022-06-16,556.75
2022-06-17,580.9500122070312
2022-06-21,587.6699829101562
2022-06-22,586.8400268554688
2022-06-23,607.3900146484375
2022-06-24,612.489990234375
2022-06-27,602.4000244140625
2022-06-28,594.4199829101562
2022-06-29,597.6199951171875
2022-06-30,591.1300048828125
2022-07-01,595.4000244140625
2022-07-05,596.5599975585938
2022-07-06,594.9000244140625
2022-07-07,607.4500122070312
2022-07-08,621.5700073242188
2022-07-11,614.4600219726562
2022-07-12,610.0900268554688
2022-07-13,602.02001953125
2022-07-14,598.8599853515625
2022-07-15,607.5399780273438
2022-07-18,586.7000122070312
2022-07-19,595.72998046875
2022-07-20,594.5900268554688
2022-07-21,592.4400024414062
2022-07-22,586.1099853515625
2022-07-25,587.280029296875
2022-07-26,582.5599975585938
2022-07-27,587.9099731445312
2022-07-28,582.3699951171875
2022-07-29,581.6900024414062
2022-08-01,576.6799926757812
2022-08-02,574.9600219726562
2022-08-03,608.77001953125
2022-08-04,614.9600219726562
2022-08-05,613.6099853515625
2022-08-08,630.6300048828125
2022-08-09,622.1500244140625
2022-08-10,641.489990234375
2022-08-11,623.9000244140625
2022-08-12,628.7100219726562
2022-08-15,643.2899780273438
2022-08-16,648.7000122070312
2022-08-17,636.3400268554688
2022-08-18,624.8300170898438
2022-08-19,618.3599853515625
2022-08-22,612.0999755859375
2022-08-23,602.530029296875
2022-08-24,602.7899780273438
2022-08-25,603.7999877929688
2022-08-26,596.1799926757812
2022-08-29,592.77001953125
2022-08-30,588.3900146484375
2022-08-31,581.0599975585938
2022-09-01,600.6300048828125
2022-09-02,580.6199951171875
2022-09-06,573.969970703125
2022-09-07,596.4400024414062
2022-09-08,708.8499755859375
2022-09-09,724.3200073242188
2022-09-12,710.739990234375
2022-09-13,701.3900146484375
2022-09-14,697.6199951171875
2022-09-15,705.8499755859375
2022-09-16,710.2999877929688
2022-09-19,715.3400268554688
2022-09-20,704.219970703125
2022-09-21,684.6300048828125
2022-09-22,688.260009765625
2022-09-23,697.3300170898438
2022-09-26,686.0999755859375
2022-09-27,695.010009765625
2022-09-28,705.4199829101562
2022-09-29,691.8200073242188
2022-09-30,688.8699951171875
2022-10-03,735.1300048828125
2022-10-04,739.5399780273438
2022-10-05,745.6799926757812
2022-10-06,731.8599853515625
2022-10-07,722.3699951171875
2022-10-10,730.9199829101562
2022-10-11,737.4099731445312
2022-10-12,728.0599975585938
2022-10-13,752.5599975585938
2022-10-14,736.0599975585938
2022-10-17,735.9600219726562
2022-10-18,722.7100219726562
2022-10-19,709.3699951171875
2022-10-20,705.8900146484375
2022-10-21,713.9099731445312
2022-10-24,737.1500244140625
2022-10-25,747.3300170898438
2022-10-26,733.97998046875
2022-10-27,724.8800048828125
2022-10-28,750.760009765625
2022-10-31,748.75
2022-11-01,759.9099731445312
2022-11-02,740.47998046875
2022-11-03,738.6799926757812
2022-11-04,740.2100219726562
2022-11-07,750.9299926757812
2022-11-08,751.9500122070312
2022-11-09,742.9500122070312
2022-11-10,741.0800170898438
2022-11-11,734.4500122070312
2022-11-14,742.010009765625
2022-11-15,728.72998046875
2022-11-16,735.6699829101562
2022-11-17,739.0800170898438
2022-11-18,736.72998046875
2022-11-21,738.97998046875
2022-11-22,749.22998046875
2022-11-23,735.3599853515625
2022-11-25,736.22998046875
2022-11-28,741.47998046875
2022-11-29,736.0800170898438
2022-11-30,751.7000122070312
2022-12-01,761.239990234375
2022-12-02,766.3900146484375
2022-12-05,755.4500122070312
2022-12-06,747.469970703125
2022-12-07,764.27001953125
2022-12-08,765.4199829101562
2022-12-09,750.0599975585938
2022-12-12,742.47998046875
2022-12-13,747.5599975585938
2022-12-14,750.0
2022-12-15,731.27001953125
2022-12-16,723.1699829101562
2022-12-19,721.0999755859375
2022-12-20,733.530029296875
2022-12-21,736.1900024414062
2022-12-22,733.6199951171875
2022-12-23,726.739990234375
2022-12-27,711.3499755859375
2022-12-28,713.030029296875
2022-12-29,721.2899780273438
2022-12-30,721.489990234375
2023-01-03,720.469970703125
2023-01-04,726.489990234375
2023-01-05,723.760009765625
2023-01-06,737.1500244140625
2023-01-09,680.489990234375
2023-01-10,698.9500122070312
2023-01-11,709.9400024414062
2023-01-12,714.5700073242188
2023-01-13,722.1300048828125
2023-01-17,728.1099853515625
2023-01-18,724.5499877929688
2023-01-19,715.5700073242188
2023-01-20,722.0
2023-01-23,729.9099731445312
2023-01-24,727.469970703125
2023-01-25,741.1799926757812
2023-01-26,742.2999877929688
2023-01-27,742.8300170898438
2023-01-30,736.4600219726562
2023-01-31,758.469970703125
2023-02-01,758.0
2023-02-02,751.2000122070312
2023-02-03,783.1300048828125
2023-02-06,780.8599853515625
2023-02-07,769.9400024414062
2023-02-08,749.6599731445312
2023-02-09,744.77001953125
2023-02-10,757.6099853515625
2023-02-13,763.969970703125
2023-02-14,754.2100219726562
2023-02-15,752.4000244140625
2023-02-16,736.3300170898438
2023-02-17,748.739990234375
2023-02-21,746.52001953125
2023-02-22,748.0800170898438
2023-02-23,759.6599731445312
2023-02-24,756.989990234375
2023-02-27,757.7899780273438
2023-02-28,760.4199829101562
2023-03-01,770.4400024414062
2023-03-02,768.9000244140625
2023-03-03,779.2999877929688
2023-03-06,780.3800048828125
2023-03-07,773.8499755859375
2023-03-08,745.2000122070312
2023-03-09,743.75
2023-03-10,747.0
2023-03-13,752.3300170898438
2023-03-14,766.7999877929688
2023-03-15,760.2999877929688
2023-03-16,749.75
2023-03-17,747.6500244140625
2023-03-20,759.25
2023-03-21,759.760009765625
2023-03-22,751.2999877929688
2023-03-23,802.1599731445312
2023-03-24,820.0
2023-03-27,820.4099731445312
