Date,REGN
2023-03-28,826.969970703125
2023-03-29,819.3499755859375
2023-03-30,811.5
2023-03-31,821.6699829101562
2023-04-03,826.1900024414062
2023-04-04,822.0900268554688
2023-04-05,825.219970703125
2023-04-06,828.72998046875
2023-04-10,823.760009765625
2023-04-11,819.6400146484375
2023-04-12,820.4299926757812
2023-04-13,830.3499755859375
2023-04-14,829.3300170898438
2023-04-17,819.739990234375
2023-04-18,808.010009765625
2023-04-19,808.8599853515625
2023-04-20,798.0999755859375
2023-04-21,800.72998046875
2023-04-24,797.0399780273438
2023-04-25,789.5800170898438
2023-04-26,778.0
2023-04-27,792.2899780273438
2023-04-28,801.7899780273438
2023-05-01,806.719970703125
2023-05-02,798.4500122070312
2023-05-03,803.1699829101562
2023-05-04,753.8800048828125
2023-05-05,762.0999755859375
2023-05-08,752.1199951171875
2023-05-09,754.8800048828125
2023-05-10,749.5900268554688
2023-05-11,745.5700073242188
2023-05-12,744.3499755859375
2023-05-15,750.9600219726562
2023-05-16,742.280029296875
2023-05-17,749.6300048828125
2023-05-18,747.47998046875
2023-05-19,759.0499877929688
2023-05-22,751.5
2023-05-23,748.5599975585938
2023-05-24,737.4000244140625
2023-05-25,725.0
2023-05-26,725.0499877929688
2023-05-30,728.5999755859375
2023-05-31,735.5599975585938
2023-06-01,731.1699829101562
2023-06-02,739.9500122070312
2023-06-05,750.27001953125
2023-06-06,748.1400146484375
2023-06-07,738.6300048828125
2023-06-08,750.1199951171875
2023-06-09,746.52001953125
2023-06-12,754.010009765625
2023-06-13,767.3499755859375
2023-06-14,771.1099853515625
2023-06-15,783.0700073242188
2023-06-16,783.0499877929688
2023-06-20,781.2100219726562
2023-06-21,778.77001953125
2023-06-22,779.8099975585938
2023-06-23,779.72998046875
2023-06-26,784.3800048828125
2023-06-27,716.0900268554688
2023-06-28,700.030029296875
2023-06-29,708.4199829101562
2023-06-30,718.5399780273438
2023-07-03,718.0900268554688
2023-07-05,717.8300170898438
2023-07-06,704.8300170898438
2023-07-07,692.4500122070312
2023-07-10,703.3599853515625
2023-07-11,716.8300170898438
2023-07-12,718.4199829101562
2023-07-13,720.97998046875
2023-07-14,718.52001953125
2023-07-17,721.6099853515625
2023-07-18,726.5499877929688
2023-07-19,719.010009765625
2023-07-20,723.02001953125
2023-07-21,734.6300048828125
2023-07-24,727.1300048828125
2023-07-25,729.8800048828125
2023-07-26,730.9600219726562
2023-07-27,744.6599731445312
2023-07-28,746.0999755859375
2023-07-31,741.9099731445312
2023-08-01,739.0700073242188
2023-08-02,732.1199951171875
2023-08-03,771.4500122070312
2023-08-04,766.4400024414062
2023-08-07,774.739990234375
2023-08-08,780.3200073242188
2023-08-09,785.6099853515625
2023-08-10,793.010009765625
2023-08-11,806.9500122070312
2023-08-14,808.3800048828125
2023-08-15,805.9099731445312
2023-08-16,797.3400268554688
2023-08-17,796.72998046875
2023-08-18,812.4000244140625
2023-08-21,844.3699951171875
2023-08-22,840.6300048828125
2023-08-23,840.8099975585938
2023-08-24,831.2100219726562
2023-08-25,830.3499755859375
2023-08-28,830.8900146484375
2023-08-29,830.1900024414062
2023-08-30,834.9500122070312
2023-08-31,826.489990234375
2023-09-01,831.6300048828125
2023-09-05,822.9099731445312
2023-09-06,818.3900146484375
2023-09-07,825.260009765625
2023-09-08,830.6900024414062
2023-09-11,833.530029296875
2023-09-12,832.77001953125
2023-09-13,826.25
2023-09-14,832.3800048828125
2023-09-15,823.4000244140625
2023-09-18,824.510009765625
2023-09-19,836.760009765625
2023-09-20,831.6199951171875
2023-09-21,823.3800048828125
2023-09-22,824.8400268554688
2023-09-25,834.6400146484375
2023-09-26,832.4099731445312
2023-09-27,832.5599975585938
2023-09-28,834.5700073242188
2023-09-29,822.9600219726562
2023-10-02,818.030029296875
2023-10-03,808.3099975585938
2023-10-04,814.989990234375
2023-10-05,831.1199951171875
2023-10-06,836.5700073242188
2023-10-09,831.8200073242188
2023-10-10,834.9600219726562
2023-10-11,836.0700073242188
2023-10-12,838.489990234375
2023-10-13,839.6300048828125
2023-10-16,843.6599731445312
2023-10-17,836.8499755859375
2023-10-18,826.030029296875
2023-10-19,808.6400146484375
2023-10-20,808.469970703125
2023-10-23,795.5399780273438
2023-10-24,804.280029296875
2023-10-25,797.0399780273438
2023-10-26,792.010009765625
2023-10-27,775.1799926757812
2023-10-30,777.6699829101562
2023-10-31,779.8900146484375
2023-11-01,791.27001953125
2023-11-02,818.7899780273438
2023-11-03,816.9000244140625
2023-11-06,832.4099731445312
2023-11-07,830.7899780273438
2023-11-08,822.7899780273438
2023-11-09,800.260009765625
2023-11-10,798.9400024414062
2023-11-13,796.7000122070312
2023-11-14,793.7000122070312
2023-11-15,792.3800048828125
2023-11-16,796.5399780273438
2023-11-17,802.4299926757812
2023-11-20,801.6400146484375
2023-11-21,798.8300170898438
2023-11-22,799.72998046875
2023-11-24,798.2999877929688
2023-11-27,798.0800170898438
2023-11-28,801.1400146484375
2023-11-29,808.5900268554688
2023-11-30,823.8099975585938
2023-12-01,814.8599853515625
2023-12-04,823.3200073242188
2023-12-05,820.9000244140625
2023-12-06,835.75
2023-12-07,849.1799926757812
2023-12-08,840.1400146484375
2023-12-11,848.4199829101562
2023-12-12,863.760009765625
2023-12-13,876.1199951171875
2023-12-14,876.0
2023-12-15,859.1400146484375
2023-12-18,850.8699951171875
2023-12-19,848.3900146484375
2023-12-20,841.7899780273438
2023-12-21,841.8800048828125
2023-12-22,846.719970703125
2023-12-26,849.530029296875
2023-12-27,874.3699951171875
2023-12-28,881.7000122070312
2023-12-29,878.2899780273438
2024-01-02,905.0
2024-01-03,917.5599975585938
2024-01-04,912.1699829101562
2024-01-05,913.1699829101562
2024-01-08,902.8800048828125
2024-01-09,902.6900024414062
2024-01-10,906.1599731445312
2024-01-11,915.969970703125
2024-01-12,933.2000122070312
2024-01-16,937.3200073242188
2024-01-17,929.1300048828125
2024-01-18,930.0
2024-01-19,933.4000244140625
2024-01-22,942.8300170898438
2024-01-23,954.5800170898438
2024-01-24,948.239990234375
2024-01-25,948.8699951171875
2024-01-26,940.0499877929688
2024-01-29,955.7999877929688
2024-01-30,959.72998046875
2024-01-31,942.780029296875
2024-02-01,957.780029296875
2024-02-02,945.1799926757812
2024-02-05,936.3300170898438
2024-02-06,937.8099975585938
2024-02-07,938.489990234375
2024-02-08,946.4299926757812
2024-02-09,953.4199829101562
2024-02-12,947.0599975585938
2024-02-13,940.47998046875
2024-02-14,947.8200073242188
2024-02-15,954.72998046875
2024-02-16,948.0499877929688
2024-02-20,946.8699951171875
2024-02-21,952.8400268554688
2024-02-22,964.8900146484375
2024-02-23,981.2000122070312
2024-02-26,989.280029296875
2024-02-27,993.3499755859375
2024-02-28,987.6099853515625
2024-02-29,966.0900268554688
2024-03-01,982.8200073242188
2024-03-04,971.1900024414062
2024-03-05,965.2100219726562
2024-03-06,972.0999755859375
2024-03-07,973.3099975585938
2024-03-08,968.8300170898438
2024-03-11,964.4400024414062
2024-03-12,970.5700073242188
2024-03-13,965.469970703125
2024-03-14,959.0399780273438
2024-03-15,964.469970703125
2024-03-18,959.9199829101562
2024-03-19,963.6599731445312
2024-03-20,966.9600219726562
2024-03-21,968.010009765625
2024-03-22,967.239990234375
2024-03-25,961.0900268554688
2024-03-26,963.5499877929688
2024-03-27,966.2999877929688
2024-03-28,962.489990234375
2024-04-01,969.3099975585938
2024-04-02,954.6799926757812
2024-04-03,950.9500122070312
2024-04-04,937.02001953125
2024-04-05,942.7000122070312
2024-04-08,938.47998046875
2024-04-09,943.8900146484375
2024-04-10,936.2000122070312
2024-04-11,920.3200073242188
2024-04-12,904.7000122070312
2024-04-15,898.5599975585938
2024-04-16,894.1400146484375
2024-04-17,901.1900024414062
2024-04-18,893.989990234375
2024-04-19,896.8200073242188
2024-04-22,900.1599731445312
2024-04-23,907.3200073242188
2024-04-24,906.5399780273438
2024-04-25,890.6799926757812
2024-04-26,883.2000122070312
2024-04-29,892.47998046875
2024-04-30,890.6599731445312
2024-05-01,903.47998046875
2024-05-02,937.6099853515625
2024-05-03,957.0
2024-05-06,958.6400146484375
2024-05-07,969.969970703125
2024-05-08,955.760009765625
2024-05-09,968.0
2024-05-10,973.7999877929688
2024-05-13,976.9600219726562
2024-05-14,984.6400146484375
2024-05-15,978.2100219726562
2024-05-16,967.97998046875
2024-05-17,982.2899780273438
2024-05-20,987.27001953125
2024-05-21,993.9500122070312
2024-05-22,983.7999877929688
2024-05-23,980.5700073242188
2024-05-24,985.02001953125
2024-05-28,973.1599731445312
2024-05-29,966.489990234375
2024-05-30,969.9099731445312
2024-05-31,980.1599731445312
2024-06-03,989.47998046875
2024-06-04,993.2899780273438
2024-06-05,1005.8699951171875
2024-06-06,1000.7899780273438
2024-06-07,1002.9500122070312
2024-06-10,1001.72998046875
2024-06-11,1010.5399780273438
2024-06-12,1027.6700439453125
2024-06-13,1026.550048828125
2024-06-14,1036.52001953125
2024-06-17,1045.3699951171875
2024-06-18,1039.1099853515625
2024-06-20,1044.3900146484375
2024-06-21,1053.1400146484375
2024-06-24,1063.8900146484375
2024-06-25,1071.18994140625
2024-06-26,1069.1600341796875
2024-06-27,1050.8599853515625
2024-06-28,1051.030029296875
2024-07-01,1057.02001953125
2024-07-02,1044.6600341796875
2024-07-03,1024.0899658203125
2024-07-05,1034.22998046875
2024-07-08,1052.25
2024-07-09,1054.030029296875
2024-07-10,1071.1199951171875
2024-07-11,1080.27001953125
2024-07-12,1100.050048828125
2024-07-15,1082.1099853515625
2024-07-16,1094.989990234375
2024-07-17,1085.6199951171875
2024-07-18,1067.260009765625
2024-07-19,1063.5999755859375
2024-07-22,1069.739990234375
2024-07-23,1055.5699462890625
2024-07-24,1060.8599853515625
2024-07-25,1064.18994140625
2024-07-26,1078.6300048828125
2024-07-29,1077.18994140625
2024-07-30,1077.800048828125
2024-07-31,1079.18994140625
2024-08-01,1093.1400146484375
2024-08-02,1082.18994140625
2024-08-05,1071.280029296875
2024-08-06,1066.18994140625
2024-08-07,1067.800048828125
2024-08-08,1113.3499755859375
2024-08-09,1131.239990234375
2024-08-12,1121.0899658203125
2024-08-13,1158.3299560546875
2024-08-14,1156.8599853515625
2024-08-15,1175.3299560546875
2024-08-16,1179.31005859375
2024-08-19,1196.8800048828125
2024-08-20,1192.22998046875
2024-08-21,1185.3399658203125
2024-08-22,1187.6600341796875
2024-08-23,1199.1199951171875
2024-08-26,1199.3699951171875
2024-08-27,1201.760009765625
2024-08-28,1199.2900390625
2024-08-29,1178.9300537109375
2024-08-30,1184.68994140625
2024-09-03,1168.81005859375
2024-09-04,1179.3699951171875
2024-09-05,1150.56005859375
2024-09-06,1131.5
2024-09-09,1144.77001953125
2024-09-10,1136.3499755859375
2024-09-11,1141.449951171875
2024-09-12,1164.4599609375
2024-09-13,1153.3499755859375
2024-09-16,1153.0799560546875
2024-09-17,1146.75
2024-09-18,1138.81005859375
2024-09-19,1150.18994140625
2024-09-20,1145.030029296875
2024-09-23,1091.97998046875
2024-09-24,1045.97998046875
2024-09-25,1031.1500244140625
2024-09-26,1039.9599609375
2024-09-27,1042.68994140625
2024-09-30,1051.239990234375
2024-10-01,1046.9100341796875
2024-10-02,1040.27001953125
2024-10-03,1014.5900268554688
2024-10-04,1012.8200073242188
2024-10-07,996.0499877929688
2024-10-08,1005.260009765625
2024-10-09,1012.1900024414062
2024-10-10,999.02001953125
2024-10-11,1015.6699829101562
2024-10-14,1014.25
2024-10-15,1016.530029296875
2024-10-16,1007.9600219726562
2024-10-17,998.22998046875
2024-10-18,990.6799926757812
2024-10-21,968.5
2024-10-22,962.3400268554688
2024-10-23,941.3900146484375
2024-10-24,928.9000244140625
2024-10-25,933.02001953125
2024-10-28,928.6099853515625
2024-10-29,927.3300170898438
2024-10-30,922.7899780273438
2024-10-31,838.2000122070312
2024-11-01,843.5999755859375
2024-11-04,828.8400268554688
2024-11-05,829.4299926757812
2024-11-06,816.6500244140625
2024-11-07,824.47998046875
2024-11-08,828.4199829101562
2024-11-11,825.6799926757812
2024-11-12,821.0
2024-11-13,804.3300170898438
2024-11-14,782.510009765625
2024-11-15,756.8099975585938
2024-11-18,762.0
2024-11-19,744.5999755859375
2024-11-20,743.3499755859375
2024-11-21,744.5
