Date,FTNT
2022-02-28,68.90399932861328
2022-03-01,67.56600189208984
2022-03-02,68.96199798583984
2022-03-03,67.2699966430664
2022-03-04,67.09200286865234
2022-03-07,58.27399826049805
2022-03-08,55.36600112915039
2022-03-09,57.486000061035156
2022-03-10,57.35200119018555
2022-03-11,55.82600021362305
2022-03-14,55.0880012512207
2022-03-15,56.66400146484375
2022-03-16,59.507999420166016
2022-03-17,60.69599914550781
2022-03-18,63.99399948120117
2022-03-21,62.90599822998047
2022-03-22,65.13800048828125
2022-03-23,64.28600311279297
2022-03-24,67.14199829101562
2022-03-25,66.5459976196289
2022-03-28,67.70600128173828
2022-03-29,69.49600219726562
2022-03-30,68.38600158691406
2022-03-31,68.3479995727539
2022-04-01,67.802001953125
2022-04-04,69.33799743652344
2022-04-05,68.37799835205078
2022-04-06,66.41400146484375
2022-04-07,67.6240005493164
2022-04-08,67.16600036621094
2022-04-11,65.61399841308594
2022-04-12,66.0199966430664
2022-04-13,68.1719970703125
2022-04-14,66.35199737548828
2022-04-18,66.08399963378906
2022-04-19,67.03800201416016
2022-04-20,68.11599731445312
2022-04-21,64.25199890136719
2022-04-22,60.858001708984375
2022-04-25,64.697998046875
2022-04-26,61.29999923706055
2022-04-27,60.06399917602539
2022-04-28,61.72999954223633
2022-04-29,57.801998138427734
2022-05-02,58.40399932861328
2022-05-03,57.305999755859375
2022-05-04,57.4739990234375
2022-05-05,56.90399932861328
2022-05-06,53.27399826049805
2022-05-09,49.04399871826172
2022-05-10,52.358001708984375
2022-05-11,52.19200134277344
2022-05-12,53.332000732421875
2022-05-13,56.310001373291016
2022-05-16,55.11399841308594
2022-05-17,56.5620002746582
2022-05-18,54.11600112915039
2022-05-19,55.03200149536133
2022-05-20,57.055999755859375
2022-05-23,57.27399826049805
2022-05-24,57.167999267578125
2022-05-25,57.4640007019043
2022-05-26,58.86000061035156
2022-05-27,59.57400131225586
2022-05-31,58.827999114990234
2022-06-01,57.8120002746582
2022-06-02,60.64400100708008
2022-06-03,59.327999114990234
2022-06-06,59.39400100708008
2022-06-07,61.07600021362305
2022-06-08,60.10599899291992
2022-06-09,60.70000076293945
2022-06-10,57.6619987487793
2022-06-13,53.29800033569336
2022-06-14,53.84600067138672
2022-06-15,55.50400161743164
2022-06-16,52.74599838256836
2022-06-17,53.79800033569336
2022-06-21,56.20199966430664
2022-06-22,55.6879997253418
2022-06-23,56.79999923706055
2022-06-24,59.130001068115234
2022-06-27,58.849998474121094
2022-06-28,57.290000915527344
2022-06-29,57.16999816894531
2022-06-30,56.58000183105469
2022-07-01,57.369998931884766
2022-07-05,59.0
2022-07-06,59.869998931884766
2022-07-07,61.619998931884766
2022-07-08,62.70000076293945
2022-07-11,62.279998779296875
2022-07-12,59.619998931884766
2022-07-13,58.90999984741211
2022-07-14,57.63999938964844
2022-07-15,60.220001220703125
2022-07-18,58.0
2022-07-19,59.20000076293945
2022-07-20,59.63999938964844
2022-07-21,61.86000061035156
2022-07-22,61.22999954223633
2022-07-25,61.0
2022-07-26,56.2599983215332
2022-07-27,57.93000030517578
2022-07-28,59.400001525878906
2022-07-29,59.650001525878906
2022-08-01,60.060001373291016
2022-08-02,60.369998931884766
2022-08-03,62.880001068115234
2022-08-04,52.61000061035156
2022-08-05,53.38999938964844
2022-08-08,53.31999969482422
2022-08-09,52.189998626708984
2022-08-10,53.88999938964844
2022-08-11,52.52000045776367
2022-08-12,54.290000915527344
2022-08-15,54.08000183105469
2022-08-16,52.939998626708984
2022-08-17,51.93000030517578
2022-08-18,52.27000045776367
2022-08-19,51.290000915527344
2022-08-22,50.31999969482422
2022-08-23,50.59000015258789
2022-08-24,50.15999984741211
2022-08-25,50.869998931884766
2022-08-26,49.56999969482422
2022-08-29,48.689998626708984
2022-08-30,49.040000915527344
2022-08-31,48.689998626708984
2022-09-01,48.54999923706055
2022-09-02,48.599998474121094
2022-09-06,49.650001525878906
2022-09-07,50.45000076293945
2022-09-08,51.709999084472656
2022-09-09,53.59000015258789
2022-09-12,55.84000015258789
2022-09-13,51.869998931884766
2022-09-14,51.939998626708984
2022-09-15,50.81999969482422
2022-09-16,50.41999816894531
2022-09-19,50.7400016784668
2022-09-20,50.77000045776367
2022-09-21,49.79999923706055
2022-09-22,48.7400016784668
2022-09-23,48.59000015258789
2022-09-26,48.290000915527344
2022-09-27,48.5
2022-09-28,49.970001220703125
2022-09-29,49.630001068115234
2022-09-30,49.130001068115234
2022-10-03,50.959999084472656
2022-10-04,52.68000030517578
2022-10-05,53.59000015258789
2022-10-06,53.7400016784668
2022-10-07,51.470001220703125
2022-10-10,51.22999954223633
2022-10-11,48.58000183105469
2022-10-12,48.209999084472656
2022-10-13,49.20000076293945
2022-10-14,48.130001068115234
2022-10-17,50.459999084472656
2022-10-18,51.560001373291016
2022-10-19,51.790000915527344
2022-10-20,51.59000015258789
2022-10-21,53.75
2022-10-24,54.900001525878906
2022-10-25,55.91999816894531
2022-10-26,55.4900016784668
2022-10-27,56.0099983215332
2022-10-28,57.099998474121094
2022-10-31,57.15999984741211
2022-11-01,56.41999816894531
2022-11-02,53.22999954223633
2022-11-03,45.93000030517578
2022-11-04,47.099998474121094
2022-11-07,47.86000061035156
2022-11-08,50.599998474121094
2022-11-09,49.880001068115234
2022-11-10,54.38999938964844
2022-11-11,56.130001068115234
2022-11-14,55.52000045776367
2022-11-15,56.20000076293945
2022-11-16,54.689998626708984
2022-11-17,54.13999938964844
2022-11-18,52.150001525878906
2022-11-21,52.31999969482422
2022-11-22,52.279998779296875
2022-11-23,53.349998474121094
2022-11-25,52.90999984741211
2022-11-28,52.08000183105469
2022-11-29,51.59000015258789
2022-11-30,53.15999984741211
2022-12-01,55.380001068115234
2022-12-02,53.61000061035156
2022-12-05,51.66999816894531
2022-12-06,50.849998474121094
2022-12-07,51.599998474121094
2022-12-08,52.90999984741211
2022-12-09,52.130001068115234
2022-12-12,53.63999938964844
2022-12-13,54.709999084472656
2022-12-14,54.27000045776367
2022-12-15,52.16999816894531
2022-12-16,51.91999816894531
2022-12-19,49.97999954223633
2022-12-20,50.470001220703125
2022-12-21,50.0099983215332
2022-12-22,49.150001525878906
2022-12-23,48.72999954223633
2022-12-27,48.54999923706055
2022-12-28,47.86000061035156
2022-12-29,49.209999084472656
2022-12-30,48.88999938964844
2023-01-03,48.52000045776367
2023-01-04,48.29999923706055
2023-01-05,47.45000076293945
2023-01-06,48.689998626708984
