Date,NTRS
2022-02-28,113.9000015258789
2022-03-01,106.30000305175781
2022-03-02,110.20999908447266
2022-03-03,110.43000030517578
2022-03-04,107.47000122070312
2022-03-07,104.08999633789062
2022-03-08,104.91999816894531
2022-03-09,108.02999877929688
2022-03-10,105.69999694824219
2022-03-11,105.13999938964844
2022-03-14,109.87999725341797
2022-03-15,111.23999786376953
2022-03-16,116.01000213623047
2022-03-17,115.68000030517578
2022-03-18,115.20999908447266
2022-03-21,114.51000213623047
2022-03-22,117.22000122070312
2022-03-23,115.54000091552734
2022-03-24,116.58999633789062
2022-03-25,119.2300033569336
2022-03-28,118.19000244140625
2022-03-29,119.94999694824219
2022-03-30,120.75
2022-03-31,116.44999694824219
2022-04-01,115.55000305175781
2022-04-04,115.41000366210938
2022-04-05,115.52999877929688
2022-04-06,113.47000122070312
2022-04-07,113.79000091552734
2022-04-08,115.02999877929688
2022-04-11,114.7699966430664
2022-04-12,113.5
2022-04-13,113.80999755859375
2022-04-14,110.88999938964844
2022-04-18,110.4000015258789
2022-04-19,111.69000244140625
2022-04-20,113.16999816894531
2022-04-21,110.33999633789062
2022-04-22,106.19000244140625
2022-04-25,105.76000213623047
2022-04-26,107.93000030517578
2022-04-27,107.76000213623047
2022-04-28,107.33000183105469
2022-04-29,103.05000305175781
2022-05-02,104.44999694824219
2022-05-03,105.41000366210938
2022-05-04,108.87000274658203
2022-05-05,106.6500015258789
2022-05-06,105.3499984741211
2022-05-09,104.75
2022-05-10,103.75
2022-05-11,101.88999938964844
2022-05-12,102.56999969482422
2022-05-13,104.1500015258789
2022-05-16,103.37999725341797
2022-05-17,105.70999908447266
2022-05-18,102.81999969482422
2022-05-19,102.0
2022-05-20,103.47000122070312
2022-05-23,106.18000030517578
2022-05-24,106.1500015258789
2022-05-25,107.55999755859375
2022-05-26,109.73999786376953
2022-05-27,112.5999984741211
2022-05-31,111.75
2022-06-01,108.76000213623047
2022-06-02,111.88999938964844
2022-06-03,110.02999877929688
2022-06-06,110.25
2022-06-07,111.83000183105469
2022-06-08,109.30999755859375
2022-06-09,106.3499984741211
2022-06-10,101.43000030517578
2022-06-13,98.43000030517578
2022-06-14,93.5999984741211
2022-06-15,93.27999877929688
2022-06-16,91.45999908447266
2022-06-17,91.68000030517578
2022-06-21,93.93000030517578
2022-06-22,93.36000061035156
2022-06-23,93.81999969482422
2022-06-24,97.12000274658203
2022-06-27,98.04000091552734
2022-06-28,98.26000213623047
2022-06-29,98.73999786376953
2022-06-30,96.4800033569336
2022-07-01,97.72000122070312
2022-07-05,96.61000061035156
2022-07-06,95.81999969482422
2022-07-07,97.30999755859375
2022-07-08,96.61000061035156
2022-07-11,95.11000061035156
2022-07-12,96.26000213623047
2022-07-13,95.5999984741211
2022-07-14,94.5199966430664
2022-07-15,99.27999877929688
2022-07-18,97.81999969482422
2022-07-19,101.22000122070312
2022-07-20,97.18000030517578
2022-07-21,97.51000213623047
2022-07-22,97.4000015258789
2022-07-25,97.54000091552734
2022-07-26,95.30999755859375
2022-07-27,96.95999908447266
2022-07-28,97.97000122070312
2022-07-29,99.77999877929688
2022-08-01,98.75
2022-08-02,98.45999908447266
2022-08-03,99.83000183105469
2022-08-04,99.8499984741211
2022-08-05,99.86000061035156
2022-08-08,99.25
2022-08-09,98.9800033569336
2022-08-10,102.0199966430664
2022-08-11,102.76000213623047
2022-08-12,104.05000305175781
2022-08-15,103.72000122070312
2022-08-16,103.77999877929688
2022-08-17,102.48999786376953
2022-08-18,102.69999694824219
2022-08-19,100.55999755859375
2022-08-22,98.44000244140625
2022-08-23,98.13999938964844
2022-08-24,98.1500015258789
2022-08-25,99.0
2022-08-26,95.4000015258789
2022-08-29,95.30999755859375
2022-08-30,95.45999908447266
2022-08-31,95.08999633789062
2022-09-01,94.70999908447266
2022-09-02,93.37999725341797
2022-09-06,93.91999816894531
2022-09-07,96.51000213623047
2022-09-08,98.88999938964844
2022-09-09,99.0999984741211
2022-09-12,98.48999786376953
2022-09-13,94.94999694824219
2022-09-14,94.66999816894531
2022-09-15,95.45999908447266
2022-09-16,93.12999725341797
2022-09-19,95.41000366210938
2022-09-20,93.58999633789062
2022-09-21,91.18000030517578
2022-09-22,89.48999786376953
2022-09-23,88.47000122070312
2022-09-26,86.80000305175781
2022-09-27,85.58000183105469
2022-09-28,87.43000030517578
2022-09-29,86.2699966430664
2022-09-30,85.55999755859375
2022-10-03,88.22000122070312
2022-10-04,90.98999786376953
2022-10-05,90.41000366210938
2022-10-06,88.66000366210938
2022-10-07,85.94999694824219
2022-10-10,85.33000183105469
2022-10-11,84.08000183105469
2022-10-12,83.73999786376953
2022-10-13,87.2300033569336
2022-10-14,84.05999755859375
2022-10-17,86.91999816894531
2022-10-18,87.61000061035156
2022-10-19,79.58999633789062
2022-10-20,77.20999908447266
2022-10-21,79.66999816894531
2022-10-24,79.9800033569336
2022-10-25,82.0199966430664
2022-10-26,82.16000366210938
2022-10-27,82.75
2022-10-28,84.68000030517578
2022-10-31,84.3499984741211
2022-11-01,84.72000122070312
2022-11-02,84.37999725341797
2022-11-03,82.01000213623047
2022-11-04,84.47000122070312
2022-11-07,85.23999786376953
2022-11-08,85.91000366210938
2022-11-09,84.0
2022-11-10,90.4000015258789
2022-11-11,94.02999877929688
2022-11-14,90.61000061035156
2022-11-15,91.98999786376953
2022-11-16,91.0
2022-11-17,90.88999938964844
2022-11-18,92.31999969482422
2022-11-21,92.80999755859375
2022-11-22,93.73999786376953
2022-11-23,93.83000183105469
2022-11-25,94.36000061035156
2022-11-28,91.19999694824219
2022-11-29,91.76000213623047
2022-11-30,93.11000061035156
2022-12-01,93.62999725341797
2022-12-02,91.66000366210938
2022-12-05,89.43000030517578
2022-12-06,88.56999969482422
2022-12-07,87.72000122070312
2022-12-08,87.12000274658203
2022-12-09,87.86000061035156
2022-12-12,89.52999877929688
2022-12-13,90.66000366210938
2022-12-14,88.23999786376953
2022-12-15,86.66999816894531
2022-12-16,86.94999694824219
2022-12-19,87.2300033569336
2022-12-20,87.11000061035156
2022-12-21,88.94999694824219
2022-12-22,87.37999725341797
2022-12-23,88.02999877929688
2022-12-27,87.9000015258789
2022-12-28,87.05999755859375
2022-12-29,89.4800033569336
2022-12-30,88.48999786376953
2023-01-03,89.77999877929688
2023-01-04,91.68000030517578
2023-01-05,91.51000213623047
2023-01-06,94.66999816894531
2023-01-09,94.20999908447266
2023-01-10,94.83999633789062
2023-01-11,96.27999877929688
2023-01-12,97.33000183105469
2023-01-13,98.19999694824219
2023-01-17,99.4000015258789
2023-01-18,98.97000122070312
2023-01-19,90.45999908447266
2023-01-20,93.36000061035156
2023-01-23,94.55000305175781
2023-01-24,94.7699966430664
2023-01-25,94.3499984741211
2023-01-26,96.94000244140625
2023-01-27,97.19999694824219
2023-01-30,95.37999725341797
2023-01-31,96.97000122070312
2023-02-01,96.75
2023-02-02,98.08999633789062
2023-02-03,98.16999816894531
2023-02-06,97.45999908447266
2023-02-07,99.4000015258789
2023-02-08,98.13999938964844
2023-02-09,97.5999984741211
2023-02-10,97.81999969482422
2023-02-13,99.05000305175781
2023-02-14,97.33000183105469
2023-02-15,97.05000305175781
2023-02-16,95.72000122070312
2023-02-17,96.70999908447266
2023-02-21,94.05000305175781
2023-02-22,93.97000122070312
2023-02-23,93.45999908447266
2023-02-24,93.41999816894531
2023-02-27,94.25
2023-02-28,95.2699966430664
2023-03-01,94.41999816894531
2023-03-02,92.94999694824219
2023-03-03,94.9800033569336
2023-03-06,95.30999755859375
2023-03-07,92.62000274658203
2023-03-08,92.83999633789062
2023-03-09,86.91000366210938
2023-03-10,84.91999816894531
2023-03-13,82.20999908447266
2023-03-14,86.2699966430664
2023-03-15,84.61000061035156
2023-03-16,85.62000274658203
2023-03-17,81.7300033569336
2023-03-20,84.29000091552734
2023-03-21,87.25
2023-03-22,83.77999877929688
2023-03-23,83.22000122070312
2023-03-24,83.43000030517578
2023-03-27,84.9000015258789
2023-03-28,84.95999908447266
2023-03-29,87.05999755859375
2023-03-30,86.75
2023-03-31,88.12999725341797
2023-04-03,87.72000122070312
2023-04-04,87.0
2023-04-05,87.54000091552734
2023-04-06,86.7300033569336
2023-04-10,87.73999786376953
2023-04-11,89.94000244140625
2023-04-12,88.91000366210938
2023-04-13,89.22000122070312
2023-04-14,87.91999816894531
2023-04-17,85.72000122070312
2023-04-18,85.98999786376953
2023-04-19,86.98999786376953
2023-04-20,85.86000061035156
2023-04-21,85.30000305175781
2023-04-24,86.12999725341797
2023-04-25,78.16000366210938
2023-04-26,76.4800033569336
2023-04-27,77.02999877929688
2023-04-28,78.16000366210938
2023-05-01,77.02999877929688
2023-05-02,74.61000061035156
2023-05-03,73.19999694824219
2023-05-04,71.5999984741211
2023-05-05,73.02999877929688
2023-05-08,73.0199966430664
2023-05-09,72.13999938964844
2023-05-10,71.41000366210938
2023-05-11,70.5199966430664
2023-05-12,69.93000030517578
2023-05-15,70.83999633789062
2023-05-16,69.6500015258789
2023-05-17,72.11000061035156
2023-05-18,72.88999938964844
2023-05-19,72.19999694824219
2023-05-22,73.02999877929688
2023-05-23,72.94999694824219
2023-05-24,71.3499984741211
2023-05-25,71.77999877929688
2023-05-26,72.62000274658203
2023-05-30,73.18000030517578
2023-05-31,71.91999816894531
2023-06-01,73.04000091552734
2023-06-02,75.18000030517578
2023-06-05,74.3499984741211
2023-06-06,75.55999755859375
2023-06-07,75.77999877929688
2023-06-08,74.45999908447266
2023-06-09,74.83000183105469
2023-06-12,73.58999633789062
2023-06-13,74.75
2023-06-14,74.25
2023-06-15,75.63999938964844
2023-06-16,74.70999908447266
2023-06-20,73.41000366210938
2023-06-21,72.94999694824219
2023-06-22,71.75
2023-06-23,71.27999877929688
2023-06-26,71.77999877929688
2023-06-27,72.3499984741211
2023-06-28,72.0199966430664
2023-06-29,73.3499984741211
2023-06-30,74.13999938964844
2023-07-03,75.36000061035156
2023-07-05,74.19999694824219
2023-07-06,73.23999786376953
2023-07-07,74.31999969482422
2023-07-10,73.7300033569336
2023-07-11,74.79000091552734
2023-07-12,74.62999725341797
2023-07-13,76.18000030517578
2023-07-14,71.19000244140625
2023-07-17,70.47000122070312
2023-07-18,71.69999694824219
2023-07-19,81.27999877929688
2023-07-20,79.58000183105469
2023-07-21,78.75
2023-07-24,79.58000183105469
2023-07-25,78.3499984741211
2023-07-26,79.8499984741211
2023-07-27,79.16999816894531
2023-07-28,80.05999755859375
2023-07-31,80.12000274658203
2023-08-01,80.22000122070312
2023-08-02,80.12999725341797
2023-08-03,80.80999755859375
2023-08-04,80.25
2023-08-07,80.8499984741211
2023-08-08,79.58999633789062
2023-08-09,79.0
2023-08-10,79.77999877929688
2023-08-11,79.91000366210938
2023-08-14,78.72000122070312
2023-08-15,76.94999694824219
2023-08-16,76.5199966430664
2023-08-17,76.94999694824219
2023-08-18,76.73999786376953
2023-08-21,76.19000244140625
2023-08-22,74.26000213623047
2023-08-23,75.37999725341797
2023-08-24,75.37999725341797
2023-08-25,74.66999816894531
2023-08-28,75.52999877929688
2023-08-29,76.05000305175781
2023-08-30,76.11000061035156
2023-08-31,76.06999969482422
2023-09-01,77.29000091552734
2023-09-05,76.43000030517578
2023-09-06,76.33000183105469
2023-09-07,75.55000305175781
2023-09-08,76.38999938964844
2023-09-11,77.08000183105469
2023-09-12,71.8499984741211
2023-09-13,71.91000366210938
2023-09-14,73.45999908447266
2023-09-15,72.72000122070312
2023-09-18,71.76000213623047
2023-09-19,70.44999694824219
2023-09-20,69.87000274658203
2023-09-21,69.54000091552734
2023-09-22,69.43000030517578
2023-09-25,69.22000122070312
2023-09-26,68.95999908447266
2023-09-27,68.44999694824219
2023-09-28,69.20999908447266
2023-09-29,69.4800033569336
2023-10-02,67.83999633789062
2023-10-03,66.81999969482422
2023-10-04,66.48999786376953
2023-10-05,66.66999816894531
2023-10-06,67.45999908447266
2023-10-09,67.16999816894531
2023-10-10,67.7300033569336
2023-10-11,68.3499984741211
2023-10-12,67.0999984741211
2023-10-13,67.41999816894531
2023-10-16,68.8499984741211
2023-10-17,70.61000061035156
2023-10-18,65.94000244140625
2023-10-19,65.5
2023-10-20,64.27999877929688
2023-10-23,64.18000030517578
2023-10-24,63.54999923706055
2023-10-25,63.060001373291016
2023-10-26,64.94999694824219
2023-10-27,63.540000915527344
2023-10-30,65.12000274658203
2023-10-31,65.91000366210938
2023-11-01,66.87999725341797
2023-11-02,70.0999984741211
2023-11-03,71.3499984741211
2023-11-06,70.31999969482422
2023-11-07,69.5199966430664
