Date,SAIA
2022-09-15,189.5
2022-09-16,185.1699981689453
2022-09-19,189.25
2022-09-20,186.47999572753906
2022-09-21,189.3699951171875
2022-09-22,185.36000061035156
2022-09-23,183.5399932861328
2022-09-26,185.47999572753906
2022-09-27,192.25999450683594
2022-09-28,199.22999572753906
2022-09-29,194.64999389648438
2022-09-30,190.0
2022-10-03,198.25
2022-10-04,205.89999389648438
2022-10-05,202.9600067138672
2022-10-06,201.6300048828125
2022-10-07,197.52000427246094
2022-10-10,202.25
2022-10-11,198.3000030517578
2022-10-12,203.5399932861328
2022-10-13,201.83999633789062
2022-10-14,196.22000122070312
2022-10-17,202.74000549316406
2022-10-18,205.83999633789062
2022-10-19,196.8699951171875
2022-10-20,186.3699951171875
2022-10-21,189.25
2022-10-24,194.5800018310547
2022-10-25,198.17999267578125
2022-10-26,198.89999389648438
2022-10-27,189.86000061035156
2022-10-28,192.2100067138672
2022-10-31,198.86000061035156
2022-11-01,207.32000732421875
2022-11-02,199.42999267578125
2022-11-03,195.0
2022-11-04,209.89999389648438
2022-11-07,218.82000732421875
2022-11-08,223.0
2022-11-09,214.63999938964844
2022-11-10,245.00999450683594
2022-11-11,247.5
2022-11-14,254.39999389648438
2022-11-15,261.5899963378906
2022-11-16,248.05999755859375
2022-11-17,237.00999450683594
2022-11-18,236.42999267578125
2022-11-21,234.82000732421875
2022-11-22,230.8300018310547
2022-11-23,236.4499969482422
2022-11-25,236.77000427246094
2022-11-28,227.4499969482422
2022-11-29,234.4199981689453
2022-11-30,243.58999633789062
2022-12-01,237.75999450683594
2022-12-02,237.72000122070312
2022-12-05,229.0800018310547
2022-12-06,229.16000366210938
2022-12-07,227.36000061035156
2022-12-08,227.49000549316406
2022-12-09,228.32000732421875
2022-12-12,237.52000427246094
2022-12-13,235.47999572753906
2022-12-14,238.88999938964844
2022-12-15,230.61000061035156
2022-12-16,229.14999389648438
2022-12-19,222.3300018310547
2022-12-20,217.69000244140625
2022-12-21,219.66000366210938
2022-12-22,213.30999755859375
2022-12-23,214.35000610351562
2022-12-27,211.44000244140625
2022-12-28,208.19000244140625
2022-12-29,213.9199981689453
2022-12-30,209.67999267578125
2023-01-03,208.61000061035156
2023-01-04,210.86000061035156
2023-01-05,210.55999755859375
2023-01-06,222.75
2023-01-09,227.41000366210938
2023-01-10,232.1300048828125
2023-01-11,236.63999938964844
2023-01-12,240.0
2023-01-13,242.08999633789062
2023-01-17,238.25999450683594
2023-01-18,242.94000244140625
2023-01-19,240.4600067138672
2023-01-20,248.9199981689453
2023-01-23,261.0199890136719
2023-01-24,258.6700134277344
2023-01-25,257.5799865722656
2023-01-26,255.82000732421875
2023-01-27,272.75
2023-01-30,264.4100036621094
2023-01-31,272.7799987792969
2023-02-01,295.6400146484375
2023-02-02,287.6099853515625
2023-02-03,286.3599853515625
2023-02-06,293.6700134277344
2023-02-07,296.0299987792969
2023-02-08,290.5199890136719
2023-02-09,277.2300109863281
2023-02-10,272.0
2023-02-13,275.0
2023-02-14,277.8800048828125
2023-02-15,281.44000244140625
2023-02-16,277.32000732421875
2023-02-17,282.8599853515625
2023-02-21,272.70001220703125
2023-02-22,274.5899963378906
2023-02-23,276.9100036621094
2023-02-24,270.3699951171875
2023-02-27,270.6300048828125
2023-02-28,270.8699951171875
2023-03-01,272.4200134277344
2023-03-02,285.5299987792969
2023-03-03,295.6499938964844
2023-03-06,292.80999755859375
2023-03-07,288.4200134277344
2023-03-08,289.55999755859375
2023-03-09,280.6600036621094
2023-03-10,276.30999755859375
2023-03-13,270.42999267578125
2023-03-14,276.42999267578125
2023-03-15,272.1400146484375
2023-03-16,278.4100036621094
2023-03-17,267.82000732421875
2023-03-20,270.6499938964844
2023-03-21,281.510009765625
2023-03-22,274.29998779296875
2023-03-23,269.3599853515625
2023-03-24,271.45001220703125
2023-03-27,275.79998779296875
2023-03-28,272.1499938964844
2023-03-29,268.42999267578125
2023-03-30,271.1099853515625
2023-03-31,272.0799865722656
2023-04-03,264.6600036621094
2023-04-04,256.2900085449219
2023-04-05,256.05999755859375
2023-04-06,254.08999633789062
2023-04-10,266.94000244140625
2023-04-11,271.5199890136719
2023-04-12,272.3900146484375
2023-04-13,258.0199890136719
2023-04-14,261.4599914550781
2023-04-17,268.8599853515625
2023-04-18,273.260009765625
2023-04-19,274.25
2023-04-20,278.6400146484375
2023-04-21,279.9800109863281
2023-04-24,286.8800048828125
2023-04-25,280.9200134277344
2023-04-26,248.05999755859375
2023-04-27,259.9200134277344
2023-04-28,297.7699890136719
2023-05-01,290.82000732421875
2023-05-02,294.239990234375
2023-05-03,295.80999755859375
2023-05-04,291.3599853515625
2023-05-05,293.07000732421875
2023-05-08,287.7200012207031
2023-05-09,284.05999755859375
2023-05-10,284.0899963378906
2023-05-11,281.989990234375
2023-05-12,280.4700012207031
2023-05-15,276.4200134277344
2023-05-16,270.82000732421875
2023-05-17,277.30999755859375
2023-05-18,282.0400085449219
2023-05-19,277.7200012207031
2023-05-22,274.0799865722656
2023-05-23,274.42999267578125
2023-05-24,273.4200134277344
2023-05-25,280.9200134277344
2023-05-26,284.29998779296875
2023-05-30,288.32000732421875
2023-05-31,284.1600036621094
2023-06-01,290.95001220703125
2023-06-02,302.8699951171875
2023-06-05,295.5899963378906
2023-06-06,301.80999755859375
2023-06-07,302.32000732421875
2023-06-08,304.9700012207031
2023-06-09,294.7900085449219
2023-06-12,305.239990234375
2023-06-13,310.6300048828125
2023-06-14,313.3500061035156
2023-06-15,319.79998779296875
2023-06-16,315.8699951171875
2023-06-20,306.7099914550781
2023-06-21,312.0
2023-06-22,314.8299865722656
2023-06-23,312.7699890136719
2023-06-26,322.5299987792969
2023-06-27,342.95001220703125
2023-06-28,344.3599853515625
2023-06-29,346.80999755859375
2023-06-30,342.4100036621094
2023-07-03,340.3299865722656
2023-07-05,336.2300109863281
2023-07-06,335.260009765625
2023-07-07,346.9100036621094
2023-07-10,349.95001220703125
2023-07-11,358.8699951171875
2023-07-12,357.489990234375
2023-07-13,363.1199951171875
2023-07-14,364.1000061035156
2023-07-17,370.7200012207031
2023-07-18,382.2200012207031
2023-07-19,397.25
2023-07-20,410.04998779296875
2023-07-21,402.7200012207031
2023-07-24,396.5799865722656
2023-07-25,396.6199951171875
2023-07-26,418.19000244140625
2023-07-27,410.80999755859375
2023-07-28,425.8900146484375
2023-07-31,423.1400146484375
2023-08-01,425.5
2023-08-02,425.1300048828125
2023-08-03,425.70001220703125
2023-08-04,424.2699890136719
2023-08-07,429.05999755859375
2023-08-08,425.3299865722656
2023-08-09,416.79998779296875
2023-08-10,423.0799865722656
2023-08-11,424.4599914550781
2023-08-14,426.07000732421875
2023-08-15,420.489990234375
2023-08-16,421.6199951171875
2023-08-17,403.7200012207031
2023-08-18,405.19000244140625
2023-08-21,407.8399963378906
2023-08-22,409.4100036621094
2023-08-23,419.8699951171875
2023-08-24,412.95001220703125
2023-08-25,407.0
2023-08-28,412.8800048828125
2023-08-29,419.6600036621094
2023-08-30,423.4200134277344
2023-08-31,426.20001220703125
2023-09-01,438.5799865722656
2023-09-05,425.04998779296875
2023-09-06,435.3900146484375
2023-09-07,438.0400085449219
2023-09-08,427.6199951171875
2023-09-11,428.5199890136719
2023-09-12,424.489990234375
2023-09-13,417.9700012207031
2023-09-14,413.3900146484375
2023-09-15,406.80999755859375
2023-09-18,399.80999755859375
2023-09-19,393.8399963378906
2023-09-20,391.20001220703125
2023-09-21,390.0799865722656
2023-09-22,386.6099853515625
2023-09-25,396.4200134277344
2023-09-26,386.760009765625
2023-09-27,391.6400146484375
2023-09-28,402.2300109863281
2023-09-29,398.6499938964844
2023-10-02,399.7699890136719
2023-10-03,402.9100036621094
2023-10-04,404.7300109863281
2023-10-05,397.9200134277344
2023-10-06,403.989990234375
2023-10-09,409.8500061035156
2023-10-10,416.3299865722656
2023-10-11,418.54998779296875
2023-10-12,415.0
2023-10-13,391.07000732421875
2023-10-16,399.20001220703125
2023-10-17,406.6400146484375
2023-10-18,394.19000244140625
2023-10-19,380.94000244140625
2023-10-20,383.0899963378906
2023-10-23,378.55999755859375
2023-10-24,381.30999755859375
2023-10-25,370.42999267578125
2023-10-26,377.0899963378906
2023-10-27,344.260009765625
2023-10-30,357.25
2023-10-31,358.489990234375
2023-11-01,379.92999267578125
2023-11-02,377.6199951171875
2023-11-03,388.0299987792969
2023-11-06,383.05999755859375
2023-11-07,387.80999755859375
2023-11-08,388.989990234375
2023-11-09,383.0799865722656
2023-11-10,395.9200134277344
2023-11-13,401.1400146484375
2023-11-14,412.2799987792969
2023-11-15,417.6300048828125
2023-11-16,411.70001220703125
2023-11-17,416.3699951171875
2023-11-20,419.57000732421875
2023-11-21,422.57000732421875
2023-11-22,423.2200012207031
2023-11-24,424.1099853515625
2023-11-27,418.4599914550781
2023-11-28,403.94000244140625
2023-11-29,383.92999267578125
2023-11-30,390.3900146484375
2023-12-01,416.6700134277344
2023-12-04,425.32000732421875
2023-12-05,418.8800048828125
2023-12-06,390.05999755859375
2023-12-07,390.3699951171875
2023-12-08,391.5
2023-12-11,397.45001220703125
2023-12-12,403.8500061035156
2023-12-13,398.7799987792969
2023-12-14,406.510009765625
2023-12-15,414.8500061035156
2023-12-18,417.5799865722656
2023-12-19,428.0400085449219
2023-12-20,436.5400085449219
2023-12-21,450.6700134277344
2023-12-22,451.8500061035156
2023-12-26,457.8599853515625
2023-12-27,451.6400146484375
2023-12-28,448.42999267578125
2023-12-29,438.2200012207031
2024-01-02,427.5
2024-01-03,418.7900085449219
2024-01-04,421.2200012207031
2024-01-05,419.1400146484375
2024-01-08,430.82000732421875
2024-01-09,430.07000732421875
2024-01-10,435.9800109863281
2024-01-11,433.6499938964844
2024-01-12,439.8599853515625
2024-01-16,437.989990234375
2024-01-17,431.739990234375
2024-01-18,441.5299987792969
2024-01-19,450.82000732421875
2024-01-22,468.9100036621094
2024-01-23,460.7699890136719
2024-01-24,452.3699951171875
2024-01-25,452.5199890136719
2024-01-26,450.1499938964844
2024-01-29,459.17999267578125
2024-01-30,453.0299987792969
2024-01-31,450.5799865722656
2024-02-01,467.45001220703125
2024-02-02,534.510009765625
2024-02-05,531.75
2024-02-06,530.760009765625
2024-02-07,536.02001953125
2024-02-08,553.0999755859375
2024-02-09,565.27001953125
2024-02-12,560.4000244140625
2024-02-13,555.0
2024-02-14,562.469970703125
2024-02-15,552.530029296875
2024-02-16,540.72998046875
2024-02-20,529.4099731445312
2024-02-21,547.3300170898438
2024-02-22,559.1400146484375
2024-02-23,563.5900268554688
2024-02-26,574.3599853515625
2024-02-27,570.4000244140625
2024-02-28,562.5900268554688
2024-02-29,575.4000244140625
2024-03-01,579.5599975585938
2024-03-04,584.010009765625
2024-03-05,604.77001953125
2024-03-06,605.9199829101562
2024-03-07,601.3599853515625
2024-03-08,583.6699829101562
2024-03-11,579.1900024414062
2024-03-12,596.1099853515625
2024-03-13,592.8099975585938
2024-03-14,588.7000122070312
2024-03-15,578.0800170898438
2024-03-18,560.75
2024-03-19,560.0
2024-03-20,568.0
2024-03-21,585.52001953125
2024-03-22,585.9299926757812
2024-03-25,586.4500122070312
2024-03-26,587.47998046875
2024-03-27,580.4600219726562
2024-03-28,585.0
2024-04-01,585.77001953125
2024-04-02,576.8599853515625
2024-04-03,578.3699951171875
2024-04-04,571.6599731445312
2024-04-05,593.0
2024-04-08,598.0
2024-04-09,591.719970703125
2024-04-10,581.0
2024-04-11,587.9099731445312
2024-04-12,577.719970703125
2024-04-15,576.969970703125
2024-04-16,556.27001953125
2024-04-17,541.2899780273438
2024-04-18,522.530029296875
2024-04-19,517.510009765625
2024-04-22,522.6199951171875
2024-04-23,546.280029296875
2024-04-24,527.8300170898438
2024-04-25,543.02001953125
2024-04-26,428.80999755859375
2024-04-29,416.1000061035156
2024-04-30,396.8299865722656
2024-05-01,396.0
2024-05-02,405.95001220703125
2024-05-03,400.0799865722656
2024-05-06,393.260009765625
2024-05-07,406.4599914550781
2024-05-08,413.30999755859375
2024-05-09,410.5
2024-05-10,410.6499938964844
2024-05-13,403.0199890136719
2024-05-14,405.2099914550781
2024-05-15,409.8800048828125
2024-05-16,407.80999755859375
2024-05-17,399.1400146484375
2024-05-20,398.2799987792969
2024-05-21,379.5199890136719
2024-05-22,377.260009765625
2024-05-23,380.25
2024-05-24,400.0
2024-05-28,396.2900085449219
2024-05-29,396.95001220703125
2024-05-30,403.739990234375
2024-05-31,409.4800109863281
2024-06-03,402.5
2024-06-04,429.3299865722656
2024-06-05,445.3999938964844
2024-06-06,452.6099853515625
2024-06-07,445.70001220703125
2024-06-10,449.010009765625
2024-06-11,454.1099853515625
2024-06-12,462.010009765625
2024-06-13,455.8999938964844
2024-06-14,452.739990234375
2024-06-17,447.3399963378906
2024-06-18,454.0
2024-06-20,460.239990234375
2024-06-21,460.6099853515625
2024-06-24,467.04998779296875
2024-06-25,466.94000244140625
2024-06-26,464.6499938964844
2024-06-27,458.70001220703125
2024-06-28,474.2900085449219
2024-07-01,471.4700012207031
2024-07-02,466.3699951171875
2024-07-03,470.2200012207031
2024-07-05,464.2300109863281
2024-07-08,459.6000061035156
2024-07-09,438.510009765625
2024-07-10,440.4700012207031
2024-07-11,450.67999267578125
2024-07-12,455.0199890136719
2024-07-15,480.6400146484375
2024-07-16,509.4200134277344
2024-07-17,483.739990234375
2024-07-18,482.4200134277344
2024-07-19,485.2099914550781
2024-07-22,490.510009765625
2024-07-23,482.2900085449219
2024-07-24,482.55999755859375
2024-07-25,489.1099853515625
2024-07-26,396.42999267578125
2024-07-29,386.2099914550781
2024-07-30,408.6099853515625
2024-07-31,417.8500061035156
2024-08-01,395.010009765625
2024-08-02,383.239990234375
2024-08-05,377.94000244140625
2024-08-06,389.989990234375
2024-08-07,381.1499938964844
2024-08-08,384.7099914550781
2024-08-09,371.1099853515625
2024-08-12,367.6000061035156
2024-08-13,374.79998779296875
2024-08-14,375.29998779296875
2024-08-15,386.6300048828125
2024-08-16,392.489990234375
2024-08-19,389.75
2024-08-20,384.19000244140625
2024-08-21,397.5199890136719
2024-08-22,394.2699890136719
2024-08-23,402.3299865722656
2024-08-26,392.489990234375
2024-08-27,374.70001220703125
2024-08-28,371.3399963378906
2024-08-29,374.2699890136719
2024-08-30,375.8299865722656
2024-09-03,380.5799865722656
2024-09-04,417.30999755859375
2024-09-05,398.3699951171875
2024-09-06,402.3900146484375
2024-09-09,410.82000732421875
2024-09-10,415.6400146484375
2024-09-11,421.1400146484375
2024-09-12,420.17999267578125
2024-09-13,432.489990234375
2024-09-16,434.80999755859375
2024-09-17,438.3699951171875
2024-09-18,444.2900085449219
2024-09-19,453.8299865722656
2024-09-20,436.7799987792969
2024-09-23,441.5400085449219
2024-09-24,455.7300109863281
2024-09-25,450.2699890136719
2024-09-26,431.2799987792969
2024-09-27,434.6199951171875
2024-09-30,437.260009765625
2024-10-01,433.67999267578125
2024-10-02,430.1400146484375
2024-10-03,426.3599853515625
2024-10-04,428.1400146484375
2024-10-07,424.8399963378906
2024-10-08,436.80999755859375
2024-10-09,447.8299865722656
2024-10-10,440.8500061035156
2024-10-11,463.3699951171875
2024-10-14,461.9700012207031
2024-10-15,452.6600036621094
2024-10-16,459.6600036621094
2024-10-17,446.67999267578125
2024-10-18,436.69000244140625
2024-10-21,422.5799865722656
2024-10-22,429.8900146484375
2024-10-23,412.8900146484375
2024-10-24,414.42999267578125
2024-10-25,461.6499938964844
2024-10-28,479.3800048828125
2024-10-29,476.989990234375
2024-10-30,491.3299865722656
2024-10-31,488.6099853515625
2024-11-01,480.69000244140625
2024-11-04,486.1400146484375
2024-11-05,500.8299865722656
2024-11-06,568.02001953125
2024-11-07,545.0900268554688
2024-11-08,544.8900146484375
2024-11-11,558.0999755859375
2024-11-12,545.72998046875
2024-11-13,537.2000122070312
2024-11-14,542.3200073242188
2024-11-15,522.3699951171875
2024-11-18,518.1699829101562
2024-11-19,515.8800048828125
2024-11-20,530.0
2024-11-21,549.1900024414062
