Date,OPCH
2022-02-28,25.700000762939453
2022-03-01,25.34000015258789
2022-03-02,26.149999618530273
2022-03-03,25.81999969482422
2022-03-04,26.229999542236328
2022-03-07,25.75
2022-03-08,25.299999237060547
2022-03-09,26.15999984741211
2022-03-10,26.079999923706055
2022-03-11,25.75
2022-03-14,25.229999542236328
2022-03-15,25.90999984741211
2022-03-16,26.31999969482422
2022-03-17,26.510000228881836
2022-03-18,26.59000015258789
2022-03-21,26.420000076293945
2022-03-22,27.190000534057617
2022-03-23,26.559999465942383
2022-03-24,27.610000610351562
2022-03-25,28.040000915527344
2022-03-28,28.34000015258789
2022-03-29,28.670000076293945
2022-03-30,28.290000915527344
2022-03-31,28.559999465942383
2022-04-01,28.719999313354492
2022-04-04,27.43000030517578
2022-04-05,27.440000534057617
2022-04-06,28.010000228881836
2022-04-07,28.329999923706055
2022-04-08,28.43000030517578
2022-04-11,27.8700008392334
2022-04-12,28.739999771118164
2022-04-13,29.709999084472656
2022-04-14,29.450000762939453
2022-04-18,28.899999618530273
2022-04-19,29.520000457763672
2022-04-20,30.049999237060547
2022-04-21,29.489999771118164
2022-04-22,27.90999984741211
2022-04-25,28.299999237060547
2022-04-26,27.079999923706055
2022-04-27,27.09000015258789
2022-04-28,30.479999542236328
2022-04-29,29.8799991607666
2022-05-02,28.440000534057617
2022-05-03,29.100000381469727
2022-05-04,29.81999969482422
2022-05-05,29.15999984741211
2022-05-06,28.479999542236328
2022-05-09,26.93000030517578
2022-05-10,26.959999084472656
2022-05-11,26.469999313354492
2022-05-12,27.719999313354492
2022-05-13,28.6299991607666
2022-05-16,28.3799991607666
2022-05-17,29.420000076293945
2022-05-18,28.479999542236328
2022-05-19,28.889999389648438
2022-05-20,28.889999389648438
2022-05-23,28.25
2022-05-24,27.989999771118164
2022-05-25,28.559999465942383
2022-05-26,29.06999969482422
2022-05-27,30.940000534057617
2022-05-31,30.360000610351562
2022-06-01,29.540000915527344
2022-06-02,30.709999084472656
2022-06-03,30.229999542236328
2022-06-06,30.079999923706055
2022-06-07,30.020000457763672
2022-06-08,28.8799991607666
2022-06-09,28.049999237060547
2022-06-10,27.360000610351562
2022-06-13,26.8700008392334
2022-06-14,26.850000381469727
2022-06-15,27.670000076293945
2022-06-16,26.110000610351562
2022-06-17,25.989999771118164
2022-06-21,26.149999618530273
2022-06-22,26.170000076293945
2022-06-23,26.850000381469727
2022-06-24,28.34000015258789
2022-06-27,29.040000915527344
2022-06-28,28.43000030517578
2022-06-29,29.280000686645508
2022-06-30,27.790000915527344
2022-07-01,28.530000686645508
2022-07-05,28.5
2022-07-06,28.389999389648438
2022-07-07,29.219999313354492
2022-07-08,29.770000457763672
2022-07-11,29.209999084472656
2022-07-12,29.270000457763672
2022-07-13,29.309999465942383
2022-07-14,29.329999923706055
2022-07-15,31.579999923706055
2022-07-18,30.770000457763672
2022-07-19,31.440000534057617
2022-07-20,31.5
2022-07-21,31.850000381469727
2022-07-22,32.279998779296875
2022-07-25,32.34000015258789
2022-07-26,32.310001373291016
2022-07-27,33.15999984741211
2022-07-28,33.93000030517578
2022-07-29,33.599998474121094
2022-08-01,33.86000061035156
2022-08-02,35.0
2022-08-03,34.75
2022-08-04,34.220001220703125
2022-08-05,34.4900016784668
2022-08-08,34.90999984741211
2022-08-09,34.369998931884766
2022-08-10,34.47999954223633
2022-08-11,34.16999816894531
2022-08-12,34.77000045776367
2022-08-15,35.13999938964844
2022-08-16,34.84000015258789
2022-08-17,32.11000061035156
2022-08-18,32.0
2022-08-19,32.31999969482422
2022-08-22,32.34000015258789
2022-08-23,32.20000076293945
2022-08-24,32.66999816894531
2022-08-25,32.77000045776367
2022-08-26,31.59000015258789
2022-08-29,31.299999237060547
2022-08-30,31.520000457763672
2022-08-31,30.959999084472656
2022-09-01,30.649999618530273
2022-09-02,30.549999237060547
2022-09-06,31.739999771118164
2022-09-07,32.5
2022-09-08,33.36000061035156
2022-09-09,33.18000030517578
2022-09-12,33.72999954223633
2022-09-13,32.56999969482422
2022-09-14,32.7599983215332
2022-09-15,32.150001525878906
2022-09-16,32.16999816894531
2022-09-19,31.56999969482422
2022-09-20,31.100000381469727
2022-09-21,31.15999984741211
2022-09-22,30.3700008392334
2022-09-23,29.739999771118164
2022-09-26,29.770000457763672
2022-09-27,29.760000228881836
2022-09-28,32.400001525878906
2022-09-29,31.979999542236328
2022-09-30,31.469999313354492
2022-10-03,32.59000015258789
2022-10-04,33.869998931884766
2022-10-05,33.970001220703125
2022-10-06,33.70000076293945
2022-10-07,32.380001068115234
2022-10-10,33.02000045776367
2022-10-11,33.66999816894531
2022-10-12,34.02000045776367
2022-10-13,33.959999084472656
2022-10-14,32.86000061035156
2022-10-17,33.77000045776367
2022-10-18,34.099998474121094
2022-10-19,33.52000045776367
2022-10-20,32.91999816894531
2022-10-21,33.47999954223633
2022-10-24,34.0099983215332
2022-10-25,34.63999938964844
2022-10-26,35.0
2022-10-27,30.780000686645508
2022-10-28,31.200000762939453
2022-10-31,30.260000228881836
2022-11-01,30.329999923706055
2022-11-02,30.020000457763672
2022-11-03,30.309999465942383
2022-11-04,31.540000915527344
2022-11-07,31.209999084472656
2022-11-08,31.549999237060547
2022-11-09,31.18000030517578
2022-11-10,31.520000457763672
2022-11-11,29.450000762939453
2022-11-14,30.079999923706055
2022-11-15,28.760000228881836
2022-11-16,29.079999923706055
2022-11-17,27.84000015258789
2022-11-18,28.690000534057617
2022-11-21,28.040000915527344
2022-11-22,28.850000381469727
2022-11-23,28.350000381469727
2022-11-25,28.84000015258789
2022-11-28,28.760000228881836
2022-11-29,29.170000076293945
2022-11-30,30.110000610351562
2022-12-01,30.809999465942383
2022-12-02,30.760000228881836
2022-12-05,30.219999313354492
2022-12-06,29.860000610351562
2022-12-07,29.559999465942383
2022-12-08,30.010000228881836
2022-12-09,29.729999542236328
2022-12-12,30.31999969482422
2022-12-13,30.549999237060547
2022-12-14,31.350000381469727
2022-12-15,30.170000076293945
2022-12-16,29.799999237060547
2022-12-19,29.81999969482422
2022-12-20,29.709999084472656
2022-12-21,30.639999389648438
2022-12-22,30.190000534057617
2022-12-23,30.219999313354492
2022-12-27,30.1200008392334
2022-12-28,30.030000686645508
2022-12-29,30.3799991607666
2022-12-30,30.09000015258789
2023-01-03,29.5
2023-01-04,28.899999618530273
