Date,FYBR
2022-02-28,27.549999237060547
2022-03-01,26.969999313354492
2022-03-02,27.010000228881836
2022-03-03,26.739999771118164
2022-03-04,25.270000457763672
2022-03-07,24.729999542236328
2022-03-08,24.709999084472656
2022-03-09,26.25
2022-03-10,25.969999313354492
2022-03-11,25.1299991607666
2022-03-14,25.100000381469727
2022-03-15,26.520000457763672
2022-03-16,27.280000686645508
2022-03-17,27.350000381469727
2022-03-18,27.649999618530273
2022-03-21,27.100000381469727
2022-03-22,27.270000457763672
2022-03-23,27.360000610351562
2022-03-24,26.860000610351562
2022-03-25,27.0
2022-03-28,27.530000686645508
2022-03-29,28.229999542236328
2022-03-30,27.610000610351562
2022-03-31,27.670000076293945
2022-04-01,28.600000381469727
2022-04-04,29.049999237060547
2022-04-05,28.469999313354492
2022-04-06,28.989999771118164
2022-04-07,29.0
2022-04-08,28.790000915527344
2022-04-11,28.950000762939453
2022-04-12,28.969999313354492
2022-04-13,29.1299991607666
2022-04-14,28.8700008392334
2022-04-18,28.479999542236328
2022-04-19,29.18000030517578
2022-04-20,29.09000015258789
2022-04-21,28.3700008392334
2022-04-22,27.450000762939453
2022-04-25,27.850000381469727
2022-04-26,27.3799991607666
2022-04-27,27.510000228881836
2022-04-28,27.649999618530273
2022-04-29,26.389999389648438
2022-05-02,25.540000915527344
2022-05-03,25.84000015258789
2022-05-04,25.8799991607666
2022-05-05,24.719999313354492
2022-05-06,25.15999984741211
2022-05-09,23.739999771118164
2022-05-10,22.40999984741211
2022-05-11,22.670000076293945
2022-05-12,22.209999084472656
2022-05-13,23.549999237060547
2022-05-16,22.780000686645508
2022-05-17,23.610000610351562
2022-05-18,22.489999771118164
2022-05-19,22.600000381469727
2022-05-20,22.950000762939453
2022-05-23,23.290000915527344
2022-05-24,23.049999237060547
2022-05-25,24.639999389648438
2022-05-26,25.260000228881836
2022-05-27,26.350000381469727
2022-05-31,25.93000030517578
2022-06-01,26.639999389648438
2022-06-02,26.889999389648438
2022-06-03,27.030000686645508
2022-06-06,26.81999969482422
2022-06-07,26.389999389648438
2022-06-08,26.149999618530273
2022-06-09,25.149999618530273
2022-06-10,24.3799991607666
2022-06-13,22.59000015258789
2022-06-14,22.489999771118164
2022-06-15,23.610000610351562
2022-06-16,22.110000610351562
2022-06-17,22.84000015258789
2022-06-21,23.700000762939453
2022-06-22,23.459999084472656
2022-06-23,23.360000610351562
2022-06-24,24.1200008392334
2022-06-27,24.290000915527344
2022-06-28,23.799999237060547
2022-06-29,23.40999984741211
2022-06-30,23.540000915527344
2022-07-01,25.049999237060547
2022-07-05,24.81999969482422
2022-07-06,24.459999084472656
2022-07-07,24.950000762939453
2022-07-08,25.030000686645508
2022-07-11,24.719999313354492
2022-07-12,24.899999618530273
2022-07-13,25.110000610351562
2022-07-14,24.610000610351562
2022-07-15,24.969999313354492
2022-07-18,25.549999237060547
2022-07-19,26.329999923706055
2022-07-20,26.020000457763672
2022-07-21,25.399999618530273
2022-07-22,25.6299991607666
2022-07-25,24.8700008392334
2022-07-26,25.0
2022-07-27,25.459999084472656
2022-07-28,26.079999923706055
2022-07-29,25.90999984741211
2022-08-01,26.010000228881836
2022-08-02,26.15999984741211
2022-08-03,26.450000762939453
2022-08-04,26.0
2022-08-05,26.639999389648438
2022-08-08,26.940000534057617
2022-08-09,26.149999618530273
2022-08-10,26.989999771118164
2022-08-11,26.979999542236328
2022-08-12,27.18000030517578
2022-08-15,27.40999984741211
2022-08-16,27.770000457763672
2022-08-17,26.31999969482422
2022-08-18,26.15999984741211
2022-08-19,25.989999771118164
