Date,TPG
2022-02-28,30.739999771118164
2022-03-01,29.700000762939453
2022-03-02,31.399999618530273
2022-03-03,30.209999084472656
2022-03-04,29.200000762939453
2022-03-07,28.280000686645508
2022-03-08,27.959999084472656
2022-03-09,29.329999923706055
2022-03-10,29.09000015258789
2022-03-11,28.90999984741211
2022-03-14,26.889999389648438
2022-03-15,27.3799991607666
2022-03-16,29.40999984741211
2022-03-17,30.329999923706055
2022-03-18,29.780000686645508
2022-03-21,30.079999923706055
2022-03-22,30.549999237060547
2022-03-23,29.770000457763672
2022-03-24,30.09000015258789
2022-03-25,29.989999771118164
2022-03-28,29.520000457763672
2022-03-29,31.25
2022-03-30,30.25
2022-03-31,30.139999389648438
2022-04-01,30.850000381469727
2022-04-04,31.229999542236328
2022-04-05,30.040000915527344
2022-04-06,28.6299991607666
2022-04-07,29.079999923706055
2022-04-08,28.610000610351562
2022-04-11,27.6200008392334
2022-04-12,27.520000457763672
2022-04-13,28.559999465942383
2022-04-14,28.079999923706055
2022-04-18,27.299999237060547
2022-04-19,28.540000915527344
2022-04-20,28.520000457763672
2022-04-21,27.020000457763672
2022-04-22,26.549999237060547
2022-04-25,26.93000030517578
2022-04-26,25.56999969482422
2022-04-27,25.709999084472656
2022-04-28,26.1299991607666
2022-04-29,25.399999618530273
2022-05-02,26.149999618530273
2022-05-03,26.40999984741211
2022-05-04,27.479999542236328
2022-05-05,26.010000228881836
2022-05-06,25.889999389648438
2022-05-09,25.209999084472656
2022-05-10,26.219999313354492
2022-05-11,26.020000457763672
2022-05-12,26.1299991607666
2022-05-13,27.670000076293945
2022-05-16,27.020000457763672
2022-05-17,28.299999237060547
2022-05-18,27.209999084472656
2022-05-19,25.959999084472656
2022-05-20,27.040000915527344
2022-05-23,27.860000610351562
2022-05-24,27.610000610351562
2022-05-25,28.34000015258789
2022-05-26,29.139999389648438
2022-05-27,29.809999465942383
2022-05-31,29.170000076293945
2022-06-01,28.700000762939453
2022-06-02,29.0
2022-06-03,28.600000381469727
2022-06-06,28.8700008392334
2022-06-07,28.219999313354492
2022-06-08,28.43000030517578
2022-06-09,27.579999923706055
2022-06-10,26.15999984741211
2022-06-13,24.540000915527344
2022-06-14,24.079999923706055
2022-06-15,24.989999771118164
2022-06-16,23.6299991607666
2022-06-17,24.1299991607666
2022-06-21,24.010000228881836
2022-06-22,23.719999313354492
2022-06-23,24.549999237060547
2022-06-24,25.770000457763672
2022-06-27,25.610000610351562
2022-06-28,25.56999969482422
2022-06-29,24.290000915527344
2022-06-30,23.90999984741211
2022-07-01,24.329999923706055
2022-07-05,24.979999542236328
2022-07-06,24.59000015258789
2022-07-07,25.399999618530273
2022-07-08,24.65999984741211
2022-07-11,24.540000915527344
2022-07-12,24.920000076293945
2022-07-13,24.440000534057617
2022-07-14,23.889999389648438
2022-07-15,25.139999389648438
2022-07-18,25.079999923706055
2022-07-19,26.200000762939453
2022-07-20,27.059999465942383
2022-07-21,27.3799991607666
2022-07-22,26.920000076293945
2022-07-25,26.829999923706055
2022-07-26,26.229999542236328
2022-07-27,27.209999084472656
2022-07-28,28.139999389648438
2022-07-29,28.520000457763672
2022-08-01,28.299999237060547
2022-08-02,27.719999313354492
2022-08-03,28.229999542236328
2022-08-04,29.040000915527344
2022-08-05,29.190000534057617
2022-08-08,30.309999465942383
2022-08-09,30.920000076293945
2022-08-10,32.27000045776367
2022-08-11,31.979999542236328
2022-08-12,32.47999954223633
2022-08-15,33.11000061035156
2022-08-16,32.689998626708984
2022-08-17,32.38999938964844
2022-08-18,32.41999816894531
2022-08-19,31.190000534057617
2022-08-22,30.43000030517578
2022-08-23,31.260000228881836
2022-08-24,31.59000015258789
2022-08-25,31.860000610351562
2022-08-26,30.049999237060547
2022-08-29,29.600000381469727
2022-08-30,29.709999084472656
2022-08-31,29.360000610351562
2022-09-01,29.270000457763672
2022-09-02,29.1299991607666
2022-09-06,30.239999771118164
2022-09-07,31.15999984741211
2022-09-08,31.020000457763672
2022-09-09,32.77000045776367
2022-09-12,32.810001373291016
2022-09-13,31.40999984741211
2022-09-14,31.40999984741211
2022-09-15,31.450000762939453
2022-09-16,30.81999969482422
2022-09-19,31.15999984741211
2022-09-20,30.229999542236328
2022-09-21,29.299999237060547
2022-09-22,28.770000457763672
2022-09-23,27.719999313354492
2022-09-26,27.479999542236328
2022-09-27,27.690000534057617
2022-09-28,28.56999969482422
2022-09-29,27.889999389648438
2022-09-30,27.84000015258789
2022-10-03,28.489999771118164
2022-10-04,30.229999542236328
2022-10-05,29.43000030517578
2022-10-06,29.420000076293945
2022-10-07,28.809999465942383
2022-10-10,29.06999969482422
2022-10-11,28.459999084472656
2022-10-12,28.700000762939453
2022-10-13,29.329999923706055
2022-10-14,27.600000381469727
2022-10-17,28.15999984741211
2022-10-18,28.860000610351562
2022-10-19,28.239999771118164
2022-10-20,27.170000076293945
2022-10-21,27.959999084472656
2022-10-24,28.5
2022-10-25,29.700000762939453
2022-10-26,29.5
2022-10-27,29.969999313354492
2022-10-28,30.610000610351562
2022-10-31,30.75
2022-11-01,31.719999313354492
2022-11-02,31.31999969482422
2022-11-03,30.260000228881836
2022-11-04,31.940000534057617
2022-11-07,32.939998626708984
2022-11-08,32.380001068115234
2022-11-09,35.43000030517578
2022-11-10,40.68000030517578
2022-11-11,41.779998779296875
2022-11-14,38.52000045776367
2022-11-15,38.900001525878906
2022-11-16,36.63999938964844
2022-11-17,35.650001525878906
2022-11-18,35.43000030517578
2022-11-21,35.56999969482422
2022-11-22,35.540000915527344
2022-11-23,35.36000061035156
2022-11-25,35.0
2022-11-28,33.72999954223633
2022-11-29,33.119998931884766
2022-11-30,33.29999923706055
2022-12-01,33.22999954223633
2022-12-02,32.470001220703125
2022-12-05,31.520000457763672
2022-12-06,31.65999984741211
2022-12-07,31.729999542236328
2022-12-08,31.920000076293945
2022-12-09,31.8799991607666
2022-12-12,32.41999816894531
2022-12-13,32.77000045776367
2022-12-14,31.850000381469727
2022-12-15,30.790000915527344
2022-12-16,30.360000610351562
2022-12-19,29.549999237060547
2022-12-20,29.43000030517578
2022-12-21,29.290000915527344
2022-12-22,28.020000457763672
2022-12-23,28.139999389648438
2022-12-27,28.110000610351562
2022-12-28,27.68000030517578
2022-12-29,28.239999771118164
2022-12-30,27.829999923706055
2023-01-03,28.360000610351562
2023-01-04,29.790000915527344
2023-01-05,30.049999237060547
2023-01-06,30.290000915527344
2023-01-09,30.84000015258789
2023-01-10,32.459999084472656
2023-01-11,33.45000076293945
2023-01-12,33.900001525878906
2023-01-13,34.29999923706055
2023-01-17,33.2599983215332
2023-01-18,32.95000076293945
2023-01-19,32.060001373291016
2023-01-20,32.52000045776367
2023-01-23,32.880001068115234
2023-01-24,31.59000015258789
2023-01-25,31.90999984741211
2023-01-26,32.36000061035156
2023-01-27,32.310001373291016
2023-01-30,31.43000030517578
2023-01-31,32.209999084472656
2023-02-01,32.75
2023-02-02,33.91999816894531
2023-02-03,33.900001525878906
2023-02-06,33.060001373291016
2023-02-07,33.380001068115234
2023-02-08,32.779998779296875
2023-02-09,32.150001525878906
2023-02-10,32.380001068115234
2023-02-13,33.060001373291016
