Date,ISRG
2023-08-16,299.32000732421875
2023-08-17,290.0799865722656
2023-08-18,285.95001220703125
2023-08-21,286.6700134277344
2023-08-22,287.1600036621094
2023-08-23,290.3900146484375
2023-08-24,285.6400146484375
2023-08-25,297.54998779296875
2023-08-28,301.4800109863281
2023-08-29,310.3900146484375
2023-08-30,318.5799865722656
2023-08-31,312.67999267578125
2023-09-01,310.4100036621094
2023-09-05,307.67999267578125
2023-09-06,307.8399963378906
2023-09-07,297.2200012207031
2023-09-08,298.2200012207031
2023-09-11,302.3500061035156
2023-09-12,301.54998779296875
2023-09-13,302.70001220703125
2023-09-14,303.739990234375
2023-09-15,295.5400085449219
2023-09-18,298.1700134277344
2023-09-19,299.6499938964844
2023-09-20,291.9599914550781
2023-09-21,284.3500061035156
2023-09-22,288.20001220703125
2023-09-25,293.25
2023-09-26,290.739990234375
2023-09-27,291.42999267578125
2023-09-28,296.1499938964844
2023-09-29,292.2900085449219
2023-10-02,294.9800109863281
2023-10-03,288.0400085449219
2023-10-04,290.2799987792969
2023-10-05,290.0899963378906
2023-10-06,295.67999267578125
2023-10-09,294.489990234375
2023-10-10,297.8299865722656
2023-10-11,281.7900085449219
2023-10-12,266.1199951171875
2023-10-13,273.1499938964844
2023-10-16,274.1600036621094
2023-10-17,275.3699951171875
2023-10-18,275.5199890136719
2023-10-19,273.45001220703125
2023-10-20,266.9100036621094
2023-10-23,272.5899963378906
2023-10-24,277.3900146484375
2023-10-25,266.6099853515625
2023-10-26,259.510009765625
2023-10-27,258.9800109863281
2023-10-30,258.489990234375
2023-10-31,262.2200012207031
2023-11-01,270.4599914550781
2023-11-02,277.8900146484375
2023-11-03,278.5199890136719
2023-11-06,277.260009765625
2023-11-07,278.69000244140625
2023-11-08,277.92999267578125
2023-11-09,272.3999938964844
2023-11-10,277.489990234375
2023-11-13,282.4800109863281
2023-11-14,291.6199951171875
2023-11-15,293.2200012207031
2023-11-16,303.95001220703125
2023-11-17,305.2799987792969
2023-11-20,311.3399963378906
2023-11-21,311.82000732421875
2023-11-22,315.79998779296875
2023-11-24,318.010009765625
2023-11-27,314.9800109863281
2023-11-28,310.95001220703125
2023-11-29,310.760009765625
2023-11-30,310.8399963378906
2023-12-01,315.20001220703125
2023-12-04,311.8399963378906
2023-12-05,309.5199890136719
2023-12-06,310.260009765625
2023-12-07,311.55999755859375
2023-12-08,310.4200134277344
2023-12-11,315.42999267578125
2023-12-12,320.7099914550781
2023-12-13,328.9599914550781
2023-12-14,326.17999267578125
2023-12-15,324.3500061035156
2023-12-18,328.4200134277344
2023-12-19,335.7200012207031
2023-12-20,325.42999267578125
2023-12-21,333.45001220703125
2023-12-22,336.260009765625
2023-12-26,337.3900146484375
2023-12-27,337.4700012207031
2023-12-28,338.3900146484375
2023-12-29,337.3599853515625
2024-01-02,330.9800109863281
2024-01-03,322.1300048828125
2024-01-04,323.2699890136719
2024-01-05,322.5
2024-01-08,328.8599853515625
2024-01-09,330.55999755859375
2024-01-10,364.45001220703125
2024-01-11,362.30999755859375
2024-01-12,363.7099914550781
2024-01-16,362.3299865722656
2024-01-17,358.8800048828125
2024-01-18,371.92999267578125
2024-01-19,374.82000732421875
2024-01-22,375.80999755859375
2024-01-23,371.4100036621094
2024-01-24,370.07000732421875
2024-01-25,374.9700012207031
2024-01-26,374.760009765625
2024-01-29,379.1600036621094
2024-01-30,377.2900085449219
2024-01-31,378.2200012207031
2024-02-01,383.8299865722656
2024-02-02,383.7699890136719
2024-02-05,383.94000244140625
2024-02-06,389.69000244140625
2024-02-07,391.3800048828125
2024-02-08,386.94000244140625
2024-02-09,388.2200012207031
2024-02-12,382.1300048828125
2024-02-13,378.8900146484375
2024-02-14,381.760009765625
2024-02-15,380.1700134277344
2024-02-16,378.6300048828125
2024-02-20,377.6400146484375
2024-02-21,380.2300109863281
2024-02-22,389.0799865722656
2024-02-23,389.7699890136719
2024-02-26,388.2699890136719
2024-02-27,386.4599914550781
2024-02-28,386.5899963378906
2024-02-29,385.6000061035156
2024-03-01,397.8999938964844
2024-03-04,400.5899963378906
2024-03-05,387.32000732421875
2024-03-06,388.1600036621094
2024-03-07,392.67999267578125
2024-03-08,391.8500061035156
2024-03-11,378.8999938964844
2024-03-12,389.3999938964844
2024-03-13,382.989990234375
2024-03-14,384.30999755859375
2024-03-15,396.2799987792969
2024-03-18,392.6199951171875
2024-03-19,390.5299987792969
2024-03-20,390.3699951171875
2024-03-21,391.9599914550781
2024-03-22,394.07000732421875
2024-03-25,391.7099914550781
2024-03-26,397.6300048828125
2024-03-27,400.1000061035156
2024-03-28,399.0899963378906
2024-04-01,394.8699951171875
2024-04-02,382.3599853515625
2024-04-03,383.4200134277344
2024-04-04,378.9200134277344
2024-04-05,388.3900146484375
2024-04-08,386.92999267578125
2024-04-09,390.9599914550781
2024-04-10,388.4599914550781
2024-04-11,392.260009765625
2024-04-12,384.79998779296875
2024-04-15,377.3599853515625
2024-04-16,378.54998779296875
2024-04-17,374.1700134277344
2024-04-18,372.6300048828125
2024-04-19,366.3399963378906
2024-04-22,368.92999267578125
2024-04-23,377.0799865722656
2024-04-24,375.010009765625
2024-04-25,373.1199951171875
2024-04-26,375.3299865722656
2024-04-29,374.1400146484375
2024-04-30,370.6199951171875
2024-05-01,371.70001220703125
2024-05-02,377.6499938964844
2024-05-03,381.3599853515625
2024-05-06,383.04998779296875
2024-05-07,388.6499938964844
2024-05-08,380.3699951171875
2024-05-09,385.45001220703125
2024-05-10,386.70001220703125
2024-05-13,380.8800048828125
2024-05-14,384.19000244140625
2024-05-15,399.3900146484375
2024-05-16,396.42999267578125
2024-05-17,398.82000732421875
2024-05-20,400.0299987792969
2024-05-21,402.1099853515625
2024-05-22,400.8999938964844
2024-05-23,398.3900146484375
2024-05-24,404.8500061035156
2024-05-28,401.0299987792969
2024-05-29,398.3999938964844
2024-05-30,403.3900146484375
2024-05-31,402.1199951171875
2024-06-03,403.8599853515625
2024-06-04,406.6099853515625
2024-06-05,417.239990234375
2024-06-06,418.1499938964844
2024-06-07,417.6099853515625
2024-06-10,418.3800048828125
2024-06-11,418.7799987792969
2024-06-12,428.1000061035156
2024-06-13,422.8999938964844
2024-06-14,425.7799987792969
2024-06-17,430.0
2024-06-18,435.0
2024-06-20,432.54998779296875
2024-06-21,432.55999755859375
2024-06-24,429.0400085449219
2024-06-25,442.30999755859375
2024-06-26,442.55999755859375
2024-06-27,445.1099853515625
2024-06-28,444.8500061035156
2024-07-01,436.239990234375
2024-07-02,438.80999755859375
2024-07-03,434.80999755859375
2024-07-05,443.760009765625
2024-07-08,444.5299987792969
2024-07-09,442.29998779296875
2024-07-10,444.739990234375
2024-07-11,443.5
2024-07-12,444.1600036621094
2024-07-15,437.25
2024-07-16,438.010009765625
2024-07-17,426.2300109863281
2024-07-18,416.1400146484375
2024-07-19,455.010009765625
2024-07-22,461.1199951171875
2024-07-23,455.05999755859375
2024-07-24,454.0199890136719
2024-07-25,436.739990234375
2024-07-26,441.29998779296875
2024-07-29,443.6600036621094
2024-07-30,432.69000244140625
2024-07-31,444.6099853515625
2024-08-01,450.94000244140625
2024-08-02,449.7300109863281
2024-08-05,438.0
2024-08-06,447.6600036621094
2024-08-07,449.260009765625
2024-08-08,463.6099853515625
2024-08-09,463.42999267578125
2024-08-12,465.5299987792969
2024-08-13,469.2300109863281
2024-08-14,471.2099914550781
2024-08-15,480.1700134277344
2024-08-16,478.9800109863281
2024-08-19,482.1600036621094
2024-08-20,483.2099914550781
2024-08-21,487.4200134277344
2024-08-22,490.42999267578125
2024-08-23,486.54998779296875
2024-08-26,479.19000244140625
2024-08-27,482.3500061035156
2024-08-28,482.2099914550781
2024-08-29,487.1700134277344
2024-08-30,492.6300048828125
2024-09-03,483.44000244140625
2024-09-04,481.7300109863281
2024-09-05,476.69000244140625
2024-09-06,471.82000732421875
2024-09-09,479.3900146484375
2024-09-10,484.239990234375
2024-09-11,490.92999267578125
2024-09-12,494.010009765625
2024-09-13,489.8599853515625
2024-09-16,491.3900146484375
2024-09-17,483.32000732421875
2024-09-18,482.0899963378906
2024-09-19,490.010009765625
2024-09-20,486.20001220703125
2024-09-23,489.07000732421875
2024-09-24,484.3999938964844
2024-09-25,484.3900146484375
2024-09-26,486.3299865722656
2024-09-27,479.17999267578125
2024-09-30,491.2699890136719
2024-10-01,484.760009765625
2024-10-02,486.6199951171875
2024-10-03,479.6300048828125
2024-10-04,481.95001220703125
2024-10-07,471.2300109863281
2024-10-08,480.7900085449219
2024-10-09,490.3800048828125
2024-10-10,483.8399963378906
2024-10-11,484.7799987792969
2024-10-14,487.6099853515625
2024-10-15,478.4700012207031
2024-10-16,476.5899963378906
2024-10-17,473.7300109863281
2024-10-18,521.1500244140625
2024-10-21,518.8599853515625
2024-10-22,517.5
2024-10-23,512.5800170898438
2024-10-24,511.6300048828125
2024-10-25,511.2699890136719
2024-10-28,510.8800048828125
2024-10-29,516.3099975585938
2024-10-30,513.77001953125
2024-10-31,503.8399963378906
2024-11-01,506.3399963378906
2024-11-04,507.4200134277344
2024-11-05,515.1699829101562
2024-11-06,515.5499877929688
2024-11-07,524.280029296875
2024-11-08,536.4500122070312
2024-11-11,535.75
2024-11-12,537.0700073242188
2024-11-13,536.6900024414062
2024-11-14,537.7999877929688
2024-11-15,527.6099853515625
2024-11-18,531.6400146484375
2024-11-19,538.8200073242188
2024-11-20,541.8200073242188
2024-11-21,550.6199951171875
