Date,ISRG
2022-02-28,290.3299865722656
2022-03-01,291.54998779296875
2022-03-02,299.010009765625
2022-03-03,299.82000732421875
2022-03-04,302.2799987792969
2022-03-07,292.69000244140625
2022-03-08,269.32000732421875
2022-03-09,278.82000732421875
2022-03-10,275.7200012207031
2022-03-11,273.69000244140625
2022-03-14,263.79998779296875
2022-03-15,270.0
2022-03-16,277.8500061035156
2022-03-17,282.95001220703125
2022-03-18,290.1099853515625
2022-03-21,283.2799987792969
2022-03-22,286.44000244140625
2022-03-23,275.20001220703125
2022-03-24,281.0799865722656
2022-03-25,286.8699951171875
2022-03-28,294.95001220703125
2022-03-29,302.0
2022-03-30,304.44000244140625
2022-03-31,301.67999267578125
2022-04-01,305.5400085449219
2022-04-04,302.25
2022-04-05,295.9200134277344
2022-04-06,288.6700134277344
2022-04-07,291.82000732421875
2022-04-08,289.8599853515625
2022-04-11,278.9599914550781
2022-04-12,277.8500061035156
2022-04-13,285.2200012207031
2022-04-14,279.70001220703125
2022-04-18,276.3500061035156
2022-04-19,294.8599853515625
2022-04-20,302.8999938964844
2022-04-21,294.57000732421875
2022-04-22,252.33999633789062
2022-04-25,255.1199951171875
2022-04-26,244.52000427246094
2022-04-27,235.35000610351562
2022-04-28,243.25999450683594
2022-04-29,239.3000030517578
2022-05-02,240.66000366210938
2022-05-03,238.11000061035156
2022-05-04,246.30999755859375
2022-05-05,233.97999572753906
2022-05-06,224.85000610351562
2022-05-09,208.7100067138672
2022-05-10,211.38999938964844
2022-05-11,210.8699951171875
2022-05-12,211.69000244140625
2022-05-13,223.69000244140625
2022-05-16,219.52999877929688
2022-05-17,225.17999267578125
2022-05-18,215.35000610351562
2022-05-19,218.13999938964844
2022-05-20,219.07000732421875
2022-05-23,221.61000061035156
2022-05-24,218.38999938964844
2022-05-25,222.5800018310547
2022-05-26,223.3000030517578
2022-05-27,229.16000366210938
2022-05-31,227.63999938964844
2022-06-01,216.38999938964844
2022-06-02,227.2100067138672
2022-06-03,217.7899932861328
2022-06-06,216.42999267578125
2022-06-07,221.9499969482422
2022-06-08,218.60000610351562
2022-06-09,209.9499969482422
2022-06-10,205.27000427246094
2022-06-13,194.97000122070312
2022-06-14,191.10000610351562
2022-06-15,196.1300048828125
2022-06-16,190.7100067138672
2022-06-17,192.0800018310547
2022-06-21,194.32000732421875
2022-06-22,200.6199951171875
2022-06-23,204.5
2022-06-24,209.6699981689453
2022-06-27,207.94000244140625
2022-06-28,201.99000549316406
2022-06-29,202.58999633789062
2022-06-30,200.7100067138672
2022-07-01,206.10000610351562
2022-07-05,206.75
2022-07-06,205.35000610351562
2022-07-07,208.7100067138672
2022-07-08,208.80999755859375
2022-07-11,205.72000122070312
2022-07-12,202.1300048828125
2022-07-13,202.05999755859375
2022-07-14,204.30999755859375
2022-07-15,210.9199981689453
2022-07-18,206.25999450683594
2022-07-19,214.44000244140625
2022-07-20,219.22000122070312
2022-07-21,224.75
2022-07-22,211.85000610351562
2022-07-25,219.1699981689453
2022-07-26,216.7899932861328
2022-07-27,225.33999633789062
2022-07-28,230.5399932861328
2022-07-29,230.1699981689453
2022-08-01,228.5399932861328
2022-08-02,238.47999572753906
2022-08-03,242.17999267578125
2022-08-04,242.4600067138672
2022-08-05,240.32000732421875
2022-08-08,239.1300048828125
2022-08-09,232.8800048828125
2022-08-10,237.85000610351562
2022-08-11,236.02000427246094
2022-08-12,238.3699951171875
2022-08-15,238.25999450683594
2022-08-16,233.7100067138672
2022-08-17,229.7100067138672
2022-08-18,229.58999633789062
2022-08-19,224.77999877929688
2022-08-22,218.5399932861328
2022-08-23,216.80999755859375
2022-08-24,220.47000122070312
2022-08-25,225.02000427246094
2022-08-26,211.08999633789062
2022-08-29,208.89999389648438
2022-08-30,206.5
2022-08-31,205.74000549316406
2022-09-01,206.11000061035156
2022-09-02,203.6699981689453
2022-09-06,202.3000030517578
2022-09-07,210.8699951171875
2022-09-08,214.77999877929688
2022-09-09,221.32000732421875
2022-09-12,222.02000427246094
2022-09-13,211.39999389648438
2022-09-14,210.77999877929688
2022-09-15,209.6199951171875
2022-09-16,206.27999877929688
2022-09-19,202.2100067138672
2022-09-20,199.5500030517578
2022-09-21,195.0399932861328
2022-09-22,191.0800018310547
2022-09-23,190.52000427246094
2022-09-26,187.92999267578125
2022-09-27,186.3800048828125
2022-09-28,192.39999389648438
2022-09-29,189.05999755859375
2022-09-30,187.44000244140625
2022-10-03,193.36000061035156
2022-10-04,201.5399932861328
2022-10-05,201.3800048828125
2022-10-06,197.6999969482422
2022-10-07,188.67999267578125
2022-10-10,186.5500030517578
2022-10-11,185.89999389648438
2022-10-12,186.33999633789062
2022-10-13,190.3800048828125
2022-10-14,183.05999755859375
2022-10-17,190.1199951171875
2022-10-18,193.72999572753906
2022-10-19,211.13999938964844
2022-10-20,212.0
2022-10-21,218.49000549316406
2022-10-24,220.27000427246094
2022-10-25,237.8699951171875
2022-10-26,241.66000366210938
2022-10-27,241.69000244140625
2022-10-28,244.16000366210938
2022-10-31,246.47000122070312
2022-11-01,246.86000061035156
2022-11-02,236.1300048828125
2022-11-03,234.19000244140625
2022-11-04,239.52999877929688
2022-11-07,242.3300018310547
2022-11-08,240.6999969482422
2022-11-09,236.1300048828125
2022-11-10,257.8599853515625
2022-11-11,265.0799865722656
2022-11-14,259.44000244140625
2022-11-15,264.17999267578125
2022-11-16,263.0400085449219
2022-11-17,260.7699890136719
2022-11-18,262.1099853515625
2022-11-21,260.3500061035156
2022-11-22,262.8999938964844
2022-11-23,264.45001220703125
2022-11-25,265.1300048828125
2022-11-28,262.6400146484375
2022-11-29,258.79998779296875
2022-11-30,270.3900146484375
2022-12-01,274.489990234375
2022-12-02,272.25
2022-12-05,269.7200012207031
2022-12-06,266.30999755859375
2022-12-07,267.9599914550781
2022-12-08,272.0199890136719
2022-12-09,270.6000061035156
2022-12-12,273.8399963378906
2022-12-13,281.739990234375
2022-12-14,280.6499938964844
2022-12-15,267.29998779296875
2022-12-16,264.67999267578125
2022-12-19,261.010009765625
2022-12-20,261.79998779296875
2022-12-21,266.1600036621094
2022-12-22,263.6099853515625
2022-12-23,262.6600036621094
2022-12-27,263.9700012207031
2022-12-28,261.6499938964844
2022-12-29,267.7900085449219
2022-12-30,265.3500061035156
2023-01-03,265.6300048828125
2023-01-04,270.0
2023-01-05,268.6199951171875
2023-01-06,270.3900146484375
2023-01-09,264.92999267578125
2023-01-10,271.3599853515625
2023-01-11,259.9599914550781
2023-01-12,256.94000244140625
2023-01-13,258.8999938964844
2023-01-17,261.7300109863281
2023-01-18,256.3500061035156
2023-01-19,252.5
2023-01-20,256.7699890136719
2023-01-23,255.97999572753906
2023-01-24,257.9800109863281
2023-01-25,243.8000030517578
2023-01-26,250.5500030517578
2023-01-27,247.25999450683594
2023-01-30,242.22999572753906
2023-01-31,245.69000244140625
2023-02-01,251.19000244140625
2023-02-02,260.8999938964844
2023-02-03,254.67999267578125
2023-02-06,248.97999572753906
2023-02-07,253.05999755859375
2023-02-08,248.85000610351562
2023-02-09,244.17999267578125
2023-02-10,245.27000427246094
2023-02-13,245.1300048828125
2023-02-14,241.08999633789062
2023-02-15,244.77000427246094
2023-02-16,240.16000366210938
2023-02-17,238.91000366210938
2023-02-21,233.5800018310547
2023-02-22,233.5500030517578
2023-02-23,234.89999389648438
2023-02-24,231.0500030517578
2023-02-27,231.74000549316406
2023-02-28,229.38999938964844
2023-03-01,227.3300018310547
2023-03-02,228.89999389648438
2023-03-03,234.8699951171875
2023-03-06,234.85000610351562
2023-03-07,230.7100067138672
2023-03-08,231.08999633789062
2023-03-09,228.57000732421875
2023-03-10,224.75
2023-03-13,227.77999877929688
2023-03-14,235.27999877929688
2023-03-15,234.17999267578125
2023-03-16,240.5
2023-03-17,237.8000030517578
2023-03-20,240.5
2023-03-21,246.67999267578125
2023-03-22,240.80999755859375
2023-03-23,244.47000122070312
2023-03-24,256.4200134277344
2023-03-27,252.57000732421875
2023-03-28,249.49000549316406
2023-03-29,250.75999450683594
2023-03-30,251.3000030517578
2023-03-31,255.47000122070312
2023-04-03,253.52999877929688
2023-04-04,254.7100067138672
2023-04-05,257.989990234375
2023-04-06,256.8999938964844
2023-04-10,258.94000244140625
2023-04-11,262.7699890136719
2023-04-12,261.7699890136719
2023-04-13,266.55999755859375
2023-04-14,267.0199890136719
2023-04-17,268.8900146484375
2023-04-18,269.2799987792969
2023-04-19,298.57000732421875
2023-04-20,297.4100036621094
2023-04-21,300.2200012207031
2023-04-24,300.4599914550781
2023-04-25,294.9700012207031
2023-04-26,294.9599914550781
2023-04-27,295.9200134277344
2023-04-28,301.2200012207031
2023-05-01,303.0199890136719
2023-05-02,301.2200012207031
2023-05-03,305.05999755859375
2023-05-04,303.2099914550781
2023-05-05,304.8800048828125
2023-05-08,303.0899963378906
2023-05-09,301.54998779296875
2023-05-10,302.5899963378906
2023-05-11,303.4700012207031
2023-05-12,305.2699890136719
2023-05-15,308.04998779296875
2023-05-16,306.6099853515625
2023-05-17,308.2200012207031
2023-05-18,312.2300109863281
2023-05-19,313.6099853515625
2023-05-22,313.6199951171875
2023-05-23,301.44000244140625
2023-05-24,302.4800109863281
2023-05-25,303.7699890136719
2023-05-26,306.8999938964844
2023-05-30,307.07000732421875
2023-05-31,307.8399963378906
2023-06-01,310.5400085449219
2023-06-02,312.17999267578125
2023-06-05,317.489990234375
2023-06-06,315.7200012207031
2023-06-07,307.239990234375
2023-06-08,310.82000732421875
2023-06-09,312.760009765625
2023-06-12,313.6400146484375
2023-06-13,315.45001220703125
2023-06-14,323.07000732421875
2023-06-15,328.2699890136719
2023-06-16,329.3599853515625
2023-06-20,327.8299865722656
2023-06-21,323.739990234375
2023-06-22,327.6199951171875
2023-06-23,327.260009765625
2023-06-26,325.1600036621094
2023-06-27,330.0199890136719
2023-06-28,332.9800109863281
2023-06-29,338.489990234375
2023-06-30,341.94000244140625
2023-07-03,336.0299987792969
2023-07-05,333.8900146484375
2023-07-06,330.1400146484375
2023-07-07,331.2900085449219
2023-07-10,340.2699890136719
2023-07-11,339.1099853515625
2023-07-12,347.5899963378906
2023-07-13,346.9700012207031
2023-07-14,354.0
2023-07-17,353.8399963378906
2023-07-18,354.92999267578125
2023-07-19,349.70001220703125
2023-07-20,347.6600036621094
2023-07-21,336.6600036621094
2023-07-24,323.55999755859375
2023-07-25,330.8999938964844
2023-07-26,329.3699951171875
2023-07-27,323.55999755859375
2023-07-28,326.5299987792969
2023-07-31,324.3999938964844
2023-08-01,323.95001220703125
2023-08-02,313.8699951171875
2023-08-03,311.2799987792969
2023-08-04,309.30999755859375
2023-08-07,309.239990234375
2023-08-08,302.8699951171875
2023-08-09,304.1000061035156
2023-08-10,304.6700134277344
2023-08-11,304.489990234375
2023-08-14,305.0799865722656
2023-08-15,306.6199951171875
