Date,APLS
2022-02-28,42.529998779296875
2022-03-01,44.7400016784668
2022-03-02,46.40999984741211
2022-03-03,44.18000030517578
2022-03-04,43.5099983215332
2022-03-07,42.709999084472656
2022-03-08,42.5
2022-03-09,46.459999084472656
2022-03-10,46.45000076293945
2022-03-11,43.29999923706055
2022-03-14,39.439998626708984
2022-03-15,40.04999923706055
2022-03-16,45.2400016784668
2022-03-17,46.84000015258789
2022-03-18,52.90999984741211
2022-03-21,52.09000015258789
2022-03-22,54.119998931884766
2022-03-23,52.849998474121094
2022-03-24,49.54999923706055
2022-03-25,49.279998779296875
2022-03-28,48.099998474121094
2022-03-29,48.709999084472656
2022-03-30,49.470001220703125
2022-03-31,50.810001373291016
2022-04-01,54.97999954223633
2022-04-04,58.34000015258789
2022-04-05,59.209999084472656
2022-04-06,57.95000076293945
2022-04-07,56.40999984741211
2022-04-08,54.2599983215332
2022-04-11,53.41999816894531
2022-04-12,52.38999938964844
2022-04-13,53.61000061035156
2022-04-14,52.810001373291016
2022-04-18,51.439998626708984
2022-04-19,52.25
2022-04-20,52.86000061035156
2022-04-21,50.869998931884766
2022-04-22,48.2400016784668
2022-04-25,49.400001525878906
2022-04-26,46.439998626708984
2022-04-27,46.29999923706055
2022-04-28,44.869998931884766
2022-04-29,43.529998779296875
2022-05-02,44.959999084472656
2022-05-03,44.61000061035156
2022-05-04,45.95000076293945
2022-05-05,44.560001373291016
2022-05-06,40.65999984741211
2022-05-09,36.7599983215332
2022-05-10,37.90999984741211
2022-05-11,35.06999969482422
2022-05-12,36.63999938964844
2022-05-13,39.45000076293945
2022-05-16,38.84000015258789
2022-05-17,42.15999984741211
2022-05-18,43.52000045776367
2022-05-19,44.47999954223633
2022-05-20,44.810001373291016
2022-05-23,44.41999816894531
2022-05-24,42.54999923706055
2022-05-25,40.88999938964844
2022-05-26,41.95000076293945
2022-05-27,42.61000061035156
2022-05-31,41.45000076293945
2022-06-01,41.349998474121094
2022-06-02,42.54999923706055
2022-06-03,45.529998779296875
2022-06-06,43.150001525878906
2022-06-07,45.130001068115234
2022-06-08,43.849998474121094
2022-06-09,41.689998626708984
2022-06-10,41.11000061035156
2022-06-13,39.36000061035156
2022-06-14,38.869998931884766
2022-06-15,41.16999816894531
2022-06-16,42.869998931884766
2022-06-17,44.13999938964844
2022-06-21,43.86000061035156
2022-06-22,43.97999954223633
2022-06-23,47.0
2022-06-24,46.2599983215332
2022-06-27,46.38999938964844
2022-06-28,44.380001068115234
2022-06-29,45.189998626708984
2022-06-30,45.220001220703125
2022-07-01,45.43000030517578
2022-07-05,48.0099983215332
2022-07-06,47.52000045776367
2022-07-07,48.880001068115234
2022-07-08,48.959999084472656
2022-07-11,46.68000030517578
2022-07-12,48.02000045776367
2022-07-13,48.02000045776367
2022-07-14,45.4900016784668
2022-07-15,46.06999969482422
2022-07-18,44.7599983215332
2022-07-19,52.060001373291016
2022-07-20,50.810001373291016
2022-07-21,52.599998474121094
2022-07-22,52.790000915527344
2022-07-25,54.34000015258789
2022-07-26,55.689998626708984
2022-07-27,57.400001525878906
2022-07-28,57.29999923706055
2022-07-29,56.279998779296875
2022-08-01,55.7599983215332
2022-08-02,55.66999816894531
2022-08-03,57.880001068115234
2022-08-04,61.33000183105469
2022-08-05,63.33000183105469
2022-08-08,62.33000183105469
2022-08-09,64.29000091552734
2022-08-10,66.44000244140625
2022-08-11,65.45999908447266
2022-08-12,67.94999694824219
2022-08-15,68.63999938964844
2022-08-16,68.41000366210938
2022-08-17,68.66999816894531
2022-08-18,65.5
2022-08-19,64.91999816894531
2022-08-22,65.02999877929688
2022-08-23,66.38999938964844
2022-08-24,61.119998931884766
2022-08-25,59.310001373291016
2022-08-26,55.83000183105469
2022-08-29,58.099998474121094
2022-08-30,58.84000015258789
2022-08-31,60.5099983215332
2022-09-01,63.58000183105469
2022-09-02,62.689998626708984
2022-09-06,58.0099983215332
2022-09-07,64.25
2022-09-08,68.52999877929688
2022-09-09,67.56999969482422
2022-09-12,67.2699966430664
2022-09-13,65.05000305175781
2022-09-14,66.66999816894531
2022-09-15,64.75
2022-09-16,62.560001373291016
2022-09-19,63.79999923706055
2022-09-20,63.560001373291016
2022-09-21,62.900001525878906
2022-09-22,61.09000015258789
2022-09-23,58.31999969482422
2022-09-26,59.29999923706055
2022-09-27,61.7599983215332
2022-09-28,63.0
2022-09-29,65.41000366210938
2022-09-30,68.30000305175781
2022-10-03,61.040000915527344
2022-10-04,60.4900016784668
2022-10-05,57.689998626708984
2022-10-06,59.099998474121094
2022-10-07,58.22999954223633
2022-10-10,57.90999984741211
2022-10-11,57.459999084472656
2022-10-12,57.689998626708984
2022-10-13,58.720001220703125
2022-10-14,56.939998626708984
2022-10-17,58.400001525878906
2022-10-18,59.0
2022-10-19,57.09000015258789
2022-10-20,58.0
2022-10-21,59.81999969482422
2022-10-24,58.45000076293945
2022-10-25,59.81999969482422
2022-10-26,58.40999984741211
2022-10-27,59.2400016784668
2022-10-28,60.599998474121094
2022-10-31,60.4900016784668
2022-11-01,60.65999984741211
2022-11-02,59.25
2022-11-03,60.04999923706055
2022-11-04,50.41999816894531
2022-11-07,47.619998931884766
2022-11-08,47.11000061035156
2022-11-09,43.9900016784668
2022-11-10,45.09000015258789
2022-11-11,45.150001525878906
2022-11-14,46.880001068115234
2022-11-15,46.61000061035156
2022-11-16,43.77000045776367
2022-11-17,43.2400016784668
2022-11-18,50.45000076293945
2022-11-21,48.22999954223633
2022-11-22,48.97999954223633
2022-11-23,49.4900016784668
2022-11-25,50.959999084472656
2022-11-28,50.63999938964844
2022-11-29,50.119998931884766
2022-11-30,49.93000030517578
2022-12-01,49.790000915527344
2022-12-02,50.630001068115234
2022-12-05,49.380001068115234
2022-12-06,46.880001068115234
2022-12-07,47.52000045776367
2022-12-08,50.36000061035156
2022-12-09,49.130001068115234
2022-12-12,51.709999084472656
2022-12-13,53.31999969482422
2022-12-14,52.68000030517578
2022-12-15,52.40999984741211
2022-12-16,53.0
2022-12-19,52.060001373291016
2022-12-20,52.79999923706055
2022-12-21,52.15999984741211
2022-12-22,51.68000030517578
2022-12-23,50.86000061035156
2022-12-27,49.11000061035156
2022-12-28,49.61000061035156
2022-12-29,51.52000045776367
2022-12-30,51.709999084472656
2023-01-03,50.279998779296875
2023-01-04,50.08000183105469
2023-01-05,47.560001373291016
2023-01-06,46.59000015258789
2023-01-09,47.68000030517578
2023-01-10,49.02000045776367
2023-01-11,49.97999954223633
2023-01-12,52.65999984741211
2023-01-13,52.560001373291016
2023-01-17,52.0099983215332
2023-01-18,51.439998626708984
2023-01-19,51.16999816894531
2023-01-20,52.04999923706055
2023-01-23,50.61000061035156
2023-01-24,51.70000076293945
2023-01-25,50.4900016784668
2023-01-26,52.779998779296875
2023-01-27,52.77000045776367
2023-01-30,52.7400016784668
2023-01-31,52.72999954223633
2023-02-01,55.02000045776367
2023-02-02,56.72999954223633
2023-02-03,54.77000045776367
2023-02-06,55.209999084472656
2023-02-07,54.95000076293945
2023-02-08,52.290000915527344
2023-02-09,52.86000061035156
2023-02-10,51.209999084472656
2023-02-13,51.90999984741211
2023-02-14,51.689998626708984
2023-02-15,52.959999084472656
2023-02-16,51.90999984741211
2023-02-17,55.4900016784668
2023-02-21,58.5
2023-02-22,65.81999969482422
2023-02-23,66.95999908447266
2023-02-24,66.69000244140625
2023-02-27,65.16000366210938
2023-02-28,65.4800033569336
2023-03-01,64.0
2023-03-02,64.4000015258789
2023-03-03,64.9800033569336
2023-03-06,64.30999755859375
2023-03-07,64.01000213623047
2023-03-08,64.7699966430664
2023-03-09,63.61000061035156
2023-03-10,62.220001220703125
2023-03-13,62.65999984741211
2023-03-14,65.16999816894531
2023-03-15,65.52999877929688
2023-03-16,64.88999938964844
2023-03-17,63.02000045776367
2023-03-20,63.04999923706055
2023-03-21,62.099998474121094
2023-03-22,61.209999084472656
2023-03-23,63.220001220703125
2023-03-24,63.029998779296875
2023-03-27,65.66000366210938
2023-03-28,64.9800033569336
2023-03-29,66.18000030517578
2023-03-30,66.0199966430664
2023-03-31,65.95999908447266
2023-04-03,76.68000030517578
2023-04-04,78.04000091552734
2023-04-05,77.31999969482422
2023-04-06,78.77999877929688
2023-04-10,78.88999938964844
2023-04-11,79.6500015258789
2023-04-12,79.69999694824219
2023-04-13,79.16000366210938
2023-04-14,80.94999694824219
2023-04-17,82.05000305175781
2023-04-18,82.1500015258789
2023-04-19,82.11000061035156
