Date,NSIT
2022-02-28,104.0
2022-03-01,102.69999694824219
2022-03-02,105.29000091552734
2022-03-03,105.47000122070312
2022-03-04,104.69999694824219
2022-03-07,103.55000305175781
2022-03-08,101.58999633789062
2022-03-09,102.37000274658203
2022-03-10,105.19999694824219
2022-03-11,104.37999725341797
2022-03-14,103.95999908447266
2022-03-15,105.3499984741211
2022-03-16,106.91000366210938
2022-03-17,107.88999938964844
2022-03-18,108.5199966430664
2022-03-21,109.38999938964844
2022-03-22,108.63999938964844
2022-03-23,106.83999633789062
2022-03-24,106.66999816894531
2022-03-25,107.97000122070312
2022-03-28,107.22000122070312
2022-03-29,108.04000091552734
2022-03-30,107.05000305175781
2022-03-31,107.31999969482422
2022-04-01,104.77999877929688
2022-04-04,104.62000274658203
2022-04-05,102.30999755859375
2022-04-06,101.66000366210938
2022-04-07,101.58000183105469
2022-04-08,100.47000122070312
2022-04-11,100.02999877929688
2022-04-12,100.41000366210938
2022-04-13,100.70999908447266
2022-04-14,100.66999816894531
2022-04-18,100.12999725341797
2022-04-19,102.51000213623047
2022-04-20,103.94000244140625
2022-04-21,103.16000366210938
2022-04-22,101.77999877929688
2022-04-25,101.47000122070312
2022-04-26,98.80999755859375
2022-04-27,98.94999694824219
2022-04-28,101.30000305175781
2022-04-29,99.37000274658203
2022-05-02,99.41999816894531
2022-05-03,99.61000061035156
2022-05-04,102.88999938964844
2022-05-05,102.76000213623047
2022-05-06,102.0199966430664
2022-05-09,98.94999694824219
2022-05-10,98.5999984741211
2022-05-11,96.4800033569336
2022-05-12,97.05000305175781
2022-05-13,99.41000366210938
2022-05-16,99.0999984741211
2022-05-17,100.73999786376953
2022-05-18,100.69999694824219
2022-05-19,98.23999786376953
2022-05-20,97.80999755859375
2022-05-23,96.66000366210938
2022-05-24,95.55999755859375
2022-05-25,94.76000213623047
2022-05-26,97.5999984741211
2022-05-27,99.19000244140625
2022-05-31,98.81999969482422
2022-06-01,97.58000183105469
2022-06-02,100.33999633789062
2022-06-03,100.13999938964844
2022-06-06,102.7300033569336
2022-06-07,102.70999908447266
2022-06-08,100.70999908447266
2022-06-09,99.18000030517578
2022-06-10,96.72000122070312
2022-06-13,95.02999877929688
2022-06-14,94.13999938964844
2022-06-15,93.75
2022-06-16,88.45999908447266
2022-06-17,87.80999755859375
2022-06-21,87.48999786376953
2022-06-22,85.80000305175781
2022-06-23,85.1500015258789
2022-06-24,86.2699966430664
2022-06-27,87.9800033569336
2022-06-28,86.16000366210938
2022-06-29,86.02999877929688
2022-06-30,86.27999877929688
2022-07-01,85.5
2022-07-05,85.5999984741211
2022-07-06,85.11000061035156
2022-07-07,86.56999969482422
2022-07-08,87.11000061035156
2022-07-11,86.94000244140625
2022-07-12,86.23999786376953
2022-07-13,85.5
2022-07-14,84.55000305175781
2022-07-15,85.93000030517578
2022-07-18,84.54000091552734
2022-07-19,88.6500015258789
2022-07-20,89.81999969482422
2022-07-21,91.36000061035156
2022-07-22,90.52999877929688
2022-07-25,91.0199966430664
2022-07-26,90.76000213623047
2022-07-27,92.12999725341797
2022-07-28,92.5999984741211
2022-07-29,93.41000366210938
2022-08-01,93.97000122070312
2022-08-02,93.38999938964844
2022-08-03,93.68000030517578
2022-08-04,94.55999755859375
2022-08-05,92.51000213623047
2022-08-08,92.4800033569336
2022-08-09,90.22000122070312
2022-08-10,91.68000030517578
2022-08-11,92.7699966430664
2022-08-12,93.6500015258789
2022-08-15,94.54000091552734
2022-08-16,95.0999984741211
2022-08-17,94.12999725341797
2022-08-18,96.3499984741211
2022-08-19,96.11000061035156
2022-08-22,94.83999633789062
2022-08-23,93.33999633789062
2022-08-24,93.26000213623047
2022-08-25,95.56999969482422
2022-08-26,93.30999755859375
2022-08-29,92.41999816894531
2022-08-30,91.66999816894531
2022-08-31,91.12000274658203
2022-09-01,89.05999755859375
2022-09-02,87.91999816894531
2022-09-06,84.33000183105469
2022-09-07,85.36000061035156
2022-09-08,84.29000091552734
2022-09-09,85.93000030517578
2022-09-12,87.05999755859375
2022-09-13,83.62999725341797
2022-09-14,82.87000274658203
2022-09-15,82.37999725341797
2022-09-16,84.54000091552734
2022-09-19,84.93000030517578
2022-09-20,86.27999877929688
2022-09-21,85.43000030517578
2022-09-22,84.2699966430664
2022-09-23,83.08000183105469
2022-09-26,82.12999725341797
2022-09-27,82.4000015258789
2022-09-28,84.5199966430664
2022-09-29,83.5199966430664
2022-09-30,82.41000366210938
2022-10-03,83.30999755859375
2022-10-04,85.70999908447266
2022-10-05,86.20999908447266
2022-10-06,86.44000244140625
2022-10-07,85.06999969482422
2022-10-10,85.18000030517578
2022-10-11,85.08000183105469
2022-10-12,85.4800033569336
2022-10-13,87.26000213623047
2022-10-14,85.44000244140625
2022-10-17,86.33999633789062
2022-10-18,87.13999938964844
2022-10-19,85.48999786376953
2022-10-20,86.44999694824219
2022-10-21,88.19000244140625
2022-10-24,89.69000244140625
2022-10-25,91.9000015258789
2022-10-26,92.80000305175781
2022-10-27,93.44000244140625
2022-10-28,94.5999984741211
2022-10-31,94.51000213623047
2022-11-01,94.69000244140625
2022-11-02,93.9000015258789
2022-11-03,93.51000213623047
2022-11-04,94.19000244140625
2022-11-07,95.61000061035156
2022-11-08,96.72000122070312
2022-11-09,95.94999694824219
2022-11-10,98.81999969482422
2022-11-11,99.7699966430664
2022-11-14,99.58000183105469
2022-11-15,100.83999633789062
2022-11-16,100.7699966430664
2022-11-17,100.94999694824219
2022-11-18,101.9000015258789
2022-11-21,102.3499984741211
2022-11-22,103.52999877929688
2022-11-23,104.20999908447266
2022-11-25,104.94999694824219
2022-11-28,102.0199966430664
2022-11-29,101.37999725341797
2022-11-30,103.91000366210938
2022-12-01,103.27999877929688
2022-12-02,102.30999755859375
2022-12-05,100.7699966430664
2022-12-06,99.02999877929688
2022-12-07,98.69000244140625
2022-12-08,100.01000213623047
2022-12-09,99.94000244140625
2022-12-12,100.87999725341797
2022-12-13,100.87000274658203
2022-12-14,100.29000091552734
2022-12-15,97.56999969482422
2022-12-16,96.22000122070312
2022-12-19,95.98999786376953
2022-12-20,95.5999984741211
2022-12-21,97.22000122070312
2022-12-22,97.2300033569336
2022-12-23,98.3499984741211
2022-12-27,99.77999877929688
2022-12-28,98.25
2022-12-29,99.69999694824219
2022-12-30,100.2699966430664
2023-01-03,102.19999694824219
2023-01-04,102.45999908447266
2023-01-05,101.93000030517578
2023-01-06,105.16999816894531
2023-01-09,106.3499984741211
2023-01-10,108.36000061035156
2023-01-11,109.33999633789062
2023-01-12,110.12999725341797
2023-01-13,111.0999984741211
2023-01-17,110.7699966430664
2023-01-18,111.05000305175781
2023-01-19,109.58999633789062
2023-01-20,110.30999755859375
2023-01-23,111.4000015258789
2023-01-24,111.13999938964844
2023-01-25,111.80000305175781
2023-01-26,111.95999908447266
2023-01-27,111.80999755859375
2023-01-30,111.12000274658203
2023-01-31,112.72000122070312
2023-02-01,113.8499984741211
2023-02-02,115.86000061035156
2023-02-03,116.12000274658203
2023-02-06,112.68000030517578
2023-02-07,112.87000274658203
2023-02-08,112.33000183105469
2023-02-09,125.20999908447266
2023-02-10,126.51000213623047
2023-02-13,126.36000061035156
2023-02-14,126.3499984741211
2023-02-15,126.86000061035156
2023-02-16,129.02999877929688
2023-02-17,130.52000427246094
2023-02-21,128.55999755859375
2023-02-22,129.25999450683594
2023-02-23,130.5
2023-02-24,132.11000061035156
2023-02-27,132.88999938964844
