Date,CASY
2022-09-23,202.5399932861328
2022-09-26,201.92999267578125
2022-09-27,198.1999969482422
2022-09-28,205.60000610351562
2022-09-29,204.2899932861328
2022-09-30,202.52000427246094
2022-10-03,206.89999389648438
2022-10-04,203.1300048828125
2022-10-05,202.75
2022-10-06,203.2899932861328
2022-10-07,200.17999267578125
2022-10-10,199.2899932861328
2022-10-11,204.30999755859375
2022-10-12,202.52000427246094
2022-10-13,206.0500030517578
2022-10-14,202.3800048828125
2022-10-17,207.80999755859375
2022-10-18,211.27000427246094
2022-10-19,210.52999877929688
2022-10-20,208.0800018310547
2022-10-21,214.52999877929688
2022-10-24,218.42999267578125
2022-10-25,219.6199951171875
2022-10-26,221.41000366210938
2022-10-27,227.63999938964844
2022-10-28,231.35000610351562
2022-10-31,232.7100067138672
2022-11-01,230.55999755859375
2022-11-02,227.4499969482422
2022-11-03,227.2100067138672
2022-11-04,224.94000244140625
2022-11-07,230.91000366210938
2022-11-08,233.22000122070312
2022-11-09,233.39999389648438
2022-11-10,239.1300048828125
2022-11-11,232.9499969482422
2022-11-14,234.6999969482422
2022-11-15,236.41000366210938
2022-11-16,240.58999633789062
2022-11-17,237.1199951171875
2022-11-18,239.72000122070312
2022-11-21,239.27999877929688
2022-11-22,241.75999450683594
2022-11-23,239.02000427246094
2022-11-25,241.5
2022-11-28,240.3300018310547
2022-11-29,237.05999755859375
2022-11-30,243.02000427246094
2022-12-01,234.7899932861328
2022-12-02,234.1199951171875
2022-12-05,230.64999389648438
2022-12-06,229.9600067138672
2022-12-07,246.9499969482422
2022-12-08,248.6300048828125
2022-12-09,243.13999938964844
2022-12-12,245.3699951171875
2022-12-13,244.50999450683594
2022-12-14,244.64999389648438
2022-12-15,241.85000610351562
2022-12-16,240.10000610351562
2022-12-19,233.97000122070312
2022-12-20,232.9600067138672
2022-12-21,235.41000366210938
2022-12-22,233.8300018310547
2022-12-23,235.25
2022-12-27,230.55999755859375
2022-12-28,227.25
2022-12-29,226.6999969482422
2022-12-30,224.35000610351562
2023-01-03,220.9499969482422
2023-01-04,219.57000732421875
2023-01-05,217.60000610351562
2023-01-06,222.9600067138672
2023-01-09,223.44000244140625
2023-01-10,219.17999267578125
2023-01-11,220.9199981689453
2023-01-12,221.0800018310547
2023-01-13,224.77000427246094
2023-01-17,229.9499969482422
2023-01-18,228.5
2023-01-19,230.22000122070312
2023-01-20,227.4600067138672
2023-01-23,227.72000122070312
2023-01-24,228.4499969482422
2023-01-25,230.6699981689453
2023-01-26,230.63999938964844
2023-01-27,228.05999755859375
2023-01-30,230.3800048828125
2023-01-31,235.91000366210938
2023-02-01,232.60000610351562
2023-02-02,224.27000427246094
2023-02-03,223.77999877929688
2023-02-06,223.5399932861328
2023-02-07,224.74000549316406
2023-02-08,224.7899932861328
2023-02-09,219.3300018310547
2023-02-10,222.1199951171875
2023-02-13,223.0500030517578
2023-02-14,220.3000030517578
2023-02-15,223.42999267578125
2023-02-16,220.5500030517578
2023-02-17,217.30999755859375
2023-02-21,217.8800048828125
2023-02-22,216.44000244140625
2023-02-23,214.13999938964844
2023-02-24,212.6300048828125
2023-02-27,210.72000122070312
2023-02-28,207.9499969482422
2023-03-01,210.3699951171875
2023-03-02,211.24000549316406
2023-03-03,213.17999267578125
2023-03-06,211.72000122070312
2023-03-07,209.6999969482422
2023-03-08,217.82000732421875
2023-03-09,217.77000427246094
2023-03-10,211.72000122070312
2023-03-13,210.39999389648438
2023-03-14,209.14999389648438
2023-03-15,207.64999389648438
2023-03-16,208.17999267578125
2023-03-17,205.6999969482422
2023-03-20,207.8699951171875
2023-03-21,209.82000732421875
2023-03-22,208.89999389648438
2023-03-23,206.72999572753906
2023-03-24,209.6199951171875
2023-03-27,211.8699951171875
2023-03-28,215.22999572753906
2023-03-29,213.75
2023-03-30,214.42999267578125
2023-03-31,216.4600067138672
2023-04-03,217.27000427246094
2023-04-04,214.3000030517578
2023-04-05,214.72999572753906
2023-04-06,215.05999755859375
2023-04-10,217.9199981689453
2023-04-11,222.88999938964844
2023-04-12,223.25
2023-04-13,223.27000427246094
2023-04-14,226.4499969482422
2023-04-17,228.25
2023-04-18,226.2899932861328
2023-04-19,227.30999755859375
2023-04-20,228.38999938964844
2023-04-21,224.58999633789062
2023-04-24,226.33999633789062
2023-04-25,223.4199981689453
2023-04-26,222.8000030517578
2023-04-27,227.1999969482422
2023-04-28,228.82000732421875
2023-05-01,232.83999633789062
2023-05-02,235.8800048828125
2023-05-03,238.9199981689453
2023-05-04,237.91000366210938
2023-05-05,233.66000366210938
2023-05-08,230.11000061035156
2023-05-09,233.10000610351562
2023-05-10,233.64999389648438
2023-05-11,230.47999572753906
2023-05-12,236.05999755859375
2023-05-15,232.92999267578125
2023-05-16,226.86000061035156
2023-05-17,229.80999755859375
2023-05-18,229.0399932861328
2023-05-19,229.16000366210938
2023-05-22,229.52000427246094
2023-05-23,227.22000122070312
2023-05-24,229.6999969482422
2023-05-25,231.91000366210938
2023-05-26,230.25999450683594
2023-05-30,229.4499969482422
2023-05-31,225.64999389648438
2023-06-01,225.16000366210938
2023-06-02,229.0500030517578
2023-06-05,227.9199981689453
2023-06-06,224.25999450683594
2023-06-07,217.67999267578125
2023-06-08,219.80999755859375
2023-06-09,218.16000366210938
2023-06-12,220.25
2023-06-13,220.66000366210938
2023-06-14,220.32000732421875
2023-06-15,222.5800018310547
2023-06-16,219.6199951171875
2023-06-20,218.52999877929688
2023-06-21,221.0
2023-06-22,223.5399932861328
2023-06-23,224.66000366210938
2023-06-26,223.05999755859375
2023-06-27,227.72999572753906
2023-06-28,235.44000244140625
2023-06-29,239.50999450683594
2023-06-30,243.8800048828125
2023-07-03,243.22999572753906
2023-07-05,245.47000122070312
2023-07-06,243.9199981689453
2023-07-07,242.6199951171875
2023-07-10,242.36000061035156
2023-07-11,244.61000061035156
2023-07-12,243.38999938964844
2023-07-13,243.02000427246094
2023-07-14,243.17999267578125
2023-07-17,248.80999755859375
2023-07-18,255.75
2023-07-19,254.50999450683594
2023-07-20,256.1199951171875
2023-07-21,256.07000732421875
2023-07-24,256.6300048828125
2023-07-25,254.55999755859375
2023-07-26,254.82000732421875
2023-07-27,249.38999938964844
2023-07-28,251.4600067138672
2023-07-31,252.66000366210938
2023-08-01,248.13999938964844
2023-08-02,246.66000366210938
2023-08-03,244.92999267578125
2023-08-04,243.77999877929688
2023-08-07,247.0500030517578
2023-08-08,246.44000244140625
2023-08-09,246.64999389648438
2023-08-10,248.9499969482422
2023-08-11,247.61000061035156
2023-08-14,248.77999877929688
2023-08-15,248.50999450683594
2023-08-16,248.57000732421875
2023-08-17,244.9600067138672
2023-08-18,246.88999938964844
2023-08-21,248.1699981689453
2023-08-22,244.16000366210938
2023-08-23,245.85000610351562
2023-08-24,241.82000732421875
2023-08-25,244.39999389648438
2023-08-28,244.02000427246094
2023-08-29,246.58999633789062
2023-08-30,245.25
2023-08-31,244.41000366210938
2023-09-01,243.24000549316406
2023-09-05,241.05999755859375
2023-09-06,238.69000244140625
2023-09-07,239.83999633789062
2023-09-08,241.8699951171875
2023-09-11,239.39999389648438
2023-09-12,266.1199951171875
2023-09-13,275.69000244140625
2023-09-14,279.9599914550781
2023-09-15,278.8399963378906
2023-09-18,281.6099853515625
2023-09-19,279.6099853515625
2023-09-20,281.3599853515625
2023-09-21,278.5899963378906
2023-09-22,277.8599853515625
2023-09-25,278.54998779296875
2023-09-26,274.6400146484375
2023-09-27,274.0899963378906
2023-09-28,274.1199951171875
2023-09-29,271.5199890136719
2023-10-02,271.79998779296875
2023-10-03,268.70001220703125
2023-10-04,272.7300109863281
2023-10-05,274.0299987792969
2023-10-06,269.69000244140625
2023-10-09,272.42999267578125
2023-10-10,276.42999267578125
2023-10-11,271.8900146484375
2023-10-12,266.3699951171875
2023-10-13,266.4800109863281
2023-10-16,268.57000732421875
2023-10-17,274.07000732421875
2023-10-18,269.010009765625
2023-10-19,264.05999755859375
2023-10-20,261.9800109863281
2023-10-23,264.760009765625
2023-10-24,265.989990234375
2023-10-25,268.8599853515625
2023-10-26,271.44000244140625
2023-10-27,268.5
2023-10-30,270.6400146484375
2023-10-31,271.9100036621094
2023-11-01,270.2099914550781
2023-11-02,270.75
2023-11-03,273.57000732421875
2023-11-06,272.8500061035156
2023-11-07,274.3599853515625
2023-11-08,274.6499938964844
2023-11-09,275.19000244140625
2023-11-10,275.92999267578125
2023-11-13,279.1199951171875
2023-11-14,281.45001220703125
2023-11-15,282.75
2023-11-16,281.30999755859375
2023-11-17,277.7200012207031
2023-11-20,281.6199951171875
2023-11-21,282.8900146484375
2023-11-22,284.6000061035156
2023-11-24,282.1300048828125
2023-11-27,282.6400146484375
2023-11-28,279.4200134277344
2023-11-29,273.75
2023-11-30,275.3999938964844
2023-12-01,276.30999755859375
2023-12-04,276.9800109863281
2023-12-05,275.57000732421875
2023-12-06,274.67999267578125
2023-12-07,274.6499938964844
2023-12-08,268.010009765625
2023-12-11,273.80999755859375
2023-12-12,272.6700134277344
2023-12-13,278.1300048828125
2023-12-14,271.3299865722656
2023-12-15,267.70001220703125
2023-12-18,271.4200134277344
2023-12-19,273.8699951171875
2023-12-20,269.42999267578125
2023-12-21,274.0
2023-12-22,273.80999755859375
2023-12-26,272.70001220703125
2023-12-27,274.5299987792969
2023-12-28,275.010009765625
2023-12-29,274.739990234375
2024-01-02,277.5799865722656
2024-01-03,276.1600036621094
2024-01-04,278.8999938964844
2024-01-05,284.3399963378906
2024-01-08,285.5899963378906
2024-01-09,283.0199890136719
2024-01-10,282.9800109863281
2024-01-11,287.1199951171875
2024-01-12,287.5199890136719
2024-01-16,288.5799865722656
2024-01-17,287.0400085449219
2024-01-18,285.2099914550781
2024-01-19,285.5799865722656
2024-01-22,286.0899963378906
2024-01-23,285.7300109863281
2024-01-24,282.1700134277344
2024-01-25,283.8299865722656
2024-01-26,275.45001220703125
2024-01-29,273.25
2024-01-30,274.4100036621094
2024-01-31,271.3599853515625
2024-02-01,274.739990234375
2024-02-02,275.05999755859375
2024-02-05,273.5199890136719
2024-02-06,276.1099853515625
2024-02-07,275.20001220703125
2024-02-08,285.0199890136719
2024-02-09,286.44000244140625
2024-02-12,285.07000732421875
2024-02-13,280.6600036621094
2024-02-14,283.75
2024-02-15,286.1300048828125
2024-02-16,287.6600036621094
2024-02-20,288.4800109863281
2024-02-21,288.17999267578125
2024-02-22,294.55999755859375
2024-02-23,299.75
2024-02-26,299.0400085449219
2024-02-27,300.9200134277344
2024-02-28,304.1199951171875
2024-02-29,304.489990234375
2024-03-01,306.8500061035156
2024-03-04,313.70001220703125
2024-03-05,291.2799987792969
2024-03-06,300.9100036621094
2024-03-07,307.1499938964844
2024-03-08,302.17999267578125
2024-03-11,298.760009765625
2024-03-12,294.0299987792969
2024-03-13,295.9100036621094
2024-03-14,297.5199890136719
2024-03-15,305.42999267578125
2024-03-18,305.1700134277344
2024-03-19,308.9200134277344
2024-03-20,315.1499938964844
2024-03-21,318.1099853515625
2024-03-22,316.5899963378906
2024-03-25,319.3800048828125
2024-03-26,316.4599914550781
2024-03-27,318.69000244140625
2024-03-28,318.45001220703125
2024-04-01,315.3699951171875
2024-04-02,312.5
2024-04-03,315.510009765625
2024-04-04,311.17999267578125
2024-04-05,316.6700134277344
2024-04-08,313.2300109863281
2024-04-09,312.19000244140625
2024-04-10,312.3299865722656
2024-04-11,309.7900085449219
2024-04-12,310.05999755859375
2024-04-15,312.7799987792969
2024-04-16,312.54998779296875
2024-04-17,309.1700134277344
2024-04-18,309.3999938964844
2024-04-19,310.4100036621094
2024-04-22,313.4800109863281
2024-04-23,313.32000732421875
2024-04-24,315.6400146484375
2024-04-25,317.7799987792969
2024-04-26,320.0299987792969
2024-04-29,323.2699890136719
2024-04-30,319.5799865722656
2024-05-01,318.6600036621094
2024-05-02,316.5799865722656
2024-05-03,313.9200134277344
2024-05-06,323.20001220703125
2024-05-07,329.8599853515625
2024-05-08,327.8999938964844
2024-05-09,332.9100036621094
2024-05-10,337.6099853515625
2024-05-13,340.260009765625
2024-05-14,337.760009765625
2024-05-15,337.67999267578125
2024-05-16,333.92999267578125
2024-05-17,335.4800109863281
2024-05-20,334.4700012207031
2024-05-21,336.1700134277344
2024-05-22,337.0799865722656
2024-05-23,338.19000244140625
2024-05-24,343.1400146484375
2024-05-28,337.32000732421875
2024-05-29,325.32000732421875
2024-05-30,327.6499938964844
2024-05-31,331.7799987792969
2024-06-03,330.9700012207031
2024-06-04,322.70001220703125
2024-06-05,326.1199951171875
2024-06-06,326.8800048828125
2024-06-07,328.6300048828125
2024-06-10,328.3299865722656
2024-06-11,326.5299987792969
2024-06-12,381.1300048828125
2024-06-13,376.5799865722656
2024-06-14,372.0199890136719
2024-06-17,377.29998779296875
2024-06-18,376.8299865722656
2024-06-20,368.4100036621094
2024-06-21,371.7699890136719
2024-06-24,380.82000732421875
2024-06-25,380.9700012207031
2024-06-26,381.69000244140625
2024-06-27,382.8699951171875
2024-06-28,381.55999755859375
2024-07-01,377.19000244140625
2024-07-02,373.8999938964844
2024-07-03,370.260009765625
2024-07-05,369.3599853515625
2024-07-08,367.57000732421875
2024-07-09,360.6199951171875
2024-07-10,363.55999755859375
2024-07-11,376.0400085449219
2024-07-12,376.44000244140625
2024-07-15,379.7900085449219
2024-07-16,383.29998779296875
2024-07-17,379.1099853515625
2024-07-18,376.4200134277344
2024-07-19,376.6499938964844
2024-07-22,378.9599914550781
2024-07-23,376.69000244140625
2024-07-24,374.1300048828125
2024-07-25,372.7799987792969
2024-07-26,391.1600036621094
2024-07-29,388.0199890136719
2024-07-30,387.5400085449219
2024-07-31,387.8399963378906
2024-08-01,383.1000061035156
2024-08-02,371.92999267578125
2024-08-05,371.8699951171875
2024-08-06,373.7300109863281
2024-08-07,367.5400085449219
2024-08-08,375.5199890136719
2024-08-09,374.760009765625
2024-08-12,371.010009765625
2024-08-13,367.2099914550781
2024-08-14,366.30999755859375
2024-08-15,378.4200134277344
2024-08-16,380.2900085449219
2024-08-19,382.80999755859375
2024-08-20,374.82000732421875
2024-08-21,378.3599853515625
2024-08-22,370.07000732421875
2024-08-23,369.3999938964844
2024-08-26,375.42999267578125
2024-08-27,372.9599914550781
2024-08-28,368.0799865722656
2024-08-29,358.8399963378906
2024-08-30,362.30999755859375
2024-09-03,354.9200134277344
2024-09-04,354.5199890136719
2024-09-05,380.739990234375
2024-09-06,373.82000732421875
2024-09-09,366.9700012207031
2024-09-10,374.9100036621094
2024-09-11,373.3800048828125
2024-09-12,382.07000732421875
2024-09-13,381.6300048828125
2024-09-16,380.67999267578125
2024-09-17,375.30999755859375
2024-09-18,373.0199890136719
2024-09-19,365.2300109863281
2024-09-20,368.0
2024-09-23,377.94000244140625
2024-09-24,371.8699951171875
2024-09-25,371.9800109863281
2024-09-26,373.760009765625
2024-09-27,373.30999755859375
2024-09-30,375.7099914550781
2024-10-01,377.4700012207031
2024-10-02,370.1700134277344
2024-10-03,366.6499938964844
2024-10-04,370.5899963378906
2024-10-07,372.4200134277344
2024-10-08,380.739990234375
2024-10-09,391.19000244140625
2024-10-10,380.8800048828125
2024-10-11,385.8999938964844
2024-10-14,390.7799987792969
2024-10-15,389.2300109863281
2024-10-16,389.7200012207031
2024-10-17,387.0799865722656
2024-10-18,390.1499938964844
2024-10-21,392.1199951171875
2024-10-22,390.4200134277344
2024-10-23,390.5
2024-10-24,386.6199951171875
2024-10-25,391.1300048828125
2024-10-28,400.6099853515625
2024-10-29,398.510009765625
2024-10-30,398.30999755859375
2024-10-31,394.0199890136719
2024-11-01,393.19000244140625
2024-11-04,381.0799865722656
2024-11-05,396.8999938964844
2024-11-06,409.17999267578125
2024-11-07,413.3699951171875
2024-11-08,412.8500061035156
2024-11-11,410.9700012207031
2024-11-12,417.05999755859375
2024-11-13,409.1099853515625
2024-11-14,405.7099914550781
2024-11-15,401.3999938964844
2024-11-18,404.6000061035156
2024-11-19,411.6700134277344
2024-11-20,413.95001220703125
2024-11-21,416.3999938964844
