Date,BZ
2022-12-09,20.06999969482422
2022-12-12,18.889999389648438
2022-12-13,19.90999984741211
2022-12-14,19.8799991607666
2022-12-15,19.350000381469727
2022-12-16,19.149999618530273
2022-12-19,19.059999465942383
2022-12-20,19.25
2022-12-21,19.979999542236328
2022-12-22,19.920000076293945
2022-12-23,19.200000762939453
2022-12-27,20.010000228881836
2022-12-28,19.799999237060547
2022-12-29,20.709999084472656
2022-12-30,20.3700008392334
2023-01-03,21.420000076293945
2023-01-04,23.56999969482422
2023-01-05,23.280000686645508
2023-01-06,23.739999771118164
2023-01-09,24.81999969482422
2023-01-10,24.049999237060547
2023-01-11,23.899999618530273
2023-01-12,23.829999923706055
2023-01-13,23.790000915527344
2023-01-17,23.709999084472656
2023-01-18,22.43000030517578
2023-01-19,23.420000076293945
2023-01-20,24.020000457763672
2023-01-23,25.209999084472656
2023-01-24,25.1299991607666
2023-01-25,25.25
2023-01-26,26.030000686645508
2023-01-27,25.719999313354492
2023-01-30,25.25
2023-01-31,24.290000915527344
2023-02-01,24.670000076293945
2023-02-02,23.979999542236328
2023-02-03,22.5
2023-02-06,22.25
2023-02-07,23.170000076293945
2023-02-08,22.649999618530273
2023-02-09,24.190000534057617
2023-02-10,22.530000686645508
2023-02-13,23.020000457763672
2023-02-14,23.09000015258789
2023-02-15,23.049999237060547
2023-02-16,23.829999923706055
2023-02-17,22.719999313354492
2023-02-21,22.059999465942383
2023-02-22,22.1299991607666
2023-02-23,21.780000686645508
2023-02-24,20.56999969482422
2023-02-27,20.049999237060547
2023-02-28,20.149999618530273
2023-03-01,21.329999923706055
2023-03-02,22.729999542236328
2023-03-03,22.100000381469727
2023-03-06,20.90999984741211
2023-03-07,20.0
2023-03-08,19.700000762939453
2023-03-09,18.479999542236328
2023-03-10,18.280000686645508
2023-03-13,18.31999969482422
2023-03-14,17.979999542236328
2023-03-15,17.15999984741211
2023-03-16,17.5
2023-03-17,17.84000015258789
2023-03-20,17.850000381469727
2023-03-21,18.950000762939453
2023-03-22,17.700000762939453
2023-03-23,18.950000762939453
2023-03-24,19.59000015258789
2023-03-27,18.8799991607666
2023-03-28,18.950000762939453
2023-03-29,19.15999984741211
2023-03-30,19.450000762939453
2023-03-31,19.030000686645508
2023-04-03,19.90999984741211
2023-04-04,19.1200008392334
2023-04-05,18.43000030517578
2023-04-06,18.700000762939453
2023-04-10,18.600000381469727
2023-04-11,18.389999389648438
2023-04-12,17.280000686645508
2023-04-13,17.399999618530273
2023-04-14,17.200000762939453
2023-04-17,17.149999618530273
2023-04-18,18.09000015258789
2023-04-19,17.760000228881836
2023-04-20,17.549999237060547
2023-04-21,17.1200008392334
2023-04-24,16.649999618530273
2023-04-25,16.559999465942383
2023-04-26,17.350000381469727
2023-04-27,17.899999618530273
2023-04-28,18.489999771118164
2023-05-01,18.719999313354492
2023-05-02,17.780000686645508
2023-05-03,18.219999313354492
2023-05-04,19.110000610351562
2023-05-05,18.709999084472656
2023-05-08,18.40999984741211
2023-05-09,17.889999389648438
2023-05-10,17.25
2023-05-11,17.969999313354492
2023-05-12,17.440000534057617
2023-05-15,18.510000228881836
2023-05-16,18.280000686645508
2023-05-17,17.799999237060547
2023-05-18,17.059999465942383
2023-05-19,17.399999618530273
2023-05-22,17.469999313354492
2023-05-23,16.899999618530273
2023-05-24,15.329999923706055
2023-05-25,14.029999732971191
2023-05-26,14.270000457763672
2023-05-30,13.510000228881836
2023-05-31,13.869999885559082
2023-06-01,14.609999656677246
2023-06-02,14.75
2023-06-05,14.020000457763672
2023-06-06,15.039999961853027
2023-06-07,14.819999694824219
2023-06-08,14.949999809265137
2023-06-09,15.300000190734863
2023-06-12,15.270000457763672
2023-06-13,15.9399995803833
2023-06-14,16.81999969482422
2023-06-15,17.049999237060547
2023-06-16,17.229999542236328
2023-06-20,15.59000015258789
2023-06-21,15.289999961853027
2023-06-22,15.15999984741211
2023-06-23,14.75
2023-06-26,14.65999984741211
2023-06-27,15.34000015258789
2023-06-28,15.130000114440918
2023-06-29,14.8100004196167
2023-06-30,15.050000190734863
2023-07-03,15.529999732971191
2023-07-05,15.130000114440918
2023-07-06,14.449999809265137
2023-07-07,14.800000190734863
2023-07-10,14.930000305175781
2023-07-11,15.600000381469727
2023-07-12,16.56999969482422
2023-07-13,16.899999618530273
2023-07-14,16.280000686645508
2023-07-17,15.979999542236328
2023-07-18,15.020000457763672
2023-07-19,15.979999542236328
2023-07-20,15.5600004196167
2023-07-21,15.479999542236328
2023-07-24,17.290000915527344
2023-07-25,17.079999923706055
2023-07-26,17.850000381469727
2023-07-27,17.459999084472656
2023-07-28,18.799999237060547
2023-07-31,18.68000030517578
2023-08-01,17.260000228881836
2023-08-02,16.56999969482422
2023-08-03,18.059999465942383
2023-08-04,17.6200008392334
2023-08-07,17.049999237060547
2023-08-08,16.850000381469727
2023-08-09,17.329999923706055
2023-08-10,17.200000762939453
2023-08-11,15.9399995803833
2023-08-14,15.779999732971191
2023-08-15,15.229999542236328
2023-08-16,15.15999984741211
2023-08-17,15.260000228881836
2023-08-18,14.710000038146973
2023-08-21,14.569999694824219
2023-08-22,14.729999542236328
2023-08-23,15.079999923706055
2023-08-24,14.520000457763672
2023-08-25,14.300000190734863
2023-08-28,14.460000038146973
2023-08-29,14.869999885559082
2023-08-30,14.890000343322754
2023-08-31,14.800000190734863
2023-09-01,15.399999618530273
2023-09-05,15.350000381469727
2023-09-06,15.470000267028809
2023-09-07,14.710000038146973
2023-09-08,14.600000381469727
2023-09-11,14.800000190734863
2023-09-12,14.899999618530273
2023-09-13,14.979999542236328
2023-09-14,15.069999694824219
2023-09-15,15.119999885559082
2023-09-18,15.079999923706055
2023-09-19,15.420000076293945
2023-09-20,14.989999771118164
2023-09-21,14.550000190734863
2023-09-22,15.180000305175781
2023-09-25,15.34000015258789
2023-09-26,14.670000076293945
2023-09-27,14.699999809265137
2023-09-28,15.039999961853027
2023-09-29,15.170000076293945
2023-10-02,15.489999771118164
2023-10-03,15.369999885559082
2023-10-04,15.09000015258789
2023-10-05,15.220000267028809
2023-10-06,16.09000015258789
2023-10-09,15.510000228881836
2023-10-10,16.34000015258789
2023-10-11,16.549999237060547
2023-10-12,15.960000038146973
2023-10-13,15.649999618530273
2023-10-16,15.680000305175781
2023-10-17,15.649999618530273
2023-10-18,15.350000381469727
2023-10-19,15.300000190734863
2023-10-20,14.989999771118164
2023-10-23,14.460000038146973
2023-10-24,15.710000038146973
2023-10-25,15.180000305175781
2023-10-26,14.699999809265137
2023-10-27,14.859999656677246
2023-10-30,15.1899995803833
2023-10-31,14.800000190734863
2023-11-01,14.579999923706055
2023-11-02,14.710000038146973
2023-11-03,15.390000343322754
2023-11-06,15.350000381469727
2023-11-07,15.300000190734863
2023-11-08,15.15999984741211
2023-11-09,14.760000228881836
2023-11-10,14.789999961853027
2023-11-13,15.029999732971191
2023-11-14,15.8100004196167
2023-11-15,16.950000762939453
2023-11-16,16.440000534057617
2023-11-17,16.559999465942383
2023-11-20,17.309999465942383
2023-11-21,17.25
2023-11-22,17.31999969482422
2023-11-24,17.959999084472656
2023-11-27,17.329999923706055
2023-11-28,16.5
2023-11-29,16.719999313354492
2023-11-30,16.530000686645508
2023-12-01,16.149999618530273
2023-12-04,14.109999656677246
2023-12-05,14.630000114440918
2023-12-06,15.079999923706055
2023-12-07,15.239999771118164
2023-12-08,15.199999809265137
2023-12-11,15.149999618530273
2023-12-12,15.34000015258789
2023-12-13,15.739999771118164
2023-12-14,15.680000305175781
2023-12-15,16.020000457763672
2023-12-18,15.220000267028809
2023-12-19,16.010000228881836
2023-12-20,15.850000381469727
2023-12-21,15.869999885559082
2023-12-22,15.8100004196167
2023-12-26,15.760000228881836
2023-12-27,16.270000457763672
2023-12-28,16.31999969482422
2023-12-29,16.610000610351562
2024-01-02,15.640000343322754
2024-01-03,15.59000015258789
2024-01-04,15.460000038146973
2024-01-05,15.229999542236328
2024-01-08,15.069999694824219
2024-01-09,14.90999984741211
2024-01-10,14.890000343322754
2024-01-11,15.09000015258789
2024-01-12,15.0
2024-01-16,14.300000190734863
2024-01-17,13.859999656677246
2024-01-18,13.819999694824219
2024-01-19,13.420000076293945
2024-01-22,13.010000228881836
2024-01-23,13.420000076293945
2024-01-24,13.9399995803833
2024-01-25,14.130000114440918
2024-01-26,13.920000076293945
2024-01-29,14.0
2024-01-30,13.579999923706055
2024-01-31,13.90999984741211
2024-02-01,14.470000267028809
2024-02-02,14.0
2024-02-05,13.6899995803833
2024-02-06,14.859999656677246
2024-02-07,14.75
2024-02-08,14.300000190734863
2024-02-09,14.430000305175781
2024-02-12,14.90999984741211
2024-02-13,14.319999694824219
2024-02-14,14.729999542236328
2024-02-15,14.880000114440918
2024-02-16,14.869999885559082
2024-02-20,14.819999694824219
2024-02-21,14.8100004196167
2024-02-22,15.029999732971191
2024-02-23,15.0
2024-02-26,15.210000038146973
2024-02-27,15.600000381469727
2024-02-28,15.369999885559082
2024-02-29,15.649999618530273
2024-03-01,16.34000015258789
2024-03-04,15.979999542236328
2024-03-05,15.850000381469727
2024-03-06,16.780000686645508
2024-03-07,16.979999542236328
2024-03-08,16.969999313354492
2024-03-11,17.5
2024-03-12,20.790000915527344
2024-03-13,20.690000534057617
2024-03-14,19.600000381469727
2024-03-15,19.209999084472656
2024-03-18,19.1200008392334
2024-03-19,19.100000381469727
2024-03-20,19.299999237060547
2024-03-21,18.780000686645508
2024-03-22,18.56999969482422
2024-03-25,18.34000015258789
2024-03-26,18.149999618530273
2024-03-27,18.299999237060547
2024-03-28,17.530000686645508
2024-04-01,18.420000076293945
2024-04-02,18.549999237060547
2024-04-03,19.010000228881836
2024-04-04,19.049999237060547
2024-04-05,19.1200008392334
2024-04-08,19.549999237060547
2024-04-09,19.600000381469727
2024-04-10,19.59000015258789
2024-04-11,19.239999771118164
2024-04-12,18.739999771118164
2024-04-15,18.350000381469727
2024-04-16,18.059999465942383
2024-04-17,18.110000610351562
2024-04-18,17.84000015258789
2024-04-19,17.84000015258789
2024-04-22,18.280000686645508
2024-04-23,18.770000457763672
2024-04-24,19.1299991607666
2024-04-25,19.600000381469727
2024-04-26,20.09000015258789
2024-04-29,20.200000762939453
2024-04-30,19.790000915527344
2024-05-01,19.530000686645508
2024-05-02,20.280000686645508
2024-05-03,20.399999618530273
2024-05-06,20.260000228881836
2024-05-07,20.15999984741211
2024-05-08,20.049999237060547
2024-05-09,20.3700008392334
2024-05-10,20.760000228881836
2024-05-13,20.8700008392334
2024-05-14,21.31999969482422
2024-05-15,21.639999389648438
2024-05-16,22.1200008392334
2024-05-17,22.170000076293945
2024-05-20,22.6299991607666
2024-05-21,21.979999542236328
2024-05-22,22.360000610351562
2024-05-23,21.440000534057617
2024-05-24,21.209999084472656
2024-05-28,21.200000762939453
2024-05-29,20.43000030517578
2024-05-30,20.989999771118164
2024-05-31,21.25
2024-06-03,21.5
2024-06-04,21.15999984741211
2024-06-05,21.530000686645508
2024-06-06,21.93000030517578
2024-06-07,21.420000076293945
2024-06-10,21.350000381469727
2024-06-11,20.489999771118164
2024-06-12,19.950000762939453
2024-06-13,20.25
2024-06-14,20.280000686645508
2024-06-17,20.34000015258789
2024-06-18,20.469999313354492
2024-06-20,20.770000457763672
2024-06-21,20.0
2024-06-24,20.1200008392334
2024-06-25,19.34000015258789
2024-06-26,19.510000228881836
2024-06-27,19.25
2024-06-28,18.809999465942383
2024-07-01,18.6200008392334
2024-07-02,18.399999618530273
2024-07-03,18.889999389648438
2024-07-05,17.68000030517578
2024-07-08,18.049999237060547
2024-07-09,18.469999313354492
2024-07-10,18.760000228881836
2024-07-11,18.959999084472656
2024-07-12,19.09000015258789
2024-07-15,17.690000534057617
2024-07-16,17.209999084472656
2024-07-17,16.799999237060547
2024-07-18,16.06999969482422
2024-07-19,15.699999809265137
2024-07-22,16.049999237060547
2024-07-23,15.930000305175781
2024-07-24,14.079999923706055
2024-07-25,13.729999542236328
2024-07-26,13.710000038146973
2024-07-29,13.760000228881836
2024-07-30,13.5
2024-07-31,13.579999923706055
2024-08-01,13.550000190734863
2024-08-02,13.399999618530273
2024-08-05,13.289999961853027
2024-08-06,13.770000457763672
2024-08-07,13.529999732971191
2024-08-08,13.760000228881836
2024-08-09,13.90999984741211
2024-08-12,14.079999923706055
2024-08-13,14.239999771118164
2024-08-14,13.640000343322754
2024-08-15,14.100000381469727
2024-08-16,14.600000381469727
2024-08-19,14.770000457763672
2024-08-20,13.930000305175781
2024-08-21,14.479999542236328
2024-08-22,14.15999984741211
2024-08-23,14.180000305175781
2024-08-26,14.119999885559082
2024-08-27,13.9399995803833
2024-08-28,10.949999809265137
2024-08-29,12.319999694824219
2024-08-30,12.460000038146973
2024-09-03,12.239999771118164
2024-09-04,12.15999984741211
2024-09-05,12.359999656677246
2024-09-06,12.470000267028809
2024-09-09,12.229999542236328
2024-09-10,12.100000381469727
2024-09-11,12.0
2024-09-12,12.119999885559082
2024-09-13,12.15999984741211
2024-09-16,12.25
2024-09-17,12.4399995803833
2024-09-18,12.100000381469727
2024-09-19,12.989999771118164
2024-09-20,12.550000190734863
2024-09-23,12.729999542236328
2024-09-24,15.1899995803833
2024-09-25,14.270000457763672
2024-09-26,16.1200008392334
2024-09-27,17.18000030517578
2024-09-30,17.360000610351562
2024-10-01,18.040000915527344
2024-10-02,18.389999389648438
2024-10-03,18.559999465942383
2024-10-04,19.190000534057617
2024-10-07,18.989999771118164
2024-10-08,17.270000457763672
2024-10-09,16.770000457763672
2024-10-10,16.940000534057617
2024-10-11,17.0
2024-10-14,16.100000381469727
2024-10-15,15.119999885559082
2024-10-16,15.369999885559082
2024-10-17,14.890000343322754
2024-10-18,15.149999618530273
2024-10-21,14.970000267028809
2024-10-22,14.920000076293945
2024-10-23,14.760000228881836
2024-10-24,14.300000190734863
2024-10-25,14.890000343322754
2024-10-28,15.260000228881836
2024-10-29,15.390000343322754
2024-10-30,14.949999809265137
2024-10-31,14.550000190734863
2024-11-01,14.65999984741211
2024-11-04,14.760000228881836
2024-11-05,15.039999961853027
2024-11-06,14.800000190734863
2024-11-07,15.329999923706055
2024-11-08,14.890000343322754
2024-11-11,14.520000457763672
2024-11-12,13.789999961853027
2024-11-13,13.890000343322754
2024-11-14,13.489999771118164
2024-11-15,13.4399995803833
2024-11-18,13.779999732971191
2024-11-19,13.59000015258789
2024-11-20,13.4399995803833
2024-11-21,12.920000076293945
