Date,GLBE
2022-02-28,39.13999938964844
2022-03-01,39.65999984741211
2022-03-02,38.11000061035156
2022-03-03,35.630001068115234
2022-03-04,32.43000030517578
2022-03-07,30.520000457763672
2022-03-08,29.90999984741211
2022-03-09,32.84000015258789
2022-03-10,31.0
2022-03-11,28.700000762939453
2022-03-14,27.06999969482422
2022-03-15,28.06999969482422
2022-03-16,32.81999969482422
2022-03-17,34.209999084472656
2022-03-18,36.25
2022-03-21,35.31999969482422
2022-03-22,35.59000015258789
2022-03-23,35.0
2022-03-24,34.470001220703125
2022-03-25,32.02000045776367
2022-03-28,31.920000076293945
2022-03-29,35.560001373291016
2022-03-30,35.04999923706055
2022-03-31,33.779998779296875
2022-04-01,34.279998779296875
2022-04-04,36.310001373291016
2022-04-05,34.880001068115234
2022-04-06,32.540000915527344
2022-04-07,31.90999984741211
2022-04-08,30.649999618530273
2022-04-11,30.1299991607666
2022-04-12,29.729999542236328
2022-04-13,30.729999542236328
2022-04-14,29.979999542236328
2022-04-18,28.079999923706055
2022-04-19,29.3799991607666
2022-04-20,28.18000030517578
2022-04-21,26.0
2022-04-22,25.010000228881836
2022-04-25,25.65999984741211
2022-04-26,24.280000686645508
2022-04-27,23.940000534057617
2022-04-28,24.559999465942383
2022-04-29,22.540000915527344
2022-05-02,23.889999389648438
2022-05-03,23.75
2022-05-04,24.829999923706055
2022-05-05,22.6299991607666
2022-05-06,21.049999237060547
2022-05-09,19.790000915527344
2022-05-10,18.239999771118164
2022-05-11,17.09000015258789
2022-05-12,18.440000534057617
2022-05-13,20.459999084472656
2022-05-16,19.18000030517578
2022-05-17,22.56999969482422
2022-05-18,19.229999542236328
2022-05-19,20.899999618530273
2022-05-20,19.469999313354492
2022-05-23,19.40999984741211
2022-05-24,17.239999771118164
2022-05-25,18.280000686645508
2022-05-26,18.989999771118164
2022-05-27,20.280000686645508
2022-05-31,19.270000457763672
2022-06-01,18.56999969482422
2022-06-02,20.670000076293945
2022-06-03,19.469999313354492
2022-06-06,20.020000457763672
2022-06-07,20.850000381469727
2022-06-08,22.1299991607666
2022-06-09,21.309999465942383
2022-06-10,18.969999313354492
2022-06-13,17.139999389648438
2022-06-14,17.809999465942383
2022-06-15,18.6299991607666
2022-06-16,17.06999969482422
2022-06-17,18.299999237060547
2022-06-21,19.780000686645508
2022-06-22,19.56999969482422
2022-06-23,21.290000915527344
2022-06-24,23.100000381469727
2022-06-27,22.600000381469727
2022-06-28,21.170000076293945
2022-06-29,21.770000457763672
2022-06-30,20.170000076293945
2022-07-01,22.030000686645508
2022-07-05,23.8700008392334
2022-07-06,23.649999618530273
2022-07-07,25.40999984741211
2022-07-08,25.350000381469727
2022-07-11,24.270000457763672
2022-07-12,23.860000610351562
2022-07-13,22.770000457763672
2022-07-14,22.420000076293945
2022-07-15,22.68000030517578
2022-07-18,22.809999465942383
2022-07-19,23.489999771118164
2022-07-20,24.799999237060547
2022-07-21,25.510000228881836
2022-07-22,23.31999969482422
2022-07-25,22.75
2022-07-26,21.510000228881836
2022-07-27,23.09000015258789
2022-07-28,23.489999771118164
2022-07-29,22.760000228881836
2022-08-01,24.299999237060547
2022-08-02,25.0
2022-08-03,26.309999465942383
2022-08-04,26.81999969482422
2022-08-05,27.229999542236328
2022-08-08,27.84000015258789
2022-08-09,27.020000457763672
2022-08-10,28.950000762939453
2022-08-11,26.850000381469727
2022-08-12,27.09000015258789
2022-08-15,27.34000015258789
2022-08-16,34.0
2022-08-17,36.68000030517578
2022-08-18,35.90999984741211
2022-08-19,34.29999923706055
2022-08-22,34.220001220703125
2022-08-23,34.2400016784668
2022-08-24,35.2400016784668
2022-08-25,37.439998626708984
2022-08-26,34.04999923706055
2022-08-29,33.02000045776367
2022-08-30,32.72999954223633
2022-08-31,31.59000015258789
2022-09-01,30.5
2022-09-02,30.030000686645508
2022-09-06,29.190000534057617
2022-09-07,30.709999084472656
2022-09-08,31.0
2022-09-09,33.58000183105469
2022-09-12,35.599998474121094
2022-09-13,33.849998474121094
2022-09-14,34.470001220703125
2022-09-15,34.75
2022-09-16,33.27000045776367
2022-09-19,33.02000045776367
2022-09-20,32.2400016784668
2022-09-21,30.540000915527344
2022-09-22,29.270000457763672
2022-09-23,27.079999923706055
2022-09-26,26.25
2022-09-27,26.5
2022-09-28,28.280000686645508
2022-09-29,27.139999389648438
2022-09-30,26.760000228881836
2022-10-03,27.81999969482422
2022-10-04,29.450000762939453
2022-10-05,29.18000030517578
2022-10-06,27.68000030517578
2022-10-07,25.389999389648438
2022-10-10,25.219999313354492
2022-10-11,24.389999389648438
2022-10-12,24.469999313354492
2022-10-13,23.8799991607666
2022-10-14,22.959999084472656
2022-10-17,24.0
2022-10-18,25.6299991607666
2022-10-19,24.549999237060547
2022-10-20,23.809999465942383
2022-10-21,23.6200008392334
2022-10-24,23.0
2022-10-25,24.209999084472656
2022-10-26,24.420000076293945
2022-10-27,26.399999618530273
2022-10-28,25.989999771118164
2022-10-31,25.290000915527344
2022-11-01,24.850000381469727
2022-11-02,22.06999969482422
2022-11-03,22.579999923706055
2022-11-04,22.350000381469727
2022-11-07,21.0049991607666
2022-11-08,20.329999923706055
2022-11-09,18.350000381469727
2022-11-10,21.18000030517578
2022-11-11,23.290000915527344
2022-11-14,24.139999389648438
2022-11-15,25.979999542236328
2022-11-16,24.540000915527344
2022-11-17,20.729999542236328
2022-11-18,20.420000076293945
2022-11-21,19.110000610351562
2022-11-22,19.809999465942383
2022-11-23,20.59000015258789
2022-11-25,20.040000915527344
2022-11-28,19.979999542236328
2022-11-29,19.8700008392334
2022-11-30,21.56999969482422
2022-12-01,24.399999618530273
2022-12-02,23.799999237060547
2022-12-05,22.020000457763672
2022-12-06,22.329999923706055
2022-12-07,21.969999313354492
2022-12-08,22.520000457763672
2022-12-09,21.989999771118164
2022-12-12,21.959999084472656
2022-12-13,22.829999923706055
2022-12-14,22.75
2022-12-15,21.440000534057617
2022-12-16,20.15999984741211
2022-12-19,20.1299991607666
2022-12-20,20.219999313354492
2022-12-21,20.110000610351562
2022-12-22,19.309999465942383
2022-12-23,19.059999465942383
2022-12-27,18.860000610351562
2022-12-28,18.6200008392334
2022-12-29,20.3700008392334
2022-12-30,20.639999389648438
2023-01-03,20.75
2023-01-04,22.350000381469727
2023-01-05,20.43000030517578
2023-01-06,20.959999084472656
2023-01-09,22.5
2023-01-10,22.43000030517578
2023-01-11,22.989999771118164
2023-01-12,24.25
2023-01-13,24.309999465942383
2023-01-17,24.770000457763672
2023-01-18,24.420000076293945
2023-01-19,23.979999542236328
2023-01-20,25.110000610351562
2023-01-23,26.889999389648438
2023-01-24,25.530000686645508
2023-01-25,25.719999313354492
2023-01-26,26.739999771118164
2023-01-27,28.360000610351562
2023-01-30,28.170000076293945
2023-01-31,29.969999313354492
2023-02-01,31.260000228881836
2023-02-02,32.7400016784668
2023-02-03,30.3799991607666
2023-02-06,29.780000686645508
2023-02-07,29.65999984741211
2023-02-08,28.43000030517578
2023-02-09,28.190000534057617
2023-02-10,27.260000228881836
2023-02-13,28.600000381469727
2023-02-14,29.950000762939453
2023-02-15,30.760000228881836
2023-02-16,27.889999389648438
2023-02-17,26.350000381469727
2023-02-21,26.100000381469727
2023-02-22,29.5
2023-02-23,29.75
2023-02-24,29.139999389648438
2023-02-27,29.09000015258789
2023-02-28,28.299999237060547
2023-03-01,28.149999618530273
2023-03-02,28.450000762939453
2023-03-03,28.940000534057617
2023-03-06,28.549999237060547
2023-03-07,28.049999237060547
2023-03-08,28.200000762939453
2023-03-09,26.950000762939453
2023-03-10,25.760000228881836
2023-03-13,26.65999984741211
2023-03-14,27.709999084472656
2023-03-15,27.510000228881836
2023-03-16,28.290000915527344
2023-03-17,28.739999771118164
2023-03-20,28.09000015258789
2023-03-21,28.790000915527344
2023-03-22,28.280000686645508
2023-03-23,29.700000762939453
2023-03-24,29.18000030517578
2023-03-27,29.239999771118164
