Date,NTAP
2022-02-28,78.37999725341797
2022-03-01,77.33000183105469
2022-03-02,81.0999984741211
2022-03-03,80.76000213623047
2022-03-04,80.3499984741211
2022-03-07,78.62000274658203
2022-03-08,78.91999816894531
2022-03-09,80.77999877929688
2022-03-10,82.62000274658203
2022-03-11,84.0999984741211
2022-03-14,80.38999938964844
2022-03-15,82.0999984741211
2022-03-16,84.86000061035156
2022-03-17,86.41000366210938
2022-03-18,89.69000244140625
2022-03-21,88.5
2022-03-22,87.61000061035156
2022-03-23,87.22000122070312
2022-03-24,86.30000305175781
2022-03-25,85.69000244140625
2022-03-28,86.13999938964844
2022-03-29,88.12999725341797
2022-03-30,86.56999969482422
2022-03-31,83.0
2022-04-01,82.19999694824219
2022-04-04,83.6500015258789
2022-04-05,81.1500015258789
2022-04-06,79.80999755859375
2022-04-07,78.80999755859375
2022-04-08,78.0999984741211
2022-04-11,77.12000274658203
2022-04-12,76.38999938964844
2022-04-13,77.27999877929688
2022-04-14,75.5
2022-04-18,76.1500015258789
2022-04-19,77.11000061035156
2022-04-20,78.75
2022-04-21,77.9800033569336
2022-04-22,76.01000213623047
2022-04-25,77.4000015258789
2022-04-26,75.51000213623047
2022-04-27,74.55999755859375
2022-04-28,75.0
2022-04-29,73.25
2022-05-02,74.0
2022-05-03,74.05999755859375
2022-05-04,76.69999694824219
2022-05-05,73.11000061035156
2022-05-06,72.98999786376953
2022-05-09,71.31999969482422
2022-05-10,73.0199966430664
2022-05-11,69.73999786376953
2022-05-12,69.68000030517578
2022-05-13,71.20999908447266
2022-05-16,71.5
2022-05-17,73.9000015258789
2022-05-18,70.7300033569336
2022-05-19,68.26000213623047
2022-05-20,66.63999938964844
2022-05-23,68.51000213623047
2022-05-24,67.4000015258789
2022-05-25,69.44000244140625
2022-05-26,70.48999786376953
2022-05-27,73.05000305175781
2022-05-31,71.94999694824219
2022-06-01,72.51000213623047
2022-06-02,72.9000015258789
2022-06-03,71.11000061035156
2022-06-06,70.87000274658203
2022-06-07,71.45999908447266
2022-06-08,70.08000183105469
2022-06-09,67.7699966430664
2022-06-10,66.80999755859375
2022-06-13,64.47000122070312
2022-06-14,64.31999969482422
2022-06-15,65.43000030517578
2022-06-16,63.290000915527344
2022-06-17,63.7599983215332
2022-06-21,64.5
2022-06-22,64.69999694824219
2022-06-23,64.8499984741211
2022-06-24,66.80999755859375
2022-06-27,67.2699966430664
2022-06-28,65.63999938964844
2022-06-29,65.36000061035156
2022-06-30,65.23999786376953
2022-07-01,62.779998779296875
2022-07-05,64.22000122070312
2022-07-06,63.33000183105469
2022-07-07,64.79000091552734
2022-07-08,65.04000091552734
2022-07-11,64.4000015258789
2022-07-12,64.31999969482422
2022-07-13,64.29000091552734
2022-07-14,64.98999786376953
2022-07-15,65.94999694824219
2022-07-18,65.56999969482422
2022-07-19,68.30999755859375
2022-07-20,69.5999984741211
2022-07-21,70.5199966430664
2022-07-22,69.26000213623047
2022-07-25,69.16999816894531
2022-07-26,69.41999816894531
2022-07-27,70.56999969482422
2022-07-28,71.70999908447266
2022-07-29,71.33000183105469
2022-08-01,71.95999908447266
2022-08-02,71.37000274658203
2022-08-03,72.55000305175781
2022-08-04,72.11000061035156
2022-08-05,72.37000274658203
2022-08-08,72.6500015258789
2022-08-09,71.0999984741211
2022-08-10,73.30000305175781
2022-08-11,73.69999694824219
2022-08-12,74.93000030517578
2022-08-15,74.62999725341797
2022-08-16,74.7699966430664
2022-08-17,73.37000274658203
2022-08-18,75.48999786376953
2022-08-19,74.29000091552734
2022-08-22,73.02999877929688
2022-08-23,73.27999877929688
2022-08-24,72.81999969482422
2022-08-25,78.55999755859375
2022-08-26,74.95999908447266
2022-08-29,73.44999694824219
2022-08-30,72.27999877929688
2022-08-31,72.12999725341797
2022-09-01,72.16000366210938
2022-09-02,71.27999877929688
2022-09-06,70.69999694824219
2022-09-07,70.69999694824219
2022-09-08,71.41000366210938
2022-09-09,72.44999694824219
2022-09-12,73.4000015258789
2022-09-13,71.05999755859375
2022-09-14,70.26000213623047
2022-09-15,69.08000183105469
2022-09-16,68.68000030517578
2022-09-19,67.61000061035156
2022-09-20,66.30000305175781
2022-09-21,65.3499984741211
2022-09-22,64.2300033569336
2022-09-23,63.470001220703125
2022-09-26,62.61000061035156
2022-09-27,62.529998779296875
2022-09-28,63.70000076293945
2022-09-29,62.939998626708984
2022-09-30,61.849998474121094
2022-10-03,64.13999938964844
2022-10-04,66.55999755859375
2022-10-05,67.19000244140625
2022-10-06,67.0
2022-10-07,66.08000183105469
2022-10-10,64.04000091552734
2022-10-11,62.060001373291016
2022-10-12,62.33000183105469
2022-10-13,64.11000061035156
2022-10-14,62.40999984741211
2022-10-17,63.16999816894531
2022-10-18,62.7400016784668
2022-10-19,62.290000915527344
2022-10-20,62.47999954223633
2022-10-21,65.5999984741211
2022-10-24,66.33999633789062
2022-10-25,67.8499984741211
2022-10-26,67.45999908447266
2022-10-27,67.47000122070312
2022-10-28,69.4000015258789
2022-10-31,69.2699966430664
2022-11-01,71.0199966430664
2022-11-02,68.87000274658203
2022-11-03,67.63999938964844
2022-11-04,68.79000091552734
2022-11-07,69.38999938964844
2022-11-08,69.44000244140625
2022-11-09,68.01000213623047
2022-11-10,71.91000366210938
2022-11-11,73.5
2022-11-14,73.18000030517578
2022-11-15,73.95999908447266
2022-11-16,72.33000183105469
2022-11-17,72.86000061035156
2022-11-18,73.72000122070312
2022-11-21,72.5199966430664
2022-11-22,73.87999725341797
2022-11-23,74.66000366210938
2022-11-25,74.66000366210938
2022-11-28,72.56999969482422
2022-11-29,71.79000091552734
2022-11-30,67.61000061035156
2022-12-01,68.06999969482422
