Date,CG
2023-01-04,30.860000610351562
2023-01-05,30.1299991607666
2023-01-06,31.010000228881836
2023-01-09,32.45000076293945
2023-01-10,32.560001373291016
2023-01-11,33.06999969482422
2023-01-12,33.349998474121094
2023-01-13,33.529998779296875
2023-01-17,33.540000915527344
2023-01-18,33.54999923706055
2023-01-19,32.880001068115234
2023-01-20,33.86000061035156
2023-01-23,34.59000015258789
2023-01-24,34.439998626708984
2023-01-25,34.5
2023-01-26,35.29999923706055
2023-01-27,35.43000030517578
2023-01-30,35.15999984741211
2023-01-31,35.970001220703125
2023-02-01,36.459999084472656
2023-02-02,37.7599983215332
2023-02-03,37.400001525878906
2023-02-06,36.310001373291016
2023-02-07,36.400001525878906
2023-02-08,35.54999923706055
2023-02-09,34.33000183105469
2023-02-10,34.63999938964844
2023-02-13,35.38999938964844
2023-02-14,35.33000183105469
2023-02-15,35.439998626708984
2023-02-16,34.810001373291016
2023-02-17,35.040000915527344
2023-02-21,34.04999923706055
2023-02-22,34.43000030517578
2023-02-23,34.849998474121094
2023-02-24,34.70000076293945
2023-02-27,34.5
2023-02-28,34.400001525878906
2023-03-01,34.41999816894531
2023-03-02,34.47999954223633
2023-03-03,35.52000045776367
2023-03-06,35.209999084472656
2023-03-07,34.08000183105469
2023-03-08,34.63999938964844
2023-03-09,33.16999816894531
2023-03-10,30.260000228881836
2023-03-13,30.09000015258789
2023-03-14,30.280000686645508
2023-03-15,30.59000015258789
2023-03-16,30.860000610351562
2023-03-17,30.420000076293945
2023-03-20,30.290000915527344
2023-03-21,31.709999084472656
2023-03-22,30.75
2023-03-23,30.600000381469727
2023-03-24,30.420000076293945
2023-03-27,30.5
2023-03-28,30.469999313354492
2023-03-29,30.6299991607666
2023-03-30,30.25
2023-03-31,31.059999465942383
2023-04-03,30.450000762939453
2023-04-04,29.309999465942383
2023-04-05,29.200000762939453
2023-04-06,29.219999313354492
2023-04-10,29.59000015258789
2023-04-11,30.110000610351562
2023-04-12,29.729999542236328
2023-04-13,30.719999313354492
2023-04-14,30.450000762939453
2023-04-17,30.809999465942383
2023-04-18,31.079999923706055
2023-04-19,31.489999771118164
2023-04-20,30.350000381469727
2023-04-21,30.229999542236328
2023-04-24,30.149999618530273
2023-04-25,29.280000686645508
2023-04-26,28.979999542236328
2023-04-27,29.700000762939453
2023-04-28,30.329999923706055
2023-05-01,30.459999084472656
2023-05-02,29.200000762939453
2023-05-03,29.75
2023-05-04,25.719999313354492
2023-05-05,26.700000762939453
2023-05-08,26.1200008392334
2023-05-09,26.030000686645508
2023-05-10,26.0
2023-05-11,26.420000076293945
2023-05-12,27.030000686645508
2023-05-15,26.780000686645508
2023-05-16,26.299999237060547
2023-05-17,27.049999237060547
2023-05-18,27.329999923706055
2023-05-19,27.299999237060547
2023-05-22,27.889999389648438
2023-05-23,27.8700008392334
2023-05-24,27.59000015258789
2023-05-25,27.68000030517578
2023-05-26,27.950000762939453
2023-05-30,28.149999618530273
2023-05-31,27.40999984741211
2023-06-01,28.09000015258789
2023-06-02,28.790000915527344
2023-06-05,28.440000534057617
2023-06-06,29.209999084472656
2023-06-07,29.540000915527344
2023-06-08,29.809999465942383
2023-06-09,30.049999237060547
2023-06-12,30.31999969482422
2023-06-13,30.440000534057617
2023-06-14,30.6299991607666
2023-06-15,31.610000610351562
2023-06-16,31.3799991607666
2023-06-20,31.3700008392334
2023-06-21,30.8700008392334
2023-06-22,30.5
2023-06-23,30.0
2023-06-26,30.40999984741211
2023-06-27,30.989999771118164
2023-06-28,31.200000762939453
2023-06-29,31.700000762939453
2023-06-30,31.950000762939453
2023-07-03,32.36000061035156
2023-07-05,31.780000686645508
2023-07-06,31.209999084472656
2023-07-07,31.729999542236328
2023-07-10,31.940000534057617
2023-07-11,32.38999938964844
2023-07-12,33.06999969482422
2023-07-13,34.38999938964844
2023-07-14,34.06999969482422
2023-07-17,34.060001373291016
2023-07-18,34.83000183105469
2023-07-19,35.709999084472656
2023-07-20,35.20000076293945
2023-07-21,34.68000030517578
2023-07-24,34.5099983215332
2023-07-25,34.81999969482422
2023-07-26,34.959999084472656
2023-07-27,34.290000915527344
2023-07-28,35.279998779296875
2023-07-31,35.650001525878906
2023-08-01,35.45000076293945
2023-08-02,32.90999984741211
2023-08-03,31.65999984741211
2023-08-04,32.20000076293945
2023-08-07,32.91999816894531
2023-08-08,32.099998474121094
2023-08-09,31.81999969482422
2023-08-10,32.08000183105469
2023-08-11,31.989999771118164
2023-08-14,31.3700008392334
2023-08-15,30.43000030517578
2023-08-16,29.790000915527344
2023-08-17,29.420000076293945
2023-08-18,29.6200008392334
2023-08-21,29.290000915527344
2023-08-22,29.1299991607666
2023-08-23,29.969999313354492
2023-08-24,29.860000610351562
2023-08-25,29.979999542236328
2023-08-28,30.350000381469727
2023-08-29,31.579999923706055
2023-08-30,32.11000061035156
2023-08-31,32.349998474121094
2023-09-01,32.66999816894531
2023-09-05,32.70000076293945
2023-09-06,32.31999969482422
2023-09-07,32.060001373291016
2023-09-08,32.349998474121094
2023-09-11,32.380001068115234
2023-09-12,32.86000061035156
2023-09-13,32.15999984741211
2023-09-14,32.68000030517578
2023-09-15,33.54999923706055
2023-09-18,32.97999954223633
2023-09-19,32.470001220703125
2023-09-20,31.969999313354492
2023-09-21,30.469999313354492
2023-09-22,30.440000534057617
2023-09-25,30.6200008392334
2023-09-26,29.68000030517578
2023-09-27,29.68000030517578
2023-09-28,30.229999542236328
2023-09-29,30.15999984741211
2023-10-02,30.059999465942383
2023-10-03,29.549999237060547
2023-10-04,29.959999084472656
2023-10-05,29.56999969482422
2023-10-06,29.59000015258789
2023-10-09,29.719999313354492
2023-10-10,30.239999771118164
2023-10-11,30.40999984741211
2023-10-12,29.770000457763672
2023-10-13,29.239999771118164
2023-10-16,29.829999923706055
2023-10-17,30.079999923706055
2023-10-18,28.940000534057617
2023-10-19,27.540000915527344
2023-10-20,27.729999542236328
2023-10-23,27.850000381469727
2023-10-24,28.260000228881836
2023-10-25,27.559999465942383
2023-10-26,27.850000381469727
2023-10-27,27.600000381469727
2023-10-30,27.809999465942383
2023-10-31,27.540000915527344
2023-11-01,27.559999465942383
2023-11-02,28.84000015258789
2023-11-03,29.3799991607666
2023-11-06,28.920000076293945
2023-11-07,29.3700008392334
2023-11-08,30.079999923706055
2023-11-09,29.93000030517578
2023-11-10,30.15999984741211
2023-11-13,30.010000228881836
2023-11-14,31.809999465942383
2023-11-15,31.799999237060547
2023-11-16,31.440000534057617
2023-11-17,31.850000381469727
2023-11-20,31.8799991607666
2023-11-21,32.09000015258789
2023-11-22,32.38999938964844
2023-11-24,32.56999969482422
2023-11-27,32.81999969482422
2023-11-28,34.43000030517578
2023-11-29,34.52000045776367
2023-11-30,34.279998779296875
2023-12-01,35.18000030517578
2023-12-04,35.630001068115234
2023-12-05,35.400001525878906
2023-12-06,35.4900016784668
2023-12-07,36.290000915527344
2023-12-08,36.93000030517578
2023-12-11,36.779998779296875
2023-12-12,36.900001525878906
2023-12-13,38.900001525878906
2023-12-14,41.9900016784668
2023-12-15,41.84000015258789
2023-12-18,41.790000915527344
2023-12-19,41.470001220703125
2023-12-20,40.290000915527344
2023-12-21,40.90999984741211
2023-12-22,40.70000076293945
2023-12-26,40.880001068115234
2023-12-27,41.689998626708984
2023-12-28,41.70000076293945
2023-12-29,40.689998626708984
2024-01-02,39.9900016784668
2024-01-03,39.06999969482422
2024-01-04,38.939998626708984
2024-01-05,39.33000183105469
2024-01-08,39.869998931884766
2024-01-09,39.2400016784668
2024-01-10,39.5
2024-01-11,39.27000045776367
2024-01-12,39.36000061035156
2024-01-16,38.45000076293945
2024-01-17,38.61000061035156
2024-01-18,38.810001373291016
2024-01-19,39.72999954223633
2024-01-22,39.90999984741211
2024-01-23,39.619998931884766
2024-01-24,39.72999954223633
2024-01-25,40.959999084472656
2024-01-26,40.599998474121094
2024-01-29,41.13999938964844
2024-01-30,40.7599983215332
2024-01-31,40.02000045776367
2024-02-01,40.58000183105469
2024-02-02,40.95000076293945
2024-02-05,40.310001373291016
2024-02-06,40.720001220703125
2024-02-07,44.2400016784668
2024-02-08,45.61000061035156
2024-02-09,44.779998779296875
2024-02-12,45.310001373291016
2024-02-13,43.38999938964844
2024-02-14,44.029998779296875
2024-02-15,44.869998931884766
2024-02-16,44.58000183105469
2024-02-20,44.2599983215332
2024-02-21,44.599998474121094
2024-02-22,44.9900016784668
2024-02-23,44.63999938964844
2024-02-26,43.90999984741211
2024-02-27,44.81999969482422
2024-02-28,45.029998779296875
2024-02-29,45.849998474121094
2024-03-01,45.61000061035156
2024-03-04,45.970001220703125
2024-03-05,46.08000183105469
2024-03-06,46.66999816894531
2024-03-07,47.619998931884766
2024-03-08,47.349998474121094
2024-03-11,46.83000183105469
2024-03-12,47.02000045776367
2024-03-13,46.369998931884766
2024-03-14,45.150001525878906
2024-03-15,44.58000183105469
2024-03-18,45.0099983215332
2024-03-19,45.20000076293945
2024-03-20,46.380001068115234
2024-03-21,47.38999938964844
2024-03-22,46.41999816894531
2024-03-25,46.459999084472656
2024-03-26,46.439998626708984
2024-03-27,46.779998779296875
2024-03-28,46.90999984741211
2024-04-01,46.400001525878906
2024-04-02,46.36000061035156
2024-04-03,46.869998931884766
2024-04-04,46.970001220703125
2024-04-05,47.150001525878906
2024-04-08,47.470001220703125
2024-04-09,47.849998474121094
2024-04-10,46.939998626708984
2024-04-11,47.22999954223633
2024-04-12,45.790000915527344
2024-04-15,45.27000045776367
2024-04-16,45.060001373291016
2024-04-17,44.630001068115234
2024-04-18,43.68000030517578
2024-04-19,44.08000183105469
2024-04-22,45.20000076293945
2024-04-23,46.33000183105469
2024-04-24,46.119998931884766
2024-04-25,45.619998931884766
2024-04-26,46.11000061035156
2024-04-29,46.310001373291016
2024-04-30,44.79999923706055
2024-05-01,40.970001220703125
2024-05-02,40.58000183105469
2024-05-03,41.060001373291016
2024-05-06,41.9900016784668
2024-05-07,41.97999954223633
2024-05-08,41.47999954223633
2024-05-09,42.369998931884766
2024-05-10,42.5
2024-05-13,41.720001220703125
2024-05-14,42.29999923706055
2024-05-15,44.060001373291016
2024-05-16,43.400001525878906
2024-05-17,43.04999923706055
2024-05-20,43.369998931884766
2024-05-21,44.38999938964844
2024-05-22,43.709999084472656
2024-05-23,43.959999084472656
2024-05-24,44.54999923706055
2024-05-28,43.09000015258789
2024-05-29,41.72999954223633
2024-05-30,42.61000061035156
2024-05-31,42.959999084472656
2024-06-03,43.40999984741211
2024-06-04,42.18000030517578
2024-06-05,42.86000061035156
2024-06-06,41.33000183105469
2024-06-07,40.68000030517578
2024-06-10,40.70000076293945
2024-06-11,39.91999816894531
2024-06-12,40.369998931884766
2024-06-13,39.65999984741211
2024-06-14,39.04999923706055
2024-06-17,39.27000045776367
2024-06-18,39.560001373291016
2024-06-20,41.0
2024-06-21,40.099998474121094
2024-06-24,40.470001220703125
2024-06-25,39.81999969482422
2024-06-26,39.599998474121094
2024-06-27,39.88999938964844
2024-06-28,40.150001525878906
2024-07-01,39.58000183105469
2024-07-02,40.0099983215332
2024-07-03,40.59000015258789
2024-07-05,40.290000915527344
2024-07-08,40.4900016784668
2024-07-09,40.29999923706055
2024-07-10,41.5
2024-07-11,42.599998474121094
2024-07-12,43.22999954223633
2024-07-15,44.06999969482422
2024-07-16,46.5099983215332
2024-07-17,45.470001220703125
2024-07-18,46.459999084472656
2024-07-19,45.939998626708984
2024-07-22,46.43000030517578
2024-07-23,46.47999954223633
2024-07-24,44.7400016784668
2024-07-25,46.33000183105469
2024-07-26,47.20000076293945
2024-07-29,47.54999923706055
2024-07-30,48.52000045776367
2024-07-31,49.7400016784668
2024-08-01,47.7599983215332
2024-08-02,44.22999954223633
2024-08-05,40.90999984741211
2024-08-06,39.34000015258789
2024-08-07,38.220001220703125
2024-08-08,39.22999954223633
2024-08-09,39.560001373291016
2024-08-12,39.41999816894531
2024-08-13,40.349998474121094
2024-08-14,40.790000915527344
2024-08-15,42.029998779296875
2024-08-16,41.11000061035156
2024-08-19,41.5
2024-08-20,40.45000076293945
2024-08-21,40.15999984741211
2024-08-22,39.650001525878906
2024-08-23,40.25
2024-08-26,39.810001373291016
2024-08-27,40.290000915527344
2024-08-28,40.130001068115234
2024-08-29,40.08000183105469
2024-08-30,40.130001068115234
2024-09-03,38.4900016784668
2024-09-04,38.119998931884766
2024-09-05,38.06999969482422
2024-09-06,37.22999954223633
2024-09-09,37.540000915527344
2024-09-10,37.810001373291016
2024-09-11,37.75
2024-09-12,38.77000045776367
2024-09-13,40.04999923706055
2024-09-16,41.08000183105469
2024-09-17,41.9900016784668
2024-09-18,42.31999969482422
2024-09-19,44.5099983215332
2024-09-20,43.68000030517578
2024-09-23,43.119998931884766
2024-09-24,43.34000015258789
2024-09-25,42.40999984741211
2024-09-26,42.790000915527344
2024-09-27,43.59000015258789
2024-09-30,43.060001373291016
2024-10-01,43.20000076293945
2024-10-02,43.2400016784668
2024-10-03,45.0099983215332
2024-10-04,46.880001068115234
2024-10-07,46.7599983215332
2024-10-08,46.66999816894531
2024-10-09,46.630001068115234
2024-10-10,46.939998626708984
2024-10-11,48.27000045776367
2024-10-14,48.619998931884766
2024-10-15,48.599998474121094
2024-10-16,49.41999816894531
2024-10-17,51.34000015258789
2024-10-18,52.279998779296875
2024-10-21,51.33000183105469
2024-10-22,49.75
2024-10-23,49.25
2024-10-24,50.11000061035156
2024-10-25,50.220001220703125
2024-10-28,50.91999816894531
2024-10-29,51.119998931884766
2024-10-30,51.09000015258789
2024-10-31,50.029998779296875
2024-11-01,49.91999816894531
2024-11-04,49.060001373291016
2024-11-05,49.459999084472656
2024-11-06,54.22999954223633
2024-11-07,52.349998474121094
2024-11-08,52.33000183105469
2024-11-11,53.29999923706055
2024-11-12,52.27000045776367
2024-11-13,51.34000015258789
2024-11-14,51.09000015258789
2024-11-15,50.459999084472656
2024-11-18,50.86000061035156
2024-11-19,51.13999938964844
2024-11-20,51.22999954223633
2024-11-21,52.790000915527344
