Date,EXPO
2022-02-28,94.76000213623047
2022-03-01,94.37999725341797
2022-03-02,96.22000122070312
2022-03-03,96.47000122070312
2022-03-04,97.37000274658203
2022-03-07,95.79000091552734
2022-03-08,94.98999786376953
2022-03-09,96.44000244140625
2022-03-10,96.37999725341797
2022-03-11,94.37999725341797
2022-03-14,95.75
2022-03-15,97.23999786376953
2022-03-16,99.0
2022-03-17,99.7300033569336
2022-03-18,101.47000122070312
2022-03-21,101.31999969482422
2022-03-22,101.7300033569336
2022-03-23,100.05000305175781
2022-03-24,101.11000061035156
2022-03-25,101.69000244140625
2022-03-28,103.38999938964844
2022-03-29,107.54000091552734
2022-03-30,107.54000091552734
2022-03-31,108.05000305175781
2022-04-01,108.33999633789062
2022-04-04,105.58000183105469
2022-04-05,107.06999969482422
2022-04-06,107.7300033569336
2022-04-07,107.6500015258789
2022-04-08,106.83000183105469
2022-04-11,105.41999816894531
2022-04-12,107.12999725341797
2022-04-13,108.43000030517578
2022-04-14,107.86000061035156
2022-04-18,106.73999786376953
2022-04-19,110.31999969482422
2022-04-20,111.41000366210938
2022-04-21,109.44000244140625
2022-04-22,106.93000030517578
2022-04-25,106.20999908447266
2022-04-26,101.52999877929688
2022-04-27,101.47000122070312
2022-04-28,103.87999725341797
2022-04-29,95.80999755859375
2022-05-02,93.73999786376953
2022-05-03,91.47000122070312
2022-05-04,93.62999725341797
2022-05-05,90.25
2022-05-06,89.16999816894531
2022-05-09,88.51000213623047
2022-05-10,89.44999694824219
2022-05-11,86.83000183105469
2022-05-12,87.79000091552734
2022-05-13,88.52999877929688
2022-05-16,88.2699966430664
2022-05-17,88.69999694824219
2022-05-18,86.0199966430664
2022-05-19,86.97000122070312
2022-05-20,87.55000305175781
2022-05-23,87.54000091552734
2022-05-24,87.97000122070312
2022-05-25,88.51000213623047
2022-05-26,89.69999694824219
2022-05-27,90.87999725341797
2022-05-31,90.38999938964844
2022-06-01,89.33999633789062
2022-06-02,90.69000244140625
2022-06-03,90.5999984741211
2022-06-06,90.91999816894531
2022-06-07,91.88999938964844
2022-06-08,89.87999725341797
2022-06-09,87.12999725341797
2022-06-10,86.38999938964844
2022-06-13,83.31999969482422
2022-06-14,82.97000122070312
2022-06-15,83.29000091552734
2022-06-16,81.0
2022-06-17,81.93000030517578
2022-06-21,84.69000244140625
2022-06-22,85.68000030517578
2022-06-23,88.98999786376953
2022-06-24,91.83999633789062
2022-06-27,91.66000366210938
2022-06-28,89.77999877929688
2022-06-29,89.8499984741211
2022-06-30,91.47000122070312
2022-07-01,91.58999633789062
2022-07-05,90.48999786376953
2022-07-06,92.04000091552734
2022-07-07,94.48999786376953
2022-07-08,93.73999786376953
2022-07-11,92.7699966430664
2022-07-12,90.52999877929688
2022-07-13,89.7699966430664
2022-07-14,90.11000061035156
2022-07-15,92.0999984741211
2022-07-18,90.2699966430664
2022-07-19,93.52999877929688
2022-07-20,95.70999908447266
2022-07-21,94.7300033569336
2022-07-22,93.80999755859375
2022-07-25,94.81999969482422
2022-07-26,94.55999755859375
2022-07-27,94.87000274658203
2022-07-28,98.30000305175781
2022-07-29,100.48999786376953
2022-08-01,97.44000244140625
2022-08-02,97.7699966430664
2022-08-03,98.54000091552734
2022-08-04,98.63999938964844
2022-08-05,98.8499984741211
2022-08-08,97.77999877929688
2022-08-09,96.29000091552734
2022-08-10,97.41000366210938
2022-08-11,99.0999984741211
2022-08-12,102.30999755859375
2022-08-15,103.05000305175781
2022-08-16,104.13999938964844
2022-08-17,102.61000061035156
2022-08-18,103.87999725341797
2022-08-19,103.19000244140625
2022-08-22,101.30000305175781
2022-08-23,100.75
2022-08-24,100.70999908447266
2022-08-25,100.80999755859375
2022-08-26,97.77999877929688
2022-08-29,95.75
2022-08-30,93.86000061035156
2022-08-31,93.86000061035156
2022-09-01,92.12000274658203
2022-09-02,92.2699966430664
2022-09-06,92.83000183105469
2022-09-07,94.91000366210938
2022-09-08,94.47000122070312
2022-09-09,94.37999725341797
2022-09-12,94.91000366210938
2022-09-13,92.80000305175781
2022-09-14,93.63999938964844
2022-09-15,90.36000061035156
2022-09-16,89.94000244140625
2022-09-19,91.52999877929688
2022-09-20,90.4000015258789
2022-09-21,89.61000061035156
2022-09-22,89.20999908447266
2022-09-23,88.66000366210938
2022-09-26,87.94999694824219
2022-09-27,87.75
2022-09-28,89.12000274658203
2022-09-29,88.77999877929688
2022-09-30,87.66999816894531
2022-10-03,89.69000244140625
2022-10-04,90.9000015258789
2022-10-05,89.0
2022-10-06,87.5
2022-10-07,88.36000061035156
2022-10-10,88.76000213623047
2022-10-11,89.27999877929688
2022-10-12,88.72000122070312
2022-10-13,88.70999908447266
2022-10-14,87.81999969482422
2022-10-17,90.37999725341797
2022-10-18,90.4000015258789
2022-10-19,89.88999938964844
2022-10-20,88.08000183105469
2022-10-21,89.93000030517578
2022-10-24,90.66999816894531
2022-10-25,91.73999786376953
2022-10-26,90.80000305175781
2022-10-27,90.80000305175781
2022-10-28,94.08999633789062
2022-10-31,95.26000213623047
2022-11-01,97.29000091552734
2022-11-02,94.70999908447266
2022-11-03,96.05999755859375
2022-11-04,97.6500015258789
2022-11-07,98.33000183105469
2022-11-08,98.94000244140625
2022-11-09,96.70999908447266
2022-11-10,103.33999633789062
2022-11-11,101.23999786376953
2022-11-14,100.91999816894531
2022-11-15,101.19999694824219
2022-11-16,101.4800033569336
2022-11-17,101.16000366210938
2022-11-18,102.08000183105469
2022-11-21,101.58999633789062
2022-11-22,100.68000030517578
2022-11-23,101.26000213623047
2022-11-25,102.58999633789062
2022-11-28,100.87999725341797
2022-11-29,100.27999877929688
2022-11-30,103.41000366210938
2022-12-01,102.93000030517578
2022-12-02,103.73999786376953
2022-12-05,104.11000061035156
2022-12-06,101.2300033569336
2022-12-07,101.58000183105469
2022-12-08,103.5
2022-12-09,102.77999877929688
2022-12-12,103.05000305175781
2022-12-13,103.19000244140625
2022-12-14,104.70999908447266
2022-12-15,100.54000091552734
2022-12-16,100.12000274658203
2022-12-19,97.05000305175781
2022-12-20,99.05999755859375
2022-12-21,100.86000061035156
2022-12-22,100.19999694824219
2022-12-23,100.55000305175781
2022-12-27,100.37999725341797
2022-12-28,98.52999877929688
2022-12-29,100.55999755859375
2022-12-30,99.08999633789062
2023-01-03,99.19000244140625
2023-01-04,98.6500015258789
2023-01-05,96.91999816894531
2023-01-06,99.76000213623047
2023-01-09,98.1500015258789
2023-01-10,100.02999877929688
2023-01-11,99.4000015258789
2023-01-12,99.97000122070312
2023-01-13,101.44999694824219
2023-01-17,101.05000305175781
2023-01-18,100.37000274658203
2023-01-19,99.0
2023-01-20,101.06999969482422
2023-01-23,101.87000274658203
2023-01-24,102.22000122070312
2023-01-25,101.51000213623047
2023-01-26,101.47000122070312
2023-01-27,101.16000366210938
2023-01-30,99.48999786376953
2023-01-31,102.54000091552734
2023-02-01,103.55000305175781
2023-02-02,105.44999694824219
2023-02-03,111.26000213623047
2023-02-06,107.80000305175781
2023-02-07,109.25
2023-02-08,107.23999786376953
2023-02-09,104.44000244140625
2023-02-10,105.47000122070312
2023-02-13,106.20999908447266
2023-02-14,105.4000015258789
2023-02-15,107.30999755859375
2023-02-16,105.8499984741211
2023-02-17,108.80000305175781
2023-02-21,105.68000030517578
2023-02-22,105.33000183105469
2023-02-23,105.22000122070312
2023-02-24,103.62999725341797
2023-02-27,103.44999694824219
2023-02-28,102.9000015258789
2023-03-01,103.5199966430664
2023-03-02,104.20999908447266
2023-03-03,105.45999908447266
2023-03-06,104.44000244140625
2023-03-07,103.30000305175781
2023-03-08,103.16000366210938
2023-03-09,101.94999694824219
2023-03-10,100.0199966430664
2023-03-13,100.9800033569336
2023-03-14,104.66999816894531
2023-03-15,103.41000366210938
2023-03-16,98.5
2023-03-17,96.04000091552734
2023-03-20,97.37999725341797
2023-03-21,98.33000183105469
2023-03-22,93.30000305175781
2023-03-23,91.86000061035156
2023-03-24,92.93000030517578
2023-03-27,95.58999633789062
2023-03-28,96.06999969482422
2023-03-29,97.16000366210938
2023-03-30,97.87000274658203
2023-03-31,99.69000244140625
2023-04-03,99.33999633789062
2023-04-04,98.66999816894531
2023-04-05,98.11000061035156
2023-04-06,97.68000030517578
2023-04-10,98.66999816894531
2023-04-11,99.05000305175781
2023-04-12,98.61000061035156
2023-04-13,100.27999877929688
2023-04-14,98.30000305175781
2023-04-17,99.1500015258789
2023-04-18,97.97000122070312
2023-04-19,97.62000274658203
2023-04-20,97.80000305175781
2023-04-21,98.08999633789062
2023-04-24,97.4800033569336
2023-04-25,95.11000061035156
2023-04-26,94.20999908447266
2023-04-27,96.2699966430664
2023-04-28,92.05000305175781
2023-05-01,91.5
2023-05-02,90.72000122070312
2023-05-03,89.76000213623047
2023-05-04,88.2300033569336
2023-05-05,89.31999969482422
2023-05-08,88.41999816894531
2023-05-09,88.08000183105469
2023-05-10,88.05999755859375
2023-05-11,86.44000244140625
2023-05-12,86.61000061035156
2023-05-15,86.68000030517578
2023-05-16,86.11000061035156
2023-05-17,87.52999877929688
2023-05-18,88.87000274658203
2023-05-19,88.72000122070312
2023-05-22,90.23999786376953
2023-05-23,90.16999816894531
2023-05-24,89.3499984741211
2023-05-25,89.55000305175781
2023-05-26,91.9800033569336
2023-05-30,92.08999633789062
2023-05-31,91.31999969482422
2023-06-01,92.05000305175781
2023-06-02,94.37999725341797
2023-06-05,93.33000183105469
2023-06-06,95.41000366210938
2023-06-07,96.5999984741211
2023-06-08,96.29000091552734
2023-06-09,96.19000244140625
2023-06-12,97.56999969482422
2023-06-13,98.04000091552734
2023-06-14,97.83999633789062
2023-06-15,99.41999816894531
2023-06-16,101.0199966430664
2023-06-20,100.94000244140625
2023-06-21,99.94999694824219
2023-06-22,98.08000183105469
2023-06-23,94.16000366210938
2023-06-26,93.54000091552734
2023-06-27,93.7300033569336
2023-06-28,92.06999969482422
2023-06-29,92.83000183105469
2023-06-30,93.31999969482422
2023-07-03,92.87000274658203
2023-07-05,92.68000030517578
2023-07-06,91.9000015258789
2023-07-07,91.38999938964844
2023-07-10,93.7300033569336
2023-07-11,94.77999877929688
2023-07-12,93.97000122070312
2023-07-13,94.4000015258789
2023-07-14,95.5
2023-07-17,95.93000030517578
2023-07-18,96.3499984741211
2023-07-19,96.4800033569336
2023-07-20,96.47000122070312
2023-07-21,95.58999633789062
2023-07-24,95.62999725341797
2023-07-25,95.2699966430664
2023-07-26,95.05999755859375
2023-07-27,93.66999816894531
2023-07-28,89.06999969482422
2023-07-31,89.58000183105469
2023-08-01,88.2699966430664
2023-08-02,89.44999694824219
2023-08-03,88.79000091552734
2023-08-04,88.19999694824219
2023-08-07,88.45999908447266
2023-08-08,86.94999694824219
2023-08-09,87.12999725341797
2023-08-10,87.05000305175781
2023-08-11,87.0
2023-08-14,88.31999969482422
2023-08-15,86.62000274658203
