Date,SMCI
2022-02-28,3.928999900817871
2022-03-01,3.990000009536743
2022-03-02,4.2170000076293945
2022-03-03,4.210999965667725
2022-03-04,4.1570000648498535
2022-03-07,4.044000148773193
2022-03-08,4.047999858856201
2022-03-09,4.159999847412109
2022-03-10,4.118000030517578
2022-03-11,4.158999919891357
2022-03-14,4.052000045776367
2022-03-15,4.182000160217285
2022-03-16,4.275000095367432
2022-03-17,4.193999767303467
2022-03-18,4.289000034332275
2022-03-21,4.298999786376953
2022-03-22,4.295000076293945
2022-03-23,4.234000205993652
2022-03-24,4.250999927520752
2022-03-25,4.198999881744385
2022-03-28,4.185999870300293
2022-03-29,4.248000144958496
2022-03-30,3.9579999446868896
2022-03-31,3.806999921798706
2022-04-01,3.7920000553131104
2022-04-04,3.7739999294281006
2022-04-05,3.640000104904175
2022-04-06,3.5350000858306885
2022-04-07,3.5399999618530273
2022-04-08,3.5309998989105225
2022-04-11,3.5190000534057617
2022-04-12,3.4830000400543213
2022-04-13,3.559999942779541
2022-04-14,3.6519999504089355
2022-04-18,3.6610000133514404
2022-04-19,4.465000152587891
2022-04-20,4.505000114440918
2022-04-21,4.271999835968018
2022-04-22,4.236000061035156
2022-04-25,4.2779998779296875
2022-04-26,4.125
2022-04-27,4.164000034332275
2022-04-28,4.297999858856201
2022-04-29,4.210000038146973
2022-05-02,4.239999771118164
2022-05-03,4.322999954223633
2022-05-04,5.671999931335449
2022-05-05,5.303999900817871
2022-05-06,5.120999813079834
2022-05-09,4.916999816894531
2022-05-10,5.107999801635742
2022-05-11,4.934999942779541
2022-05-12,5.113999843597412
2022-05-13,5.235000133514404
2022-05-16,5.258999824523926
2022-05-17,5.4079999923706055
2022-05-18,5.236999988555908
2022-05-19,5.039000034332275
2022-05-20,4.97599983215332
2022-05-23,4.933000087738037
2022-05-24,4.744999885559082
2022-05-25,4.876999855041504
2022-05-26,4.926000118255615
2022-05-27,4.947000026702881
2022-05-31,5.00600004196167
2022-06-01,5.170000076293945
2022-06-02,5.548999786376953
2022-06-03,5.480999946594238
2022-06-06,5.499000072479248
2022-06-07,5.61899995803833
2022-06-08,5.427000045776367
2022-06-09,5.019000053405762
2022-06-10,4.875
2022-06-13,4.688000202178955
2022-06-14,4.642000198364258
2022-06-15,4.7210001945495605
2022-06-16,4.290999889373779
2022-06-17,4.311999797821045
2022-06-21,4.502999782562256
2022-06-22,4.3379998207092285
2022-06-23,4.164999961853027
2022-06-24,4.269999980926514
2022-06-27,4.328000068664551
2022-06-28,4.179999828338623
2022-06-29,4.111999988555908
2022-06-30,4.034999847412109
2022-07-01,3.9130001068115234
2022-07-05,3.8989999294281006
2022-07-06,3.9100000858306885
2022-07-07,4.038000106811523
2022-07-08,4.046000003814697
2022-07-11,4.035999774932861
2022-07-12,4.067999839782715
2022-07-13,4.110000133514404
2022-07-14,4.105000019073486
2022-07-15,4.216000080108643
2022-07-18,4.25
2022-07-19,4.375999927520752
2022-07-20,4.557000160217285
2022-07-21,5.163000106811523
2022-07-22,5.072000026702881
2022-07-25,5.248000144958496
2022-07-26,5.170000076293945
2022-07-27,5.138000011444092
2022-07-28,5.313000202178955
2022-07-29,5.401000022888184
2022-08-01,5.52400016784668
2022-08-02,5.616000175476074
2022-08-03,5.724999904632568
2022-08-04,5.913000106811523
2022-08-05,5.908999919891357
2022-08-08,6.109000205993652
2022-08-09,5.818999767303467
2022-08-10,6.373000144958496
2022-08-11,6.421999931335449
2022-08-12,6.531000137329102
2022-08-15,6.703000068664551
2022-08-16,6.611999988555908
2022-08-17,6.761000156402588
2022-08-18,7.196000099182129
2022-08-19,6.982999801635742
2022-08-22,6.795000076293945
2022-08-23,6.767000198364258
2022-08-24,7.0289998054504395
2022-08-25,7.436999797821045
2022-08-26,6.98199987411499
2022-08-29,6.926000118255615
2022-08-30,6.460000038146973
2022-08-31,6.507999897003174
2022-09-01,6.329999923706055
2022-09-02,6.453999996185303
2022-09-06,6.1579999923706055
2022-09-07,6.330999851226807
2022-09-08,6.498000144958496
2022-09-09,6.688000202178955
2022-09-12,6.665999889373779
2022-09-13,6.3420000076293945
2022-09-14,6.438000202178955
2022-09-15,6.535999774932861
2022-09-16,6.230000019073486
2022-09-19,5.796999931335449
2022-09-20,5.579999923706055
2022-09-21,5.502999782562256
2022-09-22,5.419000148773193
2022-09-23,5.3429999351501465
2022-09-26,5.215000152587891
2022-09-27,5.349999904632568
2022-09-28,5.565000057220459
2022-09-29,5.445000171661377
2022-09-30,5.506999969482422
2022-10-03,5.706999778747559
2022-10-04,6.0269999504089355
2022-10-05,6.046999931335449
2022-10-06,6.144999980926514
2022-10-07,5.89300012588501
2022-10-10,5.625
2022-10-11,5.573999881744385
2022-10-12,5.242000102996826
2022-10-13,5.514999866485596
2022-10-14,5.4019999504089355
2022-10-17,5.611999988555908
2022-10-18,5.535999774932861
2022-10-19,5.559000015258789
2022-10-20,6.133999824523926
2022-10-21,6.453000068664551
2022-10-24,6.301000118255615
2022-10-25,6.703999996185303
2022-10-26,6.565000057220459
2022-10-27,6.682000160217285
2022-10-28,6.872000217437744
2022-10-31,6.959000110626221
2022-11-01,7.185999870300293
2022-11-02,8.083999633789062
2022-11-03,7.96999979019165
2022-11-04,7.663000106811523
2022-11-07,7.715000152587891
2022-11-08,7.830999851226807
