Date,BNTX
2022-06-09,149.27000427246094
2022-06-10,143.85000610351562
2022-06-13,133.6199951171875
2022-06-14,134.82000732421875
2022-06-15,137.99000549316406
2022-06-16,129.14999389648438
2022-06-17,125.13999938964844
2022-06-21,123.25
2022-06-22,123.66000366210938
2022-06-23,132.2899932861328
2022-06-24,134.0399932861328
2022-06-27,143.7100067138672
2022-06-28,139.82000732421875
2022-06-29,141.97999572753906
2022-06-30,149.10000610351562
2022-07-01,157.5
2022-07-05,161.02999877929688
2022-07-06,160.1999969482422
2022-07-07,167.97000122070312
2022-07-08,170.1300048828125
2022-07-11,166.47000122070312
2022-07-12,161.4199981689453
2022-07-13,166.6199951171875
2022-07-14,154.4600067138672
2022-07-15,161.44000244140625
2022-07-18,161.02999877929688
2022-07-19,164.72999572753906
2022-07-20,164.0800018310547
2022-07-21,165.8699951171875
2022-07-22,160.16000366210938
2022-07-25,162.3699951171875
2022-07-26,159.72000122070312
2022-07-27,155.8800048828125
2022-07-28,164.9199981689453
2022-07-29,165.14999389648438
2022-08-01,163.47999572753906
2022-08-02,165.77000427246094
2022-08-03,178.22999572753906
2022-08-04,180.44000244140625
2022-08-05,183.11000061035156
2022-08-08,169.3000030517578
2022-08-09,157.2100067138672
2022-08-10,160.9199981689453
2022-08-11,158.58999633789062
2022-08-12,160.35000610351562
2022-08-15,162.47999572753906
2022-08-16,160.3699951171875
2022-08-17,152.0399932861328
2022-08-18,147.61000061035156
2022-08-19,147.9199981689453
2022-08-22,148.3000030517578
2022-08-23,147.25
2022-08-24,146.24000549316406
2022-08-25,148.55999755859375
2022-08-26,142.60000610351562
2022-08-29,144.6300048828125
2022-08-30,147.0800018310547
2022-08-31,144.63999938964844
2022-09-01,147.80999755859375
2022-09-02,147.89999389648438
2022-09-06,138.5800018310547
2022-09-07,144.11000061035156
2022-09-08,147.1999969482422
2022-09-09,150.91000366210938
2022-09-12,148.27000427246094
2022-09-13,141.0500030517578
2022-09-14,146.5500030517578
2022-09-15,144.13999938964844
2022-09-16,145.75999450683594
2022-09-19,133.22000122070312
2022-09-20,133.4600067138672
2022-09-21,128.24000549316406
2022-09-22,130.0
2022-09-23,128.35000610351562
2022-09-26,127.6500015258789
2022-09-27,130.3000030517578
2022-09-28,133.7899932861328
2022-09-29,133.60000610351562
2022-09-30,134.8800048828125
2022-10-03,136.67999267578125
2022-10-04,137.57000732421875
2022-10-05,137.19000244140625
2022-10-06,137.52999877929688
2022-10-07,134.7100067138672
2022-10-10,135.2899932861328
2022-10-11,129.49000549316406
2022-10-12,136.64999389648438
2022-10-13,140.00999450683594
2022-10-14,135.6199951171875
2022-10-17,138.94000244140625
2022-10-18,133.67999267578125
2022-10-19,122.66000366210938
2022-10-20,118.43000030517578
2022-10-21,131.63999938964844
2022-10-24,134.99000549316406
2022-10-25,135.27000427246094
2022-10-26,137.08999633789062
2022-10-27,135.5800018310547
2022-10-28,137.64999389648438
2022-10-31,137.63999938964844
2022-11-01,144.0800018310547
2022-11-02,141.52000427246094
2022-11-03,145.25
2022-11-04,154.30999755859375
2022-11-07,160.72000122070312
2022-11-08,160.94000244140625
2022-11-09,159.5800018310547
2022-11-10,156.9199981689453
2022-11-11,154.50999450683594
2022-11-14,160.3699951171875
2022-11-15,163.72999572753906
2022-11-16,164.89999389648438
2022-11-17,166.25999450683594
2022-11-18,166.38999938964844
2022-11-21,158.41000366210938
2022-11-22,158.72999572753906
2022-11-23,156.22999572753906
2022-11-25,154.85000610351562
2022-11-28,161.49000549316406
2022-11-29,163.61000061035156
2022-11-30,167.02000427246094
2022-12-01,169.47000122070312
2022-12-02,169.74000549316406
2022-12-05,166.7100067138672
2022-12-06,161.6199951171875
2022-12-07,162.6300048828125
2022-12-08,171.80999755859375
2022-12-09,170.3000030517578
2022-12-12,166.6199951171875
2022-12-13,178.24000549316406
2022-12-14,186.0500030517578
2022-12-15,182.0399932861328
2022-12-16,175.25
2022-12-19,168.55999755859375
2022-12-20,172.6999969482422
2022-12-21,178.14999389648438
2022-12-22,179.8800048828125
2022-12-23,175.97000122070312
2022-12-27,159.86000061035156
2022-12-28,151.6999969482422
2022-12-29,153.11000061035156
2022-12-30,150.22000122070312
2023-01-03,148.64999389648438
2023-01-04,146.1300048828125
2023-01-05,145.6699981689453
2023-01-06,150.08999633789062
2023-01-09,148.75999450683594
2023-01-10,153.6699981689453
2023-01-11,149.61000061035156
2023-01-12,149.41000366210938
2023-01-13,145.0500030517578
2023-01-17,143.1999969482422
2023-01-18,143.08999633789062
2023-01-19,139.94000244140625
2023-01-20,142.7899932861328
2023-01-23,143.72999572753906
2023-01-24,143.85000610351562
2023-01-25,142.72999572753906
2023-01-26,142.5399932861328
2023-01-27,143.66000366210938
2023-01-30,140.49000549316406
2023-01-31,143.41000366210938
2023-02-01,143.0500030517578
2023-02-02,144.39999389648438
2023-02-03,142.05999755859375
2023-02-06,140.9600067138672
2023-02-07,142.11500549316406
2023-02-08,141.14999389648438
2023-02-09,140.5399932861328
2023-02-10,141.50999450683594
2023-02-13,143.0
2023-02-14,143.9199981689453
2023-02-15,147.6199951171875
2023-02-16,141.38999938964844
2023-02-17,138.6199951171875
2023-02-21,137.52999877929688
2023-02-22,134.6300048828125
2023-02-23,134.38999938964844
2023-02-24,133.30999755859375
2023-02-27,130.86000061035156
2023-02-28,130.0500030517578
2023-03-01,127.4800033569336
2023-03-02,127.9800033569336
2023-03-03,130.77000427246094
2023-03-06,131.5399932861328
2023-03-07,129.02000427246094
2023-03-08,128.8800048828125
2023-03-09,127.29000091552734
2023-03-10,127.44999694824219
2023-03-13,129.77000427246094
2023-03-14,130.3800048828125
2023-03-15,129.94000244140625
2023-03-16,131.9600067138672
2023-03-17,129.63999938964844
2023-03-20,132.0800018310547
2023-03-21,133.3300018310547
2023-03-22,133.67999267578125
2023-03-23,129.38999938964844
2023-03-24,128.1999969482422
2023-03-27,123.5999984741211
2023-03-28,123.0
2023-03-29,122.97000122070312
2023-03-30,122.56999969482422
2023-03-31,124.56999969482422
2023-04-03,129.52999877929688
2023-04-04,125.87000274658203
2023-04-05,125.5999984741211
2023-04-06,128.89999389648438
2023-04-10,127.70999908447266
2023-04-11,126.33999633789062
2023-04-12,125.80999755859375
2023-04-13,129.64999389648438
2023-04-14,129.66000366210938
2023-04-17,124.75
2023-04-18,123.19000244140625
2023-04-19,121.79000091552734
2023-04-20,120.94000244140625
2023-04-21,118.27999877929688
2023-04-24,116.93000030517578
2023-04-25,114.25
2023-04-26,110.5999984741211
2023-04-27,111.72000122070312
2023-04-28,114.23999786376953
2023-05-01,111.98999786376953
2023-05-02,111.05999755859375
2023-05-03,110.12000274658203
2023-05-04,107.63999938964844
2023-05-05,108.43000030517578
2023-05-08,108.05000305175781
2023-05-09,104.68000030517578
2023-05-10,102.5999984741211
2023-05-11,102.58000183105469
2023-05-12,105.23999786376953
2023-05-15,107.9000015258789
2023-05-16,105.5999984741211
2023-05-17,105.1500015258789
2023-05-18,104.94999694824219
2023-05-19,106.48999786376953
2023-05-22,107.5
2023-05-23,116.30000305175781
2023-05-24,111.08999633789062
2023-05-25,108.7300033569336
2023-05-26,105.2699966430664
2023-05-30,104.3499984741211
2023-05-31,105.08000183105469
2023-06-01,104.12000274658203
2023-06-02,108.12999725341797
2023-06-05,108.7300033569336
2023-06-06,109.8499984741211
2023-06-07,109.41000366210938
2023-06-08,108.97000122070312
2023-06-09,109.25
2023-06-12,109.79000091552734
2023-06-13,115.5999984741211
2023-06-14,110.94999694824219
2023-06-15,113.0
2023-06-16,112.55000305175781
2023-06-20,109.94000244140625
2023-06-21,107.45999908447266
2023-06-22,107.30999755859375
2023-06-23,107.13999938964844
2023-06-26,106.93000030517578
2023-06-27,105.86000061035156
2023-06-28,106.9000015258789
2023-06-29,107.0
2023-06-30,107.93000030517578
2023-07-03,107.81999969482422
2023-07-05,109.08000183105469
2023-07-06,105.76000213623047
2023-07-07,106.86000061035156
2023-07-10,107.43000030517578
2023-07-11,107.9000015258789
2023-07-12,109.0
2023-07-13,109.51000213623047
2023-07-14,108.23999786376953
2023-07-17,107.20999908447266
2023-07-18,108.1500015258789
2023-07-19,109.12999725341797
2023-07-20,107.72000122070312
2023-07-21,108.58999633789062
2023-07-24,107.02999877929688
2023-07-25,106.86000061035156
2023-07-26,105.51000213623047
2023-07-27,105.0
2023-07-28,107.41999816894531
2023-07-31,108.87000274658203
2023-08-01,107.12999725341797
2023-08-02,104.9800033569336
2023-08-03,106.6500015258789
2023-08-04,106.4800033569336
2023-08-07,98.5
2023-08-08,101.7699966430664
2023-08-09,106.48999786376953
2023-08-10,105.45999908447266
2023-08-11,106.91999816894531
2023-08-14,107.44000244140625
2023-08-15,105.69999694824219
2023-08-16,107.95999908447266
2023-08-17,113.22000122070312
2023-08-18,110.36000061035156
2023-08-21,117.52999877929688
2023-08-22,123.81999969482422
2023-08-23,123.0
2023-08-24,119.05000305175781
2023-08-25,117.61000061035156
2023-08-28,120.68000030517578
2023-08-29,122.55999755859375
2023-08-30,125.08000183105469
2023-08-31,120.93000030517578
2023-09-01,121.75
2023-09-05,122.0
2023-09-06,120.05999755859375
2023-09-07,119.7300033569336
2023-09-08,120.12999725341797
2023-09-11,117.94999694824219
2023-09-12,115.62999725341797
2023-09-13,113.25
2023-09-14,113.80999755859375
2023-09-15,113.05999755859375
2023-09-18,109.04000091552734
2023-09-19,110.43000030517578
2023-09-20,108.61000061035156
2023-09-21,106.43000030517578
2023-09-22,104.63999938964844
2023-09-25,103.12000274658203
2023-09-26,101.86000061035156
2023-09-27,103.12000274658203
2023-09-28,102.02999877929688
2023-09-29,108.63999938964844
2023-10-02,112.75
2023-10-03,109.33000183105469
2023-10-04,110.23999786376953
2023-10-05,109.8499984741211
2023-10-06,111.20999908447266
2023-10-09,109.30999755859375
2023-10-10,111.16999816894531
2023-10-11,110.94000244140625
2023-10-12,108.9000015258789
2023-10-13,103.58000183105469
2023-10-16,96.97000122070312
2023-10-17,96.58999633789062
2023-10-18,94.37999725341797
2023-10-19,93.23999786376953
2023-10-20,90.91000366210938
2023-10-23,92.5199966430664
2023-10-24,95.80000305175781
2023-10-25,95.25
2023-10-26,96.63999938964844
2023-10-27,91.19999694824219
2023-10-30,93.25
2023-10-31,93.54000091552734
2023-11-01,93.44999694824219
2023-11-02,92.48999786376953
2023-11-03,95.77999877929688
2023-11-06,99.70999908447266
2023-11-07,102.37000274658203
2023-11-08,99.62000274658203
2023-11-09,99.31999969482422
2023-11-10,99.55999755859375
2023-11-13,97.93000030517578
2023-11-14,100.66000366210938
2023-11-15,100.70999908447266
2023-11-16,99.69999694824219
2023-11-17,99.38999938964844
2023-11-20,98.83000183105469
2023-11-21,97.16000366210938
2023-11-22,97.95999908447266
2023-11-24,98.83000183105469
2023-11-27,96.86000061035156
2023-11-28,98.30000305175781
2023-11-29,99.25
2023-11-30,100.41000366210938
2023-12-01,99.4000015258789
2023-12-04,99.91000366210938
2023-12-05,98.73999786376953
2023-12-06,101.33999633789062
2023-12-07,101.92500305175781
2023-12-08,103.43000030517578
2023-12-11,100.48999786376953
2023-12-12,98.6500015258789
2023-12-13,97.18000030517578
2023-12-14,103.94999694824219
2023-12-15,102.19999694824219
2023-12-18,103.56999969482422
2023-12-19,106.70999908447266
2023-12-20,102.80000305175781
2023-12-21,103.56999969482422
2023-12-22,105.33000183105469
2023-12-26,104.7300033569336
2023-12-27,107.55999755859375
2023-12-28,105.72000122070312
2023-12-29,105.54000091552734
2024-01-02,112.34500122070312
2024-01-03,110.06999969482422
2024-01-04,107.48999786376953
2024-01-05,111.66000366210938
2024-01-08,111.87999725341797
2024-01-09,108.69999694824219
2024-01-10,106.0
2024-01-11,103.68000030517578
2024-01-12,103.56999969482422
2024-01-16,99.56999969482422
2024-01-17,97.5999984741211
2024-01-18,97.52999877929688
2024-01-19,98.22000122070312
2024-01-22,99.80999755859375
2024-01-23,100.29000091552734
2024-01-24,98.9000015258789
2024-01-25,96.9000015258789
2024-01-26,94.80000305175781
2024-01-29,95.77999877929688
2024-01-30,94.9800033569336
2024-01-31,95.04000091552734
2024-02-01,94.51000213623047
2024-02-02,92.6500015258789
2024-02-05,93.3499984741211
2024-02-06,96.0
2024-02-07,95.05000305175781
2024-02-08,94.0999984741211
2024-02-09,93.13999938964844
2024-02-12,93.86000061035156
2024-02-13,90.58000183105469
2024-02-14,91.45999908447266
2024-02-15,92.91000366210938
2024-02-16,91.66999816894531
2024-02-20,91.23999786376953
2024-02-21,92.73999786376953
2024-02-22,93.56999969482422
2024-02-23,93.97000122070312
2024-02-26,93.5199966430664
2024-02-27,92.79000091552734
2024-02-28,91.43000030517578
2024-02-29,88.95999908447266
2024-03-01,90.94000244140625
2024-03-04,89.30000305175781
2024-03-05,90.5199966430664
2024-03-06,91.38999938964844
2024-03-07,91.08999633789062
2024-03-08,91.2699966430664
2024-03-11,96.30000305175781
2024-03-12,95.7300033569336
2024-03-13,93.94999694824219
2024-03-14,92.91000366210938
2024-03-15,92.4800033569336
2024-03-18,92.98999786376953
2024-03-19,94.12000274658203
2024-03-20,90.0
2024-03-21,91.98999786376953
2024-03-22,91.83000183105469
2024-03-25,93.0
2024-03-26,91.69999694824219
2024-03-27,92.97000122070312
2024-03-28,92.25
2024-04-01,93.12000274658203
2024-04-02,91.52999877929688
2024-04-03,90.77999877929688
2024-04-04,89.94000244140625
2024-04-05,90.5199966430664
2024-04-08,89.30999755859375
2024-04-09,90.05000305175781
2024-04-10,88.6500015258789
2024-04-11,87.01000213623047
2024-04-12,86.4800033569336
2024-04-15,87.88999938964844
2024-04-16,86.33999633789062
2024-04-17,86.4000015258789
2024-04-18,86.16999816894531
2024-04-19,86.80999755859375
2024-04-22,88.01000213623047
2024-04-23,88.48999786376953
2024-04-24,88.08999633789062
2024-04-25,86.70999908447266
2024-04-26,87.20999908447266
2024-04-29,87.94999694824219
2024-04-30,88.81999969482422
2024-05-01,89.94999694824219
2024-05-02,92.23999786376953
2024-05-03,92.72000122070312
2024-05-06,93.3499984741211
2024-05-07,90.87999725341797
2024-05-08,90.12999725341797
2024-05-09,92.05999755859375
2024-05-10,91.66999816894531
2024-05-13,92.72000122070312
2024-05-14,92.27999877929688
2024-05-15,92.19999694824219
2024-05-16,92.9800033569336
2024-05-17,90.61000061035156
2024-05-20,92.47000122070312
2024-05-21,92.06999969482422
2024-05-22,102.30000305175781
2024-05-23,99.0
2024-05-24,96.94999694824219
2024-05-28,94.0999984741211
2024-05-29,93.2300033569336
2024-05-30,98.75
2024-05-31,100.5999984741211
2024-06-03,102.87000274658203
2024-06-04,99.4800033569336
2024-06-05,102.5
2024-06-06,101.80999755859375
2024-06-07,100.33999633789062
2024-06-10,97.9800033569336
2024-06-11,98.80000305175781
2024-06-12,97.91000366210938
2024-06-13,96.0
2024-06-14,92.08000183105469
2024-06-17,88.44000244140625
2024-06-18,86.2699966430664
2024-06-20,85.87999725341797
2024-06-21,84.63999938964844
2024-06-24,86.61000061035156
2024-06-25,84.37999725341797
2024-06-26,82.5199966430664
2024-06-27,80.37999725341797
2024-06-28,80.36000061035156
2024-07-01,78.83000183105469
2024-07-02,78.76000213623047
2024-07-03,79.86000061035156
2024-07-05,80.08999633789062
2024-07-08,80.48999786376953
2024-07-09,80.51000213623047
2024-07-10,81.30000305175781
2024-07-11,84.69999694824219
2024-07-12,84.94999694824219
2024-07-15,84.25
2024-07-16,86.81999969482422
2024-07-17,86.47000122070312
2024-07-18,86.37000274658203
2024-07-19,85.45999908447266
2024-07-22,86.08000183105469
2024-07-23,85.5
2024-07-24,83.13999938964844
2024-07-25,84.68000030517578
2024-07-26,85.94000244140625
2024-07-29,86.61000061035156
2024-07-30,86.73999786376953
2024-07-31,86.19999694824219
2024-08-01,80.68000030517578
2024-08-02,82.01000213623047
2024-08-05,78.36000061035156
2024-08-06,79.5
2024-08-07,79.25
2024-08-08,80.52999877929688
2024-08-09,80.80000305175781
2024-08-12,80.62000274658203
2024-08-13,82.83999633789062
2024-08-14,84.8499984741211
2024-08-15,87.25
2024-08-16,85.19000244140625
2024-08-19,89.93000030517578
2024-08-20,88.52999877929688
2024-08-21,88.98999786376953
2024-08-22,87.2300033569336
2024-08-23,88.19000244140625
2024-08-26,87.51000213623047
2024-08-27,87.11000061035156
2024-08-28,88.19999694824219
2024-08-29,87.5999984741211
2024-08-30,88.22000122070312
2024-09-03,88.0
2024-09-04,89.0199966430664
2024-09-05,90.1500015258789
2024-09-06,89.94000244140625
2024-09-09,100.52999877929688
2024-09-10,100.62999725341797
2024-09-11,99.2699966430664
2024-09-12,105.0
2024-09-13,123.4000015258789
2024-09-16,123.47000122070312
2024-09-17,124.70999908447266
2024-09-18,115.62000274658203
2024-09-19,112.51000213623047
2024-09-20,112.27999877929688
2024-09-23,113.05000305175781
2024-09-24,118.47000122070312
2024-09-25,115.80000305175781
2024-09-26,117.63999938964844
2024-09-27,118.22000122070312
2024-09-30,118.7699966430664
2024-10-01,119.93000030517578
2024-10-02,119.0
2024-10-03,119.80000305175781
2024-10-04,122.68000030517578
2024-10-07,121.55000305175781
2024-10-08,120.30000305175781
2024-10-09,117.47000122070312
2024-10-10,118.37000274658203
2024-10-11,120.5199966430664
2024-10-14,120.13999938964844
2024-10-15,117.52999877929688
2024-10-16,117.73999786376953
2024-10-17,114.47000122070312
2024-10-18,111.7699966430664
2024-10-21,111.58000183105469
2024-10-22,110.87999725341797
2024-10-23,110.9800033569336
2024-10-24,111.7300033569336
2024-10-25,110.4800033569336
2024-10-28,113.26000213623047
2024-10-29,114.01000213623047
2024-10-30,113.94000244140625
2024-10-31,113.0999984741211
2024-11-01,111.4800033569336
2024-11-04,108.97000122070312
2024-11-05,110.97000122070312
2024-11-06,106.63999938964844
2024-11-07,107.87999725341797
2024-11-08,110.63999938964844
2024-11-11,108.7300033569336
2024-11-12,106.31999969482422
2024-11-13,111.4800033569336
2024-11-14,103.55999755859375
2024-11-15,99.72000122070312
2024-11-18,101.87000274658203
2024-11-19,106.4000015258789
2024-11-20,102.13999938964844
2024-11-21,108.2300033569336
