Date,LFUS
2022-02-28,258.2099914550781
2022-03-01,248.64999389648438
2022-03-02,256.6700134277344
2022-03-03,252.27000427246094
2022-03-04,245.27999877929688
2022-03-07,237.2899932861328
2022-03-08,238.42999267578125
2022-03-09,246.0500030517578
2022-03-10,244.8000030517578
2022-03-11,239.57000732421875
2022-03-14,237.77000427246094
2022-03-15,244.0
2022-03-16,251.4199981689453
2022-03-17,253.11000061035156
2022-03-18,258.2900085449219
2022-03-21,258.0299987792969
2022-03-22,257.8900146484375
2022-03-23,253.4499969482422
2022-03-24,253.52999877929688
2022-03-25,251.3800048828125
2022-03-28,254.94000244140625
2022-03-29,258.7099914550781
2022-03-30,254.7100067138672
2022-03-31,249.41000366210938
2022-04-01,249.17999267578125
2022-04-04,249.52999877929688
2022-04-05,240.25999450683594
2022-04-06,236.17999267578125
2022-04-07,234.3699951171875
2022-04-08,232.3300018310547
2022-04-11,233.0800018310547
2022-04-12,229.8000030517578
2022-04-13,232.83999633789062
2022-04-14,229.02000427246094
2022-04-18,228.7899932861328
2022-04-19,231.3000030517578
2022-04-20,236.61000061035156
2022-04-21,237.0500030517578
2022-04-22,231.50999450683594
2022-04-25,233.17999267578125
2022-04-26,224.3800048828125
2022-04-27,224.8800048828125
2022-04-28,231.63999938964844
2022-04-29,229.25
2022-05-02,236.3300018310547
2022-05-03,235.4499969482422
2022-05-04,260.5799865722656
2022-05-05,254.1699981689453
2022-05-06,257.07000732421875
2022-05-09,253.0500030517578
2022-05-10,253.00999450683594
2022-05-11,250.35000610351562
2022-05-12,255.1199951171875
2022-05-13,264.989990234375
2022-05-16,261.54998779296875
2022-05-17,272.42999267578125
2022-05-18,262.67999267578125
2022-05-19,260.5799865722656
2022-05-20,260.3800048828125
2022-05-23,264.0
2022-05-24,261.07000732421875
2022-05-25,259.82000732421875
2022-05-26,264.2799987792969
2022-05-27,270.9700012207031
2022-05-31,270.20001220703125
2022-06-01,269.5799865722656
2022-06-02,278.20001220703125
2022-06-03,275.4200134277344
2022-06-06,275.8999938964844
2022-06-07,279.260009765625
2022-06-08,271.8999938964844
2022-06-09,268.3999938964844
2022-06-10,261.42999267578125
2022-06-13,251.5399932861328
2022-06-14,252.0
2022-06-15,255.63999938964844
2022-06-16,240.3800048828125
2022-06-17,244.6300048828125
2022-06-21,247.14999389648438
2022-06-22,245.25999450683594
2022-06-23,246.9499969482422
2022-06-24,257.6099853515625
2022-06-27,257.80999755859375
2022-06-28,257.260009765625
2022-06-29,255.0800018310547
2022-06-30,254.0399932861328
2022-07-01,248.30999755859375
2022-07-05,250.8800048828125
2022-07-06,237.0
2022-07-07,243.75999450683594
2022-07-08,239.60000610351562
2022-07-11,241.3699951171875
2022-07-12,237.0800018310547
2022-07-13,240.07000732421875
2022-07-14,237.1999969482422
2022-07-15,244.58999633789062
2022-07-18,241.22999572753906
2022-07-19,248.5399932861328
2022-07-20,253.6199951171875
2022-07-21,259.54998779296875
2022-07-22,258.0400085449219
2022-07-25,259.3500061035156
2022-07-26,260.1700134277344
2022-07-27,267.9599914550781
2022-07-28,274.5899963378906
2022-07-29,278.8699951171875
2022-08-01,278.32000732421875
2022-08-02,276.44000244140625
2022-08-03,260.32000732421875
2022-08-04,256.7900085449219
2022-08-05,254.0
2022-08-08,252.0
2022-08-09,243.5500030517578
2022-08-10,251.00999450683594
2022-08-11,248.8000030517578
2022-08-12,252.91000366210938
2022-08-15,252.75
2022-08-16,249.75999450683594
2022-08-17,247.72999572753906
2022-08-18,250.91000366210938
2022-08-19,246.83999633789062
2022-08-22,241.24000549316406
2022-08-23,239.8300018310547
2022-08-24,241.35000610351562
2022-08-25,246.1300048828125
2022-08-26,236.60000610351562
2022-08-29,237.9499969482422
2022-08-30,238.1999969482422
2022-08-31,237.22000122070312
2022-09-01,231.92999267578125
2022-09-02,227.25999450683594
2022-09-06,226.3000030517578
2022-09-07,227.27999877929688
2022-09-08,227.8800048828125
2022-09-09,231.5500030517578
2022-09-12,233.52000427246094
2022-09-13,224.7100067138672
2022-09-14,222.67999267578125
2022-09-15,218.02999877929688
2022-09-16,211.66000366210938
2022-09-19,216.19000244140625
2022-09-20,211.8800048828125
2022-09-21,209.30999755859375
2022-09-22,202.14999389648438
2022-09-23,200.08999633789062
2022-09-26,196.7899932861328
2022-09-27,197.16000366210938
2022-09-28,203.35000610351562
2022-09-29,203.8800048828125
2022-09-30,198.69000244140625
2022-10-03,207.2899932861328
2022-10-04,214.5
2022-10-05,213.5399932861328
2022-10-06,213.52000427246094
2022-10-07,204.11000061035156
2022-10-10,202.02999877929688
2022-10-11,202.33999633789062
2022-10-12,197.52000427246094
2022-10-13,204.17999267578125
2022-10-14,198.4199981689453
2022-10-17,203.89999389648438
2022-10-18,207.85000610351562
2022-10-19,204.75
2022-10-20,202.4199981689453
2022-10-21,209.07000732421875
2022-10-24,210.8300018310547
2022-10-25,215.39999389648438
2022-10-26,214.49000549316406
2022-10-27,216.80999755859375
2022-10-28,223.2899932861328
2022-10-31,220.25
2022-11-01,219.47999572753906
2022-11-02,208.47999572753906
2022-11-03,203.83999633789062
2022-11-04,212.99000549316406
2022-11-07,216.1199951171875
2022-11-08,220.66000366210938
2022-11-09,218.52000427246094
2022-11-10,230.75
2022-11-11,235.1199951171875
2022-11-14,236.69000244140625
2022-11-15,249.60000610351562
2022-11-16,243.05999755859375
2022-11-17,242.42999267578125
2022-11-18,244.6300048828125
2022-11-21,239.6199951171875
2022-11-22,243.9600067138672
2022-11-23,244.44000244140625
2022-11-25,244.86000061035156
2022-11-28,237.4499969482422
2022-11-29,237.05999755859375
2022-11-30,246.5
2022-12-01,247.97999572753906
2022-12-02,247.42999267578125
2022-12-05,237.75
2022-12-06,236.47000122070312
2022-12-07,237.85000610351562
2022-12-08,239.17999267578125
2022-12-09,234.88999938964844
2022-12-12,232.8699951171875
2022-12-13,236.1300048828125
2022-12-14,232.6999969482422
2022-12-15,226.3699951171875
2022-12-16,219.77999877929688
2022-12-19,217.17999267578125
2022-12-20,217.2899932861328
2022-12-21,220.3300018310547
2022-12-22,215.05999755859375
2022-12-23,218.58999633789062
2022-12-27,218.7899932861328
2022-12-28,215.2899932861328
2022-12-29,222.86000061035156
2022-12-30,220.1999969482422
2023-01-03,222.97000122070312
2023-01-04,226.47000122070312
2023-01-05,225.5399932861328
2023-01-06,232.22000122070312
2023-01-09,237.99000549316406
2023-01-10,240.27999877929688
2023-01-11,243.85000610351562
2023-01-12,248.07000732421875
2023-01-13,247.14999389648438
2023-01-17,245.94000244140625
2023-01-18,245.27000427246094
2023-01-19,238.25999450683594
2023-01-20,243.82000732421875
2023-01-23,251.52000427246094
2023-01-24,253.38999938964844
2023-01-25,249.83999633789062
2023-01-26,252.97999572753906
2023-01-27,253.44000244140625
2023-01-30,246.75
2023-01-31,256.69000244140625
2023-02-01,261.3699951171875
2023-02-02,271.8999938964844
2023-02-03,271.4599914550781
2023-02-06,264.5400085449219
2023-02-07,271.5299987792969
2023-02-08,270.3299865722656
2023-02-09,270.4100036621094
2023-02-10,267.4800109863281
2023-02-13,268.9800109863281
2023-02-14,268.989990234375
