Date,LFUS
2023-02-15,268.8900146484375
2023-02-16,270.1499938964844
2023-02-17,269.54998779296875
2023-02-21,260.1400146484375
2023-02-22,258.5
2023-02-23,259.5799865722656
2023-02-24,257.260009765625
2023-02-27,259.3999938964844
2023-02-28,258.7300109863281
2023-03-01,262.5199890136719
2023-03-02,267.5400085449219
2023-03-03,272.9599914550781
2023-03-06,269.07000732421875
2023-03-07,262.8900146484375
2023-03-08,268.20001220703125
2023-03-09,264.57000732421875
2023-03-10,260.3999938964844
2023-03-13,258.2799987792969
2023-03-14,263.2300109863281
2023-03-15,250.57000732421875
2023-03-16,257.57000732421875
2023-03-17,251.52000427246094
2023-03-20,257.1199951171875
2023-03-21,259.67999267578125
2023-03-22,255.14999389648438
2023-03-23,259.489990234375
2023-03-24,262.760009765625
2023-03-27,258.3699951171875
2023-03-28,257.9599914550781
2023-03-29,264.4599914550781
2023-03-30,264.7900085449219
2023-03-31,268.0899963378906
2023-04-03,267.3699951171875
2023-04-04,259.7099914550781
2023-04-05,252.3300018310547
2023-04-06,250.58999633789062
2023-04-10,254.97000122070312
2023-04-11,257.5
2023-04-12,254.99000549316406
2023-04-13,255.99000549316406
2023-04-14,255.02000427246094
2023-04-17,255.6999969482422
2023-04-18,252.19000244140625
2023-04-19,250.50999450683594
2023-04-20,250.75999450683594
2023-04-21,245.6999969482422
2023-04-24,247.69000244140625
2023-04-25,245.1999969482422
2023-04-26,238.8800048828125
2023-04-27,240.75999450683594
2023-04-28,242.24000549316406
2023-05-01,243.75999450683594
2023-05-02,243.4600067138672
2023-05-03,263.5
2023-05-04,260.17999267578125
2023-05-05,263.1300048828125
2023-05-08,259.5400085449219
2023-05-09,254.82000732421875
2023-05-10,257.3500061035156
2023-05-11,256.3999938964844
2023-05-12,254.92999267578125
2023-05-15,261.0199890136719
2023-05-16,259.29998779296875
2023-05-17,266.260009765625
2023-05-18,268.7699890136719
2023-05-19,268.1099853515625
2023-05-22,269.9200134277344
2023-05-23,265.07000732421875
2023-05-24,260.2900085449219
2023-05-25,264.20001220703125
2023-05-26,271.54998779296875
2023-05-30,266.1000061035156
2023-05-31,256.0400085449219
2023-06-01,256.70001220703125
2023-06-02,264.1499938964844
2023-06-05,257.80999755859375
2023-06-06,264.7200012207031
2023-06-07,268.0
2023-06-08,268.8500061035156
2023-06-09,267.510009765625
2023-06-12,268.4800109863281
2023-06-13,272.30999755859375
2023-06-14,270.04998779296875
2023-06-15,271.4800109863281
2023-06-16,271.7799987792969
2023-06-20,278.8299865722656
2023-06-21,278.9599914550781
2023-06-22,275.3399963378906
2023-06-23,270.1499938964844
2023-06-26,275.489990234375
2023-06-27,280.6300048828125
2023-06-28,283.5899963378906
2023-06-29,285.69000244140625
2023-06-30,291.30999755859375
2023-07-03,287.32000732421875
2023-07-05,289.1499938964844
2023-07-06,286.5799865722656
2023-07-07,289.6099853515625
2023-07-10,290.92999267578125
2023-07-11,294.54998779296875
2023-07-12,298.92999267578125
2023-07-13,303.3900146484375
2023-07-14,301.6000061035156
2023-07-17,305.5400085449219
2023-07-18,309.29998779296875
2023-07-19,304.6099853515625
2023-07-20,298.32000732421875
2023-07-21,297.9700012207031
2023-07-24,296.54998779296875
2023-07-25,299.6199951171875
2023-07-26,303.239990234375
2023-07-27,305.0
2023-07-28,301.3599853515625
2023-07-31,304.6000061035156
2023-08-01,302.010009765625
2023-08-02,264.510009765625
2023-08-03,258.2300109863281
2023-08-04,255.77999877929688
2023-08-07,256.6600036621094
2023-08-08,256.29998779296875
2023-08-09,261.2699890136719
2023-08-10,260.2900085449219
2023-08-11,260.0899963378906
2023-08-14,259.9800109863281
2023-08-15,259.4800109863281
2023-08-16,259.9800109863281
2023-08-17,257.5
2023-08-18,259.260009765625
2023-08-21,262.4700012207031
2023-08-22,260.5
2023-08-23,263.67999267578125
2023-08-24,260.0
2023-08-25,261.5199890136719
2023-08-28,262.4100036621094
2023-08-29,267.8599853515625
2023-08-30,266.07000732421875
2023-08-31,267.0799865722656
2023-09-01,267.54998779296875
2023-09-05,260.42999267578125
2023-09-06,261.25
2023-09-07,252.47999572753906
2023-09-08,252.74000549316406
2023-09-11,251.08999633789062
2023-09-12,249.50999450683594
2023-09-13,248.08999633789062
2023-09-14,253.44000244140625
2023-09-15,252.38999938964844
2023-09-18,257.17999267578125
2023-09-19,259.7099914550781
2023-09-20,254.57000732421875
2023-09-21,246.6699981689453
2023-09-22,247.08999633789062
2023-09-25,248.5800018310547
2023-09-26,244.3300018310547
2023-09-27,243.50999450683594
2023-09-28,247.7899932861328
2023-09-29,247.32000732421875
2023-10-02,245.66000366210938
2023-10-03,239.72999572753906
2023-10-04,241.82000732421875
2023-10-05,236.5
2023-10-06,237.8300018310547
2023-10-09,239.63999938964844
2023-10-10,242.72999572753906
2023-10-11,240.9600067138672
2023-10-12,235.19000244140625
2023-10-13,231.7899932861328
2023-10-16,233.7899932861328
2023-10-17,235.91000366210938
2023-10-18,232.33999633789062
2023-10-19,229.55999755859375
2023-10-20,227.4199981689453
2023-10-23,222.91000366210938
2023-10-24,223.02999877929688
2023-10-25,218.77999877929688
2023-10-26,218.32000732421875
2023-10-27,216.3300018310547
2023-10-30,215.41000366210938
2023-10-31,216.6699981689453
2023-11-01,225.5399932861328
2023-11-02,228.02000427246094
2023-11-03,233.1300048828125
2023-11-06,229.9199981689453
2023-11-07,229.72000122070312
2023-11-08,228.0399932861328
2023-11-09,224.6999969482422
2023-11-10,227.27999877929688
2023-11-13,226.0
2023-11-14,237.07000732421875
2023-11-15,241.67999267578125
2023-11-16,238.4199981689453
2023-11-17,238.14999389648438
2023-11-20,237.22000122070312
2023-11-21,234.86000061035156
2023-11-22,235.9600067138672
2023-11-24,235.0
2023-11-27,235.16000366210938
2023-11-28,232.3800048828125
2023-11-29,233.57000732421875
2023-11-30,232.8000030517578
2023-12-01,238.77000427246094
2023-12-04,239.8699951171875
2023-12-05,239.61000061035156
2023-12-06,240.5399932861328
2023-12-07,241.0399932861328
2023-12-08,243.07000732421875
2023-12-11,248.25999450683594
2023-12-12,246.27999877929688
2023-12-13,246.9499969482422
2023-12-14,265.05999755859375
2023-12-15,260.5799865722656
2023-12-18,260.6099853515625
2023-12-19,266.510009765625
2023-12-20,261.55999755859375
2023-12-21,267.3599853515625
2023-12-22,270.3299865722656
2023-12-26,271.6000061035156
2023-12-27,271.45001220703125
2023-12-28,271.2200012207031
2023-12-29,267.55999755859375
2024-01-02,261.79998779296875
2024-01-03,255.22999572753906
2024-01-04,250.36000061035156
2024-01-05,252.25999450683594
2024-01-08,252.9199981689453
2024-01-09,244.80999755859375
2024-01-10,246.8800048828125
2024-01-11,243.77000427246094
2024-01-12,239.97999572753906
2024-01-16,241.0
2024-01-17,236.67999267578125
2024-01-18,238.69000244140625
2024-01-19,241.41000366210938
2024-01-22,242.24000549316406
2024-01-23,240.27000427246094
2024-01-24,237.27999877929688
2024-01-25,236.3300018310547
2024-01-26,234.60000610351562
2024-01-29,239.1699981689453
2024-01-30,241.77999877929688
2024-01-31,241.89999389648438
2024-02-01,243.1300048828125
2024-02-02,245.38999938964844
2024-02-05,237.24000549316406
2024-02-06,238.0
2024-02-07,239.77999877929688
2024-02-08,241.91000366210938
2024-02-09,245.2899932861328
2024-02-12,248.25
2024-02-13,237.6199951171875
2024-02-14,241.52000427246094
2024-02-15,245.64999389648438
2024-02-16,247.1300048828125
2024-02-20,244.92999267578125
2024-02-21,240.9600067138672
2024-02-22,243.8699951171875
2024-02-23,241.49000549316406
2024-02-26,239.19000244140625
2024-02-27,239.13999938964844
2024-02-28,236.6699981689453
2024-02-29,238.24000549316406
2024-03-01,239.0
2024-03-04,239.41000366210938
2024-03-05,234.67999267578125
2024-03-06,237.3699951171875
2024-03-07,241.10000610351562
2024-03-08,238.3699951171875
2024-03-11,236.1300048828125
2024-03-12,237.8800048828125
2024-03-13,233.85000610351562
2024-03-14,230.61000061035156
2024-03-15,231.6999969482422
2024-03-18,229.38999938964844
2024-03-19,230.22999572753906
2024-03-20,232.63999938964844
2024-03-21,231.3800048828125
2024-03-22,231.13999938964844
2024-03-25,232.55999755859375
2024-03-26,231.92999267578125
2024-03-27,239.97999572753906
2024-03-28,242.35000610351562
2024-04-01,237.75999450683594
2024-04-02,235.08999633789062
2024-04-03,239.36000061035156
2024-04-04,236.50999450683594
2024-04-05,236.52000427246094
2024-04-08,235.47000122070312
2024-04-09,241.07000732421875
2024-04-10,233.19000244140625
2024-04-11,238.9600067138672
2024-04-12,231.19000244140625
2024-04-15,231.14999389648438
2024-04-16,229.92999267578125
2024-04-17,225.9499969482422
2024-04-18,226.1199951171875
2024-04-19,226.75
2024-04-22,228.83999633789062
2024-04-23,231.19000244140625
2024-04-24,233.60000610351562
2024-04-25,230.38999938964844
2024-04-26,231.63999938964844
2024-04-29,235.86000061035156
2024-04-30,230.63999938964844
2024-05-01,233.35000610351562
2024-05-02,238.8300018310547
2024-05-03,247.39999389648438
2024-05-06,252.63999938964844
2024-05-07,257.489990234375
2024-05-08,255.99000549316406
2024-05-09,255.80999755859375
2024-05-10,256.8599853515625
2024-05-13,257.510009765625
2024-05-14,250.97000122070312
2024-05-15,253.39999389648438
2024-05-16,249.4499969482422
2024-05-17,259.760009765625
2024-05-20,263.2099914550781
2024-05-21,261.7200012207031
2024-05-22,261.9700012207031
2024-05-23,258.0799865722656
2024-05-24,260.04998779296875
2024-05-28,257.739990234375
2024-05-29,254.66000366210938
2024-05-30,255.5800018310547
2024-05-31,256.6000061035156
2024-06-03,254.55999755859375
2024-06-04,248.33999633789062
2024-06-05,253.77000427246094
2024-06-06,249.60000610351562
2024-06-07,248.5800018310547
2024-06-10,250.58999633789062
2024-06-11,250.5800018310547
2024-06-12,260.239990234375
2024-06-13,260.6400146484375
2024-06-14,253.52000427246094
2024-06-17,258.1600036621094
2024-06-18,263.1199951171875
2024-06-20,262.3999938964844
2024-06-21,265.8999938964844
2024-06-24,264.2099914550781
2024-06-25,258.6600036621094
2024-06-26,255.72999572753906
2024-06-27,255.57000732421875
2024-06-28,255.58999633789062
2024-07-01,246.9499969482422
2024-07-02,251.22999572753906
2024-07-03,252.49000549316406
2024-07-05,249.4199981689453
2024-07-08,252.8000030517578
2024-07-09,251.32000732421875
2024-07-10,257.4100036621094
2024-07-11,262.7300109863281
2024-07-12,270.260009765625
2024-07-15,265.5199890136719
2024-07-16,274.3399963378906
2024-07-17,268.5299987792969
2024-07-18,266.92999267578125
2024-07-19,259.5299987792969
2024-07-22,266.6600036621094
2024-07-23,264.55999755859375
2024-07-24,256.510009765625
2024-07-25,255.99000549316406
2024-07-26,260.010009765625
2024-07-29,259.9800109863281
2024-07-30,258.5799865722656
2024-07-31,267.1099853515625
2024-08-01,258.7099914550781
2024-08-02,247.10000610351562
2024-08-05,238.9199981689453
2024-08-06,236.7100067138672
2024-08-07,233.89999389648438
2024-08-08,242.6199951171875
2024-08-09,242.77000427246094
2024-08-12,240.7100067138672
2024-08-13,252.67999267578125
2024-08-14,251.82000732421875
2024-08-15,260.7699890136719
2024-08-16,256.7799987792969
2024-08-19,262.94000244140625
2024-08-20,264.82000732421875
2024-08-21,271.0
2024-08-22,269.260009765625
2024-08-23,273.1499938964844
2024-08-26,269.5400085449219
2024-08-27,268.5299987792969
2024-08-28,268.239990234375
2024-08-29,269.6199951171875
2024-08-30,272.20001220703125
2024-09-03,257.4200134277344
2024-09-04,259.6199951171875
2024-09-05,255.72999572753906
2024-09-06,250.9199981689453
2024-09-09,248.91000366210938
2024-09-10,244.47000122070312
2024-09-11,246.5399932861328
2024-09-12,244.47000122070312
2024-09-13,250.00999450683594
2024-09-16,252.4199981689453
2024-09-17,254.24000549316406
2024-09-18,252.9600067138672
2024-09-19,264.54998779296875
2024-09-20,260.5
2024-09-23,260.3599853515625
2024-09-24,260.0199890136719
2024-09-25,256.739990234375
2024-09-26,266.760009765625
2024-09-27,264.30999755859375
2024-09-30,265.25
2024-10-01,260.6400146484375
2024-10-02,258.75
2024-10-03,254.33999633789062
2024-10-04,258.3900146484375
2024-10-07,260.05999755859375
2024-10-08,256.8500061035156
2024-10-09,258.6099853515625
2024-10-10,253.02000427246094
2024-10-11,257.3399963378906
2024-10-14,261.5
2024-10-15,257.54998779296875
2024-10-16,256.7699890136719
2024-10-17,262.239990234375
2024-10-18,259.07000732421875
2024-10-21,255.0500030517578
2024-10-22,253.83999633789062
2024-10-23,253.1199951171875
2024-10-24,255.69000244140625
2024-10-25,253.22000122070312
2024-10-28,254.6699981689453
2024-10-29,259.1400146484375
2024-10-30,251.27000427246094
2024-10-31,244.6300048828125
2024-11-01,249.44000244140625
2024-11-04,248.5
2024-11-05,249.44000244140625
2024-11-06,260.79998779296875
2024-11-07,259.05999755859375
2024-11-08,257.80999755859375
2024-11-11,256.70001220703125
2024-11-12,252.61000061035156
2024-11-13,252.75
2024-11-14,249.3000030517578
2024-11-15,241.08999633789062
2024-11-18,239.36000061035156
2024-11-19,237.82000732421875
2024-11-20,237.94000244140625
2024-11-21,238.66000366210938
