Date,BSY
2022-02-28,38.38999938964844
2022-03-01,38.650001525878906
2022-03-02,40.72999954223633
2022-03-03,39.970001220703125
2022-03-04,38.040000915527344
2022-03-07,36.83000183105469
2022-03-08,36.43000030517578
2022-03-09,37.86000061035156
2022-03-10,37.25
2022-03-11,36.439998626708984
2022-03-14,34.66999816894531
2022-03-15,35.400001525878906
2022-03-16,37.5
2022-03-17,39.2599983215332
2022-03-18,40.970001220703125
2022-03-21,40.650001525878906
2022-03-22,41.970001220703125
2022-03-23,41.45000076293945
2022-03-24,41.97999954223633
2022-03-25,41.849998474121094
2022-03-28,43.5099983215332
2022-03-29,45.34000015258789
2022-03-30,44.459999084472656
2022-03-31,44.18000030517578
2022-04-01,44.25
2022-04-04,44.849998474121094
2022-04-05,44.0
2022-04-06,42.54999923706055
2022-04-07,43.15999984741211
2022-04-08,42.630001068115234
2022-04-11,42.29999923706055
2022-04-12,42.220001220703125
2022-04-13,42.77000045776367
2022-04-14,42.18000030517578
2022-04-18,42.22999954223633
2022-04-19,44.380001068115234
2022-04-20,43.5
2022-04-21,43.540000915527344
2022-04-22,41.810001373291016
2022-04-25,43.31999969482422
2022-04-26,41.47999954223633
2022-04-27,41.15999984741211
2022-04-28,43.4900016784668
2022-04-29,42.38999938964844
2022-05-02,41.290000915527344
2022-05-03,41.22999954223633
2022-05-04,41.2599983215332
2022-05-05,38.56999969482422
2022-05-06,38.4900016784668
2022-05-09,36.18000030517578
2022-05-10,31.25
2022-05-11,27.719999313354492
2022-05-12,30.729999542236328
2022-05-13,32.09000015258789
2022-05-16,30.989999771118164
2022-05-17,31.389999389648438
2022-05-18,30.850000381469727
2022-05-19,32.290000915527344
2022-05-20,32.810001373291016
2022-05-23,31.860000610351562
2022-05-24,30.639999389648438
2022-05-25,31.790000915527344
2022-05-26,33.0099983215332
2022-05-27,33.959999084472656
2022-05-31,34.380001068115234
2022-06-01,34.369998931884766
2022-06-02,35.709999084472656
2022-06-03,35.40999984741211
2022-06-06,35.16999816894531
2022-06-07,35.779998779296875
2022-06-08,35.20000076293945
2022-06-09,34.220001220703125
2022-06-10,33.060001373291016
2022-06-13,30.959999084472656
2022-06-14,30.829999923706055
2022-06-15,32.33000183105469
2022-06-16,30.799999237060547
2022-06-17,32.36000061035156
2022-06-21,31.829999923706055
2022-06-22,31.920000076293945
2022-06-23,34.41999816894531
2022-06-24,35.58000183105469
2022-06-27,35.15999984741211
2022-06-28,34.18000030517578
2022-06-29,33.790000915527344
2022-06-30,33.29999923706055
2022-07-01,33.63999938964844
2022-07-05,35.349998474121094
2022-07-06,34.95000076293945
2022-07-07,35.849998474121094
2022-07-08,36.0
2022-07-11,35.13999938964844
2022-07-12,33.810001373291016
2022-07-13,33.470001220703125
2022-07-14,32.58000183105469
2022-07-15,34.25
2022-07-18,34.130001068115234
2022-07-19,35.279998779296875
2022-07-20,37.220001220703125
2022-07-21,37.439998626708984
2022-07-22,36.689998626708984
2022-07-25,36.70000076293945
2022-07-26,36.5
2022-07-27,38.0
2022-07-28,38.779998779296875
2022-07-29,39.599998474121094
2022-08-01,39.2599983215332
2022-08-02,39.43000030517578
2022-08-03,40.13999938964844
2022-08-04,41.08000183105469
2022-08-05,41.04999923706055
2022-08-08,40.72999954223633
2022-08-09,40.27000045776367
2022-08-10,41.15999984741211
2022-08-11,40.5
2022-08-12,41.15999984741211
2022-08-15,41.52000045776367
2022-08-16,41.45000076293945
2022-08-17,40.09000015258789
2022-08-18,40.27000045776367
2022-08-19,38.970001220703125
2022-08-22,38.5099983215332
2022-08-23,38.09000015258789
2022-08-24,38.52000045776367
2022-08-25,38.83000183105469
2022-08-26,37.290000915527344
2022-08-29,37.150001525878906
2022-08-30,36.689998626708984
2022-08-31,36.77000045776367
2022-09-01,35.869998931884766
2022-09-02,36.099998474121094
2022-09-06,34.959999084472656
2022-09-07,37.0099983215332
2022-09-08,38.29999923706055
2022-09-09,38.470001220703125
2022-09-12,37.540000915527344
2022-09-13,35.75
2022-09-14,35.2400016784668
2022-09-15,34.709999084472656
2022-09-16,33.650001525878906
2022-09-19,33.20000076293945
2022-09-20,32.709999084472656
2022-09-21,32.369998931884766
2022-09-22,31.770000457763672
2022-09-23,31.09000015258789
2022-09-26,31.799999237060547
2022-09-27,31.329999923706055
2022-09-28,31.639999389648438
2022-09-29,31.280000686645508
2022-09-30,30.59000015258789
2022-10-03,32.41999816894531
2022-10-04,34.56999969482422
2022-10-05,34.2400016784668
2022-10-06,34.06999969482422
2022-10-07,33.16999816894531
2022-10-10,32.470001220703125
2022-10-11,31.75
2022-10-12,32.02000045776367
2022-10-13,32.08000183105469
2022-10-14,31.15999984741211
2022-10-17,32.5099983215332
2022-10-18,33.560001373291016
2022-10-19,33.310001373291016
2022-10-20,33.41999816894531
2022-10-21,34.20000076293945
2022-10-24,34.56999969482422
2022-10-25,35.560001373291016
2022-10-26,35.33000183105469
2022-10-27,35.08000183105469
2022-10-28,35.41999816894531
2022-10-31,35.279998779296875
2022-11-01,34.20000076293945
2022-11-02,32.029998779296875
2022-11-03,32.880001068115234
2022-11-04,33.04999923706055
2022-11-07,33.86000061035156
2022-11-08,35.099998474121094
2022-11-09,34.43000030517578
2022-11-10,38.58000183105469
2022-11-11,38.72999954223633
2022-11-14,38.720001220703125
2022-11-15,39.93000030517578
2022-11-16,39.400001525878906
2022-11-17,38.83000183105469
2022-11-18,38.540000915527344
2022-11-21,37.849998474121094
2022-11-22,38.08000183105469
2022-11-23,38.310001373291016
2022-11-25,38.54999923706055
2022-11-28,38.06999969482422
2022-11-29,37.5
2022-11-30,39.61000061035156
2022-12-01,40.06999969482422
2022-12-02,40.279998779296875
2022-12-05,39.56999969482422
2022-12-06,38.2400016784668
2022-12-07,38.4900016784668
2022-12-08,39.380001068115234
2022-12-09,39.630001068115234
