Date,UTHR
2022-12-14,276.7099914550781
2022-12-15,275.8500061035156
2022-12-16,278.9599914550781
2022-12-19,271.6499938964844
2022-12-20,274.04998779296875
2022-12-21,273.75
2022-12-22,277.25
2022-12-23,278.82000732421875
2022-12-27,273.75
2022-12-28,273.3599853515625
2022-12-29,275.989990234375
2022-12-30,278.0899963378906
2023-01-03,273.32000732421875
2023-01-04,272.8299865722656
2023-01-05,274.1199951171875
2023-01-06,276.1700134277344
2023-01-09,264.9700012207031
2023-01-10,263.4100036621094
2023-01-11,263.7900085449219
2023-01-12,261.55999755859375
2023-01-13,261.0400085449219
2023-01-17,261.1000061035156
2023-01-18,259.55999755859375
2023-01-19,260.0199890136719
2023-01-20,261.70001220703125
2023-01-23,258.8399963378906
2023-01-24,260.4200134277344
2023-01-25,265.9200134277344
2023-01-26,264.2300109863281
2023-01-27,259.67999267578125
2023-01-30,258.7099914550781
2023-01-31,263.1700134277344
2023-02-01,259.989990234375
2023-02-02,259.4800109863281
2023-02-03,252.8000030517578
2023-02-06,255.24000549316406
2023-02-07,255.64999389648438
2023-02-08,252.77000427246094
2023-02-09,253.24000549316406
2023-02-10,255.11000061035156
2023-02-13,256.0
2023-02-14,253.13999938964844
2023-02-15,253.36000061035156
2023-02-16,251.4499969482422
2023-02-17,255.75999450683594
2023-02-21,255.25
2023-02-22,243.75
2023-02-23,248.36000061035156
2023-02-24,249.75999450683594
2023-02-27,246.92999267578125
2023-02-28,246.0399932861328
2023-03-01,244.88999938964844
2023-03-02,244.75999450683594
2023-03-03,248.69000244140625
2023-03-06,248.02000427246094
2023-03-07,236.77000427246094
2023-03-08,222.63999938964844
2023-03-09,225.25999450683594
2023-03-10,228.77000427246094
2023-03-13,224.72000122070312
2023-03-14,220.66000366210938
2023-03-15,217.5
2023-03-16,220.0500030517578
2023-03-17,219.72999572753906
2023-03-20,225.11000061035156
2023-03-21,222.3300018310547
2023-03-22,212.99000549316406
2023-03-23,216.02000427246094
2023-03-24,219.94000244140625
2023-03-27,218.00999450683594
2023-03-28,218.9199981689453
2023-03-29,217.22999572753906
2023-03-30,219.0
2023-03-31,223.9600067138672
2023-04-03,225.32000732421875
2023-04-04,227.17999267578125
2023-04-05,232.99000549316406
2023-04-06,227.19000244140625
2023-04-10,223.07000732421875
2023-04-11,226.3000030517578
2023-04-12,225.8000030517578
2023-04-13,231.72000122070312
2023-04-14,228.72000122070312
2023-04-17,230.35000610351562
2023-04-18,227.97999572753906
2023-04-19,226.67999267578125
2023-04-20,225.1699981689453
2023-04-21,230.75999450683594
2023-04-24,228.2899932861328
2023-04-25,226.30999755859375
2023-04-26,225.8699951171875
2023-04-27,227.7100067138672
2023-04-28,230.1300048828125
2023-05-01,232.11000061035156
2023-05-02,228.7899932861328
2023-05-03,218.39999389648438
2023-05-04,215.72000122070312
2023-05-05,214.1199951171875
2023-05-08,210.4600067138672
2023-05-09,209.60000610351562
2023-05-10,212.24000549316406
2023-05-11,213.47999572753906
2023-05-12,214.02000427246094
2023-05-15,214.39999389648438
2023-05-16,212.0500030517578
2023-05-17,216.19000244140625
2023-05-18,216.7899932861328
2023-05-19,219.55999755859375
2023-05-22,218.58999633789062
2023-05-23,216.19000244140625
2023-05-24,214.08999633789062
2023-05-25,212.13999938964844
2023-05-26,207.32000732421875
2023-05-30,205.19000244140625
2023-05-31,209.74000549316406
2023-06-01,213.47999572753906
2023-06-02,217.22000122070312
2023-06-05,218.8800048828125
2023-06-06,220.25
2023-06-07,220.66000366210938
2023-06-08,226.5
2023-06-09,228.49000549316406
2023-06-12,227.89999389648438
2023-06-13,229.52999877929688
2023-06-14,226.27999877929688
2023-06-15,229.58999633789062
2023-06-16,230.25999450683594
2023-06-20,223.39999389648438
2023-06-21,223.07000732421875
2023-06-22,225.22999572753906
2023-06-23,222.36000061035156
2023-06-26,220.77999877929688
2023-06-27,215.1199951171875
2023-06-28,214.8000030517578
2023-06-29,219.7899932861328
2023-06-30,220.75
2023-07-03,223.75
2023-07-05,219.42999267578125
2023-07-06,213.0
2023-07-07,211.82000732421875
2023-07-10,223.13999938964844
2023-07-11,221.64999389648438
2023-07-12,229.91000366210938
2023-07-13,229.80999755859375
2023-07-14,232.0
2023-07-17,234.25999450683594
2023-07-18,237.91000366210938
2023-07-19,242.19000244140625
2023-07-20,244.33999633789062
2023-07-21,248.24000549316406
2023-07-24,245.72999572753906
2023-07-25,244.60000610351562
2023-07-26,242.83999633789062
2023-07-27,242.77000427246094
2023-07-28,245.1699981689453
2023-07-31,242.72000122070312
2023-08-01,240.1300048828125
2023-08-02,240.85000610351562
2023-08-03,231.8699951171875
2023-08-04,236.3699951171875
2023-08-07,237.8000030517578
2023-08-08,236.77999877929688
2023-08-09,235.00999450683594
2023-08-10,237.14999389648438
2023-08-11,237.8000030517578
2023-08-14,233.25999450683594
2023-08-15,235.72999572753906
2023-08-16,230.77000427246094
2023-08-17,228.1199951171875
2023-08-18,229.8000030517578
2023-08-21,231.13999938964844
2023-08-22,231.05999755859375
2023-08-23,231.4600067138672
2023-08-24,230.52999877929688
2023-08-25,229.00999450683594
2023-08-28,226.00999450683594
2023-08-29,229.52999877929688
2023-08-30,228.44000244140625
2023-08-31,224.36000061035156
2023-09-01,228.0500030517578
2023-09-05,225.22999572753906
2023-09-06,223.36000061035156
2023-09-07,222.6300048828125
2023-09-08,225.1300048828125
2023-09-11,225.32000732421875
2023-09-12,223.77999877929688
2023-09-13,222.33999633789062
2023-09-14,219.49000549316406
2023-09-15,220.24000549316406
2023-09-18,217.47999572753906
2023-09-19,220.6699981689453
2023-09-20,223.92999267578125
2023-09-21,223.67999267578125
2023-09-22,222.75
2023-09-25,224.05999755859375
2023-09-26,229.91000366210938
2023-09-27,232.47000122070312
2023-09-28,226.02999877929688
2023-09-29,225.8699951171875
2023-10-02,222.13999938964844
2023-10-03,221.49000549316406
2023-10-04,221.92999267578125
2023-10-05,228.2899932861328
2023-10-06,234.33999633789062
2023-10-09,231.11000061035156
2023-10-10,230.3300018310547
2023-10-11,234.5800018310547
2023-10-12,232.1999969482422
2023-10-13,233.16000366210938
2023-10-16,232.89999389648438
2023-10-17,236.77000427246094
2023-10-18,230.30999755859375
2023-10-19,225.82000732421875
2023-10-20,225.42999267578125
2023-10-23,224.14999389648438
2023-10-24,227.22999572753906
2023-10-25,224.5
2023-10-26,224.39999389648438
2023-10-27,219.22999572753906
2023-10-30,220.6300048828125
2023-10-31,222.86000061035156
2023-11-01,224.0800018310547
2023-11-02,228.17999267578125
2023-11-03,224.42999267578125
2023-11-06,228.17999267578125
2023-11-07,230.44000244140625
2023-11-08,225.72999572753906
2023-11-09,221.72000122070312
2023-11-10,222.83999633789062
2023-11-13,225.33999633789062
2023-11-14,228.3800048828125
2023-11-15,229.25999450683594
2023-11-16,226.6300048828125
2023-11-17,228.94000244140625
2023-11-20,228.99000549316406
2023-11-21,230.42999267578125
2023-11-22,230.47999572753906
2023-11-24,231.1300048828125
2023-11-27,231.10000610351562
2023-11-28,230.38999938964844
2023-11-29,232.07000732421875
2023-11-30,240.0
2023-12-01,240.72999572753906
2023-12-04,239.94000244140625
2023-12-05,240.30999755859375
2023-12-06,239.97999572753906
2023-12-07,242.07000732421875
2023-12-08,241.64999389648438
2023-12-11,244.86000061035156
2023-12-12,251.6999969482422
2023-12-13,256.94000244140625
2023-12-14,254.08999633789062
2023-12-15,246.4499969482422
2023-12-18,246.39999389648438
2023-12-19,240.25999450683594
2023-12-20,225.50999450683594
2023-12-21,218.27000427246094
2023-12-22,218.92999267578125
2023-12-26,216.27000427246094
2023-12-27,214.8800048828125
2023-12-28,219.24000549316406
2023-12-29,219.88999938964844
2024-01-02,227.35000610351562
2024-01-03,228.17999267578125
2024-01-04,230.11000061035156
2024-01-05,229.39999389648438
2024-01-08,231.0399932861328
2024-01-09,224.36000061035156
2024-01-10,221.66000366210938
2024-01-11,220.3000030517578
2024-01-12,219.0500030517578
2024-01-16,218.72000122070312
2024-01-17,222.25
2024-01-18,219.11000061035156
2024-01-19,217.83999633789062
2024-01-22,216.24000549316406
2024-01-23,217.7899932861328
2024-01-24,218.80999755859375
2024-01-25,219.32000732421875
2024-01-26,218.00999450683594
2024-01-29,216.91000366210938
2024-01-30,215.02000427246094
2024-01-31,214.77999877929688
2024-02-01,215.97000122070312
2024-02-02,213.41000366210938
2024-02-05,212.75999450683594
2024-02-06,214.9499969482422
2024-02-07,210.75999450683594
2024-02-08,211.74000549316406
2024-02-09,212.33999633789062
2024-02-12,216.25
2024-02-13,213.75
2024-02-14,214.42999267578125
2024-02-15,214.5399932861328
2024-02-16,214.72999572753906
2024-02-20,214.16000366210938
2024-02-21,219.17999267578125
2024-02-22,217.60000610351562
2024-02-23,227.02999877929688
2024-02-26,223.5800018310547
2024-02-27,226.75
2024-02-28,227.27999877929688
2024-02-29,225.63999938964844
2024-03-01,231.9199981689453
2024-03-04,228.74000549316406
2024-03-05,229.80999755859375
2024-03-06,236.97000122070312
2024-03-07,239.9600067138672
2024-03-08,243.0500030517578
2024-03-11,249.50999450683594
2024-03-12,246.8699951171875
2024-03-13,241.27000427246094
2024-03-14,238.11000061035156
2024-03-15,235.77999877929688
2024-03-18,233.97000122070312
2024-03-19,239.39999389648438
2024-03-20,236.72999572753906
2024-03-21,236.92999267578125
2024-03-22,237.89999389648438
2024-03-25,244.25999450683594
2024-03-26,247.86000061035156
2024-03-27,243.27000427246094
2024-03-28,229.72000122070312
2024-04-01,228.25999450683594
2024-04-02,228.5800018310547
2024-04-03,231.1999969482422
2024-04-04,233.92999267578125
2024-04-05,233.55999755859375
2024-04-08,236.9600067138672
2024-04-09,237.0399932861328
2024-04-10,237.7899932861328
2024-04-11,237.24000549316406
2024-04-12,232.58999633789062
2024-04-15,235.0800018310547
2024-04-16,231.77999877929688
2024-04-17,235.30999755859375
2024-04-18,236.92999267578125
2024-04-19,237.92999267578125
2024-04-22,234.05999755859375
2024-04-23,234.47000122070312
2024-04-24,237.0
2024-04-25,235.9499969482422
2024-04-26,233.85000610351562
2024-04-29,238.25999450683594
2024-04-30,234.3300018310547
2024-05-01,255.13999938964844
2024-05-02,258.1300048828125
2024-05-03,262.3999938964844
2024-05-06,260.510009765625
2024-05-07,266.2200012207031
2024-05-08,261.0899963378906
2024-05-09,266.04998779296875
2024-05-10,264.2699890136719
2024-05-13,264.3399963378906
2024-05-14,269.7799987792969
2024-05-15,272.69000244140625
2024-05-16,272.2200012207031
2024-05-17,274.260009765625
2024-05-20,274.6700134277344
2024-05-21,275.19000244140625
2024-05-22,276.44000244140625
2024-05-23,276.5
2024-05-24,272.8800048828125
2024-05-28,269.1499938964844
2024-05-29,267.7200012207031
2024-05-30,270.45001220703125
2024-05-31,275.1300048828125
2024-06-03,276.260009765625
2024-06-04,273.19000244140625
2024-06-05,276.7300109863281
2024-06-06,276.3999938964844
2024-06-07,275.0
2024-06-10,275.25
2024-06-11,275.760009765625
2024-06-12,281.8599853515625
2024-06-13,287.5899963378906
2024-06-14,288.05999755859375
2024-06-17,297.05999755859375
2024-06-18,306.0400085449219
2024-06-20,308.9800109863281
2024-06-21,316.0400085449219
2024-06-24,318.94000244140625
2024-06-25,319.0400085449219
2024-06-26,318.95001220703125
2024-06-27,316.92999267578125
2024-06-28,318.54998779296875
2024-07-01,319.010009765625
2024-07-02,317.04998779296875
2024-07-03,311.0400085449219
2024-07-05,314.55999755859375
2024-07-08,316.8900146484375
2024-07-09,322.6499938964844
2024-07-10,329.25
2024-07-11,323.8800048828125
2024-07-12,321.3800048828125
2024-07-15,327.260009765625
2024-07-16,328.19000244140625
2024-07-17,331.44000244140625
2024-07-18,328.6700134277344
2024-07-19,329.1600036621094
2024-07-22,332.6300048828125
2024-07-23,336.739990234375
2024-07-24,331.5899963378906
2024-07-25,336.3699951171875
2024-07-26,338.2200012207031
2024-07-29,335.2699890136719
2024-07-30,337.5400085449219
2024-07-31,313.2900085449219
2024-08-01,327.7900085449219
2024-08-02,327.67999267578125
2024-08-05,325.7200012207031
2024-08-06,321.9599914550781
2024-08-07,322.2300109863281
2024-08-08,331.0400085449219
2024-08-09,330.260009765625
2024-08-12,333.7799987792969
2024-08-13,323.5899963378906
2024-08-14,323.8699951171875
2024-08-15,323.0799865722656
2024-08-16,320.989990234375
2024-08-19,348.5799865722656
2024-08-20,346.8800048828125
2024-08-21,351.6099853515625
2024-08-22,346.8699951171875
2024-08-23,348.0299987792969
2024-08-26,346.6700134277344
2024-08-27,349.2300109863281
2024-08-28,359.8399963378906
2024-08-29,360.2200012207031
2024-08-30,363.54998779296875
2024-09-03,352.3999938964844
2024-09-04,353.3699951171875
2024-09-05,350.010009765625
2024-09-06,345.6300048828125
2024-09-09,348.7099914550781
2024-09-10,342.4599914550781
2024-09-11,346.19000244140625
2024-09-12,341.1099853515625
2024-09-13,339.1199951171875
2024-09-16,344.9800109863281
2024-09-17,345.0199890136719
2024-09-18,342.5899963378906
2024-09-19,351.3299865722656
2024-09-20,353.0
2024-09-23,355.5899963378906
2024-09-24,357.8699951171875
2024-09-25,359.510009765625
2024-09-26,357.7200012207031
2024-09-27,358.5299987792969
2024-09-30,358.3500061035156
2024-10-01,357.8299865722656
2024-10-02,352.4700012207031
2024-10-03,350.07000732421875
2024-10-04,355.92999267578125
2024-10-07,349.8500061035156
2024-10-08,355.7900085449219
2024-10-09,356.80999755859375
2024-10-10,354.3299865722656
2024-10-11,358.2200012207031
2024-10-14,357.1000061035156
2024-10-15,359.57000732421875
2024-10-16,369.9599914550781
2024-10-17,372.80999755859375
2024-10-18,368.42999267578125
2024-10-21,370.6000061035156
2024-10-22,370.260009765625
2024-10-23,352.5799865722656
2024-10-24,350.19000244140625
2024-10-25,348.6499938964844
2024-10-28,349.7099914550781
2024-10-29,352.79998779296875
2024-10-30,361.3999938964844
2024-10-31,373.9700012207031
2024-11-01,374.0199890136719
2024-11-04,376.79998779296875
2024-11-05,382.7699890136719
2024-11-06,397.489990234375
2024-11-07,402.57000732421875
2024-11-08,410.0
2024-11-11,400.44000244140625
2024-11-12,400.8699951171875
2024-11-13,400.45001220703125
2024-11-14,386.2699890136719
2024-11-15,363.25
2024-11-18,359.2099914550781
2024-11-19,360.7099914550781
2024-11-20,364.3299865722656
2024-11-21,367.3599853515625
