Date,SWKS
2022-02-28,138.1699981689453
2022-03-01,133.0500030517578
2022-03-02,136.82000732421875
2022-03-03,136.86000061035156
2022-03-04,135.88999938964844
2022-03-07,128.77000427246094
2022-03-08,132.0800018310547
2022-03-09,134.16000366210938
2022-03-10,131.47000122070312
2022-03-11,127.54000091552734
2022-03-14,120.55999755859375
2022-03-15,125.48999786376953
2022-03-16,131.07000732421875
2022-03-17,132.9600067138672
2022-03-18,135.17999267578125
2022-03-21,134.5399932861328
2022-03-22,137.52000427246094
2022-03-23,133.3000030517578
2022-03-24,138.42999267578125
2022-03-25,138.0
2022-03-28,137.05999755859375
2022-03-29,140.2899932861328
2022-03-30,136.39999389648438
2022-03-31,133.27999877929688
2022-04-01,132.02999877929688
2022-04-04,134.27999877929688
2022-04-05,127.91999816894531
2022-04-06,124.4800033569336
2022-04-07,123.05999755859375
2022-04-08,122.27999877929688
2022-04-11,120.94000244140625
2022-04-12,120.33999633789062
2022-04-13,122.37000274658203
2022-04-14,117.7300033569336
2022-04-18,119.26000213623047
2022-04-19,122.0
2022-04-20,120.80999755859375
2022-04-21,118.12999725341797
2022-04-22,115.0999984741211
2022-04-25,117.87999725341797
2022-04-26,112.38999938964844
2022-04-27,112.05999755859375
2022-04-28,117.6500015258789
2022-04-29,113.30000305175781
2022-05-02,118.51000213623047
2022-05-03,119.47000122070312
2022-05-04,113.52999877929688
2022-05-05,107.44000244140625
2022-05-06,105.70999908447266
2022-05-09,102.16999816894531
2022-05-10,102.76000213623047
2022-05-11,99.31999969482422
2022-05-12,99.94999694824219
2022-05-13,103.4800033569336
2022-05-16,101.98999786376953
2022-05-17,106.8499984741211
2022-05-18,101.79000091552734
2022-05-19,101.25
2022-05-20,103.0
2022-05-23,102.2699966430664
2022-05-24,99.87999725341797
2022-05-25,101.69999694824219
2022-05-26,104.54000091552734
2022-05-27,108.70999908447266
2022-05-31,108.87000274658203
2022-06-01,107.2699966430664
2022-06-02,110.83999633789062
2022-06-03,106.70999908447266
2022-06-06,106.83999633789062
2022-06-07,108.63999938964844
2022-06-08,106.66000366210938
2022-06-09,103.47000122070312
2022-06-10,100.25
2022-06-13,93.16999816894531
2022-06-14,92.76000213623047
2022-06-15,94.62000274658203
2022-06-16,89.75
2022-06-17,90.16000366210938
2022-06-21,93.19999694824219
2022-06-22,92.33999633789062
2022-06-23,94.2699966430664
2022-06-24,98.02999877929688
2022-06-27,98.08999633789062
2022-06-28,96.22000122070312
2022-06-29,93.87000274658203
2022-06-30,92.63999938964844
2022-07-01,91.12000274658203
2022-07-05,93.8499984741211
2022-07-06,95.52999877929688
2022-07-07,98.2300033569336
2022-07-08,97.87000274658203
2022-07-11,95.41999816894531
2022-07-12,96.51000213623047
2022-07-13,97.87999725341797
2022-07-14,99.41999816894531
2022-07-15,101.05999755859375
2022-07-18,99.95999908447266
2022-07-19,104.23999786376953
2022-07-20,106.94000244140625
2022-07-21,108.1500015258789
2022-07-22,106.06999969482422
2022-07-25,105.83999633789062
2022-07-26,102.87000274658203
2022-07-27,107.04000091552734
2022-07-28,107.66999816894531
2022-07-29,108.87999725341797
2022-08-01,109.41000366210938
2022-08-02,108.12999725341797
2022-08-03,111.91999816894531
2022-08-04,113.5199966430664
2022-08-05,112.66000366210938
2022-08-08,112.12999725341797
2022-08-09,106.79000091552734
2022-08-10,111.01000213623047
2022-08-11,110.25
2022-08-12,113.41000366210938
2022-08-15,112.55000305175781
2022-08-16,111.2699966430664
2022-08-17,108.77999877929688
2022-08-18,111.08000183105469
2022-08-19,108.11000061035156
2022-08-22,103.87000274658203
2022-08-23,104.4800033569336
2022-08-24,104.48999786376953
2022-08-25,108.41000366210938
2022-08-26,102.4000015258789
2022-08-29,100.83000183105469
2022-08-30,99.30000305175781
2022-08-31,98.55000305175781
2022-09-01,99.58999633789062
2022-09-02,98.4000015258789
2022-09-06,97.6500015258789
2022-09-07,99.30000305175781
2022-09-08,99.87999725341797
2022-09-09,102.63999938964844
2022-09-12,103.62000274658203
2022-09-13,97.87999725341797
2022-09-14,100.01000213623047
2022-09-15,100.19999694824219
2022-09-16,99.87999725341797
2022-09-19,99.83999633789062
2022-09-20,98.13999938964844
2022-09-21,97.76000213623047
2022-09-22,95.6500015258789
2022-09-23,94.33999633789062
2022-09-26,92.87000274658203
2022-09-27,93.26000213623047
2022-09-28,92.95999908447266
2022-09-29,89.26000213623047
2022-09-30,85.2699966430664
2022-10-03,87.87999725341797
2022-10-04,92.18000030517578
2022-10-05,93.33999633789062
2022-10-06,92.61000061035156
2022-10-07,87.19999694824219
2022-10-10,83.91999816894531
2022-10-11,81.16000366210938
2022-10-12,79.37999725341797
2022-10-13,83.80000305175781
2022-10-14,80.63999938964844
2022-10-17,81.81999969482422
2022-10-18,81.88999938964844
2022-10-19,81.69000244140625
2022-10-20,81.44000244140625
2022-10-21,84.13999938964844
2022-10-24,84.95999908447266
2022-10-25,86.68000030517578
2022-10-26,85.63999938964844
2022-10-27,83.83999633789062
2022-10-28,88.05999755859375
2022-10-31,86.01000213623047
2022-11-01,86.41999816894531
2022-11-02,83.38999938964844
2022-11-03,82.33999633789062
2022-11-04,87.93000030517578
2022-11-07,88.25
2022-11-08,88.66000366210938
2022-11-09,85.55000305175781
2022-11-10,93.2300033569336
2022-11-11,96.3499984741211
2022-11-14,94.0999984741211
2022-11-15,96.54000091552734
2022-11-16,92.38999938964844
2022-11-17,93.75
2022-11-18,94.33000183105469
2022-11-21,92.08000183105469
2022-11-22,94.18000030517578
2022-11-23,94.98999786376953
2022-11-25,92.91000366210938
2022-11-28,91.23999786376953
2022-11-29,90.2699966430664
2022-11-30,95.62000274658203
2022-12-01,94.97000122070312
2022-12-02,93.95999908447266
2022-12-05,93.73999786376953
2022-12-06,92.23999786376953
2022-12-07,91.95999908447266
2022-12-08,95.16999816894531
2022-12-09,94.5199966430664
2022-12-12,96.72000122070312
2022-12-13,98.26000213623047
2022-12-14,97.05999755859375
2022-12-15,93.73999786376953
2022-12-16,93.01000213623047
2022-12-19,91.68000030517578
2022-12-20,89.5999984741211
2022-12-21,91.9000015258789
2022-12-22,88.7300033569336
2022-12-23,88.8499984741211
2022-12-27,88.05999755859375
2022-12-28,86.80000305175781
2022-12-29,90.94000244140625
2022-12-30,91.12999725341797
2023-01-03,90.5
2023-01-04,93.4800033569336
2023-01-05,92.41999816894531
2023-01-06,95.44000244140625
2023-01-09,96.4800033569336
2023-01-10,97.51000213623047
2023-01-11,100.44999694824219
2023-01-12,101.25
2023-01-13,101.61000061035156
2023-01-17,102.56999969482422
2023-01-18,101.80000305175781
2023-01-19,99.91999816894531
2023-01-20,103.05999755859375
2023-01-23,109.61000061035156
2023-01-24,107.30999755859375
2023-01-25,109.41999816894531
2023-01-26,112.0199966430664
2023-01-27,111.16000366210938
2023-01-30,108.58000183105469
2023-01-31,109.66999816894531
2023-02-01,113.12000274658203
2023-02-02,113.37999725341797
