Date,CORT
2022-02-28,22.290000915527344
2022-03-01,23.139999389648438
2022-03-02,24.15999984741211
2022-03-03,24.149999618530273
2022-03-04,23.670000076293945
2022-03-07,24.079999923706055
2022-03-08,24.239999771118164
2022-03-09,25.209999084472656
2022-03-10,24.389999389648438
2022-03-11,24.31999969482422
2022-03-14,23.0
2022-03-15,24.0
2022-03-16,24.239999771118164
2022-03-17,24.540000915527344
2022-03-18,24.969999313354492
2022-03-21,24.6299991607666
2022-03-22,24.229999542236328
2022-03-23,24.219999313354492
2022-03-24,24.1200008392334
2022-03-25,23.969999313354492
2022-03-28,23.950000762939453
2022-03-29,24.780000686645508
2022-03-30,24.18000030517578
2022-03-31,22.520000457763672
2022-04-01,23.649999618530273
2022-04-04,23.799999237060547
2022-04-05,24.110000610351562
2022-04-06,24.59000015258789
2022-04-07,25.299999237060547
2022-04-08,24.860000610351562
2022-04-11,24.059999465942383
2022-04-12,24.239999771118164
2022-04-13,25.25
2022-04-14,24.489999771118164
2022-04-18,23.260000228881836
2022-04-19,23.200000762939453
2022-04-20,22.989999771118164
2022-04-21,22.770000457763672
2022-04-22,22.31999969482422
2022-04-25,22.760000228881836
2022-04-26,21.90999984741211
2022-04-27,21.559999465942383
2022-04-28,21.25
2022-04-29,21.510000228881836
2022-05-02,22.049999237060547
2022-05-03,21.979999542236328
2022-05-04,22.219999313354492
2022-05-05,21.31999969482422
2022-05-06,19.200000762939453
2022-05-09,18.520000457763672
2022-05-10,18.270000457763672
2022-05-11,17.329999923706055
2022-05-12,18.6200008392334
2022-05-13,18.940000534057617
2022-05-16,19.040000915527344
2022-05-17,19.549999237060547
2022-05-18,19.469999313354492
2022-05-19,20.25
2022-05-20,20.420000076293945
2022-05-23,20.049999237060547
2022-05-24,20.0
2022-05-25,19.940000534057617
2022-05-26,20.110000610351562
2022-05-27,21.0
2022-05-31,20.84000015258789
2022-06-01,20.739999771118164
2022-06-02,21.0
2022-06-03,21.360000610351562
2022-06-06,21.420000076293945
2022-06-07,21.420000076293945
2022-06-08,21.59000015258789
2022-06-09,21.56999969482422
2022-06-10,21.40999984741211
2022-06-13,20.56999969482422
2022-06-14,21.100000381469727
2022-06-15,21.100000381469727
2022-06-16,20.389999389648438
2022-06-17,20.700000762939453
2022-06-21,22.030000686645508
2022-06-22,22.34000015258789
2022-06-23,23.25
2022-06-24,23.799999237060547
2022-06-27,25.100000381469727
2022-06-28,24.3799991607666
2022-06-29,24.739999771118164
2022-06-30,23.780000686645508
2022-07-01,25.440000534057617
2022-07-05,25.729999542236328
2022-07-06,26.209999084472656
2022-07-07,27.110000610351562
2022-07-08,27.639999389648438
2022-07-11,25.90999984741211
2022-07-12,26.239999771118164
2022-07-13,26.719999313354492
2022-07-14,27.3700008392334
2022-07-15,27.239999771118164
2022-07-18,26.889999389648438
2022-07-19,27.829999923706055
2022-07-20,27.690000534057617
2022-07-21,27.81999969482422
2022-07-22,26.90999984741211
2022-07-25,26.56999969482422
2022-07-26,26.809999465942383
2022-07-27,29.059999465942383
2022-07-28,29.1200008392334
2022-07-29,28.65999984741211
2022-08-01,27.329999923706055
2022-08-02,28.0
2022-08-03,28.709999084472656
2022-08-04,28.329999923706055
2022-08-05,28.700000762939453
2022-08-08,28.350000381469727
2022-08-09,28.110000610351562
2022-08-10,27.739999771118164
2022-08-11,27.969999313354492
2022-08-12,28.40999984741211
2022-08-15,28.06999969482422
2022-08-16,26.84000015258789
2022-08-17,27.010000228881836
2022-08-18,27.459999084472656
2022-08-19,27.670000076293945
2022-08-22,27.149999618530273
2022-08-23,27.06999969482422
2022-08-24,27.1200008392334
2022-08-25,27.649999618530273
2022-08-26,26.719999313354492
2022-08-29,25.959999084472656
2022-08-30,26.139999389648438
2022-08-31,25.81999969482422
2022-09-01,25.979999542236328
2022-09-02,25.6299991607666
2022-09-06,25.540000915527344
2022-09-07,26.329999923706055
2022-09-08,26.149999618530273
2022-09-09,25.989999771118164
2022-09-12,26.010000228881836
2022-09-13,25.770000457763672
2022-09-14,25.610000610351562
2022-09-15,25.299999237060547
2022-09-16,25.489999771118164
2022-09-19,25.450000762939453
2022-09-20,25.389999389648438
2022-09-21,25.5
2022-09-22,25.209999084472656
2022-09-23,25.079999923706055
2022-09-26,24.700000762939453
2022-09-27,24.950000762939453
2022-09-28,26.040000915527344
2022-09-29,25.540000915527344
2022-09-30,25.639999389648438
2022-10-03,26.059999465942383
2022-10-04,26.56999969482422
2022-10-05,26.3799991607666
2022-10-06,26.84000015258789
2022-10-07,26.479999542236328
2022-10-10,26.06999969482422
2022-10-11,26.530000686645508
2022-10-12,26.5
2022-10-13,27.969999313354492
2022-10-14,27.219999313354492
2022-10-17,27.829999923706055
2022-10-18,28.399999618530273
2022-10-19,27.75
2022-10-20,27.860000610351562
2022-10-21,28.6200008392334
2022-10-24,28.979999542236328
2022-10-25,28.34000015258789
2022-10-26,28.709999084472656
2022-10-27,28.030000686645508
2022-10-28,28.440000534057617
2022-10-31,28.600000381469727
2022-11-01,29.959999084472656
2022-11-02,28.84000015258789
2022-11-03,28.520000457763672
2022-11-04,25.549999237060547
2022-11-07,24.84000015258789
2022-11-08,24.510000228881836
2022-11-09,24.549999237060547
2022-11-10,25.8700008392334
2022-11-11,26.5
2022-11-14,25.81999969482422
2022-11-15,26.690000534057617
2022-11-16,26.40999984741211
2022-11-17,25.969999313354492
2022-11-18,26.510000228881836
2022-11-21,26.06999969482422
2022-11-22,26.040000915527344
2022-11-23,25.989999771118164
2022-11-25,26.100000381469727
2022-11-28,25.3700008392334
2022-11-29,25.559999465942383
2022-11-30,25.280000686645508
2022-12-01,24.940000534057617
2022-12-02,24.979999542236328
2022-12-05,23.399999618530273
2022-12-06,22.860000610351562
2022-12-07,23.520000457763672
2022-12-08,23.010000228881836
2022-12-09,21.3799991607666
2022-12-12,20.84000015258789
2022-12-13,20.860000610351562
2022-12-14,20.649999618530273
2022-12-15,20.18000030517578
2022-12-16,20.09000015258789
2022-12-19,20.299999237060547
2022-12-20,20.520000457763672
2022-12-21,20.559999465942383
2022-12-22,20.600000381469727
2022-12-23,20.649999618530273
2022-12-27,20.010000228881836
2022-12-28,19.950000762939453
2022-12-29,20.479999542236328
2022-12-30,20.309999465942383
2023-01-03,20.170000076293945
2023-01-04,20.239999771118164
2023-01-05,20.5
2023-01-06,20.639999389648438
2023-01-09,20.520000457763672
2023-01-10,20.889999389648438
2023-01-11,21.020000457763672
2023-01-12,21.860000610351562
2023-01-13,22.440000534057617
2023-01-17,22.93000030517578
2023-01-18,23.489999771118164
2023-01-19,23.68000030517578
2023-01-20,23.93000030517578
2023-01-23,24.170000076293945
2023-01-24,22.770000457763672
2023-01-25,23.3799991607666
2023-01-26,22.940000534057617
2023-01-27,23.260000228881836
2023-01-30,22.989999771118164
2023-01-31,22.860000610351562
2023-02-01,23.940000534057617
2023-02-02,24.469999313354492
2023-02-03,24.31999969482422
2023-02-06,23.959999084472656
2023-02-07,23.799999237060547
2023-02-08,23.450000762939453
2023-02-09,23.040000915527344
2023-02-10,23.0
2023-02-13,23.059999465942383
2023-02-14,23.09000015258789
2023-02-15,22.059999465942383
2023-02-16,22.34000015258789
2023-02-17,22.530000686645508
2023-02-21,21.850000381469727
2023-02-22,21.84000015258789
2023-02-23,21.959999084472656
2023-02-24,21.309999465942383
2023-02-27,20.940000534057617
2023-02-28,20.829999923706055
2023-03-01,19.860000610351562
2023-03-02,19.559999465942383
2023-03-03,19.200000762939453
2023-03-06,21.200000762939453
2023-03-07,21.219999313354492
2023-03-08,21.010000228881836
2023-03-09,21.139999389648438
2023-03-10,20.700000762939453
2023-03-13,20.729999542236328
2023-03-14,21.1299991607666
2023-03-15,21.06999969482422
2023-03-16,20.860000610351562
2023-03-17,20.639999389648438
2023-03-20,20.899999618530273
2023-03-21,21.25
2023-03-22,20.84000015258789
2023-03-23,21.110000610351562
2023-03-24,21.770000457763672
2023-03-27,21.639999389648438
2023-03-28,21.850000381469727
2023-03-29,21.770000457763672
2023-03-30,21.6299991607666
2023-03-31,21.65999984741211
2023-04-03,22.510000228881836
2023-04-04,22.020000457763672
2023-04-05,21.81999969482422
2023-04-06,22.290000915527344
2023-04-10,22.6299991607666
2023-04-11,22.059999465942383
2023-04-12,21.739999771118164
2023-04-13,22.530000686645508
2023-04-14,22.170000076293945
2023-04-17,22.459999084472656
2023-04-18,22.149999618530273
2023-04-19,22.100000381469727
2023-04-20,22.299999237060547
2023-04-21,22.459999084472656
2023-04-24,22.5
2023-04-25,22.25
2023-04-26,22.229999542236328
2023-04-27,22.309999465942383
2023-04-28,22.530000686645508
2023-05-01,22.770000457763672
2023-05-02,22.389999389648438
2023-05-03,23.100000381469727
2023-05-04,24.0
2023-05-05,24.06999969482422
2023-05-08,23.760000228881836
2023-05-09,23.81999969482422
2023-05-10,24.0
2023-05-11,23.90999984741211
2023-05-12,23.639999389648438
2023-05-15,24.059999465942383
2023-05-16,24.290000915527344
2023-05-17,24.440000534057617
2023-05-18,24.049999237060547
2023-05-19,24.100000381469727
2023-05-22,24.639999389648438
2023-05-23,25.149999618530273
2023-05-24,24.690000534057617
2023-05-25,24.520000457763672
2023-05-26,23.979999542236328
2023-05-30,23.049999237060547
2023-05-31,23.489999771118164
2023-06-01,22.969999313354492
2023-06-02,23.260000228881836
2023-06-05,23.229999542236328
2023-06-06,23.559999465942383
2023-06-07,23.8700008392334
2023-06-08,24.040000915527344
2023-06-09,23.31999969482422
2023-06-12,23.3799991607666
2023-06-13,23.309999465942383
2023-06-14,22.719999313354492
2023-06-15,23.190000534057617
2023-06-16,23.1299991607666
2023-06-20,22.899999618530273
2023-06-21,22.459999084472656
2023-06-22,22.350000381469727
2023-06-23,21.860000610351562
2023-06-26,21.59000015258789
2023-06-27,21.579999923706055
2023-06-28,21.440000534057617
2023-06-29,21.6299991607666
2023-06-30,22.25
2023-07-03,22.110000610351562
2023-07-05,22.139999389648438
2023-07-06,21.969999313354492
2023-07-07,22.170000076293945
2023-07-10,22.489999771118164
2023-07-11,22.559999465942383
2023-07-12,22.709999084472656
2023-07-13,22.6200008392334
2023-07-14,22.81999969482422
2023-07-17,22.940000534057617
2023-07-18,23.34000015258789
2023-07-19,23.06999969482422
2023-07-20,23.329999923706055
2023-07-21,23.84000015258789
2023-07-24,24.290000915527344
2023-07-25,24.3700008392334
2023-07-26,25.09000015258789
2023-07-27,25.030000686645508
2023-07-28,25.350000381469727
2023-07-31,25.479999542236328
2023-08-01,25.0
2023-08-02,25.010000228881836
2023-08-03,31.239999771118164
2023-08-04,31.190000534057617
2023-08-07,30.229999542236328
2023-08-08,30.479999542236328
2023-08-09,30.170000076293945
2023-08-10,30.700000762939453
2023-08-11,30.8700008392334
2023-08-14,31.06999969482422
2023-08-15,30.959999084472656
2023-08-16,30.559999465942383
2023-08-17,30.510000228881836
2023-08-18,30.93000030517578
2023-08-21,31.420000076293945
2023-08-22,31.700000762939453
2023-08-23,31.809999465942383
2023-08-24,31.770000457763672
2023-08-25,31.729999542236328
2023-08-28,32.220001220703125
2023-08-29,32.83000183105469
2023-08-30,32.869998931884766
2023-08-31,32.72999954223633
2023-09-01,33.099998474121094
2023-09-05,31.649999618530273
2023-09-06,31.530000686645508
2023-09-07,33.150001525878906
2023-09-08,32.939998626708984
2023-09-11,33.040000915527344
2023-09-12,33.029998779296875
2023-09-13,33.619998931884766
2023-09-14,33.79999923706055
2023-09-15,33.470001220703125
2023-09-18,32.31999969482422
2023-09-19,32.970001220703125
2023-09-20,32.040000915527344
2023-09-21,31.93000030517578
2023-09-22,31.639999389648438
2023-09-25,32.31999969482422
2023-09-26,32.470001220703125
2023-09-27,32.369998931884766
2023-09-28,32.9900016784668
2023-09-29,27.25
2023-10-02,26.290000915527344
2023-10-03,26.170000076293945
2023-10-04,25.899999618530273
2023-10-05,26.489999771118164
2023-10-06,26.399999618530273
2023-10-09,26.639999389648438
2023-10-10,27.389999389648438
2023-10-11,27.59000015258789
2023-10-12,27.6200008392334
2023-10-13,27.559999465942383
2023-10-16,28.09000015258789
2023-10-17,28.329999923706055
2023-10-18,28.290000915527344
2023-10-19,28.0
2023-10-20,27.920000076293945
2023-10-23,27.25
2023-10-24,28.049999237060547
2023-10-25,27.510000228881836
2023-10-26,27.559999465942383
2023-10-27,27.260000228881836
2023-10-30,27.329999923706055
2023-10-31,28.079999923706055
2023-11-01,28.09000015258789
2023-11-02,25.290000915527344
2023-11-03,25.6200008392334
2023-11-06,25.90999984741211
2023-11-07,25.739999771118164
2023-11-08,25.760000228881836
2023-11-09,24.90999984741211
2023-11-10,25.030000686645508
2023-11-13,24.81999969482422
2023-11-14,25.440000534057617
2023-11-15,25.3799991607666
2023-11-16,25.110000610351562
2023-11-17,25.90999984741211
2023-11-20,25.940000534057617
2023-11-21,25.420000076293945
2023-11-22,25.34000015258789
2023-11-24,25.329999923706055
