Date,LPLA
2022-02-28,180.9499969482422
2022-03-01,165.3000030517578
2022-03-02,171.82000732421875
2022-03-03,168.17999267578125
2022-03-04,157.11000061035156
2022-03-07,143.6699981689453
2022-03-08,145.27999877929688
2022-03-09,154.8300018310547
2022-03-10,157.4600067138672
2022-03-11,156.80999755859375
2022-03-14,160.33999633789062
2022-03-15,163.0399932861328
2022-03-16,174.47000122070312
2022-03-17,176.9499969482422
2022-03-18,181.00999450683594
2022-03-21,179.97000122070312
2022-03-22,186.3800048828125
2022-03-23,183.8699951171875
2022-03-24,188.33999633789062
2022-03-25,187.60000610351562
2022-03-28,186.7100067138672
2022-03-29,185.5399932861328
2022-03-30,185.6999969482422
2022-03-31,182.67999267578125
2022-04-01,183.3800048828125
2022-04-04,184.38999938964844
2022-04-05,186.39999389648438
2022-04-06,184.33999633789062
2022-04-07,188.5399932861328
2022-04-08,194.97999572753906
2022-04-11,200.32000732421875
2022-04-12,201.0399932861328
2022-04-13,213.27999877929688
2022-04-14,215.24000549316406
2022-04-18,213.02000427246094
2022-04-19,218.52000427246094
2022-04-20,217.89999389648438
2022-04-21,201.9600067138672
2022-04-22,195.6300048828125
2022-04-25,196.5
2022-04-26,188.49000549316406
2022-04-27,190.27000427246094
2022-04-28,193.22999572753906
2022-04-29,187.8699951171875
2022-05-02,190.5
2022-05-03,191.11000061035156
2022-05-04,193.77000427246094
2022-05-05,184.44000244140625
2022-05-06,179.19000244140625
2022-05-09,167.47999572753906
2022-05-10,172.24000549316406
2022-05-11,172.55999755859375
2022-05-12,170.5
2022-05-13,174.3699951171875
2022-05-16,170.6199951171875
2022-05-17,178.05999755859375
2022-05-18,172.4199981689453
2022-05-19,173.77999877929688
2022-05-20,176.83999633789062
2022-05-23,183.67999267578125
2022-05-24,183.94000244140625
2022-05-25,188.30999755859375
2022-05-26,194.64999389648438
2022-05-27,200.77999877929688
2022-05-31,196.19000244140625
2022-06-01,192.0399932861328
2022-06-02,198.2899932861328
2022-06-03,198.0500030517578
2022-06-06,199.02000427246094
2022-06-07,203.6999969482422
2022-06-08,202.75999450683594
2022-06-09,195.1300048828125
2022-06-10,188.64999389648438
2022-06-13,180.33999633789062
2022-06-14,188.52999877929688
2022-06-15,188.6999969482422
2022-06-16,183.0399932861328
2022-06-17,185.38999938964844
2022-06-21,191.7100067138672
2022-06-22,187.58999633789062
2022-06-23,177.77999877929688
2022-06-24,188.82000732421875
2022-06-27,192.1999969482422
2022-06-28,191.44000244140625
2022-06-29,186.35000610351562
2022-06-30,184.47999572753906
2022-07-01,181.22999572753906
2022-07-05,185.39999389648438
2022-07-06,176.49000549316406
2022-07-07,180.67999267578125
2022-07-08,181.83999633789062
2022-07-11,176.50999450683594
2022-07-12,177.67999267578125
2022-07-13,176.9199981689453
2022-07-14,172.52999877929688
2022-07-15,178.8300018310547
2022-07-18,178.9600067138672
2022-07-19,187.00999450683594
2022-07-20,191.85000610351562
2022-07-21,194.25
2022-07-22,192.38999938964844
2022-07-25,195.9199981689453
2022-07-26,194.1199951171875
2022-07-27,197.1199951171875
2022-07-28,203.58999633789062
2022-07-29,209.9199981689453
2022-08-01,207.0
2022-08-02,211.13999938964844
2022-08-03,217.05999755859375
2022-08-04,219.2899932861328
2022-08-05,225.13999938964844
2022-08-08,222.8300018310547
2022-08-09,228.02000427246094
2022-08-10,224.02999877929688
2022-08-11,223.72000122070312
2022-08-12,227.5800018310547
2022-08-15,226.02999877929688
2022-08-16,229.1300048828125
2022-08-17,231.82000732421875
2022-08-18,231.9499969482422
2022-08-19,224.38999938964844
2022-08-22,221.0
2022-08-23,222.7899932861328
2022-08-24,225.25999450683594
2022-08-25,228.52999877929688
2022-08-26,226.16000366210938
2022-08-29,224.0399932861328
2022-08-30,222.42999267578125
2022-08-31,221.3300018310547
2022-09-01,222.47000122070312
2022-09-02,219.25
2022-09-06,220.8300018310547
2022-09-07,223.7899932861328
2022-09-08,229.2899932861328
2022-09-09,231.25999450683594
2022-09-12,232.0
2022-09-13,231.50999450683594
2022-09-14,232.8800048828125
2022-09-15,233.1999969482422
2022-09-16,229.91000366210938
2022-09-19,231.72000122070312
2022-09-20,229.16000366210938
2022-09-21,228.52000427246094
2022-09-22,229.64999389648438
2022-09-23,221.33999633789062
2022-09-26,215.02000427246094
2022-09-27,218.50999450683594
2022-09-28,222.25
2022-09-29,216.47000122070312
2022-09-30,218.47999572753906
2022-10-03,225.57000732421875
2022-10-04,239.8800048828125
2022-10-05,241.38999938964844
2022-10-06,246.4199981689453
2022-10-07,242.47999572753906
2022-10-10,243.99000549316406
2022-10-11,239.83999633789062
2022-10-12,240.58999633789062
2022-10-13,248.27000427246094
2022-10-14,238.5399932861328
2022-10-17,238.0
2022-10-18,242.10000610351562
2022-10-19,237.05999755859375
2022-10-20,235.27000427246094
2022-10-21,238.52000427246094
2022-10-24,240.66000366210938
2022-10-25,244.97999572753906
2022-10-26,249.0
2022-10-27,252.33999633789062
2022-10-28,260.19000244140625
2022-10-31,255.64999389648438
2022-11-01,259.7099914550781
2022-11-02,258.9100036621094
2022-11-03,263.0899963378906
2022-11-04,266.92999267578125
2022-11-07,267.8500061035156
2022-11-08,269.1700134277344
2022-11-09,258.1099853515625
2022-11-10,242.50999450683594
2022-11-11,228.1300048828125
2022-11-14,230.83999633789062
2022-11-15,234.9199981689453
2022-11-16,218.4199981689453
2022-11-17,217.60000610351562
2022-11-18,218.22000122070312
2022-11-21,222.72999572753906
2022-11-22,231.57000732421875
2022-11-23,226.14999389648438
2022-11-25,231.75999450683594
2022-11-28,234.97999572753906
2022-11-29,239.91000366210938
2022-11-30,236.7100067138672
2022-12-01,232.88999938964844
2022-12-02,235.7100067138672
2022-12-05,223.4199981689453
2022-12-06,227.0500030517578
2022-12-07,224.4600067138672
2022-12-08,222.0399932861328
2022-12-09,221.0399932861328
2022-12-12,222.36000061035156
2022-12-13,213.36000061035156
2022-12-14,214.4499969482422
2022-12-15,209.32000732421875
2022-12-16,206.94000244140625
2022-12-19,209.14999389648438
2022-12-20,209.19000244140625
2022-12-21,212.44000244140625
2022-12-22,211.11000061035156
2022-12-23,215.75
2022-12-27,213.61000061035156
2022-12-28,212.99000549316406
2022-12-29,214.82000732421875
2022-12-30,216.1699981689453
2023-01-03,217.2100067138672
2023-01-04,213.39999389648438
2023-01-05,220.0
2023-01-06,222.33999633789062
2023-01-09,222.5
2023-01-10,225.77999877929688
2023-01-11,220.72000122070312
2023-01-12,227.22999572753906
2023-01-13,230.2899932861328
2023-01-17,232.7899932861328
2023-01-18,229.88999938964844
2023-01-19,220.44000244140625
2023-01-20,224.3000030517578
2023-01-23,226.9499969482422
2023-01-24,230.91000366210938
2023-01-25,231.94000244140625
2023-01-26,232.24000549316406
2023-01-27,232.0
2023-01-30,232.4499969482422
2023-01-31,237.1199951171875
2023-02-01,235.5500030517578
2023-02-02,224.52999877929688
2023-02-03,234.92999267578125
2023-02-06,237.1999969482422
2023-02-07,245.99000549316406
2023-02-08,246.2100067138672
2023-02-09,242.25
2023-02-10,240.1199951171875
2023-02-13,242.5
2023-02-14,245.02000427246094
2023-02-15,247.91000366210938
2023-02-16,248.19000244140625
2023-02-17,249.99000549316406
2023-02-21,245.80999755859375
2023-02-22,244.6300048828125
2023-02-23,242.89999389648438
2023-02-24,247.3000030517578
2023-02-27,246.5500030517578
2023-02-28,249.55999755859375
2023-03-01,253.8000030517578
2023-03-02,255.5500030517578
2023-03-03,255.57000732421875
2023-03-06,253.42999267578125
2023-03-07,254.02999877929688
2023-03-08,253.14999389648438
2023-03-09,242.49000549316406
2023-03-10,231.55999755859375
2023-03-13,202.6999969482422
2023-03-14,205.97000122070312
2023-03-15,195.50999450683594
2023-03-16,202.63999938964844
2023-03-17,195.47000122070312
2023-03-20,205.63999938964844
2023-03-21,214.8000030517578
2023-03-22,205.0399932861328
2023-03-23,203.8800048828125
2023-03-24,192.0
2023-03-27,200.5
2023-03-28,199.64999389648438
2023-03-29,201.11000061035156
2023-03-30,198.94000244140625
2023-03-31,202.39999389648438
2023-04-03,197.58999633789062
2023-04-04,191.89999389648438
2023-04-05,191.19000244140625
2023-04-06,190.72000122070312
2023-04-10,197.52999877929688
2023-04-11,195.27000427246094
2023-04-12,196.75999450683594
2023-04-13,199.44000244140625
2023-04-14,202.99000549316406
2023-04-17,204.2899932861328
2023-04-18,203.4600067138672
2023-04-19,206.77999877929688
2023-04-20,205.36000061035156
2023-04-21,203.8800048828125
2023-04-24,205.38999938964844
2023-04-25,200.50999450683594
2023-04-26,199.47000122070312
2023-04-27,203.00999450683594
2023-04-28,208.83999633789062
2023-05-01,211.42999267578125
2023-05-02,196.13999938964844
2023-05-03,187.6699981689453
2023-05-04,180.9499969482422
2023-05-05,190.82000732421875
2023-05-08,193.14999389648438
2023-05-09,192.5
2023-05-10,190.35000610351562
2023-05-11,187.9600067138672
2023-05-12,187.92999267578125
2023-05-15,191.10000610351562
2023-05-16,189.88999938964844
2023-05-17,195.5399932861328
2023-05-18,196.75
2023-05-19,197.97999572753906
2023-05-22,198.0399932861328
2023-05-23,197.02999877929688
2023-05-24,193.61000061035156
2023-05-25,198.05999755859375
2023-05-26,197.6999969482422
2023-05-30,198.52000427246094
2023-05-31,194.77999877929688
2023-06-01,195.7899932861328
2023-06-02,202.77000427246094
2023-06-05,199.99000549316406
2023-06-06,200.35000610351562
2023-06-07,204.8800048828125
2023-06-08,200.67999267578125
2023-06-09,204.52000427246094
2023-06-12,196.72999572753906
2023-06-13,200.10000610351562
2023-06-14,205.61000061035156
2023-06-15,213.97000122070312
2023-06-16,208.97999572753906
2023-06-20,209.2100067138672
2023-06-21,210.6300048828125
2023-06-22,209.75
2023-06-23,208.24000549316406
2023-06-26,211.3800048828125
2023-06-27,212.74000549316406
2023-06-28,211.4600067138672
2023-06-29,217.89999389648438
2023-06-30,217.42999267578125
2023-07-03,220.50999450683594
2023-07-05,218.49000549316406
2023-07-06,220.5399932861328
2023-07-07,224.82000732421875
2023-07-10,221.14999389648438
2023-07-11,222.24000549316406
2023-07-12,219.60000610351562
2023-07-13,221.6199951171875
2023-07-14,220.47999572753906
2023-07-17,225.83999633789062
2023-07-18,233.94000244140625
2023-07-19,229.25999450683594
2023-07-20,232.9499969482422
2023-07-21,230.38999938964844
2023-07-24,232.07000732421875
2023-07-25,233.22000122070312
2023-07-26,236.11000061035156
2023-07-27,236.86000061035156
2023-07-28,226.85000610351562
2023-07-31,229.36000061035156
2023-08-01,233.1300048828125
2023-08-02,231.9499969482422
2023-08-03,236.8000030517578
2023-08-04,231.22999572753906
2023-08-07,234.13999938964844
2023-08-08,230.77999877929688
2023-08-09,224.92999267578125
2023-08-10,225.2100067138672
2023-08-11,225.6199951171875
2023-08-14,227.4499969482422
2023-08-15,222.19000244140625
2023-08-16,221.38999938964844
2023-08-17,219.19000244140625
2023-08-18,225.11000061035156
2023-08-21,231.97000122070312
2023-08-22,228.82000732421875
2023-08-23,229.16000366210938
2023-08-24,234.5399932861328
2023-08-25,234.1300048828125
2023-08-28,236.6999969482422
2023-08-29,233.08999633789062
2023-08-30,233.38999938964844
2023-08-31,230.58999633789062
2023-09-01,234.35000610351562
2023-09-05,233.3699951171875
2023-09-06,234.58999633789062
2023-09-07,235.55999755859375
2023-09-08,242.5
2023-09-11,240.8800048828125
2023-09-12,242.72999572753906
2023-09-13,242.8300018310547
2023-09-14,245.49000549316406
2023-09-15,247.0800018310547
2023-09-18,246.5
2023-09-19,247.52000427246094
2023-09-20,246.67999267578125
2023-09-21,238.8699951171875
2023-09-22,241.14999389648438
2023-09-25,240.6699981689453
2023-09-26,237.58999633789062
2023-09-27,237.05999755859375
2023-09-28,238.86000061035156
2023-09-29,237.64999389648438
2023-10-02,238.17999267578125
2023-10-03,230.6999969482422
2023-10-04,232.5500030517578
2023-10-05,234.83999633789062
2023-10-06,239.77000427246094
2023-10-09,236.8000030517578
2023-10-10,237.1699981689453
2023-10-11,233.3800048828125
2023-10-12,227.8300018310547
2023-10-13,227.86000061035156
