Date,LPLA
2023-10-16,232.1199951171875
2023-10-17,238.07000732421875
2023-10-18,232.74000549316406
2023-10-19,225.8800048828125
2023-10-20,221.55999755859375
2023-10-23,219.17999267578125
2023-10-24,220.0399932861328
2023-10-25,216.2100067138672
2023-10-26,221.92999267578125
2023-10-27,221.4600067138672
2023-10-30,223.2899932861328
2023-10-31,224.52000427246094
2023-11-01,218.47999572753906
2023-11-02,219.57000732421875
2023-11-03,218.02999877929688
2023-11-06,220.91000366210938
2023-11-07,221.38999938964844
2023-11-08,223.13999938964844
2023-11-09,226.9600067138672
2023-11-10,228.57000732421875
2023-11-13,226.57000732421875
2023-11-14,222.05999755859375
2023-11-15,221.49000549316406
2023-11-16,221.02000427246094
2023-11-17,224.4600067138672
2023-11-20,225.11000061035156
2023-11-21,227.7100067138672
2023-11-22,226.33999633789062
2023-11-24,228.85000610351562
2023-11-27,230.61000061035156
2023-11-28,216.4600067138672
2023-11-29,216.82000732421875
2023-11-30,222.3000030517578
2023-12-01,221.99000549316406
2023-12-04,222.41000366210938
2023-12-05,222.0500030517578
2023-12-06,216.8000030517578
2023-12-07,216.33999633789062
2023-12-08,224.11000061035156
2023-12-11,225.3300018310547
2023-12-12,228.0
2023-12-13,214.6999969482422
2023-12-14,214.8300018310547
2023-12-15,209.88999938964844
2023-12-18,218.22999572753906
2023-12-19,222.60000610351562
2023-12-20,221.58999633789062
2023-12-21,223.00999450683594
2023-12-22,225.75999450683594
2023-12-26,227.27999877929688
2023-12-27,227.6699981689453
2023-12-28,228.4600067138672
2023-12-29,227.6199951171875
2024-01-02,230.75
2024-01-03,232.72999572753906
2024-01-04,232.67999267578125
2024-01-05,234.5500030517578
2024-01-08,237.55999755859375
2024-01-09,232.85000610351562
2024-01-10,234.1699981689453
2024-01-11,232.91000366210938
2024-01-12,230.92999267578125
2024-01-16,233.05999755859375
2024-01-17,234.0800018310547
2024-01-18,236.63999938964844
2024-01-19,239.60000610351562
2024-01-22,242.1699981689453
2024-01-23,241.13999938964844
2024-01-24,242.07000732421875
2024-01-25,240.67999267578125
2024-01-26,243.00999450683594
2024-01-29,240.27999877929688
2024-01-30,244.30999755859375
2024-01-31,239.19000244140625
2024-02-01,240.4600067138672
2024-02-02,251.2100067138672
2024-02-05,248.22999572753906
2024-02-06,241.5
2024-02-07,243.8000030517578
2024-02-08,243.80999755859375
2024-02-09,248.1300048828125
2024-02-12,251.44000244140625
2024-02-13,257.79998779296875
2024-02-14,255.0
2024-02-15,257.4599914550781
2024-02-16,257.6600036621094
2024-02-20,255.86000061035156
2024-02-21,256.5
2024-02-22,262.6499938964844
2024-02-23,263.3599853515625
2024-02-26,267.92999267578125
2024-02-27,267.95001220703125
2024-02-28,268.3699951171875
2024-02-29,267.8900146484375
2024-03-01,266.239990234375
2024-03-04,267.70001220703125
2024-03-05,264.3500061035156
2024-03-06,266.70001220703125
2024-03-07,268.75
2024-03-08,263.9800109863281
2024-03-11,264.1099853515625
2024-03-12,265.260009765625
2024-03-13,262.57000732421875
2024-03-14,264.239990234375
2024-03-15,268.44000244140625
2024-03-18,269.75
2024-03-19,269.7099914550781
2024-03-20,268.8599853515625
2024-03-21,273.7699890136719
2024-03-22,260.3699951171875
2024-03-25,262.5299987792969
2024-03-26,260.2200012207031
2024-03-27,262.5899963378906
2024-03-28,264.20001220703125
2024-04-01,266.3599853515625
2024-04-02,263.70001220703125
2024-04-03,263.3299865722656
2024-04-04,256.4100036621094
2024-04-05,260.29998779296875
2024-04-08,261.29998779296875
2024-04-09,258.2099914550781
2024-04-10,259.5400085449219
2024-04-11,263.32000732421875
2024-04-12,261.1199951171875
2024-04-15,263.0
2024-04-16,260.1099853515625
2024-04-17,259.1099853515625
2024-04-18,259.7699890136719
2024-04-19,262.5899963378906
2024-04-22,264.2900085449219
2024-04-23,266.8999938964844
2024-04-24,264.5400085449219
2024-04-25,265.4200134277344
2024-04-26,266.32000732421875
2024-04-29,273.9100036621094
2024-04-30,269.1300048828125
2024-05-01,265.489990234375
2024-05-02,269.4700012207031
2024-05-03,270.7900085449219
2024-05-06,272.6499938964844
2024-05-07,268.9700012207031
2024-05-08,267.0299987792969
2024-05-09,264.82000732421875
2024-05-10,268.6400146484375
2024-05-13,267.42999267578125
2024-05-14,268.4100036621094
2024-05-15,267.7699890136719
2024-05-16,267.5400085449219
2024-05-17,267.7699890136719
2024-05-20,269.4200134277344
2024-05-21,269.6499938964844
2024-05-22,272.6700134277344
2024-05-23,274.489990234375
2024-05-24,284.3999938964844
2024-05-28,282.8500061035156
2024-05-29,279.8999938964844
2024-05-30,279.3800048828125
2024-05-31,286.2099914550781
2024-06-03,285.94000244140625
2024-06-04,282.989990234375
2024-06-05,284.8299865722656
2024-06-06,280.17999267578125
2024-06-07,280.05999755859375
2024-06-10,280.8599853515625
2024-06-11,279.1400146484375
2024-06-12,278.989990234375
2024-06-13,279.1600036621094
2024-06-14,277.1700134277344
2024-06-17,281.1600036621094
2024-06-18,282.7699890136719
2024-06-20,288.82000732421875
2024-06-21,279.6400146484375
2024-06-24,277.67999267578125
2024-06-25,276.0
2024-06-26,274.8999938964844
2024-06-27,276.4100036621094
2024-06-28,279.29998779296875
2024-07-01,282.1000061035156
2024-07-02,282.0
2024-07-03,279.3699951171875
2024-07-05,276.010009765625
2024-07-08,272.5199890136719
2024-07-09,273.2200012207031
2024-07-10,272.94000244140625
2024-07-11,265.2200012207031
2024-07-12,263.6600036621094
2024-07-15,263.95001220703125
2024-07-16,239.6300048828125
2024-07-17,226.10000610351562
2024-07-18,218.9199981689453
2024-07-19,211.6199951171875
2024-07-22,214.0500030517578
2024-07-23,220.5
2024-07-24,227.0
2024-07-25,239.1999969482422
2024-07-26,221.24000549316406
2024-07-29,215.50999450683594
2024-07-30,221.5800018310547
2024-07-31,221.52000427246094
2024-08-01,214.74000549316406
2024-08-02,198.0500030517578
2024-08-05,193.0
2024-08-06,193.32000732421875
2024-08-07,195.11000061035156
2024-08-08,198.22999572753906
2024-08-09,196.22999572753906
2024-08-12,200.0
2024-08-13,199.33999633789062
2024-08-14,216.57000732421875
2024-08-15,219.66000366210938
2024-08-16,220.5
2024-08-19,221.42999267578125
2024-08-20,219.30999755859375
2024-08-21,223.0500030517578
2024-08-22,219.30999755859375
2024-08-23,223.82000732421875
2024-08-26,225.3300018310547
2024-08-27,227.2100067138672
2024-08-28,220.89999389648438
2024-08-29,222.83999633789062
2024-08-30,224.33999633789062
2024-09-03,219.7100067138672
2024-09-04,219.3300018310547
2024-09-05,215.8699951171875
2024-09-06,211.42999267578125
2024-09-09,210.19000244140625
2024-09-10,209.47999572753906
2024-09-11,209.4600067138672
2024-09-12,206.97999572753906
2024-09-13,205.7100067138672
2024-09-16,208.13999938964844
2024-09-17,210.50999450683594
2024-09-18,212.10000610351562
2024-09-19,220.8300018310547
2024-09-20,215.52000427246094
2024-09-23,220.82000732421875
2024-09-24,222.0
2024-09-25,230.35000610351562
2024-09-26,229.27000427246094
2024-09-27,230.86000061035156
2024-09-30,232.6300048828125
2024-10-01,229.85000610351562
2024-10-02,231.07000732421875
2024-10-03,235.83999633789062
2024-10-04,243.02000427246094
2024-10-07,239.1699981689453
2024-10-08,238.7100067138672
2024-10-09,245.8300018310547
2024-10-10,243.36000061035156
2024-10-11,248.08999633789062
2024-10-14,249.7100067138672
2024-10-15,252.1999969482422
2024-10-16,254.77999877929688
2024-10-17,262.2200012207031
2024-10-18,258.6199951171875
2024-10-21,256.3500061035156
2024-10-22,256.0799865722656
2024-10-23,258.0
2024-10-24,262.0400085449219
2024-10-25,260.92999267578125
2024-10-28,264.29998779296875
2024-10-29,265.6300048828125
2024-10-30,264.0199890136719
2024-10-31,282.17999267578125
2024-11-01,280.80999755859375
2024-11-04,273.9800109863281
2024-11-05,275.80999755859375
2024-11-06,308.1600036621094
2024-11-07,304.8999938964844
2024-11-08,312.25
2024-11-11,317.92999267578125
2024-11-12,317.239990234375
2024-11-13,314.67999267578125
2024-11-14,314.5400085449219
2024-11-15,314.0199890136719
2024-11-18,314.7699890136719
2024-11-19,314.5299987792969
2024-11-20,317.04998779296875
2024-11-21,323.239990234375
