Date,FWONA
2022-02-28,55.1669921875
2022-03-01,53.9980354309082
2022-03-02,55.2062873840332
2022-03-03,54.400787353515625
2022-03-04,52.504913330078125
2022-03-07,50.73674011230469
2022-03-08,50.12770080566406
2022-03-09,51.40471649169922
2022-03-10,51.38507080078125
2022-03-11,51.61100387573242
2022-03-14,51.45383071899414
2022-03-15,51.83693313598633
2022-03-16,53.192535400390625
2022-03-17,53.16306686401367
2022-03-18,53.61492919921875
2022-03-21,54.98035430908203
2022-03-22,57.60314178466797
2022-03-23,58.96856689453125
2022-03-24,59.57760238647461
2022-03-25,60.235755920410156
2022-03-28,59.420433044433594
2022-03-29,59.97053146362305
2022-03-30,62.053043365478516
2022-03-31,62.01375198364258
2022-04-01,62.151275634765625
2022-04-04,62.249507904052734
2022-04-05,61.87622833251953
2022-04-06,61.620826721191406
2022-04-07,61.59135437011719
2022-04-08,62.053043365478516
2022-04-11,61.92534255981445
2022-04-12,60.6876220703125
2022-04-13,61.63064956665039
2022-04-14,61.09037399291992
2022-04-18,61.07072830200195
2022-04-19,61.14931106567383
2022-04-20,61.17878341674805
2022-04-21,62.03339767456055
2022-04-22,59.842830657958984
2022-04-25,60.02946853637695
2022-04-26,58.438114166259766
2022-04-27,58.36935043334961
2022-04-28,58.14341735839844
2022-04-29,56.40471649169922
2022-05-02,56.67976379394531
2022-05-03,56.620826721191406
2022-05-04,56.93516540527344
2022-05-05,55.088409423828125
2022-05-06,55.66797637939453
2022-05-09,50.36345672607422
2022-05-10,51.38507080078125
2022-05-11,52.58349609375
2022-05-12,53.16306686401367
2022-05-13,55.088409423828125
2022-05-16,54.43025588989258
2022-05-17,55.0
2022-05-18,53.624755859375
2022-05-19,54.98035430908203
2022-05-20,56.198429107666016
2022-05-23,54.764244079589844
2022-05-24,54.52848815917969
2022-05-25,55.28487014770508
2022-05-26,55.756385803222656
2022-05-27,57.16109848022461
2022-05-31,56.01178741455078
2022-06-01,56.09037399291992
2022-06-02,56.75835037231445
2022-06-03,56.12966537475586
2022-06-06,56.561885833740234
2022-06-07,56.620826721191406
2022-06-08,55.756385803222656
2022-06-09,56.07072830200195
2022-06-10,53.85068893432617
2022-06-13,52.180747985839844
2022-06-14,52.38703155517578
2022-06-15,54.96070861816406
2022-06-16,53.192535400390625
2022-06-17,53.93909454345703
2022-06-21,54.469547271728516
2022-06-22,53.83103942871094
2022-06-23,55.17681884765625
2022-06-24,57.082515716552734
2022-06-27,56.85658264160156
2022-06-28,56.84675979614258
2022-06-29,56.67976379394531
2022-06-30,56.94498825073242
2022-07-01,55.7269172668457
2022-07-05,55.30451965332031
2022-07-06,54.69548034667969
2022-07-07,55.599212646484375
2022-07-08,54.96070861816406
2022-07-11,54.00785827636719
2022-07-12,53.30059051513672
2022-07-13,54.587425231933594
2022-07-14,53.536346435546875
2022-07-15,54.13555908203125
2022-07-18,54.38113784790039
2022-07-19,55.74656295776367
2022-07-20,56.67976379394531
2022-07-21,57.39685821533203
2022-07-22,57.22003936767578
2022-07-25,57.308448791503906
2022-07-26,57.1021614074707
2022-07-27,57.848724365234375
2022-07-28,58.76227951049805
2022-07-29,60.8939094543457
2022-08-01,60.74656295776367
2022-08-02,59.302555084228516
2022-08-03,59.34184646606445
2022-08-04,59.43025588989258
2022-08-05,56.28683853149414
2022-08-08,58.32023620605469
2022-08-09,58.64440155029297
2022-08-10,60.952850341796875
2022-08-11,59.587425231933594
2022-08-12,60.108055114746094
2022-08-15,60.29469680786133
2022-08-16,61.61100387573242
2022-08-17,62.0628662109375
2022-08-18,61.40471649169922
2022-08-19,61.16896057128906
2022-08-22,60.46168899536133
2022-08-23,60.38310241699219
2022-08-24,60.854618072509766
2022-08-25,61.296661376953125
2022-08-26,61.4145393371582
2022-08-29,60.81532287597656
2022-08-30,59.33202362060547
2022-08-31,57.1021614074707
2022-09-01,56.85658264160156
2022-09-02,57.2691535949707
2022-09-06,56.75835037231445
2022-09-07,56.463653564453125
2022-09-08,57.170921325683594
2022-09-09,58.44793701171875
2022-09-12,60.6876220703125
2022-09-13,58.59528350830078
2022-09-14,57.68172836303711
2022-09-15,56.69940948486328
2022-09-16,55.756385803222656
2022-09-19,56.316307067871094
2022-09-20,54.7937126159668
2022-09-21,52.868370056152344
2022-09-22,52.829078674316406
2022-09-23,51.28683853149414
2022-09-26,51.43418502807617
2022-09-27,51.67976379394531
2022-09-28,51.61100387573242
2022-09-29,50.73674011230469
2022-09-30,51.59135437011719
