Date,AAL
2022-02-28,17.25
2022-03-01,16.290000915527344
2022-03-02,16.3700008392334
2022-03-03,15.710000038146973
2022-03-04,14.59000015258789
2022-03-07,12.84000015258789
2022-03-08,13.510000228881836
2022-03-09,14.300000190734863
2022-03-10,14.199999809265137
2022-03-11,14.020000457763672
2022-03-14,14.25
2022-03-15,15.569999694824219
2022-03-16,16.469999313354492
2022-03-17,16.549999237060547
2022-03-18,16.75
2022-03-21,16.09000015258789
2022-03-22,16.559999465942383
2022-03-23,16.209999084472656
2022-03-24,16.719999313354492
2022-03-25,17.010000228881836
2022-03-28,17.299999237060547
2022-03-29,18.15999984741211
2022-03-30,18.049999237060547
2022-03-31,18.25
2022-04-01,18.239999771118164
2022-04-04,18.229999542236328
2022-04-05,17.84000015258789
2022-04-06,17.3799991607666
2022-04-07,16.950000762939453
2022-04-08,16.59000015258789
2022-04-11,16.969999313354492
2022-04-12,17.1299991607666
2022-04-13,18.950000762939453
2022-04-14,19.0
2022-04-18,18.540000915527344
2022-04-19,19.59000015258789
2022-04-20,19.479999542236328
2022-04-21,20.219999313354492
2022-04-22,20.18000030517578
2022-04-25,19.979999542236328
2022-04-26,18.770000457763672
2022-04-27,18.969999313354492
2022-04-28,19.43000030517578
2022-04-29,18.770000457763672
2022-05-02,18.559999465942383
2022-05-03,19.1299991607666
2022-05-04,19.6200008392334
2022-05-05,18.540000915527344
2022-05-06,17.84000015258789
2022-05-09,16.31999969482422
2022-05-10,16.56999969482422
2022-05-11,15.970000267028809
2022-05-12,15.489999771118164
2022-05-13,16.579999923706055
2022-05-16,16.549999237060547
2022-05-17,17.81999969482422
2022-05-18,16.889999389648438
2022-05-19,16.75
2022-05-20,16.260000228881836
2022-05-23,16.75
2022-05-24,15.5
2022-05-25,16.1299991607666
2022-05-26,17.239999771118164
2022-05-27,18.1299991607666
2022-05-31,17.8700008392334
2022-06-01,17.290000915527344
2022-06-02,17.459999084472656
2022-06-03,16.219999313354492
2022-06-06,16.299999237060547
2022-06-07,16.690000534057617
2022-06-08,16.149999618530273
2022-06-09,15.470000267028809
2022-06-10,14.710000038146973
2022-06-13,13.319999694824219
2022-06-14,12.949999809265137
2022-06-15,13.3100004196167
2022-06-16,12.15999984741211
2022-06-17,12.9399995803833
2022-06-21,13.039999961853027
2022-06-22,13.100000381469727
2022-06-23,12.979999542236328
2022-06-24,13.899999618530273
2022-06-27,13.5600004196167
2022-06-28,13.5
2022-06-29,13.029999732971191
2022-06-30,12.680000305175781
2022-07-01,13.130000114440918
2022-07-05,13.880000114440918
2022-07-06,13.890000343322754
2022-07-07,14.100000381469727
2022-07-08,13.970000267028809
2022-07-11,13.430000305175781
2022-07-12,14.770000457763672
2022-07-13,14.3100004196167
2022-07-14,14.25
2022-07-15,14.470000267028809
2022-07-18,14.539999961853027
2022-07-19,15.15999984741211
2022-07-20,15.210000038146973
2022-07-21,14.079999923706055
2022-07-22,13.680000305175781
2022-07-25,13.75
2022-07-26,13.430000305175781
2022-07-27,13.970000267028809
2022-07-28,13.760000228881836
2022-07-29,13.710000038146973
2022-08-01,14.279999732971191
2022-08-02,14.0600004196167
2022-08-03,14.630000114440918
2022-08-04,14.859999656677246
2022-08-05,14.739999771118164
2022-08-08,15.020000457763672
2022-08-09,14.619999885559082
2022-08-10,15.069999694824219
2022-08-11,14.989999771118164
2022-08-12,15.25
2022-08-15,15.329999923706055
2022-08-16,15.5
2022-08-17,14.960000038146973
2022-08-18,14.84000015258789
2022-08-19,14.170000076293945
2022-08-22,13.710000038146973
2022-08-23,13.819999694824219
2022-08-24,13.989999771118164
2022-08-25,14.420000076293945
2022-08-26,13.739999771118164
2022-08-29,13.510000228881836
2022-08-30,13.329999923706055
2022-08-31,12.989999771118164
2022-09-01,12.930000305175781
2022-09-02,12.989999771118164
2022-09-06,13.220000267028809
2022-09-07,13.890000343322754
2022-09-08,13.960000038146973
2022-09-09,14.1899995803833
2022-09-12,14.470000267028809
2022-09-13,13.680000305175781
2022-09-14,14.029999732971191
2022-09-15,14.270000457763672
2022-09-16,13.75
2022-09-19,14.210000038146973
2022-09-20,13.970000267028809
2022-09-21,13.229999542236328
2022-09-22,12.710000038146973
2022-09-23,12.210000038146973
2022-09-26,11.859999656677246
2022-09-27,12.270000457763672
2022-09-28,12.75
2022-09-29,12.25
2022-09-30,12.039999961853027
2022-10-03,11.920000076293945
2022-10-04,12.949999809265137
2022-10-05,12.869999885559082
2022-10-06,12.729999542236328
2022-10-07,12.180000305175781
2022-10-10,12.050000190734863
2022-10-11,12.260000228881836
2022-10-12,12.699999809265137
2022-10-13,13.050000190734863
2022-10-14,13.109999656677246
2022-10-17,13.199999809265137
2022-10-18,13.699999809265137
2022-10-19,13.989999771118164
2022-10-20,13.460000038146973
2022-10-21,13.710000038146973
2022-10-24,14.100000381469727
2022-10-25,14.289999961853027
2022-10-26,14.0
2022-10-27,13.970000267028809
2022-10-28,14.0
2022-10-31,14.180000305175781
2022-11-01,14.109999656677246
2022-11-02,13.579999923706055
2022-11-03,13.729999542236328
2022-11-04,14.109999656677246
2022-11-07,14.319999694824219
2022-11-08,14.25
2022-11-09,13.979999542236328
2022-11-10,14.930000305175781
2022-11-11,14.880000114440918
2022-11-14,14.680000305175781
2022-11-15,14.609999656677246
2022-11-16,14.09000015258789
2022-11-17,13.949999809265137
2022-11-18,14.050000190734863
2022-11-21,13.850000381469727
2022-11-22,13.979999542236328
2022-11-23,14.420000076293945
2022-11-25,14.5
2022-11-28,13.829999923706055
2022-11-29,14.140000343322754
2022-11-30,14.430000305175781
2022-12-01,13.979999542236328
2022-12-02,13.970000267028809
2022-12-05,14.109999656677246
2022-12-06,14.329999923706055
2022-12-07,13.550000190734863
2022-12-08,13.600000381469727
2022-12-09,13.529999732971191
2022-12-12,14.199999809265137
2022-12-13,13.460000038146973
2022-12-14,13.350000381469727
2022-12-15,12.930000305175781
2022-12-16,12.8100004196167
2022-12-19,12.479999542236328
2022-12-20,12.529999732971191
2022-12-21,13.029999732971191
2022-12-22,12.5600004196167
2022-12-23,12.710000038146973
2022-12-27,12.529999732971191
2022-12-28,12.319999694824219
2022-12-29,12.699999809265137
2022-12-30,12.720000267028809
2023-01-03,12.739999771118164
2023-01-04,13.59000015258789
